model,log_loss,brier_score,auc,average_precision,accuracy,balanced_accuracy,matthews_correlation_coefficient,up_base_rate,predicted_up_rate,calibration_intercept,calibration_slope,expected_calibration_error,episodes,sessions,stocks,month_groups,log_loss_improvement_vs_B0,brier_improvement_vs_B0,auc_improvement_vs_B0,average_precision_improvement_vs_B0
B0,0.7042271274159533,0.25534201762517694,0.4979819563152896,0.5469036459707836,0.5060827250608273,0.5056623931623931,0.011311634661209696,0.5255474452554745,0.5085158150851582,0.10259742649140666,-0.032336487064697245,0.05101807480216633,411,126,20,8,0.0,0.0,0.0,0.0
C1,0.7056921185205788,0.2558968433796069,0.512773029439696,0.5457660429794807,0.5231143552311436,0.5221153846153845,0.04421083056965228,0.5255474452554745,0.5206812652068127,0.10281829804919455,0.05820510680310651,0.04261157311290769,411,126,20,8,-0.0014649911046255015,-0.000554825754429944,0.014791073124406473,-0.001137602991302833
A1,0.719207573755703,0.26204120402470754,0.5012108262108262,0.5582564663525862,0.48418491484184917,0.4843304843304843,-0.031298930194852824,0.5255474452554745,0.49635036496350365,0.1055296917577125,0.09854223995874264,0.111055496380069,411,126,20,8,-0.014980446339749709,-0.006699186399530599,0.003228869895536668,0.01135282038180263
R1,0.7079057937398024,0.25690224955566404,0.5091405508072175,0.5450451249983755,0.49635036496350365,0.49615384615384617,-0.007682464684191147,0.5255474452554745,0.5036496350364964,0.10282728259200975,0.027628961011393206,0.07458798600651853,411,126,20,8,-0.003678666323849167,-0.0015602319304870993,0.011158594491927964,-0.0018585209724080176
