stock,session,checkpoint,M1C_probability,m1_probability,episode_impact
IREN,2024-06-25,6,0.6364472827329628,0.5579820475398354,shared
IREN,2024-06-26,6,0.5916541422094204,0.5661369285578388,shared
IREN,2024-07-22,6,0.5053829202572723,,M1C_only
IREN,2024-07-23,6,0.5636540166874946,,M1C_only
IREN,2024-07-31,6,0.5214824461749841,0.5201741934568732,shared
IREN,2024-08-16,6,0.5487709899186212,0.5307811267767636,shared
IREN,2024-08-19,6,0.6305718456965245,,M1C_only
IREN,2024-08-29,6,0.7723337715626358,0.6456133184231252,shared
IREN,2024-08-30,6,0.5217847015060737,,M1C_only
IREN,2024-09-23,6,0.5267138458999541,,M1C_only
IREN,2024-09-23,14,0.4921089226779487,,M1C_only
IREN,2024-09-24,6,0.5846584105898504,0.5440732418662131,shared
IREN,2024-09-25,6,0.6633576368491092,0.5627620149973839,shared
IREN,2024-10-11,6,0.4884193793339389,,M1C_only
IREN,2024-10-14,6,0.5174486491656372,,M1C_only
IREN,2024-10-15,6,0.6214279963782909,0.5885254185213681,shared
IREN,2024-10-15,14,,0.49873502154739235,archived_M1_only
IREN,2024-10-15,20,0.5348454832668887,,M1C_only
IREN,2024-10-16,6,0.5726552756824619,,M1C_only
IREN,2024-10-17,6,0.5396860137462117,,M1C_only
IREN,2024-10-18,6,0.601099013149777,0.5396395342162905,shared
IREN,2024-10-22,8,0.5029035803609628,,M1C_only
IREN,2024-10-23,6,0.48882537918480395,,M1C_only
IREN,2024-10-24,6,0.5417953019193893,0.5288170459886807,shared
IREN,2024-11-08,6,0.5360725999839923,,M1C_only
IREN,2024-11-11,6,0.5222998101474324,0.49948539254584434,shared
IREN,2024-11-11,16,0.4971724900807644,,M1C_only
IREN,2024-11-20,6,0.5003241305772209,,M1C_only
IREN,2024-11-21,6,0.6835353284671393,0.5442225793540818,shared
IREN,2024-12-12,6,0.5538438959948815,,M1C_only
IREN,2025-02-06,6,0.5319399355138343,,M1C_only
IREN,2025-02-13,6,0.5557138192980361,,M1C_only
IREN,2025-02-14,6,0.5407371864822988,0.5051737502077007,shared
IREN,2025-03-24,6,0.49423185095170474,,M1C_only
IREN,2025-03-25,6,0.49474249701940987,,M1C_only
IREN,2025-03-26,6,0.5714162141188397,,M1C_only
IREN,2025-04-03,6,0.5652184933103288,0.5078533589785286,shared
IREN,2025-04-04,6,0.5488468653241294,,M1C_only
IREN,2025-04-04,22,0.5226606371505266,,M1C_only
IREN,2025-04-16,6,0.5327953855065471,,M1C_only
IREN,2025-04-21,6,0.528807437821957,,M1C_only
IREN,2025-04-22,6,0.6602930311229183,0.6077495406641027,shared
IREN,2025-04-23,6,0.5435311507350076,,M1C_only
IREN,2025-04-24,6,0.49501299816846855,,M1C_only
IREN,2025-04-28,6,0.5592860286099193,,M1C_only
IREN,2025-05-16,6,0.627932529706731,0.5698057411054624,shared
IREN,2025-06-09,6,0.5519293833982523,,M1C_only
IREN,2025-06-11,6,0.5072639390168657,,M1C_only
IREN,2025-06-17,6,0.5007932166498906,,M1C_only
IREN,2025-06-20,6,0.7451697220651228,0.6111858035592017,shared
IREN,2025-06-23,6,0.6119097055770575,0.5334856783212352,shared
IREN,2025-07-11,6,0.5600690566209665,,M1C_only
IREN,2025-07-16,6,0.5334512378991298,,M1C_only
IREN,2025-07-18,6,0.5762269100878171,,M1C_only
IREN,2025-07-21,6,0.760705925754654,0.675529469289205,shared
IREN,2025-07-22,6,0.7124374201614108,,M1C_only
IREN,2025-08-07,6,0.5091675340653534,,M1C_only
IREN,2025-08-11,6,0.5629643403801112,,M1C_only
MARA,2024-01-25,6,0.48966973234536143,,M1C_only
MARA,2024-01-29,6,0.536372377362807,,M1C_only
MARA,2024-02-08,6,0.6009675894043772,0.5343368131426607,shared
MARA,2024-02-09,6,0.6856195469939397,,M1C_only
MARA,2024-02-09,14,0.510491739188804,,M1C_only
MARA,2024-02-16,6,0.514853349808705,,M1C_only
MARA,2024-02-27,6,0.5102330848981492,,M1C_only
MARA,2024-02-28,6,0.5499970239181275,0.5218022304654368,shared
MARA,2024-03-20,6,0.5009510728828048,,M1C_only
MARA,2024-03-21,6,0.5325991377116628,,M1C_only
MARA,2024-03-22,6,0.49512072998294393,,M1C_only
MARA,2024-04-01,6,0.5202730271491601,,M1C_only
MARA,2024-04-04,6,0.5297990514674263,,M1C_only
MARA,2024-05-10,6,0.5230871766456764,,M1C_only
MARA,2024-05-15,6,0.5374299514279274,,M1C_only
MARA,2024-05-17,6,0.49143296636884765,,M1C_only
MARA,2024-05-22,6,0.532645445931034,,M1C_only
MARA,2024-05-23,6,0.5850791082499527,,M1C_only
MARA,2024-05-24,6,0.5441278199082273,,M1C_only
MARA,2024-05-28,6,0.5888523310548265,0.5172352336510333,shared
MARA,2024-05-29,6,0.49456152349563015,0.4999770726509828,shared
MARA,2024-05-30,6,0.5433670383819241,,M1C_only
MARA,2024-06-11,6,0.5334689671784603,,M1C_only
MARA,2024-06-13,6,0.5742480589672064,0.5059531124034944,shared
MARA,2024-06-24,6,0.49336221594561713,,M1C_only
MARA,2024-07-01,6,0.528371889026618,,M1C_only
MARA,2024-07-01,14,,0.4994886760705878,archived_M1_only
MARA,2024-07-02,6,0.5236906316488761,,M1C_only
MARA,2024-07-17,6,0.5569448152500714,0.5154294033217813,shared
MARA,2024-07-19,6,0.5735345712664229,0.5344946772518571,shared
MARA,2024-07-22,6,0.5162359247924467,,M1C_only
MARA,2024-08-02,6,0.5627893466237356,0.5278714463537698,shared
MARA,2024-08-05,6,0.7579819698211464,0.643565731065431,shared
MARA,2024-08-05,22,,0.4981840955788074,archived_M1_only
MARA,2024-08-06,6,0.5461821401389286,,M1C_only
MARA,2024-08-16,6,0.527057918168693,0.5008451892434878,shared
MARA,2024-08-19,6,0.5762246361298593,,M1C_only
MARA,2024-08-21,6,0.5079473950917192,0.5083254584838345,shared
MARA,2024-08-29,6,0.5270066191960048,,M1C_only
MARA,2024-09-03,6,0.5030227018543727,,M1C_only
MARA,2024-09-24,6,0.5002108766546993,,M1C_only
MARA,2025-01-02,6,0.5749961321816535,0.534270817789554,shared
MARA,2025-01-03,6,0.5524158089376692,,M1C_only
MARA,2025-01-03,14,0.515291594422381,0.5036489121622293,shared
MARA,2025-01-06,6,0.5704362381359567,0.5013998233312361,shared
MARA,2025-01-13,6,0.49140915697289356,,M1C_only
MARA,2025-02-28,6,0.5601771089445707,0.5152965351394687,shared
MARA,2025-03-03,6,0.6322750025060642,,M1C_only
MARA,2025-03-07,6,0.5334554114355065,,M1C_only
MARA,2025-04-02,6,0.5817140932515559,0.5245525907810057,shared
MARA,2025-04-03,6,0.49008686556566233,,M1C_only
MARA,2025-04-04,6,0.6239309118115995,0.5372495030127343,shared
MARA,2025-04-04,14,0.4913398954112349,,M1C_only
MARA,2025-04-04,20,0.5520901203598452,,M1C_only
MARA,2025-04-11,6,0.5053356524419834,,M1C_only
MARA,2025-04-15,6,0.5049646892800062,,M1C_only
MARA,2025-04-21,6,0.49551594497358836,,M1C_only
MARA,2025-04-22,6,0.6873801371106312,0.5925311335062996,shared
MARA,2025-04-23,6,0.5802885698570635,,M1C_only
MARA,2025-05-12,6,0.5676351449224507,0.5099727205162027,shared
MARA,2025-05-13,6,0.5247144273705691,,M1C_only
MARA,2025-05-14,6,0.49636210052804175,,M1C_only
MARA,2025-05-21,6,0.5690671257134553,0.5103085037847012,shared
MARA,2025-05-21,20,0.5071156305677704,,M1C_only
MARA,2025-05-22,6,0.7575410845187213,0.5703416060513685,shared
MARA,2025-05-22,14,0.5526835103957424,,M1C_only
MARA,2025-06-13,6,0.48916260966136693,,M1C_only
MARA,2025-06-17,6,0.5256875015007773,,M1C_only
MARA,2025-07-02,6,0.555212756884348,0.5168241333470509,shared
MARA,2025-07-03,6,0.5510682275652973,,M1C_only
MARA,2025-07-07,6,0.6438068013381387,0.5071522721121526,shared
MARA,2025-07-18,6,0.5196631601700861,0.5118937483842986,shared
MARA,2025-08-01,6,0.5338004320391144,,M1C_only
MARA,2025-08-14,6,0.5065757142840779,,M1C_only
MARA,2025-08-18,6,0.5477665488741957,0.5051996828134383,shared
MARA,2025-08-22,8,0.5107542439181225,,M1C_only
MP,2024-04-11,6,0.587499274997628,0.5029249241478067,shared
MP,2024-04-15,6,0.5612535863117245,0.5242302103879856,shared
MP,2024-12-09,6,0.6113384059265932,0.5653954515638322,shared
MP,2024-12-10,6,0.5831585830395867,,M1C_only
MP,2025-01-08,6,0.5045914671814377,,M1C_only
MP,2025-01-10,6,0.6105636334009256,0.5362314645517687,shared
MP,2025-01-10,14,,0.5012706349716051,archived_M1_only
MP,2025-05-13,6,0.7528952310672912,0.6163613344992126,shared
MP,2025-05-30,6,0.6408468837700053,0.6282292109668711,shared
MP,2025-05-30,14,0.5741058538577158,,M1C_only
MP,2025-06-03,10,,0.5005478962152741,archived_M1_only
MP,2025-06-04,6,0.5465457993624802,,M1C_only
MP,2025-06-04,14,0.49604032558093214,,M1C_only
MP,2025-07-09,6,0.5361128237022221,,M1C_only
MP,2025-07-10,6,0.8880157528545137,0.7601731068832472,shared
MP,2025-07-11,6,0.9197935613284098,0.8403784148816102,shared
MP,2025-07-28,6,0.6038326382635627,0.5593651338203293,shared
MP,2025-07-28,20,0.5071580787989921,,M1C_only
MP,2025-07-29,6,0.6807578808664796,0.5875659834950889,shared
MP,2025-07-30,6,0.6138810846379051,0.5951895899559176,shared
MP,2025-07-30,14,0.5297297006696313,,M1C_only
MP,2025-07-31,6,0.5141649956162778,0.5490616958374697,shared
MP,2025-07-31,14,,0.525363045966656,archived_M1_only
MP,2025-08-01,6,0.7223709850189164,,M1C_only
MP,2025-08-01,8,,0.6917886436948593,archived_M1_only
MP,2025-08-04,6,0.6853482804895576,0.6304681232205873,shared
MP,2025-08-04,20,,0.5161382531487705,archived_M1_only
MP,2025-08-04,30,,0.5168503174346171,archived_M1_only
MRNA,2024-02-15,6,0.5965393288889665,0.588976892577062,shared
MRNA,2024-03-15,6,0.4999160945138151,,M1C_only
MRNA,2024-03-20,6,0.5327363027418219,,M1C_only
MRNA,2024-03-27,6,0.5124157641828683,,M1C_only
MRNA,2024-04-22,6,0.5072410723791886,,M1C_only
MRNA,2024-05-10,6,0.5659136568334115,0.5310847325160822,shared
MRNA,2024-05-24,6,0.6310047148103222,0.5565619162524428,shared
MRNA,2024-05-28,6,0.649069869347547,0.5336879391679077,shared
MRNA,2024-05-28,14,0.5186697519261912,,M1C_only
MRNA,2024-05-30,6,0.5127222677235932,,M1C_only
MRNA,2024-05-31,6,0.4977650834559788,,M1C_only
MRNA,2024-05-31,20,0.5976820159363051,,M1C_only
MRNA,2024-06-03,6,0.7021954659353782,0.6657330698997124,shared
MRNA,2024-06-03,14,0.4979277935660542,0.5318812825290187,shared
MRNA,2024-06-04,6,0.5381921320141296,,M1C_only
MRNA,2024-07-16,6,0.5512342764642051,0.5326207449555005,shared
MRNA,2024-08-16,6,0.5072368879371134,,M1C_only
MRNA,2024-08-22,6,0.5014619033079091,,M1C_only
MRNA,2024-09-09,6,,0.5007273229235281,archived_M1_only
MRNA,2024-09-30,6,0.5039569072695204,0.5030834746318401,shared
MRNA,2024-10-11,6,0.5098861999950793,,M1C_only
MRNA,2024-11-13,6,0.49101287402980387,,M1C_only
MRNA,2024-11-14,6,0.5330378898790662,,M1C_only
MRNA,2024-11-15,6,0.7036241357679575,0.5962555733191068,shared
MRNA,2024-11-22,6,0.6922275753742001,0.6402383555261211,shared
MRNA,2024-11-22,28,,0.498691186601861,archived_M1_only
MRNA,2024-12-02,6,0.5077484084790644,,M1C_only
MRNA,2024-12-03,6,0.5214655135870387,,M1C_only
MRNA,2024-12-04,6,0.5372504105737445,,M1C_only
MRNA,2024-12-05,10,0.49528324954086317,0.5131881683133834,shared
MRNA,2024-12-06,6,0.759778955850472,0.6851175103229987,shared
MRNA,2024-12-16,6,0.677367439502824,0.5831741670447964,shared
MRNA,2024-12-17,6,0.5561663235677633,0.541773789543367,shared
MRNA,2025-02-25,6,0.70383979221789,0.6332107075158169,shared
MRNA,2025-02-27,6,0.6374963420376172,0.5047691368460405,shared
MRNA,2025-03-05,6,0.7829275101181831,0.6529076511676581,shared
MRNA,2025-03-05,30,0.495015010151749,,M1C_only
MRNA,2025-03-06,6,0.5048376935319494,,M1C_only
MRNA,2025-06-02,6,0.55176169984691,0.5181778615262175,shared
MRNA,2025-06-03,6,0.5843975197346238,0.535569911229441,shared
MRNA,2025-08-11,6,,0.4961712933593162,archived_M1_only
MSTR,2024-02-09,6,0.6092202381432439,,M1C_only
MSTR,2024-05-23,6,0.5798174841344261,0.5067593440244581,shared
MSTR,2024-05-24,6,0.4928694365196044,,M1C_only
MSTR,2024-07-19,6,,0.505167071021816,archived_M1_only
MSTR,2024-08-06,6,0.5018316075978833,,M1C_only
MSTR,2025-01-23,6,0.5937857222640374,0.5644898004626352,shared
MSTR,2025-03-18,6,0.5801871855656408,0.5131562461811057,shared
MSTR,2025-03-18,14,,0.4967967470624506,archived_M1_only
MSTR,2025-03-24,6,0.545535555500228,0.5324974717715377,shared
MSTR,2025-03-25,6,0.520423334956992,0.5117542411877014,shared
MSTR,2025-03-27,6,0.5565989573208046,0.536102805827974,shared
MSTR,2025-03-28,8,0.5010748190381001,,M1C_only
MSTR,2025-03-31,6,0.5482223116970413,0.5103707845946233,shared
MSTR,2025-04-02,6,0.5171771216040405,0.49790285940044254,shared
MSTR,2025-04-03,6,0.5919823271046688,0.5409920099896482,shared
MSTR,2025-04-04,6,0.6668191951164403,0.5855738504006137,shared
MSTR,2025-04-04,14,0.49365483363622403,,M1C_only
MSTR,2025-04-04,16,,0.5013836513266254,archived_M1_only
MSTR,2025-06-03,6,0.48868938208061946,,M1C_only
MSTR,2025-07-18,6,0.5003271663080483,,M1C_only
MSTR,2025-07-22,6,0.6005218531145021,0.5050933114859573,shared
NVTS,2024-06-10,6,0.5415193420310642,,M1C_only
NVTS,2024-06-11,6,0.5108885683483331,,M1C_only
NVTS,2024-06-12,6,0.7191779951913109,0.6237141875168193,shared
NVTS,2024-07-10,6,0.5028408213230615,,M1C_only
NVTS,2024-07-12,6,0.5086178752501201,0.5029467641491037,shared
NVTS,2024-08-09,6,0.5429358454643815,,M1C_only
NVTS,2024-09-06,6,0.5081391551304366,,M1C_only
NVTS,2024-10-11,6,0.5659194580240593,0.5519144095522922,shared
NVTS,2024-10-14,6,0.49555784031633954,0.5069866096916634,shared
NVTS,2025-03-07,6,0.5178245567359683,,M1C_only
NVTS,2025-03-07,14,0.496352544870769,,M1C_only
NVTS,2025-05-09,6,0.5820695969553068,0.5651862440782933,shared
NVTS,2025-05-12,6,0.7153364771401322,0.6738176696374992,shared
NVTS,2025-07-02,6,0.6120287116278085,0.5167410363475377,shared
NVTS,2025-07-03,6,0.5125987211197107,0.5103827441284309,shared
NVTS,2025-07-03,20,0.5008462594830719,,M1C_only
NVTS,2025-07-07,6,0.6061924092742383,0.5290249634436911,shared
NVTS,2025-07-10,6,0.5022420904592239,,M1C_only
NVTS,2025-07-25,6,0.5777034246938484,,M1C_only
NVTS,2025-07-25,10,,0.5480939073587985,archived_M1_only
NVTS,2025-07-25,14,0.48838944602857315,,M1C_only
NVTS,2025-07-28,6,0.754905554734733,0.6125756903960969,shared
NVTS,2025-07-29,6,0.5084511973528372,,M1C_only
NVTS,2025-08-13,6,0.5667025285279568,0.5555410563388837,shared
NVTS,2025-08-14,6,0.5379062366440961,0.520822877982896,shared
QBTS,2024-02-07,6,0.622232168952005,0.5577962169320322,shared
QBTS,2024-11-07,14,,0.5333314715960257,archived_M1_only
QBTS,2025-04-11,6,0.6026141917873633,0.5626146201986136,shared
QBTS,2025-04-11,14,0.49063389956378584,0.5104319508986742,shared
QBTS,2025-04-14,6,0.5126622527636124,,M1C_only
QBTS,2025-06-09,6,0.5866455085557059,,M1C_only
QBTS,2025-06-10,6,0.6340827427607685,0.5576060369040163,shared
QBTS,2025-06-11,6,0.6693602059626482,0.5462872129384364,shared
QBTS,2025-06-17,6,0.5154419040189522,,M1C_only
QBTS,2025-07-01,6,0.5875976926034919,,M1C_only
QBTS,2025-07-02,6,0.5763190502783048,,M1C_only
QBTS,2025-07-09,6,0.5453884566424904,0.5169404653322807,shared
QBTS,2025-07-16,6,0.5253302951663983,,M1C_only
QBTS,2025-07-21,6,0.5776735223640993,0.510614027930916,shared
QBTS,2025-07-21,14,0.508583419295007,,M1C_only
QBTS,2025-07-22,6,0.600526623129993,,M1C_only
QBTS,2025-07-23,6,0.6126165691949752,0.5683478208129399,shared
QBTS,2025-07-28,6,0.5065697146252207,,M1C_only
QBTS,2025-08-05,6,0.508676144926212,0.5235177620303019,shared
QBTS,2025-08-07,6,0.5176059549150909,,M1C_only
QBTS,2025-08-15,6,0.569907602252078,,M1C_only
QBTS,2025-08-18,6,0.4921719996421618,,M1C_only
RGTI,2025-02-28,6,,0.4962890153198176,archived_M1_only
RGTI,2025-03-21,6,0.4923379930007838,0.5359316218953458,shared
RGTI,2025-03-24,6,0.5526104218949734,0.5459394912788477,shared
RGTI,2025-03-31,6,,0.4998620531203121,archived_M1_only
RGTI,2025-04-01,6,0.5091141595096104,,M1C_only
RGTI,2025-04-02,6,0.5282413683875948,0.5361299261077853,shared
RGTI,2025-04-25,8,0.5114458382528106,0.5477497109042128,shared
RGTI,2025-04-28,6,0.5712562563459657,0.5243156117339139,shared
RGTI,2025-05-14,6,0.6091404124709741,0.6181492085031844,shared
RGTI,2025-05-14,22,,0.5622800627426034,archived_M1_only
RGTI,2025-05-14,24,0.5129298726395751,,M1C_only
RGTI,2025-05-15,6,,0.5213856719628627,archived_M1_only
RGTI,2025-05-19,8,,0.5066490305811572,archived_M1_only
RGTI,2025-05-20,6,0.6167188359314489,0.5293972565263452,shared
RGTI,2025-05-20,14,0.49347816799954347,0.49892552657018574,shared
RGTI,2025-05-21,6,0.4889560833383996,0.5054177158209702,shared
RGTI,2025-05-27,6,0.6071075123314863,0.5425860566663692,shared
RGTI,2025-05-29,6,0.5097787670063413,,M1C_only
RGTI,2025-06-03,6,0.5914804611342425,0.5332216310313805,shared
RGTI,2025-07-07,6,0.5186793525519484,,M1C_only
RGTI,2025-07-28,6,0.5047638937506678,,M1C_only
RGTI,2025-08-05,6,0.5111746856366747,0.5651181783877183,shared
RGTI,2025-08-13,6,0.522758477641535,,M1C_only
RIOT,2024-02-09,6,0.5943148719246453,,M1C_only
RIOT,2024-02-12,6,0.49884241552499736,0.5427755036024045,shared
RIOT,2024-02-28,6,0.6112606846275643,0.5268220711259178,shared
RIOT,2024-02-29,6,0.5408027278891656,,M1C_only
RIOT,2024-04-25,6,0.5163712931534453,,M1C_only
RIOT,2024-05-17,6,0.5338798305275724,,M1C_only
RIOT,2024-05-23,6,0.502221260624222,,M1C_only
RIOT,2024-06-05,6,0.5997169953938247,,M1C_only
RIOT,2024-06-06,6,0.49399151813458386,,M1C_only
RIOT,2024-06-13,6,0.5652194690970007,0.5451786993822073,shared
RIOT,2024-07-17,6,0.5105585346326527,0.5189839160766007,shared
RIOT,2024-07-18,6,0.5288814023240167,,M1C_only
RIOT,2024-07-22,6,0.5005780883961576,,M1C_only
RIOT,2024-08-05,6,0.7051002787052196,0.6291326157610921,shared
RIOT,2024-09-03,6,0.49114294415621934,,M1C_only
RIOT,2024-10-14,6,0.515179255367827,,M1C_only
RIOT,2024-10-15,6,,0.4995691980240207,archived_M1_only
RIOT,2024-11-27,6,0.5436560687820079,0.5524018559329691,shared
RIOT,2024-11-27,14,,0.5014557414655874,archived_M1_only
RIOT,2025-01-02,6,0.5293702658289264,0.5304398753129269,shared
RIOT,2025-01-03,6,0.5708117812962673,0.5415427748856635,shared
RIOT,2025-01-06,6,0.5808744663655827,0.5499674155241343,shared
RIOT,2025-03-03,6,0.5439835933653933,,M1C_only
RIOT,2025-03-04,6,0.4970060996883013,,M1C_only
RIOT,2025-04-04,6,0.49459012668960345,,M1C_only
RIOT,2025-05-16,6,0.5749469442491546,0.5636336112915524,shared
RIOT,2025-05-20,6,0.5123077347025117,,M1C_only
RIOT,2025-05-22,6,0.6328791972485807,,M1C_only
RIOT,2025-05-28,6,0.5380191379187194,,M1C_only
RIOT,2025-06-03,6,0.5192971541109566,0.5122964427707274,shared
RIOT,2025-06-05,6,0.5222831507445598,,M1C_only
RIOT,2025-06-12,10,0.4943995097852696,,M1C_only
RIOT,2025-06-17,6,0.500699105130624,,M1C_only
RIOT,2025-06-25,6,0.5177316332540428,,M1C_only
RIOT,2025-07-01,6,0.5095807573505885,0.5098611529035855,shared
RIOT,2025-07-02,6,0.5182234707364737,0.5159287848866709,shared
RIOT,2025-07-03,6,0.5660280461386384,0.5200181343723044,shared
RIOT,2025-07-07,6,0.6236494717399402,0.5317181799220317,shared
RIOT,2025-07-14,6,0.6899260262043467,0.6145389360881647,shared
RIOT,2025-07-14,14,0.4917569824824402,,M1C_only
RIOT,2025-08-07,6,0.5080427174233806,,M1C_only
RIOT,2025-08-14,6,0.5214090218653122,0.49775008970122586,shared
RIOT,2025-08-15,6,0.5142771568728794,,M1C_only
RIOT,2025-08-20,6,0.615698408208329,0.5030675469380029,shared
RIOT,2025-08-22,6,0.49421039279258694,0.49957106644103333,shared
RIVN,2024-01-25,6,0.5070060495518686,,M1C_only
RIVN,2024-01-29,10,0.5109720480122623,0.5057758610341553,shared
RIVN,2024-03-04,6,0.5534784154753805,0.5155588368876858,shared
RIVN,2024-04-11,6,0.6131250976851732,0.5055254053613144,shared
RIVN,2024-06-24,6,,0.49850151358673583,archived_M1_only
RIVN,2024-06-26,6,0.8360631482455693,0.7142608849418183,shared
RIVN,2024-06-26,32,0.5133064702674373,,M1C_only
RIVN,2024-07-17,6,0.5379807615704901,0.5606093781899324,shared
RIVN,2024-08-28,6,0.6008217525435959,0.5266398495396252,shared
RIVN,2024-10-04,6,0.49898393497968413,,M1C_only
RIVN,2024-11-18,6,0.5266664157131206,0.5418665822965943,shared
RIVN,2024-11-19,6,,0.5048052664068147,archived_M1_only
RIVN,2024-11-20,6,0.5207305002057558,0.5232512659985142,shared
RIVN,2024-11-21,6,,0.5047841024742243,archived_M1_only
RIVN,2024-11-27,6,0.727855760448181,0.677545519333178,shared
RIVN,2024-11-27,14,0.5369030654607599,0.5149227080190513,shared
RIVN,2024-11-27,22,,0.5064082845323349,archived_M1_only
RIVN,2024-12-02,6,0.5503822369309356,,M1C_only
RIVN,2025-01-02,6,0.5670555210092566,0.5385272932326857,shared
RIVN,2025-01-03,6,0.8003492962231707,0.7263019379448773,shared
RIVN,2025-01-06,6,0.642461070530476,0.5546015044119684,shared
RIVN,2025-01-06,14,0.5546432469408511,0.5316680608470149,shared
RIVN,2025-01-07,6,0.6298307891654722,0.579038481707608,shared
RIVN,2025-01-07,22,0.515198766156302,,M1C_only
RIVN,2025-01-21,6,0.6596244199861316,0.5793106165690202,shared
RIVN,2025-04-01,14,,0.49808788781877317,archived_M1_only
RIVN,2025-04-02,6,0.5092019061753096,,M1C_only
RIVN,2025-04-03,6,,0.506989915370464,archived_M1_only
RIVN,2025-07-17,6,0.5314473961757437,,M1C_only
SMCI,2024-02-01,6,0.593633140923286,0.5623163375847882,shared
SMCI,2024-02-01,14,,0.5017048531032383,archived_M1_only
SMCI,2024-02-05,6,0.6925815210828301,0.6756756779030181,shared
SMCI,2024-02-07,6,0.5474264912070921,0.5326086853326228,shared
SMCI,2024-02-09,6,0.5455310888340846,0.5647732538465468,shared
SMCI,2024-02-12,6,0.5551652682062375,0.5313338652739876,shared
SMCI,2024-02-26,6,0.5304673976171349,,M1C_only
SMCI,2024-02-27,6,0.49205938502610796,,M1C_only
SMCI,2024-03-18,6,0.5397642904584432,0.5229612781026631,shared
SMCI,2024-03-18,20,0.5027285060935198,,M1C_only
SMCI,2024-03-19,6,0.6015370241144951,,M1C_only
SMCI,2024-03-20,6,0.5198395167259448,,M1C_only
SMCI,2024-03-21,6,0.5500059069060402,0.5046207700751165,shared
SMCI,2024-03-22,6,0.5100703768602772,0.5042349763763677,shared
SMCI,2024-05-03,6,0.5280368335465907,0.5326027061986468,shared
SMCI,2024-05-08,6,,0.508018189019849,archived_M1_only
SMCI,2024-05-09,6,0.5844500434486615,,M1C_only
SMCI,2024-05-10,6,0.4996521182807296,0.5148947151742101,shared
SMCI,2024-05-13,6,0.5834240454747104,0.5021679596518777,shared
SMCI,2024-05-16,6,0.5771267652070228,0.5645649597775597,shared
SMCI,2024-05-23,6,0.582718791675096,0.5417701959932191,shared
SMCI,2024-05-28,6,0.5056709187785502,,M1C_only
SMCI,2024-06-17,6,0.503618755210892,,M1C_only
SMCI,2024-06-20,6,0.5517690610675489,0.5314521535740258,shared
SMCI,2024-07-15,6,0.568324650346145,0.5020247892952123,shared
SMCI,2024-08-13,6,0.5187587232518543,,M1C_only
SMCI,2024-08-13,10,,0.501524562082429,archived_M1_only
SMCI,2024-08-14,6,0.5981276993213684,0.5003373701681011,shared
SMCI,2024-08-15,6,0.4916982973527298,0.5099523573599372,shared
SMCI,2024-08-16,6,0.5433726608081085,0.5262777025875581,shared
SMCI,2024-08-19,6,0.5153204304217711,,M1C_only
SMCI,2024-08-26,10,0.5165861490059661,,M1C_only
SMCI,2024-08-27,6,0.639973112795485,0.5874531150970125,shared
SMCI,2024-08-27,14,,0.5299247322373454,archived_M1_only
SMCI,2024-09-18,6,0.5489326193082601,0.5329518171832128,shared
SMCI,2024-09-24,6,0.5002011508137695,,M1C_only
SMCI,2024-09-25,6,0.48997486985680433,0.503077194659938,shared
SMCI,2024-09-26,6,0.5398067093835813,0.531235119776667,shared
SMCI,2024-09-26,16,0.6453307854629629,0.5712835032164351,shared
SMCI,2024-10-03,6,0.6390026928371308,0.6053793099826789,shared
SMCI,2024-10-03,14,,0.4987995597251301,archived_M1_only
SMCI,2024-10-04,6,0.551161716521633,0.4985858803700786,shared
SMCI,2024-10-30,6,0.8515817025764734,0.7533258997069238,shared
SMCI,2025-01-06,6,0.7101776000633435,0.6565612847717676,shared
SMCI,2025-01-10,6,0.5418772034400168,0.5436989119450706,shared
SMCI,2025-01-13,6,0.5841905962266727,0.5141457707657501,shared
SMCI,2025-03-18,6,0.5325659790987505,,M1C_only
SMCI,2025-03-21,6,0.5461637213619169,0.5318406759083137,shared
SMCI,2025-03-24,6,0.6147639607043427,0.5585054506460843,shared
SMCI,2025-03-31,6,0.5740132788699931,0.5598025320718636,shared
SMCI,2025-04-15,6,0.49740911746600736,0.5051297577237386,shared
SMCI,2025-04-23,6,0.5117529360663162,0.5004256931594309,shared
SMCI,2025-06-25,6,0.6531504895803465,0.6352207853950854,shared
SMCI,2025-06-25,14,0.5059247680343587,0.5249287354753642,shared
SMCI,2025-06-26,6,0.49460145049789334,,M1C_only
SMCI,2025-06-27,6,0.5134715154213131,,M1C_only
SMCI,2025-06-30,10,,0.5006135213956713,archived_M1_only
SMCI,2025-08-07,6,0.5177620457900334,0.5298636280861028,shared
SOFI,2024-02-09,6,0.4967063176612928,,M1C_only
SOFI,2024-02-12,6,0.5263577806286472,0.5311186423092058,shared
SOFI,2024-02-15,6,0.49841211424770937,,M1C_only
SOFI,2024-02-16,6,0.5777530523884771,0.5509721532527576,shared
SOFI,2024-02-27,14,,0.5094562738759922,archived_M1_only
SOFI,2024-03-08,6,0.5215056445613065,0.5117021458625518,shared
SOFI,2024-04-30,6,0.5160393821589677,,M1C_only
SOFI,2024-05-14,6,0.7004193572131983,0.6435544664758138,shared
SOFI,2024-05-14,14,0.516317417393409,,M1C_only
SOFI,2024-05-15,6,0.5233705567717837,,M1C_only
SOFI,2024-06-14,6,0.5623447961091415,,M1C_only
SOFI,2024-07-09,6,0.4954298627796841,,M1C_only
