slice_type,slice_value,source_opportunities,exact_t0_opportunities,exact_t1_opportunities,paired_opportunities,pairing_rate,t0_net_payoff_bps,t1_net_payoff_bps,t0_mean_net_payoff_bps,t1_mean_net_payoff_bps,t0_median_net_payoff_bps,t1_median_net_payoff_bps,t0_positive_rate,t1_positive_rate,t0_profit_factor,t1_profit_factor,t0_maximum_drawdown_bps,t1_maximum_drawdown_bps,paired_total_difference_bps,paired_mean_difference_bps,paired_median_difference_bps,opportunities_improved_fraction,opportunities_worsened_fraction,opportunities_unchanged_fraction,paired_sign_test_pvalue,sessions,sessions_improved_fraction,observed_session_mean_delta_bps,bootstrap_lower_95_bps,bootstrap_upper_95_bps,run_id,contract_hash,data_snapshot_hash,model_version
all,all,641,641,302,302,0.471138845554,-10174.1052037,-10661.6055128,-33.6890900783,-35.3033295125,-10,-15.2251889362,0.473509933775,0.466887417219,0.705714482205,0.689295993547,-12311.22975,-12560.2789715,-487.500309127,-1.61423943419,-0.693139977682,0.470198675497,0.506622516556,0.023178807947,0.560490584577,141,0.425531914894,-2.33220306022,-8.11623926855,3.3826050232,fixed-latency-d66f96ac8f08d9c8293d14e7,35fa576fd87acc85220105807beafdc3103db87fbf3c0a7dd0044afe4877ff84,08752c75f98f2c61114496ebf78eab2c055adeb138a72c88bb1d1981cf72a96a,fixed_one_bar_entry_latency_v1.0.0
period,2023,339,339,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,fixed-latency-d66f96ac8f08d9c8293d14e7,35fa576fd87acc85220105807beafdc3103db87fbf3c0a7dd0044afe4877ff84,08752c75f98f2c61114496ebf78eab2c055adeb138a72c88bb1d1981cf72a96a,fixed_one_bar_entry_latency_v1.0.0
period,2025,302,302,302,302,1,-10174.1052037,-10661.6055128,-33.6890900783,-35.3033295125,-10,-15.2251889362,0.473509933775,0.466887417219,0.705714482205,0.689295993547,-12311.22975,-12560.2789715,-487.500309127,-1.61423943419,-0.693139977682,0.470198675497,0.506622516556,0.023178807947,0.560490584577,141,0.425531914894,-2.33220306022,-8.11623926855,3.3826050232,fixed-latency-d66f96ac8f08d9c8293d14e7,35fa576fd87acc85220105807beafdc3103db87fbf3c0a7dd0044afe4877ff84,08752c75f98f2c61114496ebf78eab2c055adeb138a72c88bb1d1981cf72a96a,fixed_one_bar_entry_latency_v1.0.0
loop_id,cycle_04,14,14,6,6,0.428571428571,-196.758203506,-265.536381679,-32.7930339177,-44.2560636132,22.5863442852,-44.991883162,0.5,0.5,0.781916484244,0.703388858114,-402.475943169,-396.222810475,-68.7781781729,-11.4630296955,-6.94216210504,0.5,0.5,0,1,5,0.4,-13.2010527999,-13.2010527999,-13.2010527999,fixed-latency-d66f96ac8f08d9c8293d14e7,35fa576fd87acc85220105807beafdc3103db87fbf3c0a7dd0044afe4877ff84,08752c75f98f2c61114496ebf78eab2c055adeb138a72c88bb1d1981cf72a96a,fixed_one_bar_entry_latency_v1.0.0
loop_id,cycle_07,627,627,296,296,0.472089314195,-9977.34700015,-10396.0691311,-33.7072533789,-35.1218551727,-10,-15.2251889362,0.472972972973,0.466216216216,0.703672588449,0.688918472722,-11717.7794609,-11918.144253,-418.722130954,-1.41460179376,-0.693139977682,0.469594594595,0.506756756757,0.0236486486486,0.55644939443,140,0.428571428571,-2.36993123411,-8.38336013016,3.80902881833,fixed-latency-d66f96ac8f08d9c8293d14e7,35fa576fd87acc85220105807beafdc3103db87fbf3c0a7dd0044afe4877ff84,08752c75f98f2c61114496ebf78eab2c055adeb138a72c88bb1d1981cf72a96a,fixed_one_bar_entry_latency_v1.0.0
orientation,state_2,14,14,6,6,0.428571428571,-196.758203506,-265.536381679,-32.7930339177,-44.2560636132,22.5863442852,-44.991883162,0.5,0.5,0.781916484244,0.703388858114,-402.475943169,-396.222810475,-68.7781781729,-11.4630296955,-6.94216210504,0.5,0.5,0,1,5,0.4,-13.2010527999,-13.2010527999,-13.2010527999,fixed-latency-d66f96ac8f08d9c8293d14e7,35fa576fd87acc85220105807beafdc3103db87fbf3c0a7dd0044afe4877ff84,08752c75f98f2c61114496ebf78eab2c055adeb138a72c88bb1d1981cf72a96a,fixed_one_bar_entry_latency_v1.0.0
orientation,state_6,627,627,296,296,0.472089314195,-9977.34700015,-10396.0691311,-33.7072533789,-35.1218551727,-10,-15.2251889362,0.472972972973,0.466216216216,0.703672588449,0.688918472722,-11717.7794609,-11918.144253,-418.722130954,-1.41460179376,-0.693139977682,0.469594594595,0.506756756757,0.0236486486486,0.55644939443,140,0.428571428571,-2.36993123411,-8.38336013016,3.80902881833,fixed-latency-d66f96ac8f08d9c8293d14e7,35fa576fd87acc85220105807beafdc3103db87fbf3c0a7dd0044afe4877ff84,08752c75f98f2c61114496ebf78eab2c055adeb138a72c88bb1d1981cf72a96a,fixed_one_bar_entry_latency_v1.0.0
direction_label,long,163,163,75,75,0.460122699387,1811.36267589,1229.59148448,24.1515023452,16.3945531264,27.6369426752,33.4708147307,0.56,0.573333333333,1.27901349962,1.18300863915,-1477.37538968,-1677.88673073,-581.771191414,-7.75694921885,-7.04452669511,0.44,0.56,0,0.355699239081,56,0.428571428571,-6.28393487555,-15.3314629454,2.73217253872,fixed-latency-d66f96ac8f08d9c8293d14e7,35fa576fd87acc85220105807beafdc3103db87fbf3c0a7dd0044afe4877ff84,08752c75f98f2c61114496ebf78eab2c055adeb138a72c88bb1d1981cf72a96a,fixed_one_bar_entry_latency_v1.0.0
direction_label,short,478,478,227,227,0.47489539749,-11985.4678795,-11891.1969973,-52.7994179716,-52.3841277412,-22.2473984995,-28.8582813473,0.444933920705,0.431718061674,0.573170138603,0.569090620859,-13085.6733922,-12778.5463259,94.2708822869,0.415290230339,0,0.480176211454,0.488986784141,0.0308370044053,0.94626772778,122,0.475409836066,0.361920279652,-6.21650232734,7.00326300472,fixed-latency-d66f96ac8f08d9c8293d14e7,35fa576fd87acc85220105807beafdc3103db87fbf3c0a7dd0044afe4877ff84,08752c75f98f2c61114496ebf78eab2c055adeb138a72c88bb1d1981cf72a96a,fixed_one_bar_entry_latency_v1.0.0
symbol,AAL,3,3,3,3,1,-1150.52360246,-1242.09317045,-383.507867487,-414.031056816,-41.0067183463,-66.9948245591,0,0,0,0,-68.38422311,-94.1991256343,-91.5695679887,-30.5231893296,-25.9881062128,0.333333333333,0.666666666667,0,1,,,,,,fixed-latency-d66f96ac8f08d9c8293d14e7,35fa576fd87acc85220105807beafdc3103db87fbf3c0a7dd0044afe4877ff84,08752c75f98f2c61114496ebf78eab2c055adeb138a72c88bb1d1981cf72a96a,fixed_one_bar_entry_latency_v1.0.0
symbol,AAOI,39,39,18,18,0.461538461538,-857.893281144,-912.297445689,-47.6607378413,-50.6831914272,42.5697860509,26.5487640821,0.611111111111,0.5,0.630969547586,0.598383294558,-2034.1533654,-2077.74839191,-54.4041645456,-3.02245358586,-1.62387955072,0.444444444444,0.5,0.0555555555556,1,,,,,,fixed-latency-d66f96ac8f08d9c8293d14e7,35fa576fd87acc85220105807beafdc3103db87fbf3c0a7dd0044afe4877ff84,08752c75f98f2c61114496ebf78eab2c055adeb138a72c88bb1d1981cf72a96a,fixed_one_bar_entry_latency_v1.0.0
symbol,APLD,61,61,37,37,0.606557377049,-1373.69130139,-1191.97383097,-37.1267919293,-32.2155089452,26.0682296363,50.4108931353,0.540540540541,0.567567567568,0.721916000011,0.745945863046,-2595.92002666,-2311.1470813,181.717470412,4.91128298411,2.66414941006,0.540540540541,0.459459459459,0,0.742829358729,,,,,,fixed-latency-d66f96ac8f08d9c8293d14e7,35fa576fd87acc85220105807beafdc3103db87fbf3c0a7dd0044afe4877ff84,08752c75f98f2c61114496ebf78eab2c055adeb138a72c88bb1d1981cf72a96a,fixed_one_bar_entry_latency_v1.0.0
symbol,ASTS,17,17,9,9,0.529411764706,-320.490628713,-192.128409197,-35.610069857,-21.3476010219,-67.0323415265,-67.2655007574,0.444444444444,0.333333333333,0.711566650291,0.823390043446,-583.430966977,-534.252358804,128.362219516,14.2624688351,5.07877281441,0.555555555556,0.444444444444,0,1,,,,,,fixed-latency-d66f96ac8f08d9c8293d14e7,35fa576fd87acc85220105807beafdc3103db87fbf3c0a7dd0044afe4877ff84,08752c75f98f2c61114496ebf78eab2c055adeb138a72c88bb1d1981cf72a96a,fixed_one_bar_entry_latency_v1.0.0
symbol,CIFR,64,64,42,42,0.65625,1616.1288973,1269.02471519,38.4792594595,30.2148741712,33.6867369829,28.0623929144,0.595238095238,0.547619047619,1.49901577152,1.40309185981,-946.595468098,-903.447450342,-347.104182105,-8.26438528821,0,0.47619047619,0.47619047619,0.047619047619,1,,,,,,fixed-latency-d66f96ac8f08d9c8293d14e7,35fa576fd87acc85220105807beafdc3103db87fbf3c0a7dd0044afe4877ff84,08752c75f98f2c61114496ebf78eab2c055adeb138a72c88bb1d1981cf72a96a,fixed_one_bar_entry_latency_v1.0.0
symbol,HIMS,16,16,14,14,0.875,156.747412775,332.149672238,11.1962437697,23.7249765884,11.1098253066,18.700669131,0.5,0.5,1.16786477748,1.38528569604,-774.90972206,-710.871221594,175.402259463,12.5287328188,15.9401039757,0.642857142857,0.285714285714,0.0714285714286,0.266845703125,,,,,,fixed-latency-d66f96ac8f08d9c8293d14e7,35fa576fd87acc85220105807beafdc3103db87fbf3c0a7dd0044afe4877ff84,08752c75f98f2c61114496ebf78eab2c055adeb138a72c88bb1d1981cf72a96a,fixed_one_bar_entry_latency_v1.0.0
