experiment_run_id,contract_hash,data_snapshot_id,experiment_model_version,period_slice,model,eligible_forecasts,observable_rows,brier_score,log_loss,auc,ece,calibration_intercept,calibration_slope,rank_payoff_correlation,probability_weighted_payoff_bps,paired_rows,anchor_brier,sequential_brier,brier_improvement,anchor_log_loss,sequential_log_loss,log_loss_improvement,paired_economic_increment_bps,brier_interval_lower,brier_interval_upper
sequential-veto-5c76a755c8f8b5e1651e688f,49b55b4c4ba394cf3260652b977d527623fe9d4b1299df8fcf3e73708a0fd609,bea06a259c9820488a8fc143f2ee1aaa7f289cad4d5817e351e67d222c5a040b,sequential_loop_competitor_veto_v1.0.0,all,absolute_target_loop_probability,9072,8670,0.327130054252,0.921966225487,0.489687577042,0.262784372247,0.521898611599,-0.125703289311,-0.0201291881171,-2440.87566757,,,,,,,,,,
sequential-veto-5c76a755c8f8b5e1651e688f,49b55b4c4ba394cf3260652b977d527623fe9d4b1299df8fcf3e73708a0fd609,bea06a259c9820488a8fc143f2ee1aaa7f289cad4d5817e351e67d222c5a040b,sequential_loop_competitor_veto_v1.0.0,all,static_good_mass_anchor,9072,8670,0.48293143283,12.3117377085,0.5014178883,0.476927019169,0.494593304883,-0.0985075375594,-0.00400572843474,-1006.44539176,,,,,,,,,,
sequential-veto-5c76a755c8f8b5e1651e688f,49b55b4c4ba394cf3260652b977d527623fe9d4b1299df8fcf3e73708a0fd609,bea06a259c9820488a8fc143f2ee1aaa7f289cad4d5817e351e67d222c5a040b,sequential_loop_competitor_veto_v1.0.0,all,static_good_to_bad_anchor,9072,1531,0.47811887655,13.2109192906,0.525455462127,0.47811887655,0.4496,0.0526075055189,0.0451508493404,4591.47650461,,,,,,,,,,
sequential-veto-5c76a755c8f8b5e1651e688f,49b55b4c4ba394cf3260652b977d527623fe9d4b1299df8fcf3e73708a0fd609,bea06a259c9820488a8fc143f2ee1aaa7f289cad4d5817e351e67d222c5a040b,sequential_loop_competitor_veto_v1.0.0,all,static_anchor_expected_positive,9072,8670,0.28735188342,0.795474706242,0.505532771529,0.152957189091,0.469822603489,0.0360410240231,0.00570039181214,7023.78607595,,,,,,,,,,
sequential-veto-5c76a755c8f8b5e1651e688f,49b55b4c4ba394cf3260652b977d527623fe9d4b1299df8fcf3e73708a0fd609,bea06a259c9820488a8fc143f2ee1aaa7f289cad4d5817e351e67d222c5a040b,sequential_loop_competitor_veto_v1.0.0,all,sequential_compatibility_only,9072,8670,0.257206671681,0.709252396474,0.505933947695,0.0345886083783,0.486901635082,0.0115737936066,0.00199235429866,1962.0665552,,,,,,,,,,
sequential-veto-5c76a755c8f8b5e1651e688f,49b55b4c4ba394cf3260652b977d527623fe9d4b1299df8fcf3e73708a0fd609,bea06a259c9820488a8fc143f2ee1aaa7f289cad4d5817e351e67d222c5a040b,sequential_loop_competitor_veto_v1.0.0,all,sequential_transition_dwell_clock,9072,8670,0.251487278632,0.696209980596,0.507944831584,0.00765724928074,0.428784925923,0.129710093874,0.00600982034003,3951.9304894,,,,,,,,,,
sequential-veto-5c76a755c8f8b5e1651e688f,49b55b4c4ba394cf3260652b977d527623fe9d4b1299df8fcf3e73708a0fd609,bea06a259c9820488a8fc143f2ee1aaa7f289cad4d5817e351e67d222c5a040b,sequential_loop_competitor_veto_v1.0.0,all,v1_60_session_selector,9072,8670,0.257190164149,0.708440196094,0.495251617691,0.0329898768124,0.511688195229,-0.037707130957,-0.00851200653005,3404.13634773,,,,,,,,,,
sequential-veto-5c76a755c8f8b5e1651e688f,49b55b4c4ba394cf3260652b977d527623fe9d4b1299df8fcf3e73708a0fd609,bea06a259c9820488a8fc143f2ee1aaa7f289cad4d5817e351e67d222c5a040b,sequential_loop_competitor_veto_v1.0.0,all,payoff_only_bocpd,9072,8670,0.325932716406,0.978806397156,0.481616072254,0.196456893817,0.526478207783,-0.0687486397941,-0.0363823144137,-19860.2448335,,,,,,,,,,
sequential-veto-5c76a755c8f8b5e1651e688f,49b55b4c4ba394cf3260652b977d527623fe9d4b1299df8fcf3e73708a0fd609,bea06a259c9820488a8fc143f2ee1aaa7f289cad4d5817e351e67d222c5a040b,sequential_loop_competitor_veto_v1.0.0,2023,absolute_target_loop_probability,4461,4228,0.324338100267,0.919745464882,0.486923737423,0.256356240719,0.514322739948,-0.126591546983,-0.0241454608666,-812.141119589,,,,,,,,,,
sequential-veto-5c76a755c8f8b5e1651e688f,49b55b4c4ba394cf3260652b977d527623fe9d4b1299df8fcf3e73708a0fd609,bea06a259c9820488a8fc143f2ee1aaa7f289cad4d5817e351e67d222c5a040b,sequential_loop_competitor_veto_v1.0.0,2023,static_good_mass_anchor,4461,4228,0.477308598148,12.5878128704,0.498041276086,0.472366223433,0.48602858176,-0.0512317476492,-0.0134311179754,1340.5072437,,,,,,,,,,
sequential-veto-5c76a755c8f8b5e1651e688f,49b55b4c4ba394cf3260652b977d527623fe9d4b1299df8fcf3e73708a0fd609,bea06a259c9820488a8fc143f2ee1aaa7f289cad4d5817e351e67d222c5a040b,sequential_loop_competitor_veto_v1.0.0,2023,static_good_to_bad_anchor,4461,703,0.483641536272,13.3635143788,0.509674922601,0.483641536272,0.451219512195,0.0197702488971,0.0052887654558,1926.88298728,,,,,,,,,,
sequential-veto-5c76a755c8f8b5e1651e688f,49b55b4c4ba394cf3260652b977d527623fe9d4b1299df8fcf3e73708a0fd609,bea06a259c9820488a8fc143f2ee1aaa7f289cad4d5817e351e67d222c5a040b,sequential_loop_competitor_veto_v1.0.0,2023,static_anchor_expected_positive,4461,4228,0.284919472637,0.788666920429,0.511272516591,0.150092840268,0.443324870554,0.0666328891026,0.0143499955414,3406.61143726,,,,,,,,,,
sequential-veto-5c76a755c8f8b5e1651e688f,49b55b4c4ba394cf3260652b977d527623fe9d4b1299df8fcf3e73708a0fd609,bea06a259c9820488a8fc143f2ee1aaa7f289cad4d5817e351e67d222c5a040b,sequential_loop_competitor_veto_v1.0.0,2023,sequential_compatibility_only,4461,4228,0.257196869993,0.708768938284,0.496757893124,0.0363096704458,0.515203007992,-0.0578652892819,-0.0257382851244,-1321.91828917,,,,,,,,,,
sequential-veto-5c76a755c8f8b5e1651e688f,49b55b4c4ba394cf3260652b977d527623fe9d4b1299df8fcf3e73708a0fd609,bea06a259c9820488a8fc143f2ee1aaa7f289cad4d5817e351e67d222c5a040b,sequential_loop_competitor_veto_v1.0.0,2023,sequential_transition_dwell_clock,4461,4228,0.251653478039,0.696554110933,0.500917325995,0.00621638620913,0.478332853184,0.0142872742618,-0.0218566409608,234.161314034,,,,,,,,,,
sequential-veto-5c76a755c8f8b5e1651e688f,49b55b4c4ba394cf3260652b977d527623fe9d4b1299df8fcf3e73708a0fd609,bea06a259c9820488a8fc143f2ee1aaa7f289cad4d5817e351e67d222c5a040b,sequential_loop_competitor_veto_v1.0.0,2023,v1_60_session_selector,4461,4228,0.256676405961,0.707156017756,0.496409416745,0.0362151403596,0.505275429614,-0.0396102830406,0.00774143847215,3761.43653872,,,,,,,,,,
