symbol,signal_date,required_options_date,previous_close_underlying_price,contracts_discovered,common_strike_candidate_groups,history_contracts_requested,history_contract_ids_requested,exact_observation_rows,pair_available,reason,selected_expiry,selected_strike,call_contract_id,put_contract_id,front_dte,atm_iv,call_relative_spread,put_relative_spread,combined_open_interest,canonical_rejections
AAL,2024-01-17,2024-01-16,13.189999,192,96,2,AAL240126C00013000;AAL240126P00013000,2,True,selected,2024-01-26,13.0,AAL240126C00013000,AAL240126P00013000,10,0.56535,0.01709401709401711,0.054054054054054106,3242,0
MSTR,2024-01-17,2024-01-16,482.140014,828,414,2,MSTR240126C00480000;MSTR240126P00480000,2,True,selected,2024-01-26,480.0,MSTR240126C00480000,MSTR240126P00480000,10,0.7719,0.050761421319796954,0.10501750291715285,64,0
WULF,2024-01-17,2024-01-16,1.504999,12,6,2,WULF240126C00001500;WULF240126P00001500,2,False,selected_pair_call_relative_spread_above_1,2024-01-26,1.5,WULF240126C00001500,WULF240126P00001500,,,,,,0
AAL,2024-11-01,2024-10-31,13.399999,192,96,2,AAL241108C00013500;AAL241108P00013500,2,True,selected,2024-11-08,13.5,AAL241108C00013500,AAL241108P00013500,8,0.47624999999999995,0.11764705882352934,0.047619047619047665,2705,15
MSTR,2024-11-01,2024-10-31,244.5,624,312,2,MSTR241108C00245000;MSTR241108P00245000,2,True,selected,2024-11-08,245.0,MSTR241108C00245000,MSTR241108P00245000,8,1.2669,0.03921568627450976,0.0946969696969697,599,21
WULF,2024-11-01,2024-10-31,6.519999,84,42,2,WULF241108C00006500;WULF241108P00006500,2,True,selected,2024-11-08,6.5,WULF241108C00006500,WULF241108P00006500,8,1.3685,0.08620689655172403,0.09433962264150951,1055,17
AAL,2025-08-22,2025-08-21,12.569999,180,90,2,AAL250829C00012500;AAL250829P00012500,2,True,selected,2025-08-29,12.5,AAL250829C00012500,AAL250829P00012500,8,0.43074999999999997,0.054054054054054106,0.03571428571428574,4137,15
MSTR,2025-08-22,2025-08-21,337.540008,876,438,2,MSTR250829C00337500;MSTR250829P00337500,2,True,selected,2025-08-29,337.5,MSTR250829C00337500,MSTR250829P00337500,8,0.54585,0.02690582959641262,0.046948356807511735,758,2
WULF,2025-08-22,2025-08-21,9.189999,132,66,2,WULF250829C00009000;WULF250829P00009000,2,True,selected,2025-08-29,9.0,WULF250829C00009000,WULF250829P00009000,8,0.9252,0.06666666666666674,0.04878048780487796,6608,25
