scope_type,scope_value,target,model,brier_score,log_loss,auc,calibration_intercept,calibration_slope,expected_calibration_error,base_rate,row_count,session_count,stock_count
pooled,all,large_remaining_move,P0,0.16708043512845655,0.51749726605352719,0.51134861741624127,24.733376189001724,23.817753958307591,0.041763549979260517,0.20903864580006387,6262,157,20
pooled,all,large_remaining_move,P1,0.1577581205769783,0.49404851820178397,0.66806915486859897,-0.44321322264043483,0.89439296672437585,0.057043374741601933,0.20903864580006387,6262,157,20
pooled,all,large_remaining_move,P2,0.15651297636142386,0.48821008604480093,0.66922532462134132,-0.3686718190415102,0.90822639109878733,0.047109804618754393,0.20903864580006387,6262,157,20
pooled,all,large_remaining_move,P3,0.15689814153613132,0.48887354754437695,0.66787373503445757,-0.39238583843872704,0.88371961680936129,0.045366226350947558,0.20903864580006387,6262,157,20
