diagnostic_type,target,model,feature,value,feature_2,checkpoint,quintile,row_count,movement_rate,mean_absolute_future_movement_bps,direction_rate_among_large_moves,threshold_q20,threshold_q40,threshold_q60,threshold_q80,original_brier,permuted_brier,permutation
development_frozen_dimension_quintile,,,arousal,,,6,1,490,0.093877551020408165,170.51984842924296,0.60869565217391308,-0.51578623861778594,-0.15411070036214333,0.17396852607551486,0.61890141416813482,,,
development_frozen_dimension_quintile,,,arousal,,,6,2,578,0.12802768166089964,185.53871266876251,0.5,-0.51578623861778594,-0.15411070036214333,0.17396852607551486,0.61890141416813482,,,
development_frozen_dimension_quintile,,,arousal,,,6,3,605,0.15537190082644628,210.64380551740581,0.56382978723404253,-0.51578623861778594,-0.15411070036214333,0.17396852607551486,0.61890141416813482,,,
development_frozen_dimension_quintile,,,arousal,,,6,4,712,0.22612359550561797,252.25006848315965,0.5714285714285714,-0.51578623861778594,-0.15411070036214333,0.17396852607551486,0.61890141416813482,,,
development_frozen_dimension_quintile,,,arousal,,,6,5,746,0.34316353887399464,346.85741347736342,0.49609375,-0.51578623861778594,-0.15411070036214333,0.17396852607551486,0.61890141416813482,,,
development_frozen_dimension_quintile,,,conviction,,,6,1,518,0.21814671814671815,258.0634297549127,0.61061946902654862,-0.66843103215215738,-0.30993630214659867,0.056784903100666723,0.55117330522469932,,,
development_frozen_dimension_quintile,,,conviction,,,6,2,609,0.19868637110016421,241.32733836478283,0.43801652892561982,-0.66843103215215738,-0.30993630214659867,0.056784903100666723,0.55117330522469932,,,
development_frozen_dimension_quintile,,,conviction,,,6,3,645,0.19069767441860466,232.19252851118492,0.47154471544715448,-0.66843103215215738,-0.30993630214659867,0.056784903100666723,0.55117330522469932,,,
development_frozen_dimension_quintile,,,conviction,,,6,4,665,0.18646616541353384,229.69344932074199,0.58064516129032262,-0.66843103215215738,-0.30993630214659867,0.056784903100666723,0.55117330522469932,,,
development_frozen_dimension_quintile,,,conviction,,,6,5,694,0.21613832853025935,249.91030668562226,0.56666666666666665,-0.66843103215215738,-0.30993630214659867,0.056784903100666723,0.55117330522469932,,,
development_frozen_dimension_quintile,,,frustration,,,6,1,497,0.2152917505030181,250.49789777636394,0.51401869158878499,-0.68040083442325405,-0.22406007732356387,0.11135757166988711,0.4790223997364339,,,
development_frozen_dimension_quintile,,,frustration,,,6,2,638,0.17398119122257052,220.76131487474194,0.61261261261261257,-0.68040083442325405,-0.22406007732356387,0.11135757166988711,0.4790223997364339,,,
development_frozen_dimension_quintile,,,frustration,,,6,3,633,0.18483412322274881,226.79362604928761,0.52991452991452992,-0.68040083442325405,-0.22406007732356387,0.11135757166988711,0.4790223997364339,,,
development_frozen_dimension_quintile,,,frustration,,,6,4,664,0.15512048192771086,211.34811713804609,0.4854368932038835,-0.68040083442325405,-0.22406007732356387,0.11135757166988711,0.4790223997364339,,,
development_frozen_dimension_quintile,,,frustration,,,6,5,699,0.27610872675250359,296.64462668272841,0.52849740932642486,-0.68040083442325405,-0.22406007732356387,0.11135757166988711,0.4790223997364339,,,
development_frozen_dimension_quintile,,,tension,,,6,1,553,0.30198915009041594,310.91192267235675,0.49700598802395207,-0.86957422437992149,-0.16955080135991149,0.24532013140768347,0.60752046987621766,,,
development_frozen_dimension_quintile,,,tension,,,6,2,574,0.17944250871080139,234.06825771533278,0.59223300970873782,-0.86957422437992149,-0.16955080135991149,0.24532013140768347,0.60752046987621766,,,
development_frozen_dimension_quintile,,,tension,,,6,3,615,0.19349593495934958,223.00477694117311,0.46218487394957986,-0.86957422437992149,-0.16955080135991149,0.24532013140768347,0.60752046987621766,,,
development_frozen_dimension_quintile,,,tension,,,6,4,607,0.14991762767710048,208.0632876106954,0.59340659340659341,-0.86957422437992149,-0.16955080135991149,0.24532013140768347,0.60752046987621766,,,
development_frozen_dimension_quintile,,,tension,,,6,5,782,0.19309462915601022,238.95326936074071,0.55629139072847678,-0.86957422437992149,-0.16955080135991149,0.24532013140768347,0.60752046987621766,,,
development_frozen_dimension_quintile,,,signed_pressure,,,6,1,682,0.20087976539589442,242.03426243477881,0.48905109489051096,-0.56070593953144421,-0.17951586175776546,0.17065861001249319,0.56129883491687516,,,
development_frozen_dimension_quintile,,,signed_pressure,,,6,2,679,0.16642120765832105,223.81714125366241,0.53982300884955747,-0.56070593953144421,-0.17951586175776546,0.17065861001249319,0.56129883491687516,,,
development_frozen_dimension_quintile,,,signed_pressure,,,6,3,586,0.21331058020477817,240.22464572581302,0.504,-0.56070593953144421,-0.17951586175776546,0.17065861001249319,0.56129883491687516,,,
development_frozen_dimension_quintile,,,signed_pressure,,,6,4,562,0.1708185053380783,221.89544756411843,0.5625,-0.56070593953144421,-0.17951586175776546,0.17065861001249319,0.56129883491687516,,,
development_frozen_dimension_quintile,,,signed_pressure,,,6,5,622,0.25723472668810288,279.86687039696164,0.57499999999999996,-0.56070593953144421,-0.17951586175776546,0.17065861001249319,0.56129883491687516,,,
development_frozen_dimension_quintile,,,pressure_magnitude,,,6,1,580,0.21379310344827587,239.9008995950503,0.50806451612903225,0.17409965671711569,0.35785320635382389,0.56121721772931632,0.82624374679152823,,,
development_frozen_dimension_quintile,,,pressure_magnitude,,,6,2,595,0.16974789915966387,221.15269866074053,0.54455445544554459,0.17409965671711569,0.35785320635382389,0.56121721772931632,0.82624374679152823,,,
development_frozen_dimension_quintile,,,pressure_magnitude,,,6,3,654,0.16666666666666666,224.47092395369103,0.55045871559633031,0.17409965671711569,0.35785320635382389,0.56121721772931632,0.82624374679152823,,,
development_frozen_dimension_quintile,,,pressure_magnitude,,,6,4,653,0.20214395099540583,233.68572578521409,0.56818181818181823,0.17409965671711569,0.35785320635382389,0.56121721772931632,0.82624374679152823,,,
development_frozen_dimension_quintile,,,pressure_magnitude,,,6,5,649,0.25423728813559321,287.30992686178524,0.50909090909090904,0.17409965671711569,0.35785320635382389,0.56121721772931632,0.82624374679152823,,,
development_frozen_dimension_quintile,,,exhaustion_magnitude,,,6,1,563,0.27175843694493784,292.86899908788837,0.52287581699346408,-1.0511618524367219,-0.22326656840962303,0.3835067419675649,1.1097351147239531,,,
development_frozen_dimension_quintile,,,exhaustion_magnitude,,,6,2,674,0.18842729970326411,231.98869474910683,0.51181102362204722,-1.0511618524367219,-0.22326656840962303,0.3835067419675649,1.1097351147239531,,,
development_frozen_dimension_quintile,,,exhaustion_magnitude,,,6,3,655,0.19083969465648856,224.71182430199676,0.61599999999999999,-1.0511618524367219,-0.22326656840962303,0.3835067419675649,1.1097351147239531,,,
development_frozen_dimension_quintile,,,exhaustion_magnitude,,,6,4,662,0.15861027190332327,214.25841268262832,0.52380952380952384,-1.0511618524367219,-0.22326656840962303,0.3835067419675649,1.1097351147239531,,,
development_frozen_dimension_quintile,,,exhaustion_magnitude,,,6,5,577,0.20970537261698441,253.59158118533819,0.49586776859504134,-1.0511618524367219,-0.22326656840962303,0.3835067419675649,1.1097351147239531,,,
development_frozen_dimension_quintile,,,signed_exhaustion,,,6,1,575,0.20869565217391303,253.85219324787877,0.48333333333333334,-1.0072382643371172,-0.22222136335146286,0.39488664157577452,1.1620749797659227,,,
development_frozen_dimension_quintile,,,signed_exhaustion,,,6,2,719,0.19332406119610571,230.07848158277798,0.57553956834532372,-1.0072382643371172,-0.22222136335146286,0.39488664157577452,1.1620749797659227,,,
development_frozen_dimension_quintile,,,signed_exhaustion,,,6,3,653,0.17611026033690658,216.5914419278588,0.60869565217391308,-1.0072382643371172,-0.22222136335146286,0.39488664157577452,1.1620749797659227,,,
development_frozen_dimension_quintile,,,signed_exhaustion,,,6,4,627,0.17703349282296652,230.31826664401558,0.45945945945945948,-1.0072382643371172,-0.22222136335146286,0.39488664157577452,1.1620749797659227,,,
development_frozen_dimension_quintile,,,signed_exhaustion,,,6,5,557,0.26211849192100539,286.10068054719915,0.53424657534246578,-1.0072382643371172,-0.22222136335146286,0.39488664157577452,1.1620749797659227,,,
development_frozen_dimension_quintile,,,independence,,,6,1,666,0.15315315315315314,206.21278387353473,0.5490196078431373,0.32383387503111111,0.47056624299099614,0.65147221688620283,0.95229430079484667,,,
development_frozen_dimension_quintile,,,independence,,,6,2,612,0.15522875816993464,212.4212326117806,0.5368421052631579,0.32383387503111111,0.47056624299099614,0.65147221688620283,0.95229430079484667,,,
development_frozen_dimension_quintile,,,independence,,,6,3,639,0.16431924882629109,208.21194637803708,0.5714285714285714,0.32383387503111111,0.47056624299099614,0.65147221688620283,0.95229430079484667,,,
development_frozen_dimension_quintile,,,independence,,,6,4,609,0.19376026272577998,235.20241815696724,0.52542372881355937,0.32383387503111111,0.47056624299099614,0.65147221688620283,0.95229430079484667,,,
development_frozen_dimension_quintile,,,independence,,,6,5,605,0.34876033057851241,352.01333618790829,0.51184834123222744,0.32383387503111111,0.47056624299099614,0.65147221688620283,0.95229430079484667,,,
development_frozen_dimension_quintile,,,signed_independence,,,6,1,589,0.25297113752122241,288.97639763969033,0.46979865771812079,-0.6349641021794642,-0.31588259202523267,0.32745491187432541,0.67588879300846805,,,
development_frozen_dimension_quintile,,,signed_independence,,,6,2,640,0.16718749999999999,207.57813791924795,0.54205607476635509,-0.6349641021794642,-0.31588259202523267,0.32745491187432541,0.67588879300846805,,,
development_frozen_dimension_quintile,,,signed_independence,,,6,3,655,0.15419847328244274,207.54873454988871,0.5544554455445545,-0.6349641021794642,-0.31588259202523267,0.32745491187432541,0.67588879300846805,,,
development_frozen_dimension_quintile,,,signed_independence,,,6,4,637,0.15384615384615385,212.01532768963759,0.55102040816326525,-0.6349641021794642,-0.31588259202523267,0.32745491187432541,0.67588879300846805,,,
development_frozen_dimension_quintile,,,signed_independence,,,6,5,610,0.28852459016393445,299.24260960402387,0.5625,-0.6349641021794642,-0.31588259202523267,0.32745491187432541,0.67588879300846805,,,
development_frozen_dimension_quintile,,,arousal,,,12,1,473,0.095137420718816063,155.38847988017432,0.59999999999999998,-0.51947702496980508,-0.16498334768290782,0.16343179054382242,0.61474724555108817,,,
development_frozen_dimension_quintile,,,arousal,,,12,2,565,0.12743362831858407,161.73573514949916,0.54166666666666663,-0.51947702496980508,-0.16498334768290782,0.16343179054382242,0.61474724555108817,,,
development_frozen_dimension_quintile,,,arousal,,,12,3,617,0.17179902755267423,182.11402869016214,0.54716981132075471,-0.51947702496980508,-0.16498334768290782,0.16343179054382242,0.61474724555108817,,,
development_frozen_dimension_quintile,,,arousal,,,12,4,728,0.23763736263736263,220.99407507425624,0.61849710982658956,-0.51947702496980508,-0.16498334768290782,0.16343179054382242,0.61474724555108817,,,
development_frozen_dimension_quintile,,,arousal,,,12,5,748,0.3770053475935829,320.01952552345995,0.50709219858156029,-0.51947702496980508,-0.16498334768290782,0.16343179054382242,0.61474724555108817,,,
development_frozen_dimension_quintile,,,conviction,,,12,1,560,0.22678571428571428,209.55556806324162,0.49606299212598426,-0.4869279583654223,-0.19135026557636803,0.14457901444260965,0.56997720519037998,,,
development_frozen_dimension_quintile,,,conviction,,,12,2,644,0.16925465838509315,195.08378696034242,0.49541284403669728,-0.4869279583654223,-0.19135026557636803,0.14457901444260965,0.56997720519037998,,,
development_frozen_dimension_quintile,,,conviction,,,12,3,619,0.2245557350565428,229.95437664019587,0.58273381294964033,-0.4869279583654223,-0.19135026557636803,0.14457901444260965,0.56997720519037998,,,
development_frozen_dimension_quintile,,,conviction,,,12,4,618,0.21844660194174756,220.43613045662434,0.59999999999999998,-0.4869279583654223,-0.19135026557636803,0.14457901444260965,0.56997720519037998,,,
development_frozen_dimension_quintile,,,conviction,,,12,5,690,0.24347826086956523,226.00829581141326,0.56547619047619047,-0.4869279583654223,-0.19135026557636803,0.14457901444260965,0.56997720519037998,,,
development_frozen_dimension_quintile,,,frustration,,,12,1,509,0.23772102161100198,235.35969789071558,0.61157024793388426,-0.68182195535195966,-0.25959472465373157,0.092148945869131291,0.46340474246359076,,,
development_frozen_dimension_quintile,,,frustration,,,12,2,572,0.18356643356643357,193.56197802346506,0.50476190476190474,-0.68182195535195966,-0.25959472465373157,0.092148945869131291,0.46340474246359076,,,
development_frozen_dimension_quintile,,,frustration,,,12,3,615,0.16747967479674797,190.33149576089949,0.56310679611650483,-0.68182195535195966,-0.25959472465373157,0.092148945869131291,0.46340474246359076,,,
development_frozen_dimension_quintile,,,frustration,,,12,4,645,0.20000000000000001,200.79566568313709,0.53488372093023251,-0.68182195535195966,-0.25959472465373157,0.092148945869131291,0.46340474246359076,,,
development_frozen_dimension_quintile,,,frustration,,,12,5,790,0.27848101265822783,253.69554034918139,0.54545454545454541,-0.68182195535195966,-0.25959472465373157,0.092148945869131291,0.46340474246359076,,,
development_frozen_dimension_quintile,,,tension,,,12,1,550,0.31454545454545457,284.06854133919103,0.54335260115606931,-0.85984355977906335,-0.1956713304321954,0.23985784016358638,0.59096726039013203,,,
development_frozen_dimension_quintile,,,tension,,,12,2,575,0.23652173913043478,226.02855599947588,0.53676470588235292,-0.85984355977906335,-0.1956713304321954,0.23985784016358638,0.59096726039013203,,,
development_frozen_dimension_quintile,,,tension,,,12,3,590,0.15932203389830507,184.11166957244498,0.53191489361702127,-0.85984355977906335,-0.1956713304321954,0.23985784016358638,0.59096726039013203,,,
development_frozen_dimension_quintile,,,tension,,,12,4,623,0.20224719101123595,204.06306845236247,0.55555555555555558,-0.85984355977906335,-0.1956713304321954,0.23985784016358638,0.59096726039013203,,,
development_frozen_dimension_quintile,,,tension,,,12,5,793,0.18789407313997478,196.14223790719805,0.58389261744966447,-0.85984355977906335,-0.1956713304321954,0.23985784016358638,0.59096726039013203,,,
development_frozen_dimension_quintile,,,signed_pressure,,,12,1,634,0.22555205047318613,221.83670942555824,0.49650349650349651,-0.53829307355700762,-0.17297084074356639,0.17273972958370395,0.57681142610350544,,,
development_frozen_dimension_quintile,,,signed_pressure,,,12,2,610,0.17868852459016393,189.32239489473864,0.55963302752293576,-0.53829307355700762,-0.17297084074356639,0.17273972958370395,0.57681142610350544,,,
development_frozen_dimension_quintile,,,signed_pressure,,,12,3,609,0.18719211822660098,200.35929354436365,0.55263157894736847,-0.53829307355700762,-0.17297084074356639,0.17273972958370395,0.57681142610350544,,,
development_frozen_dimension_quintile,,,signed_pressure,,,12,4,629,0.19554848966613672,198.65453281833109,0.49593495934959347,-0.53829307355700762,-0.17297084074356639,0.17273972958370395,0.57681142610350544,,,
development_frozen_dimension_quintile,,,signed_pressure,,,12,5,649,0.29121725731895226,268.71871065852679,0.6243386243386243,-0.53829307355700762,-0.17297084074356639,0.17273972958370395,0.57681142610350544,,,
development_frozen_dimension_quintile,,,pressure_magnitude,,,12,1,609,0.18719211822660098,200.35929354436365,0.55263157894736847,0.17295320753867122,0.35033459214363749,0.5545249603716742,0.82198330239131756,,,
development_frozen_dimension_quintile,,,pressure_magnitude,,,12,2,616,0.18344155844155843,191.15334357686916,0.54867256637168138,0.17295320753867122,0.35033459214363749,0.5545249603716742,0.82198330239131756,,,
development_frozen_dimension_quintile,,,pressure_magnitude,,,12,3,619,0.19547657512116318,199.34146859095335,0.50413223140495866,0.17295320753867122,0.35033459214363749,0.5545249603716742,0.82198330239131756,,,
development_frozen_dimension_quintile,,,pressure_magnitude,,,12,4,659,0.21851289833080426,224.35036509322541,0.59027777777777779,0.17295320753867122,0.35033459214363749,0.5545249603716742,0.82198330239131756,,,
development_frozen_dimension_quintile,,,pressure_magnitude,,,12,5,628,0.29617834394904458,265.11713331866497,0.55376344086021501,0.17295320753867122,0.35033459214363749,0.5545249603716742,0.82198330239131756,,,
development_frozen_dimension_quintile,,,exhaustion_magnitude,,,12,1,512,0.279296875,262.89614338082572,0.52447552447552448,-1.0906370535507444,-0.25619950131028069,0.40751551697456379,1.130732406859521,,,
development_frozen_dimension_quintile,,,exhaustion_magnitude,,,12,2,618,0.22168284789644013,211.41757052813409,0.57664233576642332,-1.0906370535507444,-0.25619950131028069,0.40751551697456379,1.130732406859521,,,
development_frozen_dimension_quintile,,,exhaustion_magnitude,,,12,3,621,0.19162640901771336,204.50711038744058,0.53781512605042014,-1.0906370535507444,-0.25619950131028069,0.40751551697456379,1.130732406859521,,,
development_frozen_dimension_quintile,,,exhaustion_magnitude,,,12,4,680,0.17794117647058824,197.3776227702688,0.54545454545454541,-1.0906370535507444,-0.25619950131028069,0.40751551697456379,1.130732406859521,,,
development_frozen_dimension_quintile,,,exhaustion_magnitude,,,12,5,700,0.2257142857142857,215.75357965496156,0.569620253164557,-1.0906370535507444,-0.25619950131028069,0.40751551697456379,1.130732406859521,,,
development_frozen_dimension_quintile,,,signed_exhaustion,,,12,1,543,0.26887661141804786,251.80597681606221,0.56164383561643838,-1.0765692824700022,-0.27334777534452465,0.3908144712106042,1.1493670535661744,,,
development_frozen_dimension_quintile,,,signed_exhaustion,,,12,2,646,0.18730650154798761,202.91168822214462,0.5950413223140496,-1.0765692824700022,-0.27334777534452465,0.3908144712106042,1.1493670535661744,,,
development_frozen_dimension_quintile,,,signed_exhaustion,,,12,3,623,0.19743178170144463,205.27068602795296,0.54471544715447151,-1.0765692824700022,-0.27334777534452465,0.3908144712106042,1.1493670535661744,,,
development_frozen_dimension_quintile,,,signed_exhaustion,,,12,4,639,0.20344287949921752,202.76553780850878,0.53076923076923077,-1.0765692824700022,-0.27334777534452465,0.3908144712106042,1.1493670535661744,,,
development_frozen_dimension_quintile,,,signed_exhaustion,,,12,5,680,0.2323529411764706,223.88187754786344,0.53164556962025311,-1.0765692824700022,-0.27334777534452465,0.3908144712106042,1.1493670535661744,,,
development_frozen_dimension_quintile,,,independence,,,12,1,617,0.1766612641815235,188.90072685664552,0.55045871559633031,0.32339523786282354,0.46961490281499052,0.63958518511930751,0.94633899343435557,,,
development_frozen_dimension_quintile,,,independence,,,12,2,642,0.19003115264797507,186.95732902261869,0.63114754098360659,0.32339523786282354,0.46961490281499052,0.63958518511930751,0.94633899343435557,,,
development_frozen_dimension_quintile,,,independence,,,12,3,658,0.17325227963525835,194.54708809432935,0.52631578947368418,0.32339523786282354,0.46961490281499052,0.63958518511930751,0.94633899343435557,,,
development_frozen_dimension_quintile,,,independence,,,12,4,656,0.19359756097560976,200.47660988643975,0.55118110236220474,0.32339523786282354,0.46961490281499052,0.63958518511930751,0.94633899343435557,,,
development_frozen_dimension_quintile,,,independence,,,12,5,558,0.36917562724014336,325.08798393473376,0.51941747572815533,0.32339523786282354,0.46961490281499052,0.63958518511930751,0.94633899343435557,,,
development_frozen_dimension_quintile,,,signed_independence,,,12,1,599,0.23539232053422371,233.44482894259389,0.46808510638297873,-0.61286937016789811,-0.3136961613944636,0.33156080063282301,0.66843676458823986,,,
development_frozen_dimension_quintile,,,signed_independence,,,12,2,650,0.1676923076923077,181.45536225464124,0.56880733944954132,-0.61286937016789811,-0.3136961613944636,0.33156080063282301,0.66843676458823986,,,
development_frozen_dimension_quintile,,,signed_independence,,,12,3,614,0.17915309446254071,190.37792135338151,0.55454545454545456,-0.61286937016789811,-0.3136961613944636,0.33156080063282301,0.66843676458823986,,,
development_frozen_dimension_quintile,,,signed_independence,,,12,4,644,0.19254658385093168,195.84447619182257,0.57258064516129037,-0.61286937016789811,-0.3136961613944636,0.33156080063282301,0.66843676458823986,,,
development_frozen_dimension_quintile,,,signed_independence,,,12,5,624,0.3108974358974359,283.18391732305378,0.58762886597938147,-0.61286937016789811,-0.3136961613944636,0.33156080063282301,0.66843676458823986,,,
assessment_group_permutation_importance,large_remaining_move,P2,dimension_group,0.049061098993892494,,,,,,,,,,,,0.15651297636142386,0.20557407535531635,deterministic_one_stock_cyclic_shift_within_slate
assessment_group_permutation_importance,up_given_large_move,D2,dimension_group,0.023685083401522367,,,,,,,,,,,,0.25203820517760611,0.27572328857912848,deterministic_one_stock_cyclic_shift_within_slate
assessment_group_permutation_importance,large_remaining_move,P3,conjunction_group,0.0018944252201852918,,,,,,,,,,,,0.15689814153613132,0.15879256675631662,deterministic_one_stock_cyclic_shift_within_slate
assessment_group_permutation_importance,up_given_large_move,D3,conjunction_group,-0.0020143278230060346,,,,,,,,,,,,0.25343103284386737,0.25141670502086133,deterministic_one_stock_cyclic_shift_within_slate
