record_type,draw,metric,value,interval_90_lower,interval_90_upper,interval_95_lower,interval_95_upper
draw,175,D2_minus_D1_log_loss_improvement,0.0033857279736427826,,,,
draw,176,D2_minus_D1_log_loss_improvement,-0.0093558409626440797,,,,
draw,177,D2_minus_D1_log_loss_improvement,-0.0062151120835342022,,,,
draw,178,D2_minus_D1_log_loss_improvement,0.00046863429721177852,,,,
draw,179,D2_minus_D1_log_loss_improvement,-0.0036383193726051699,,,,
draw,180,D2_minus_D1_log_loss_improvement,-0.012627068294961408,,,,
draw,181,D2_minus_D1_log_loss_improvement,-0.014200406762259865,,,,
draw,182,D2_minus_D1_log_loss_improvement,-0.012814536501195906,,,,
draw,183,D2_minus_D1_log_loss_improvement,-0.011712997330373343,,,,
draw,184,D2_minus_D1_log_loss_improvement,-0.00047262554289773107,,,,
draw,185,D2_minus_D1_log_loss_improvement,-0.014784861466178856,,,,
draw,186,D2_minus_D1_log_loss_improvement,-0.004959251237968143,,,,
draw,187,D2_minus_D1_log_loss_improvement,-0.014225130281103282,,,,
draw,188,D2_minus_D1_log_loss_improvement,-0.0087396503908828693,,,,
draw,189,D2_minus_D1_log_loss_improvement,-0.014372933084706219,,,,
draw,190,D2_minus_D1_log_loss_improvement,-0.016470247028260832,,,,
draw,191,D2_minus_D1_log_loss_improvement,-0.015652864522493148,,,,
draw,192,D2_minus_D1_log_loss_improvement,-0.008995060558228074,,,,
draw,193,D2_minus_D1_log_loss_improvement,-0.0034170990510161703,,,,
draw,194,D2_minus_D1_log_loss_improvement,-0.013163571285077613,,,,
draw,195,D2_minus_D1_log_loss_improvement,-0.0032598310600358005,,,,
draw,196,D2_minus_D1_log_loss_improvement,-0.0075351354137149773,,,,
draw,197,D2_minus_D1_log_loss_improvement,-0.0095094065638292591,,,,
draw,198,D2_minus_D1_log_loss_improvement,-0.0049674634485309399,,,,
draw,199,D2_minus_D1_log_loss_improvement,-0.0056789593280205386,,,,
draw,0,D3_minus_D2_brier_improvement,-0.0020476914041825389,,,,
draw,1,D3_minus_D2_brier_improvement,-0.0015321549950221836,,,,
draw,2,D3_minus_D2_brier_improvement,-0.0017871275898201366,,,,
draw,3,D3_minus_D2_brier_improvement,-0.0017038277371219102,,,,
draw,4,D3_minus_D2_brier_improvement,-0.0015271300344677496,,,,
draw,5,D3_minus_D2_brier_improvement,-0.0019565907671935112,,,,
draw,6,D3_minus_D2_brier_improvement,-0.0010880054668824246,,,,
draw,7,D3_minus_D2_brier_improvement,-0.00017977781441688712,,,,
draw,8,D3_minus_D2_brier_improvement,-0.0012899465541845734,,,,
draw,9,D3_minus_D2_brier_improvement,-0.0020242375478278229,,,,
draw,10,D3_minus_D2_brier_improvement,-0.0010645839729364615,,,,
draw,11,D3_minus_D2_brier_improvement,-0.0021074514247661491,,,,
draw,12,D3_minus_D2_brier_improvement,-0.00096235524993931731,,,,
draw,13,D3_minus_D2_brier_improvement,-0.00070863551029534677,,,,
draw,14,D3_minus_D2_brier_improvement,-0.0015814440328565382,,,,
draw,15,D3_minus_D2_brier_improvement,-1.9443942503860612e-06,,,,
draw,16,D3_minus_D2_brier_improvement,-0.0015684802269212705,,,,
draw,17,D3_minus_D2_brier_improvement,-0.0015116021370362165,,,,
draw,18,D3_minus_D2_brier_improvement,-0.0018936727437584289,,,,
draw,19,D3_minus_D2_brier_improvement,-0.00075413435874671642,,,,
draw,20,D3_minus_D2_brier_improvement,-0.0024126331085766728,,,,
draw,21,D3_minus_D2_brier_improvement,-0.0016336793895229129,,,,
draw,22,D3_minus_D2_brier_improvement,-0.0036945833976431697,,,,
draw,23,D3_minus_D2_brier_improvement,-0.0018877596390629581,,,,
draw,24,D3_minus_D2_brier_improvement,-0.00038946654406865622,,,,
draw,25,D3_minus_D2_brier_improvement,-0.0010561458228268705,,,,
draw,26,D3_minus_D2_brier_improvement,-0.0010614150963922653,,,,
draw,27,D3_minus_D2_brier_improvement,-0.002332415774449953,,,,
draw,28,D3_minus_D2_brier_improvement,-0.0011358643740153607,,,,
draw,29,D3_minus_D2_brier_improvement,-0.0021767585809364109,,,,
draw,30,D3_minus_D2_brier_improvement,-0.0011753462853024699,,,,
draw,31,D3_minus_D2_brier_improvement,-0.00261250189224288,,,,
draw,32,D3_minus_D2_brier_improvement,-0.0028229188168037989,,,,
draw,33,D3_minus_D2_brier_improvement,-0.0027931372778425834,,,,
draw,34,D3_minus_D2_brier_improvement,-0.0019569775636797959,,,,
draw,35,D3_minus_D2_brier_improvement,-0.001976722779779283,,,,
draw,36,D3_minus_D2_brier_improvement,-0.00049761397899361626,,,,
draw,37,D3_minus_D2_brier_improvement,-0.00063034704136732955,,,,
draw,38,D3_minus_D2_brier_improvement,-0.0018640136591642764,,,,
draw,39,D3_minus_D2_brier_improvement,-0.0020608800384899761,,,,
draw,40,D3_minus_D2_brier_improvement,-0.00063549258511041984,,,,
draw,41,D3_minus_D2_brier_improvement,-0.0022083731194979528,,,,
draw,42,D3_minus_D2_brier_improvement,-0.0016733992047808788,,,,
draw,43,D3_minus_D2_brier_improvement,-0.0013131323312562948,,,,
draw,44,D3_minus_D2_brier_improvement,-0.0012999734429276488,,,,
draw,45,D3_minus_D2_brier_improvement,-0.0014162899046686883,,,,
draw,46,D3_minus_D2_brier_improvement,-0.0012737506584091784,,,,
draw,47,D3_minus_D2_brier_improvement,-0.00078409694602427082,,,,
draw,48,D3_minus_D2_brier_improvement,-0.0019460083338821432,,,,
draw,49,D3_minus_D2_brier_improvement,-0.0018438200523518133,,,,
draw,50,D3_minus_D2_brier_improvement,-0.0029108825582086773,,,,
draw,51,D3_minus_D2_brier_improvement,-0.0013598136160695717,,,,
draw,52,D3_minus_D2_brier_improvement,-0.0010356757497124724,,,,
draw,53,D3_minus_D2_brier_improvement,-0.0029817362965247618,,,,
draw,54,D3_minus_D2_brier_improvement,-0.0002258278849324169,,,,
draw,55,D3_minus_D2_brier_improvement,-0.0026038731491844214,,,,
draw,56,D3_minus_D2_brier_improvement,-7.3304521518213761e-05,,,,
draw,57,D3_minus_D2_brier_improvement,-0.0010069121367812239,,,,
draw,58,D3_minus_D2_brier_improvement,-0.00076142409609858408,,,,
draw,59,D3_minus_D2_brier_improvement,-0.0022646620396695738,,,,
draw,60,D3_minus_D2_brier_improvement,-0.00020028011558814729,,,,
draw,61,D3_minus_D2_brier_improvement,-0.00045497425348256515,,,,
draw,62,D3_minus_D2_brier_improvement,-0.0015034346062870463,,,,
draw,63,D3_minus_D2_brier_improvement,-0.0011101083173221116,,,,
draw,64,D3_minus_D2_brier_improvement,-0.0022308600778588317,,,,
draw,65,D3_minus_D2_brier_improvement,-0.0016530362699619938,,,,
draw,66,D3_minus_D2_brier_improvement,-0.0015966040648347501,,,,
draw,67,D3_minus_D2_brier_improvement,-0.0012254470592400479,,,,
draw,68,D3_minus_D2_brier_improvement,-0.0012030125950150961,,,,
draw,69,D3_minus_D2_brier_improvement,-0.00047723022909867963,,,,
draw,70,D3_minus_D2_brier_improvement,-0.0008702326529595461,,,,
draw,71,D3_minus_D2_brier_improvement,-0.0025527834787306136,,,,
draw,72,D3_minus_D2_brier_improvement,-0.0018945555846250905,,,,
draw,73,D3_minus_D2_brier_improvement,-0.0016577164983723192,,,,
draw,74,D3_minus_D2_brier_improvement,-0.0010390383926149327,,,,
draw,75,D3_minus_D2_brier_improvement,-0.0022683305999432191,,,,
draw,76,D3_minus_D2_brier_improvement,-0.0020683842267680275,,,,
draw,77,D3_minus_D2_brier_improvement,-0.00030258169576968807,,,,
draw,78,D3_minus_D2_brier_improvement,-0.0016422590238638068,,,,
draw,79,D3_minus_D2_brier_improvement,-0.0010369364843101636,,,,
draw,80,D3_minus_D2_brier_improvement,-0.00091471246278979068,,,,
draw,81,D3_minus_D2_brier_improvement,-0.00084606821082747197,,,,
draw,82,D3_minus_D2_brier_improvement,-0.0030257232386225463,,,,
draw,83,D3_minus_D2_brier_improvement,-0.0011401508856269671,,,,
draw,84,D3_minus_D2_brier_improvement,-0.0015010042963427006,,,,
draw,85,D3_minus_D2_brier_improvement,-0.00091227660532278154,,,,
draw,86,D3_minus_D2_brier_improvement,-0.0017362674846173598,,,,
draw,87,D3_minus_D2_brier_improvement,-0.00061101448733097419,,,,
draw,88,D3_minus_D2_brier_improvement,-0.00019435585463317695,,,,
draw,89,D3_minus_D2_brier_improvement,-0.0015061510883049301,,,,
draw,90,D3_minus_D2_brier_improvement,-0.0025338805030957201,,,,
draw,91,D3_minus_D2_brier_improvement,-0.00035096996962946658,,,,
draw,92,D3_minus_D2_brier_improvement,-0.0021358300602660196,,,,
draw,93,D3_minus_D2_brier_improvement,-0.00065791708676293803,,,,
draw,94,D3_minus_D2_brier_improvement,-0.0029548408593377262,,,,
draw,95,D3_minus_D2_brier_improvement,-0.001410661855806572,,,,
draw,96,D3_minus_D2_brier_improvement,-0.0014684273191878927,,,,
draw,97,D3_minus_D2_brier_improvement,-0.0020446131469399054,,,,
draw,98,D3_minus_D2_brier_improvement,-0.0019540802880707031,,,,
draw,99,D3_minus_D2_brier_improvement,-0.0017378592086947919,,,,
draw,100,D3_minus_D2_brier_improvement,-0.00093260988728452454,,,,
draw,101,D3_minus_D2_brier_improvement,8.523295901063932e-05,,,,
draw,102,D3_minus_D2_brier_improvement,-0.0014735959790564968,,,,
draw,103,D3_minus_D2_brier_improvement,-0.0016648541531947836,,,,
draw,104,D3_minus_D2_brier_improvement,-0.0011932927503044977,,,,
draw,105,D3_minus_D2_brier_improvement,-0.00054653304378518563,,,,
draw,106,D3_minus_D2_brier_improvement,-0.000794029065852353,,,,
draw,107,D3_minus_D2_brier_improvement,-0.0016249763817867691,,,,
draw,108,D3_minus_D2_brier_improvement,-0.0020175089683704683,,,,
draw,109,D3_minus_D2_brier_improvement,-0.0014346127775888839,,,,
draw,110,D3_minus_D2_brier_improvement,-0.0028911243162697553,,,,
draw,111,D3_minus_D2_brier_improvement,-0.0006402107257104106,,,,
draw,112,D3_minus_D2_brier_improvement,-0.0032244524450104062,,,,
draw,113,D3_minus_D2_brier_improvement,-0.0018381905735504467,,,,
draw,114,D3_minus_D2_brier_improvement,-0.0015571739211174829,,,,
draw,115,D3_minus_D2_brier_improvement,-0.0010458629369965444,,,,
draw,116,D3_minus_D2_brier_improvement,-0.00082687302150036279,,,,
draw,117,D3_minus_D2_brier_improvement,-0.0012599408688621638,,,,
draw,118,D3_minus_D2_brier_improvement,-0.0010395907671910121,,,,
draw,119,D3_minus_D2_brier_improvement,-0.0013256374404733151,,,,
draw,120,D3_minus_D2_brier_improvement,-0.0015818233736087373,,,,
draw,121,D3_minus_D2_brier_improvement,-0.0025372281890729265,,,,
draw,122,D3_minus_D2_brier_improvement,-0.0013476669120960905,,,,
draw,123,D3_minus_D2_brier_improvement,-0.0012864638361415048,,,,
draw,124,D3_minus_D2_brier_improvement,-0.0018164504796530645,,,,
draw,125,D3_minus_D2_brier_improvement,-0.0030483555754595715,,,,
draw,126,D3_minus_D2_brier_improvement,-0.0019669573943431606,,,,
draw,127,D3_minus_D2_brier_improvement,-0.00066746816887389149,,,,
draw,128,D3_minus_D2_brier_improvement,-0.0018784758160684256,,,,
draw,129,D3_minus_D2_brier_improvement,-0.0013866371482677275,,,,
draw,130,D3_minus_D2_brier_improvement,-0.00023549073783851737,,,,
draw,131,D3_minus_D2_brier_improvement,-0.0015921403967068537,,,,
draw,132,D3_minus_D2_brier_improvement,-0.0014578889379129878,,,,
draw,133,D3_minus_D2_brier_improvement,-0.00040747427750115195,,,,
draw,134,D3_minus_D2_brier_improvement,-0.0011747349057572021,,,,
draw,135,D3_minus_D2_brier_improvement,-0.0023537922746079964,,,,
draw,136,D3_minus_D2_brier_improvement,-0.001589031440144939,,,,
draw,137,D3_minus_D2_brier_improvement,-0.002400234845582716,,,,
draw,138,D3_minus_D2_brier_improvement,-0.0016719546407034658,,,,
draw,139,D3_minus_D2_brier_improvement,-0.0009206214279036673,,,,
draw,140,D3_minus_D2_brier_improvement,-0.0012978897017867363,,,,
draw,141,D3_minus_D2_brier_improvement,-0.0019577191805197347,,,,
draw,142,D3_minus_D2_brier_improvement,-0.0020923200639798023,,,,
draw,143,D3_minus_D2_brier_improvement,-0.0015521540169976256,,,,
draw,144,D3_minus_D2_brier_improvement,-0.0013065349036199825,,,,
draw,145,D3_minus_D2_brier_improvement,-0.0019587872584578558,,,,
draw,146,D3_minus_D2_brier_improvement,-0.0011242614301143483,,,,
draw,147,D3_minus_D2_brier_improvement,-0.00032892228577657834,,,,
draw,148,D3_minus_D2_brier_improvement,-0.0019463357194731135,,,,
draw,149,D3_minus_D2_brier_improvement,-0.0014065375151112169,,,,
draw,150,D3_minus_D2_brier_improvement,-0.0018053389698549083,,,,
draw,151,D3_minus_D2_brier_improvement,-0.0018809660930155514,,,,
draw,152,D3_minus_D2_brier_improvement,-0.0015310755963530709,,,,
draw,153,D3_minus_D2_brier_improvement,-0.0018355850730864265,,,,
draw,154,D3_minus_D2_brier_improvement,-0.001222551768818525,,,,
draw,155,D3_minus_D2_brier_improvement,-0.0015106861083565293,,,,
draw,156,D3_minus_D2_brier_improvement,-0.0013739158687182118,,,,
draw,157,D3_minus_D2_brier_improvement,-0.0016320042182751959,,,,
draw,158,D3_minus_D2_brier_improvement,-0.0017715550028361282,,,,
draw,159,D3_minus_D2_brier_improvement,-0.0012068802649349841,,,,
draw,160,D3_minus_D2_brier_improvement,-0.0012783636541496834,,,,
draw,161,D3_minus_D2_brier_improvement,-0.0014324130280637115,,,,
draw,162,D3_minus_D2_brier_improvement,-0.0008252742053921347,,,,
draw,163,D3_minus_D2_brier_improvement,-0.0012242241939530163,,,,
draw,164,D3_minus_D2_brier_improvement,-0.0017055935616302476,,,,
draw,165,D3_minus_D2_brier_improvement,-0.0021538181060655748,,,,
draw,166,D3_minus_D2_brier_improvement,-0.0016441778093700399,,,,
draw,167,D3_minus_D2_brier_improvement,-0.001411175657215602,,,,
draw,168,D3_minus_D2_brier_improvement,-0.0023964456521080035,,,,
draw,169,D3_minus_D2_brier_improvement,-0.0016503368131264573,,,,
draw,170,D3_minus_D2_brier_improvement,-0.000920136946722383,,,,
draw,171,D3_minus_D2_brier_improvement,-0.0010737490457133902,,,,
draw,172,D3_minus_D2_brier_improvement,-0.002049568922306455,,,,
draw,173,D3_minus_D2_brier_improvement,-0.00042992755220519485,,,,
draw,174,D3_minus_D2_brier_improvement,-0.0020641471808164891,,,,
draw,175,D3_minus_D2_brier_improvement,-0.00038196229915068991,,,,
draw,176,D3_minus_D2_brier_improvement,-0.00166979589250843,,,,
draw,177,D3_minus_D2_brier_improvement,-0.00083061685004226504,,,,
draw,178,D3_minus_D2_brier_improvement,-0.0013992618813224722,,,,
draw,179,D3_minus_D2_brier_improvement,0.00018992055835281851,,,,
draw,180,D3_minus_D2_brier_improvement,-0.0017799022705404233,,,,
draw,181,D3_minus_D2_brier_improvement,-0.0013076208096682307,,,,
draw,182,D3_minus_D2_brier_improvement,-0.00082244543470760823,,,,
draw,183,D3_minus_D2_brier_improvement,-0.0015026395017716243,,,,
draw,184,D3_minus_D2_brier_improvement,-0.00069383589246008182,,,,
draw,185,D3_minus_D2_brier_improvement,-0.0011181191071850116,,,,
draw,186,D3_minus_D2_brier_improvement,-0.00070513484399636894,,,,
draw,187,D3_minus_D2_brier_improvement,-0.00090785768380058363,,,,
draw,188,D3_minus_D2_brier_improvement,-0.0023839587387810002,,,,
draw,189,D3_minus_D2_brier_improvement,-0.0021396039763669772,,,,
draw,190,D3_minus_D2_brier_improvement,-0.0012685451363720901,,,,
draw,191,D3_minus_D2_brier_improvement,-0.00081359569690875322,,,,
draw,192,D3_minus_D2_brier_improvement,-0.002459034569115337,,,,
draw,193,D3_minus_D2_brier_improvement,-0.000709624768348599,,,,
draw,194,D3_minus_D2_brier_improvement,-0.001788353248740937,,,,
draw,195,D3_minus_D2_brier_improvement,-0.0011635348161751491,,,,
draw,196,D3_minus_D2_brier_improvement,-0.0020221073772545561,,,,
draw,197,D3_minus_D2_brier_improvement,-0.002404806190762776,,,,
draw,198,D3_minus_D2_brier_improvement,-0.0016630783124659265,,,,
draw,199,D3_minus_D2_brier_improvement,-0.0023026200170452593,,,,
draw,0,P2_minus_P1_brier_improvement,0.0011888126004122312,,,,
draw,1,P2_minus_P1_brier_improvement,0.00095227291178598406,,,,
draw,2,P2_minus_P1_brier_improvement,0.00071912540344082343,,,,
draw,3,P2_minus_P1_brier_improvement,0.0014520295604597833,,,,
draw,4,P2_minus_P1_brier_improvement,0.002183821234527511,,,,
draw,5,P2_minus_P1_brier_improvement,0.0018021175418019841,,,,
draw,6,P2_minus_P1_brier_improvement,0.0017198400313780116,,,,
draw,7,P2_minus_P1_brier_improvement,0.001251086274666191,,,,
draw,8,P2_minus_P1_brier_improvement,0.001559812715126202,,,,
draw,9,P2_minus_P1_brier_improvement,0.0012197355335770155,,,,
draw,10,P2_minus_P1_brier_improvement,0.00029571521475871276,,,,
draw,11,P2_minus_P1_brier_improvement,0.0026120175427899184,,,,
draw,12,P2_minus_P1_brier_improvement,0.0023867791896897972,,,,
draw,13,P2_minus_P1_brier_improvement,0.0015584441381591985,,,,
draw,14,P2_minus_P1_brier_improvement,0.0014687233849888792,,,,
draw,15,P2_minus_P1_brier_improvement,0.0016079694243488485,,,,
draw,16,P2_minus_P1_brier_improvement,0.00053844609016168166,,,,
draw,17,P2_minus_P1_brier_improvement,0.00083271133261905717,,,,
draw,18,P2_minus_P1_brier_improvement,0.0022180899358789918,,,,
draw,19,P2_minus_P1_brier_improvement,6.4790933244768256e-05,,,,
draw,20,P2_minus_P1_brier_improvement,0.0013964253447432962,,,,
draw,21,P2_minus_P1_brier_improvement,0.0020617061243259349,,,,
draw,22,P2_minus_P1_brier_improvement,0.0019410731995012642,,,,
draw,23,P2_minus_P1_brier_improvement,-0.00012217623094243346,,,,
draw,24,P2_minus_P1_brier_improvement,0.0023963081999121005,,,,
draw,25,P2_minus_P1_brier_improvement,0.00027160447896998341,,,,
draw,26,P2_minus_P1_brier_improvement,0.0010535597139574304,,,,
draw,27,P2_minus_P1_brier_improvement,0.0010326738792152679,,,,
draw,28,P2_minus_P1_brier_improvement,0.0010722495871022808,,,,
draw,29,P2_minus_P1_brier_improvement,0.00020178366519782442,,,,
draw,30,P2_minus_P1_brier_improvement,0.0011936698768788001,,,,
draw,31,P2_minus_P1_brier_improvement,0.00075312021810391983,,,,
draw,32,P2_minus_P1_brier_improvement,0.00022412127527399184,,,,
draw,33,P2_minus_P1_brier_improvement,0.00066634086377742596,,,,
draw,34,P2_minus_P1_brier_improvement,0.0021435986794403894,,,,
draw,35,P2_minus_P1_brier_improvement,0.001025743235039428,,,,
draw,36,P2_minus_P1_brier_improvement,0.00066340626770544642,,,,
draw,37,P2_minus_P1_brier_improvement,0.00083664446903256029,,,,
draw,38,P2_minus_P1_brier_improvement,0.0010675468531201326,,,,
draw,39,P2_minus_P1_brier_improvement,0.0012577734447704048,,,,
draw,40,P2_minus_P1_brier_improvement,0.0002195666705438748,,,,
draw,41,P2_minus_P1_brier_improvement,0.0011932911051121264,,,,
draw,42,P2_minus_P1_brier_improvement,0.0030222488081706467,,,,
draw,43,P2_minus_P1_brier_improvement,0.0012833633582672588,,,,
draw,44,P2_minus_P1_brier_improvement,0.0017371695237777263,,,,
draw,45,P2_minus_P1_brier_improvement,0.00027659835776802644,,,,
draw,46,P2_minus_P1_brier_improvement,0.0028519964802371234,,,,
draw,47,P2_minus_P1_brier_improvement,0.0025413227672103356,,,,
draw,48,P2_minus_P1_brier_improvement,0.0016172901070312939,,,,
draw,49,P2_minus_P1_brier_improvement,0.0015644465210582492,,,,
draw,50,P2_minus_P1_brier_improvement,0.001261960141243218,,,,
draw,51,P2_minus_P1_brier_improvement,0.00090461489136367534,,,,
draw,52,P2_minus_P1_brier_improvement,3.5937109806094547e-05,,,,
draw,53,P2_minus_P1_brier_improvement,0.00088523148501085114,,,,
draw,54,P2_minus_P1_brier_improvement,0.00047663198035180487,,,,
draw,55,P2_minus_P1_brier_improvement,0.00090800269753180118,,,,
draw,56,P2_minus_P1_brier_improvement,0.001095732480640238,,,,
draw,57,P2_minus_P1_brier_improvement,0.0017322201871881604,,,,
draw,58,P2_minus_P1_brier_improvement,0.0010016609395921139,,,,
draw,59,P2_minus_P1_brier_improvement,0.001153717169553925,,,,
draw,60,P2_minus_P1_brier_improvement,0.00024157517323383781,,,,
draw,61,P2_minus_P1_brier_improvement,0.00034600901088449598,,,,
draw,62,P2_minus_P1_brier_improvement,0.0020628029671385384,,,,
draw,63,P2_minus_P1_brier_improvement,-0.00052858384977147455,,,,
draw,64,P2_minus_P1_brier_improvement,0.0014652875614549477,,,,
draw,65,P2_minus_P1_brier_improvement,0.0015096703629115527,,,,
draw,66,P2_minus_P1_brier_improvement,0.00070555505681649255,,,,
draw,67,P2_minus_P1_brier_improvement,0.0011203442772325101,,,,
draw,68,P2_minus_P1_brier_improvement,0.00079506207970167497,,,,
draw,69,P2_minus_P1_brier_improvement,0.0014667651015735916,,,,
draw,70,P2_minus_P1_brier_improvement,0.0010154668815738344,,,,
draw,71,P2_minus_P1_brier_improvement,0.0019160955731828411,,,,
draw,72,P2_minus_P1_brier_improvement,0.00099286123871356047,,,,
draw,73,P2_minus_P1_brier_improvement,0.002021096477804879,,,,
draw,74,P2_minus_P1_brier_improvement,0.0006072407286164816,,,,
draw,75,P2_minus_P1_brier_improvement,0.0014581147891767621,,,,
draw,76,P2_minus_P1_brier_improvement,0.0010587126629007515,,,,
draw,77,P2_minus_P1_brier_improvement,0.0032667956622072225,,,,
draw,78,P2_minus_P1_brier_improvement,0.0014954073059532391,,,,
draw,79,P2_minus_P1_brier_improvement,0.0012156214410881383,,,,
draw,80,P2_minus_P1_brier_improvement,0.0011661318044382252,,,,
draw,81,P2_minus_P1_brier_improvement,0.0028407224109087137,,,,
draw,82,P2_minus_P1_brier_improvement,0.0010182237978985098,,,,
draw,83,P2_minus_P1_brier_improvement,0.00095593698914961389,,,,
draw,84,P2_minus_P1_brier_improvement,0.0014054561992453696,,,,
draw,85,P2_minus_P1_brier_improvement,0.0014795230504356105,,,,
draw,86,P2_minus_P1_brier_improvement,0.0012573923004361165,,,,
draw,87,P2_minus_P1_brier_improvement,0.0013615137547084433,,,,
draw,88,P2_minus_P1_brier_improvement,0.0015467514716309416,,,,
draw,89,P2_minus_P1_brier_improvement,0.0009153920349947442,,,,
draw,90,P2_minus_P1_brier_improvement,0.00079914870823244444,,,,
draw,91,P2_minus_P1_brier_improvement,0.001583026484123895,,,,
draw,92,P2_minus_P1_brier_improvement,0.00016406514773648073,,,,
draw,93,P2_minus_P1_brier_improvement,0.001314768201000821,,,,
draw,94,P2_minus_P1_brier_improvement,0.0021535257401198715,,,,
draw,95,P2_minus_P1_brier_improvement,0.0015024448444097838,,,,
draw,96,P2_minus_P1_brier_improvement,0.0015188969571064415,,,,
draw,97,P2_minus_P1_brier_improvement,0.00031350943393704256,,,,
draw,98,P2_minus_P1_brier_improvement,0.00047848167449970891,,,,
draw,99,P2_minus_P1_brier_improvement,0.0012416901553714277,,,,
draw,100,P2_minus_P1_brier_improvement,0.00054492928197216739,,,,
draw,101,P2_minus_P1_brier_improvement,0.00087075138938338958,,,,
draw,102,P2_minus_P1_brier_improvement,0.00028199180145035974,,,,
draw,103,P2_minus_P1_brier_improvement,-0.00024373130637656004,,,,
draw,104,P2_minus_P1_brier_improvement,0.0021140756752251189,,,,
draw,105,P2_minus_P1_brier_improvement,0.0014730653816182049,,,,
draw,106,P2_minus_P1_brier_improvement,-0.00070497831149388124,,,,
draw,107,P2_minus_P1_brier_improvement,0.00081347004950607649,,,,
draw,108,P2_minus_P1_brier_improvement,0.00068027874848772263,,,,
draw,109,P2_minus_P1_brier_improvement,0.00071658651033024157,,,,
draw,110,P2_minus_P1_brier_improvement,0.0013077636389884906,,,,
draw,111,P2_minus_P1_brier_improvement,-6.9311768027296994e-05,,,,
draw,112,P2_minus_P1_brier_improvement,0.00051540205834715858,,,,
draw,113,P2_minus_P1_brier_improvement,0.00068193676097005884,,,,
draw,114,P2_minus_P1_brier_improvement,0.00160491182463815,,,,
draw,115,P2_minus_P1_brier_improvement,0.00076759969387221738,,,,
draw,116,P2_minus_P1_brier_improvement,0.00025248369926053615,,,,
draw,117,P2_minus_P1_brier_improvement,0.0015487263587863342,,,,
draw,118,P2_minus_P1_brier_improvement,0.0011803742274643925,,,,
draw,119,P2_minus_P1_brier_improvement,0.0016230405288127081,,,,
draw,120,P2_minus_P1_brier_improvement,0.0010656802416898759,,,,
draw,121,P2_minus_P1_brier_improvement,0.00080668848136944415,,,,
draw,122,P2_minus_P1_brier_improvement,0.0004209839370188373,,,,
draw,123,P2_minus_P1_brier_improvement,0.0017146624283955747,,,,
draw,124,P2_minus_P1_brier_improvement,0.001190203912456167,,,,
draw,125,P2_minus_P1_brier_improvement,0.0012465467247210482,,,,
draw,126,P2_minus_P1_brier_improvement,0.0029011839500110437,,,,
draw,127,P2_minus_P1_brier_improvement,0.0010827025544157542,,,,
draw,128,P2_minus_P1_brier_improvement,0.001428952039596032,,,,
draw,129,P2_minus_P1_brier_improvement,0.00097298404274132055,,,,
draw,130,P2_minus_P1_brier_improvement,0.0011953096030715982,,,,
draw,131,P2_minus_P1_brier_improvement,0.0011655698134700465,,,,
draw,132,P2_minus_P1_brier_improvement,0.00090985664375861641,,,,
draw,133,P2_minus_P1_brier_improvement,0.00024866958000419048,,,,
draw,134,P2_minus_P1_brier_improvement,-0.00064409302851795025,,,,
draw,135,P2_minus_P1_brier_improvement,0.00030264312475966615,,,,
draw,136,P2_minus_P1_brier_improvement,0.0013903171022582039,,,,
draw,137,P2_minus_P1_brier_improvement,7.8221231335606767e-05,,,,
draw,138,P2_minus_P1_brier_improvement,0.00095973940962709725,,,,
draw,139,P2_minus_P1_brier_improvement,0.0024058913781911939,,,,
draw,140,P2_minus_P1_brier_improvement,0.0013743483043847093,,,,
draw,141,P2_minus_P1_brier_improvement,-0.00028675283263879248,,,,
draw,142,P2_minus_P1_brier_improvement,0.0010779313780434341,,,,
draw,143,P2_minus_P1_brier_improvement,0.00063670607402604995,,,,
draw,144,P2_minus_P1_brier_improvement,0.0013181685942477428,,,,
draw,145,P2_minus_P1_brier_improvement,0.0027257237530813883,,,,
draw,146,P2_minus_P1_brier_improvement,0.00050019516478103099,,,,
draw,147,P2_minus_P1_brier_improvement,0.00080317248618233528,,,,
draw,148,P2_minus_P1_brier_improvement,0.0022605168971146783,,,,
draw,149,P2_minus_P1_brier_improvement,0.0018772952305838031,,,,
draw,150,P2_minus_P1_brier_improvement,0.00074017110039761858,,,,
draw,151,P2_minus_P1_brier_improvement,0.0016682806088438584,,,,
draw,152,P2_minus_P1_brier_improvement,0.00181105897330891,,,,
draw,153,P2_minus_P1_brier_improvement,0.0020051179820342324,,,,
draw,154,P2_minus_P1_brier_improvement,0.0015133773942190842,,,,
draw,155,P2_minus_P1_brier_improvement,0.0010064705371284344,,,,
draw,156,P2_minus_P1_brier_improvement,0.00015339353405138811,,,,
draw,157,P2_minus_P1_brier_improvement,0.0025584391376231586,,,,
draw,158,P2_minus_P1_brier_improvement,0.0012100892296830479,,,,
draw,159,P2_minus_P1_brier_improvement,0.0023350332614706093,,,,
draw,160,P2_minus_P1_brier_improvement,0.0002401273119019276,,,,
draw,161,P2_minus_P1_brier_improvement,0.00026302375295861324,,,,
draw,162,P2_minus_P1_brier_improvement,-3.6217319258513569e-05,,,,
draw,163,P2_minus_P1_brier_improvement,0.0011624102841184814,,,,
draw,164,P2_minus_P1_brier_improvement,-0.0003454816694660745,,,,
draw,165,P2_minus_P1_brier_improvement,0.0011674623435825315,,,,
