stock,session,month,checkpoint,partition,required_pressure_checkpoints,valid_pressure_bars,complete_five_bar_pressure_window,missing_window_reason
IREN,2024-09-24,2024-09,6,development,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
IREN,2024-09-25,2024-09,6,development,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
IREN,2024-10-15,2024-10,6,development,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
IREN,2024-10-15,2024-10,14,development,"9,10,11,12,13",0,False,binding_dense_pressure_dependency_blocked
IREN,2024-10-18,2024-10,6,development,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
IREN,2024-10-24,2024-10,6,development,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
IREN,2024-11-11,2024-11,6,development,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
IREN,2024-11-21,2024-11,6,development,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
IREN,2025-02-14,2025-02,6,assessment,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
IREN,2025-04-03,2025-04,6,assessment,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
IREN,2025-04-22,2025-04,6,assessment,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
IREN,2025-05-16,2025-05,6,assessment,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
IREN,2025-06-20,2025-06,6,assessment,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
IREN,2025-06-23,2025-06,6,assessment,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
IREN,2025-07-21,2025-07,6,assessment,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
MARA,2024-02-08,2024-02,6,development,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
MARA,2024-02-28,2024-02,6,development,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
MARA,2024-05-28,2024-05,6,development,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
MARA,2024-05-29,2024-05,6,development,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
MARA,2024-06-13,2024-06,6,development,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
MARA,2024-07-01,2024-07,14,development,"9,10,11,12,13",0,False,binding_dense_pressure_dependency_blocked
MARA,2024-07-17,2024-07,6,development,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
MARA,2024-07-19,2024-07,6,development,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
MARA,2024-08-02,2024-08,6,development,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
MARA,2024-08-05,2024-08,6,development,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
MARA,2024-08-05,2024-08,22,development,"17,18,19,20,21",0,False,binding_dense_pressure_dependency_blocked
MARA,2024-08-16,2024-08,6,development,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
MARA,2024-08-21,2024-08,6,development,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
MARA,2025-01-02,2025-01,6,assessment,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
MARA,2025-01-03,2025-01,14,assessment,"9,10,11,12,13",0,False,binding_dense_pressure_dependency_blocked
MARA,2025-01-06,2025-01,6,assessment,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
MARA,2025-02-28,2025-02,6,assessment,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
MARA,2025-04-02,2025-04,6,assessment,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
MARA,2025-04-04,2025-04,6,assessment,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
MARA,2025-04-22,2025-04,6,assessment,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
MARA,2025-05-12,2025-05,6,assessment,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
MARA,2025-05-21,2025-05,6,assessment,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
MARA,2025-05-22,2025-05,6,assessment,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
MARA,2025-07-02,2025-07,6,assessment,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
MARA,2025-07-07,2025-07,6,assessment,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
MARA,2025-07-18,2025-07,6,assessment,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
MARA,2025-08-18,2025-08,6,assessment,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
MP,2024-04-11,2024-04,6,development,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
MP,2024-04-15,2024-04,6,development,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
MP,2024-12-09,2024-12,6,development,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
MP,2025-01-10,2025-01,6,assessment,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
MP,2025-01-10,2025-01,14,assessment,"9,10,11,12,13",0,False,binding_dense_pressure_dependency_blocked
MP,2025-05-13,2025-05,6,assessment,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
MP,2025-05-30,2025-05,6,assessment,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
MP,2025-06-03,2025-06,10,assessment,"5,6,7,8,9",0,False,binding_dense_pressure_dependency_blocked
MP,2025-07-10,2025-07,6,assessment,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
MP,2025-07-11,2025-07,6,assessment,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
MP,2025-07-28,2025-07,6,assessment,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
MP,2025-07-29,2025-07,6,assessment,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
MP,2025-07-30,2025-07,6,assessment,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
MP,2025-07-31,2025-07,6,assessment,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
MP,2025-07-31,2025-07,14,assessment,"9,10,11,12,13",0,False,binding_dense_pressure_dependency_blocked
MP,2025-08-01,2025-08,8,assessment,"3,4,5,6,7",0,False,binding_dense_pressure_dependency_blocked
MP,2025-08-04,2025-08,6,assessment,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
MP,2025-08-04,2025-08,20,assessment,"15,16,17,18,19",0,False,binding_dense_pressure_dependency_blocked
MP,2025-08-04,2025-08,30,assessment,"25,26,27,28,29",0,False,binding_dense_pressure_dependency_blocked
MRNA,2024-02-15,2024-02,6,development,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
MRNA,2024-05-10,2024-05,6,development,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
MRNA,2024-05-24,2024-05,6,development,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
MRNA,2024-05-28,2024-05,6,development,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
MRNA,2024-06-03,2024-06,6,development,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
MRNA,2024-06-03,2024-06,14,development,"9,10,11,12,13",0,False,binding_dense_pressure_dependency_blocked
MRNA,2024-07-16,2024-07,6,development,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
MRNA,2024-09-09,2024-09,6,development,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
MRNA,2024-09-30,2024-09,6,development,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
MRNA,2024-11-15,2024-11,6,development,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
MRNA,2024-11-22,2024-11,6,development,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
MRNA,2024-11-22,2024-11,28,development,"23,24,25,26,27",0,False,binding_dense_pressure_dependency_blocked
MRNA,2024-12-05,2024-12,10,development,"5,6,7,8,9",0,False,binding_dense_pressure_dependency_blocked
MRNA,2024-12-06,2024-12,6,development,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
MRNA,2024-12-16,2024-12,6,development,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
MRNA,2024-12-17,2024-12,6,development,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
MRNA,2025-02-25,2025-02,6,assessment,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
MRNA,2025-02-27,2025-02,6,assessment,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
MRNA,2025-03-05,2025-03,6,assessment,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
MRNA,2025-06-02,2025-06,6,assessment,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
MRNA,2025-06-03,2025-06,6,assessment,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
MRNA,2025-08-11,2025-08,6,assessment,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
MSTR,2024-05-23,2024-05,6,development,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
MSTR,2024-07-19,2024-07,6,development,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
MSTR,2025-01-23,2025-01,6,assessment,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
MSTR,2025-03-18,2025-03,6,assessment,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
MSTR,2025-03-18,2025-03,14,assessment,"9,10,11,12,13",0,False,binding_dense_pressure_dependency_blocked
MSTR,2025-03-24,2025-03,6,assessment,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
MSTR,2025-03-25,2025-03,6,assessment,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
MSTR,2025-03-27,2025-03,6,assessment,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
MSTR,2025-03-31,2025-03,6,assessment,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
MSTR,2025-04-02,2025-04,6,assessment,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
MSTR,2025-04-03,2025-04,6,assessment,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
MSTR,2025-04-04,2025-04,6,assessment,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
MSTR,2025-04-04,2025-04,16,assessment,"11,12,13,14,15",0,False,binding_dense_pressure_dependency_blocked
MSTR,2025-07-22,2025-07,6,assessment,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
NVTS,2024-06-12,2024-06,6,development,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
NVTS,2024-07-12,2024-07,6,development,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
NVTS,2024-10-11,2024-10,6,development,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
NVTS,2024-10-14,2024-10,6,development,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
NVTS,2025-05-09,2025-05,6,assessment,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
NVTS,2025-05-12,2025-05,6,assessment,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
NVTS,2025-07-02,2025-07,6,assessment,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
NVTS,2025-07-03,2025-07,6,assessment,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
NVTS,2025-07-07,2025-07,6,assessment,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
NVTS,2025-07-25,2025-07,10,assessment,"5,6,7,8,9",0,False,binding_dense_pressure_dependency_blocked
NVTS,2025-07-28,2025-07,6,assessment,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
NVTS,2025-08-13,2025-08,6,assessment,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
NVTS,2025-08-14,2025-08,6,assessment,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
QBTS,2024-02-07,2024-02,6,development,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
QBTS,2024-11-07,2024-11,14,development,"9,10,11,12,13",0,False,binding_dense_pressure_dependency_blocked
QBTS,2025-04-11,2025-04,6,assessment,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
QBTS,2025-04-11,2025-04,14,assessment,"9,10,11,12,13",0,False,binding_dense_pressure_dependency_blocked
QBTS,2025-06-10,2025-06,6,assessment,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
QBTS,2025-06-11,2025-06,6,assessment,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
QBTS,2025-07-09,2025-07,6,assessment,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
QBTS,2025-07-21,2025-07,6,assessment,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
QBTS,2025-07-23,2025-07,6,assessment,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
QBTS,2025-08-05,2025-08,6,assessment,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
RGTI,2025-02-28,2025-02,6,assessment,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
RGTI,2025-03-21,2025-03,6,assessment,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
RGTI,2025-03-24,2025-03,6,assessment,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
RGTI,2025-03-31,2025-03,6,assessment,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
RGTI,2025-04-02,2025-04,6,assessment,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
RGTI,2025-04-25,2025-04,8,assessment,"3,4,5,6,7",0,False,binding_dense_pressure_dependency_blocked
RGTI,2025-04-28,2025-04,6,assessment,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
RGTI,2025-05-14,2025-05,6,assessment,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
RGTI,2025-05-14,2025-05,22,assessment,"17,18,19,20,21",0,False,binding_dense_pressure_dependency_blocked
RGTI,2025-05-15,2025-05,6,assessment,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
RGTI,2025-05-19,2025-05,8,assessment,"3,4,5,6,7",0,False,binding_dense_pressure_dependency_blocked
RGTI,2025-05-20,2025-05,6,assessment,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
RGTI,2025-05-20,2025-05,14,assessment,"9,10,11,12,13",0,False,binding_dense_pressure_dependency_blocked
RGTI,2025-05-21,2025-05,6,assessment,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
RGTI,2025-05-27,2025-05,6,assessment,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
RGTI,2025-06-03,2025-06,6,assessment,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
RGTI,2025-08-05,2025-08,6,assessment,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
RIOT,2024-02-12,2024-02,6,development,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
RIOT,2024-02-28,2024-02,6,development,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
RIOT,2024-06-13,2024-06,6,development,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
RIOT,2024-07-17,2024-07,6,development,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
RIOT,2024-08-05,2024-08,6,development,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
RIOT,2024-10-15,2024-10,6,development,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
RIOT,2024-11-27,2024-11,6,development,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
RIOT,2024-11-27,2024-11,14,development,"9,10,11,12,13",0,False,binding_dense_pressure_dependency_blocked
RIOT,2025-01-02,2025-01,6,assessment,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
RIOT,2025-01-03,2025-01,6,assessment,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
RIOT,2025-01-06,2025-01,6,assessment,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
RIOT,2025-05-16,2025-05,6,assessment,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
RIOT,2025-06-03,2025-06,6,assessment,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
RIOT,2025-07-01,2025-07,6,assessment,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
RIOT,2025-07-02,2025-07,6,assessment,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
RIOT,2025-07-03,2025-07,6,assessment,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
RIOT,2025-07-07,2025-07,6,assessment,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
RIOT,2025-07-14,2025-07,6,assessment,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
RIOT,2025-08-14,2025-08,6,assessment,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
RIOT,2025-08-20,2025-08,6,assessment,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
RIOT,2025-08-22,2025-08,6,assessment,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
RIVN,2024-01-29,2024-01,10,development,"5,6,7,8,9",0,False,binding_dense_pressure_dependency_blocked
RIVN,2024-03-04,2024-03,6,development,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
RIVN,2024-04-11,2024-04,6,development,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
RIVN,2024-06-24,2024-06,6,development,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
RIVN,2024-06-26,2024-06,6,development,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
RIVN,2024-07-17,2024-07,6,development,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
RIVN,2024-08-28,2024-08,6,development,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
RIVN,2024-11-18,2024-11,6,development,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
RIVN,2024-11-19,2024-11,6,development,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
RIVN,2024-11-20,2024-11,6,development,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
RIVN,2024-11-21,2024-11,6,development,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
RIVN,2024-11-27,2024-11,6,development,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
RIVN,2024-11-27,2024-11,14,development,"9,10,11,12,13",0,False,binding_dense_pressure_dependency_blocked
RIVN,2024-11-27,2024-11,22,development,"17,18,19,20,21",0,False,binding_dense_pressure_dependency_blocked
RIVN,2025-01-02,2025-01,6,assessment,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
RIVN,2025-01-03,2025-01,6,assessment,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
RIVN,2025-01-06,2025-01,6,assessment,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
RIVN,2025-01-06,2025-01,14,assessment,"9,10,11,12,13",0,False,binding_dense_pressure_dependency_blocked
RIVN,2025-01-07,2025-01,6,assessment,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
RIVN,2025-01-21,2025-01,6,assessment,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
RIVN,2025-04-01,2025-04,14,assessment,"9,10,11,12,13",0,False,binding_dense_pressure_dependency_blocked
RIVN,2025-04-03,2025-04,6,assessment,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
SMCI,2024-02-01,2024-02,6,development,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
SMCI,2024-02-01,2024-02,14,development,"9,10,11,12,13",0,False,binding_dense_pressure_dependency_blocked
SMCI,2024-02-05,2024-02,6,development,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
SMCI,2024-02-07,2024-02,6,development,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
SMCI,2024-02-09,2024-02,6,development,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
SMCI,2024-02-12,2024-02,6,development,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
SMCI,2024-03-18,2024-03,6,development,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
SMCI,2024-03-21,2024-03,6,development,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
SMCI,2024-03-22,2024-03,6,development,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
SMCI,2024-05-03,2024-05,6,development,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
SMCI,2024-05-08,2024-05,6,development,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
SMCI,2024-05-10,2024-05,6,development,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
SMCI,2024-05-13,2024-05,6,development,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
SMCI,2024-05-16,2024-05,6,development,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
SMCI,2024-05-23,2024-05,6,development,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
SMCI,2024-06-20,2024-06,6,development,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
SMCI,2024-07-15,2024-07,6,development,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
SMCI,2024-08-13,2024-08,10,development,"5,6,7,8,9",0,False,binding_dense_pressure_dependency_blocked
SMCI,2024-08-14,2024-08,6,development,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
SMCI,2024-08-15,2024-08,6,development,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
SMCI,2024-08-16,2024-08,6,development,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
SMCI,2024-08-27,2024-08,6,development,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
SMCI,2024-08-27,2024-08,14,development,"9,10,11,12,13",0,False,binding_dense_pressure_dependency_blocked
SMCI,2024-09-18,2024-09,6,development,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
SMCI,2024-09-25,2024-09,6,development,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
SMCI,2024-09-26,2024-09,6,development,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
SMCI,2024-09-26,2024-09,16,development,"11,12,13,14,15",0,False,binding_dense_pressure_dependency_blocked
SMCI,2024-10-03,2024-10,6,development,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
SMCI,2024-10-03,2024-10,14,development,"9,10,11,12,13",0,False,binding_dense_pressure_dependency_blocked
SMCI,2024-10-04,2024-10,6,development,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
SMCI,2024-10-30,2024-10,6,development,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
SMCI,2025-01-06,2025-01,6,assessment,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
SMCI,2025-01-10,2025-01,6,assessment,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
SMCI,2025-01-13,2025-01,6,assessment,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
SMCI,2025-03-21,2025-03,6,assessment,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
SMCI,2025-03-24,2025-03,6,assessment,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
SMCI,2025-03-31,2025-03,6,assessment,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
SMCI,2025-04-15,2025-04,6,assessment,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
SMCI,2025-04-23,2025-04,6,assessment,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
SMCI,2025-06-25,2025-06,6,assessment,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
SMCI,2025-06-25,2025-06,14,assessment,"9,10,11,12,13",0,False,binding_dense_pressure_dependency_blocked
SMCI,2025-06-30,2025-06,10,assessment,"5,6,7,8,9",0,False,binding_dense_pressure_dependency_blocked
SMCI,2025-08-07,2025-08,6,assessment,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
SOFI,2024-02-12,2024-02,6,development,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
SOFI,2024-02-16,2024-02,6,development,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
SOFI,2024-02-27,2024-02,14,development,"9,10,11,12,13",0,False,binding_dense_pressure_dependency_blocked
SOFI,2024-03-08,2024-03,6,development,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
SOFI,2024-05-14,2024-05,6,development,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
SOFI,2024-07-17,2024-07,6,development,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
SOFI,2024-07-18,2024-07,6,development,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
SOFI,2024-07-30,2024-07,6,development,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
SOFI,2024-08-05,2024-08,6,development,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
SOFI,2024-08-05,2024-08,14,development,"9,10,11,12,13",0,False,binding_dense_pressure_dependency_blocked
SOFI,2024-08-29,2024-08,6,development,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
SOFI,2024-08-29,2024-08,14,development,"9,10,11,12,13",0,False,binding_dense_pressure_dependency_blocked
SOFI,2024-12-06,2024-12,6,development,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
SOFI,2025-01-02,2025-01,6,assessment,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
SOFI,2025-01-27,2025-01,6,assessment,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
SOFI,2025-02-18,2025-02,6,assessment,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
SOFI,2025-03-27,2025-03,6,assessment,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
SOFI,2025-03-31,2025-03,6,assessment,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
SOFI,2025-04-02,2025-04,6,assessment,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
SOFI,2025-04-04,2025-04,6,assessment,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
SOFI,2025-05-14,2025-05,6,assessment,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
SOFI,2025-06-11,2025-06,6,assessment,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
SOFI,2025-07-14,2025-07,6,assessment,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
SOFI,2025-07-29,2025-07,6,assessment,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
SOFI,2025-07-30,2025-07,6,assessment,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
WULF,2024-02-01,2024-02,6,development,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
WULF,2024-02-02,2024-02,6,development,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
WULF,2024-02-08,2024-02,6,development,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
WULF,2024-04-18,2024-04,6,development,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
WULF,2024-04-29,2024-04,10,development,"5,6,7,8,9",0,False,binding_dense_pressure_dependency_blocked
WULF,2024-06-12,2024-06,6,development,"1,2,3,4,5",0,False,binding_dense_pressure_dependency_blocked
