record_type,draw,comparison,metric,estimate,lower_90,upper_90,lower_95,upper_95,draws
draw,22,A2_minus_A1,brier,-0.0023324050128,,,,,200
draw,23,A2_minus_A1,brier,-0.00204700022679,,,,,200
draw,24,A2_minus_A1,brier,-0.00445521517199,,,,,200
draw,25,A2_minus_A1,brier,-9.90994975645e-05,,,,,200
draw,26,A2_minus_A1,brier,-0.00372714292799,,,,,200
draw,27,A2_minus_A1,brier,-0.00111178938004,,,,,200
draw,28,A2_minus_A1,brier,-0.00341002542035,,,,,200
draw,29,A2_minus_A1,brier,-0.00101777023968,,,,,200
draw,30,A2_minus_A1,brier,-0.00263499412214,,,,,200
draw,31,A2_minus_A1,brier,-0.00393846369704,,,,,200
draw,32,A2_minus_A1,brier,-0.00198783362443,,,,,200
draw,33,A2_minus_A1,brier,-0.00252382971795,,,,,200
draw,34,A2_minus_A1,brier,-0.0031332577492,,,,,200
draw,35,A2_minus_A1,brier,-0.00241168024497,,,,,200
draw,36,A2_minus_A1,brier,-0.00127756271616,,,,,200
draw,37,A2_minus_A1,brier,-0.00156936853008,,,,,200
draw,38,A2_minus_A1,brier,-0.00173082499427,,,,,200
draw,39,A2_minus_A1,brier,-0.00157410224284,,,,,200
draw,40,A2_minus_A1,brier,-0.00237596733247,,,,,200
draw,41,A2_minus_A1,brier,-0.00142628095639,,,,,200
draw,42,A2_minus_A1,brier,-0.001772031895,,,,,200
draw,43,A2_minus_A1,brier,-0.00121210654871,,,,,200
draw,44,A2_minus_A1,brier,-0.00270026039506,,,,,200
draw,45,A2_minus_A1,brier,-0.00281426937631,,,,,200
draw,46,A2_minus_A1,brier,-0.00302613394291,,,,,200
draw,47,A2_minus_A1,brier,-0.00273799103999,,,,,200
draw,48,A2_minus_A1,brier,-0.00345770984244,,,,,200
draw,49,A2_minus_A1,brier,-0.00519712732259,,,,,200
draw,50,A2_minus_A1,brier,-0.000889069399266,,,,,200
draw,51,A2_minus_A1,brier,-0.00251763056418,,,,,200
draw,52,A2_minus_A1,brier,-0.00126684504393,,,,,200
draw,53,A2_minus_A1,brier,-0.00248347933597,,,,,200
draw,54,A2_minus_A1,brier,0.00257902868236,,,,,200
draw,55,A2_minus_A1,brier,-0.00177876660154,,,,,200
draw,56,A2_minus_A1,brier,-0.00115454732737,,,,,200
draw,57,A2_minus_A1,brier,-0.0016653460528,,,,,200
draw,58,A2_minus_A1,brier,-0.00225082579072,,,,,200
draw,59,A2_minus_A1,brier,-0.00145026216573,,,,,200
draw,60,A2_minus_A1,brier,-0.0027877438846,,,,,200
draw,61,A2_minus_A1,brier,-0.00192800580381,,,,,200
draw,62,A2_minus_A1,brier,-0.00206460987782,,,,,200
draw,63,A2_minus_A1,brier,-0.000959036167257,,,,,200
draw,64,A2_minus_A1,brier,-0.00485798415997,,,,,200
draw,65,A2_minus_A1,brier,-0.00225624792781,,,,,200
draw,66,A2_minus_A1,brier,-0.00162497693985,,,,,200
draw,67,A2_minus_A1,brier,-0.00248496579777,,,,,200
draw,68,A2_minus_A1,brier,-0.00339384441897,,,,,200
draw,69,A2_minus_A1,brier,-0.00200372582378,,,,,200
draw,70,A2_minus_A1,brier,-0.00162540755551,,,,,200
draw,71,A2_minus_A1,brier,-0.00099200260524,,,,,200
draw,72,A2_minus_A1,brier,-0.00186115117031,,,,,200
draw,73,A2_minus_A1,brier,-0.00285113512333,,,,,200
draw,74,A2_minus_A1,brier,-0.00288988454792,,,,,200
draw,75,A2_minus_A1,brier,-0.00146495587249,,,,,200
draw,76,A2_minus_A1,brier,-0.00487776996519,,,,,200
draw,77,A2_minus_A1,brier,-0.00278297928196,,,,,200
draw,78,A2_minus_A1,brier,-0.0041219311913,,,,,200
draw,79,A2_minus_A1,brier,-0.00131856131774,,,,,200
draw,80,A2_minus_A1,brier,-0.00115273145815,,,,,200
draw,81,A2_minus_A1,brier,-0.00226638763593,,,,,200
draw,82,A2_minus_A1,brier,-0.000248102088579,,,,,200
draw,83,A2_minus_A1,brier,-0.00337295344127,,,,,200
draw,84,A2_minus_A1,brier,-0.00167761469737,,,,,200
draw,85,A2_minus_A1,brier,0.000267120180732,,,,,200
draw,86,A2_minus_A1,brier,-0.00404429711419,,,,,200
draw,87,A2_minus_A1,brier,-0.00325165631055,,,,,200
draw,88,A2_minus_A1,brier,-0.00193873036333,,,,,200
draw,89,A2_minus_A1,brier,-0.00298769587598,,,,,200
draw,90,A2_minus_A1,brier,-0.000796428551907,,,,,200
draw,91,A2_minus_A1,brier,-0.00462430234431,,,,,200
draw,92,A2_minus_A1,brier,-0.00347762600306,,,,,200
draw,93,A2_minus_A1,brier,-0.00189290604585,,,,,200
draw,94,A2_minus_A1,brier,-0.00158036745786,,,,,200
draw,95,A2_minus_A1,brier,-0.00274874148953,,,,,200
draw,96,A2_minus_A1,brier,-0.000268900972796,,,,,200
draw,97,A2_minus_A1,brier,-0.000304168809298,,,,,200
draw,98,A2_minus_A1,brier,-0.00326067399669,,,,,200
draw,99,A2_minus_A1,brier,-0.00203692132162,,,,,200
draw,100,A2_minus_A1,brier,-0.00127454547344,,,,,200
draw,101,A2_minus_A1,brier,-0.00305929299488,,,,,200
draw,102,A2_minus_A1,brier,-0.00264288309131,,,,,200
draw,103,A2_minus_A1,brier,-0.002047693646,,,,,200
draw,104,A2_minus_A1,brier,-0.00367541274538,,,,,200
draw,105,A2_minus_A1,brier,-0.00541856101063,,,,,200
draw,106,A2_minus_A1,brier,-0.00070877889951,,,,,200
draw,107,A2_minus_A1,brier,-0.00246638358272,,,,,200
draw,108,A2_minus_A1,brier,-0.00355206254848,,,,,200
draw,109,A2_minus_A1,brier,-0.00251197775698,,,,,200
draw,110,A2_minus_A1,brier,-0.00206214510139,,,,,200
draw,111,A2_minus_A1,brier,-0.00546519589519,,,,,200
draw,112,A2_minus_A1,brier,-0.00078020403851,,,,,200
draw,113,A2_minus_A1,brier,-0.0019386334653,,,,,200
draw,114,A2_minus_A1,brier,-0.000929228047084,,,,,200
draw,115,A2_minus_A1,brier,-0.0018142188661,,,,,200
draw,116,A2_minus_A1,brier,-0.00368036922848,,,,,200
draw,117,A2_minus_A1,brier,-0.000634173916536,,,,,200
draw,118,A2_minus_A1,brier,-0.00196231246472,,,,,200
draw,119,A2_minus_A1,brier,-0.00232104173247,,,,,200
draw,120,A2_minus_A1,brier,-0.00300289121915,,,,,200
draw,121,A2_minus_A1,brier,-0.00129313387781,,,,,200
draw,122,A2_minus_A1,brier,-0.00185013285747,,,,,200
draw,123,A2_minus_A1,brier,0.000828841067438,,,,,200
draw,124,A2_minus_A1,brier,-0.00128109854179,,,,,200
draw,125,A2_minus_A1,brier,-0.00357521969433,,,,,200
draw,126,A2_minus_A1,brier,-0.000663430983012,,,,,200
draw,127,A2_minus_A1,brier,-0.000697821298044,,,,,200
draw,128,A2_minus_A1,brier,0.00129573315712,,,,,200
draw,129,A2_minus_A1,brier,-0.00312610827417,,,,,200
draw,130,A2_minus_A1,brier,-0.0032831710753,,,,,200
draw,131,A2_minus_A1,brier,-0.000908112719724,,,,,200
draw,132,A2_minus_A1,brier,-0.00373497797993,,,,,200
draw,133,A2_minus_A1,brier,-0.000296932810062,,,,,200
draw,134,A2_minus_A1,brier,-0.00225749587974,,,,,200
draw,135,A2_minus_A1,brier,-0.002454184634,,,,,200
draw,136,A2_minus_A1,brier,-0.00378392267429,,,,,200
draw,137,A2_minus_A1,brier,-0.00117910222717,,,,,200
draw,138,A2_minus_A1,brier,-0.00163238925978,,,,,200
draw,139,A2_minus_A1,brier,-0.00225119800224,,,,,200
draw,140,A2_minus_A1,brier,-0.00408462880067,,,,,200
draw,141,A2_minus_A1,brier,-0.000294768409401,,,,,200
draw,142,A2_minus_A1,brier,-0.00147468788992,,,,,200
draw,143,A2_minus_A1,brier,-0.00362789956119,,,,,200
draw,144,A2_minus_A1,brier,-0.00128456174231,,,,,200
draw,145,A2_minus_A1,brier,0.0003126777619,,,,,200
draw,146,A2_minus_A1,brier,-0.00273462790426,,,,,200
draw,147,A2_minus_A1,brier,-0.00267757080587,,,,,200
draw,148,A2_minus_A1,brier,-0.00111326480543,,,,,200
draw,149,A2_minus_A1,brier,-0.00292932746333,,,,,200
draw,150,A2_minus_A1,brier,-0.00210991902958,,,,,200
draw,151,A2_minus_A1,brier,-0.00211077024917,,,,,200
draw,152,A2_minus_A1,brier,-0.00197309227444,,,,,200
draw,153,A2_minus_A1,brier,-0.00209932527461,,,,,200
draw,154,A2_minus_A1,brier,-0.0021787583959,,,,,200
draw,155,A2_minus_A1,brier,-0.00472186592231,,,,,200
draw,156,A2_minus_A1,brier,-0.00302967259629,,,,,200
draw,157,A2_minus_A1,brier,-0.00132642409914,,,,,200
draw,158,A2_minus_A1,brier,-0.00257412711939,,,,,200
draw,159,A2_minus_A1,brier,-0.00200471057779,,,,,200
draw,160,A2_minus_A1,brier,-0.00234042101608,,,,,200
draw,161,A2_minus_A1,brier,-0.00243165713248,,,,,200
draw,162,A2_minus_A1,brier,-0.00166080426594,,,,,200
draw,163,A2_minus_A1,brier,-0.00166121473281,,,,,200
draw,164,A2_minus_A1,brier,-0.00215950144249,,,,,200
draw,165,A2_minus_A1,brier,-0.00227569681456,,,,,200
draw,166,A2_minus_A1,brier,-0.00335366237516,,,,,200
draw,167,A2_minus_A1,brier,-0.00219027294373,,,,,200
draw,168,A2_minus_A1,brier,-0.00310302476604,,,,,200
draw,169,A2_minus_A1,brier,-0.00109468224286,,,,,200
draw,170,A2_minus_A1,brier,-0.00264136155944,,,,,200
draw,171,A2_minus_A1,brier,-0.00247657702543,,,,,200
draw,172,A2_minus_A1,brier,-0.000360234692536,,,,,200
draw,173,A2_minus_A1,brier,-0.0020815356801,,,,,200
draw,174,A2_minus_A1,brier,-0.00406041919394,,,,,200
draw,175,A2_minus_A1,brier,-0.00329105363468,,,,,200
draw,176,A2_minus_A1,brier,-0.00188736594363,,,,,200
draw,177,A2_minus_A1,brier,-0.00475473488318,,,,,200
draw,178,A2_minus_A1,brier,-0.00253737286436,,,,,200
draw,179,A2_minus_A1,brier,-0.00129086167065,,,,,200
draw,180,A2_minus_A1,brier,-0.00235685584832,,,,,200
draw,181,A2_minus_A1,brier,-0.00125860180938,,,,,200
draw,182,A2_minus_A1,brier,-0.000396149434518,,,,,200
draw,183,A2_minus_A1,brier,-0.00293852083061,,,,,200
draw,184,A2_minus_A1,brier,-0.0023737343459,,,,,200
draw,185,A2_minus_A1,brier,-0.000396476710006,,,,,200
draw,186,A2_minus_A1,brier,-0.00171073697697,,,,,200
draw,187,A2_minus_A1,brier,-0.00227468550797,,,,,200
draw,188,A2_minus_A1,brier,-0.00263282365663,,,,,200
draw,189,A2_minus_A1,brier,-0.00430753841389,,,,,200
draw,190,A2_minus_A1,brier,-0.00251100697942,,,,,200
draw,191,A2_minus_A1,brier,-0.00281863567264,,,,,200
draw,192,A2_minus_A1,brier,-0.000421791348097,,,,,200
draw,193,A2_minus_A1,brier,-0.00180779034886,,,,,200
draw,194,A2_minus_A1,brier,-0.00348230333274,,,,,200
draw,195,A2_minus_A1,brier,-0.000863356647314,,,,,200
draw,196,A2_minus_A1,brier,-0.00101184293737,,,,,200
draw,197,A2_minus_A1,brier,-0.0015659481324,,,,,200
draw,198,A2_minus_A1,brier,-0.00172607361921,,,,,200
draw,199,A2_minus_A1,brier,-0.00426275043892,,,,,200
draw,0,A2_minus_A1,log_loss,-0.0103910181367,,,,,200
draw,1,A2_minus_A1,log_loss,-0.0089649267531,,,,,200
draw,2,A2_minus_A1,log_loss,-0.00518227236126,,,,,200
draw,3,A2_minus_A1,log_loss,-0.00804133211789,,,,,200
draw,4,A2_minus_A1,log_loss,-0.00421706653884,,,,,200
draw,5,A2_minus_A1,log_loss,-0.00710590369581,,,,,200
draw,6,A2_minus_A1,log_loss,-0.0108358850275,,,,,200
draw,7,A2_minus_A1,log_loss,-0.0140180726339,,,,,200
draw,8,A2_minus_A1,log_loss,-0.00503661445572,,,,,200
draw,9,A2_minus_A1,log_loss,-0.00204293667224,,,,,200
draw,10,A2_minus_A1,log_loss,-0.00155927028866,,,,,200
draw,11,A2_minus_A1,log_loss,-0.00779112365742,,,,,200
draw,12,A2_minus_A1,log_loss,-0.00769585091842,,,,,200
draw,13,A2_minus_A1,log_loss,-0.00663431422027,,,,,200
draw,14,A2_minus_A1,log_loss,-0.00697322722456,,,,,200
draw,15,A2_minus_A1,log_loss,-0.0129384464237,,,,,200
draw,16,A2_minus_A1,log_loss,-0.00977034628509,,,,,200
draw,17,A2_minus_A1,log_loss,-0.00326085829196,,,,,200
draw,18,A2_minus_A1,log_loss,-0.0127252938773,,,,,200
draw,19,A2_minus_A1,log_loss,-0.00667438478365,,,,,200
draw,20,A2_minus_A1,log_loss,-0.00708161512063,,,,,200
draw,21,A2_minus_A1,log_loss,-0.00392281202685,,,,,200
draw,22,A2_minus_A1,log_loss,-0.00734426133311,,,,,200
draw,23,A2_minus_A1,log_loss,-0.00645364362627,,,,,200
draw,24,A2_minus_A1,log_loss,-0.0125390229031,,,,,200
draw,25,A2_minus_A1,log_loss,-0.00282679487207,,,,,200
draw,26,A2_minus_A1,log_loss,-0.012320982709,,,,,200
draw,27,A2_minus_A1,log_loss,-0.0031251803125,,,,,200
draw,28,A2_minus_A1,log_loss,-0.00965948985616,,,,,200
draw,29,A2_minus_A1,log_loss,-0.00209759220129,,,,,200
draw,30,A2_minus_A1,log_loss,-0.00807076194629,,,,,200
draw,31,A2_minus_A1,log_loss,-0.0108506333254,,,,,200
draw,32,A2_minus_A1,log_loss,-0.00682967989198,,,,,200
draw,33,A2_minus_A1,log_loss,-0.00732946752504,,,,,200
draw,34,A2_minus_A1,log_loss,-0.00981366903875,,,,,200
draw,35,A2_minus_A1,log_loss,-0.0072783672685,,,,,200
draw,36,A2_minus_A1,log_loss,-0.00284526173282,,,,,200
draw,37,A2_minus_A1,log_loss,-0.00385482284686,,,,,200
draw,38,A2_minus_A1,log_loss,-0.0057074630836,,,,,200
draw,39,A2_minus_A1,log_loss,-0.0061879082348,,,,,200
draw,40,A2_minus_A1,log_loss,-0.00851701659737,,,,,200
draw,41,A2_minus_A1,log_loss,-0.00531417512222,,,,,200
draw,42,A2_minus_A1,log_loss,-0.00601026868148,,,,,200
draw,43,A2_minus_A1,log_loss,-0.00407141773621,,,,,200
draw,44,A2_minus_A1,log_loss,-0.00991154739838,,,,,200
draw,45,A2_minus_A1,log_loss,-0.00860384708216,,,,,200
draw,46,A2_minus_A1,log_loss,-0.00805416869733,,,,,200
draw,47,A2_minus_A1,log_loss,-0.010348241421,,,,,200
draw,48,A2_minus_A1,log_loss,-0.0109414060416,,,,,200
draw,49,A2_minus_A1,log_loss,-0.0137571856785,,,,,200
draw,50,A2_minus_A1,log_loss,-0.00301794699511,,,,,200
draw,51,A2_minus_A1,log_loss,-0.00694961374274,,,,,200
draw,52,A2_minus_A1,log_loss,-0.00195875342262,,,,,200
draw,53,A2_minus_A1,log_loss,-0.00922559885897,,,,,200
draw,54,A2_minus_A1,log_loss,0.00517145073387,,,,,200
draw,55,A2_minus_A1,log_loss,-0.00617984659192,,,,,200
draw,56,A2_minus_A1,log_loss,-0.00414047255421,,,,,200
draw,57,A2_minus_A1,log_loss,-0.0053974260171,,,,,200
draw,58,A2_minus_A1,log_loss,-0.00661044501506,,,,,200
draw,59,A2_minus_A1,log_loss,-0.0027752024529,,,,,200
draw,60,A2_minus_A1,log_loss,-0.00718835696775,,,,,200
draw,61,A2_minus_A1,log_loss,-0.00626799156702,,,,,200
draw,62,A2_minus_A1,log_loss,-0.00598425886031,,,,,200
draw,63,A2_minus_A1,log_loss,-0.00338760279525,,,,,200
draw,64,A2_minus_A1,log_loss,-0.0130233926017,,,,,200
draw,65,A2_minus_A1,log_loss,-0.00639185156437,,,,,200
draw,66,A2_minus_A1,log_loss,-0.00617298337613,,,,,200
draw,67,A2_minus_A1,log_loss,-0.00605306279057,,,,,200
draw,68,A2_minus_A1,log_loss,-0.0112292569331,,,,,200
draw,69,A2_minus_A1,log_loss,-0.0056598818212,,,,,200
draw,70,A2_minus_A1,log_loss,-0.00528900783129,,,,,200
draw,71,A2_minus_A1,log_loss,-0.00499752359014,,,,,200
draw,72,A2_minus_A1,log_loss,-0.00747081160214,,,,,200
draw,73,A2_minus_A1,log_loss,-0.00842656338201,,,,,200
draw,74,A2_minus_A1,log_loss,-0.00666996542675,,,,,200
draw,75,A2_minus_A1,log_loss,-0.00370107943232,,,,,200
draw,76,A2_minus_A1,log_loss,-0.0138473633031,,,,,200
draw,77,A2_minus_A1,log_loss,-0.0087651445355,,,,,200
draw,78,A2_minus_A1,log_loss,-0.0126762084498,,,,,200
draw,79,A2_minus_A1,log_loss,-0.00410611975224,,,,,200
draw,80,A2_minus_A1,log_loss,-0.00326689404329,,,,,200
draw,81,A2_minus_A1,log_loss,-0.00575850700114,,,,,200
draw,82,A2_minus_A1,log_loss,-0.00285357500488,,,,,200
draw,83,A2_minus_A1,log_loss,-0.00888265154598,,,,,200
draw,84,A2_minus_A1,log_loss,-0.00644232928942,,,,,200
draw,85,A2_minus_A1,log_loss,-0.000621590763711,,,,,200
draw,86,A2_minus_A1,log_loss,-0.0110939479326,,,,,200
draw,87,A2_minus_A1,log_loss,-0.0102982674295,,,,,200
draw,88,A2_minus_A1,log_loss,-0.00530032962089,,,,,200
draw,89,A2_minus_A1,log_loss,-0.00912971553437,,,,,200
draw,90,A2_minus_A1,log_loss,-0.00280538499855,,,,,200
draw,91,A2_minus_A1,log_loss,-0.0117289665326,,,,,200
draw,92,A2_minus_A1,log_loss,-0.00784378799953,,,,,200
draw,93,A2_minus_A1,log_loss,-0.00561958008806,,,,,200
draw,94,A2_minus_A1,log_loss,-0.00645477296926,,,,,200
draw,95,A2_minus_A1,log_loss,-0.00766327585994,,,,,200
draw,96,A2_minus_A1,log_loss,-0.0016930320466,,,,,200
draw,97,A2_minus_A1,log_loss,-0.00316093967264,,,,,200
draw,98,A2_minus_A1,log_loss,-0.00839832021101,,,,,200
draw,99,A2_minus_A1,log_loss,-0.00647840325359,,,,,200
draw,100,A2_minus_A1,log_loss,-0.00457146695635,,,,,200
draw,101,A2_minus_A1,log_loss,-0.00928358132774,,,,,200
draw,102,A2_minus_A1,log_loss,-0.00635473617396,,,,,200
draw,103,A2_minus_A1,log_loss,-0.00630175429868,,,,,200
draw,104,A2_minus_A1,log_loss,-0.0105874993066,,,,,200
draw,105,A2_minus_A1,log_loss,-0.0166001813137,,,,,200
draw,106,A2_minus_A1,log_loss,-0.00269173866799,,,,,200
draw,107,A2_minus_A1,log_loss,-0.00772081234477,,,,,200
draw,108,A2_minus_A1,log_loss,-0.00965918484386,,,,,200
draw,109,A2_minus_A1,log_loss,-0.00718605863839,,,,,200
draw,110,A2_minus_A1,log_loss,-0.00600322620152,,,,,200
draw,111,A2_minus_A1,log_loss,-0.0159757341086,,,,,200
draw,112,A2_minus_A1,log_loss,-0.00326166031506,,,,,200
draw,113,A2_minus_A1,log_loss,-0.00764565539103,,,,,200
draw,114,A2_minus_A1,log_loss,-0.0033124933188,,,,,200
draw,115,A2_minus_A1,log_loss,-0.00620474790097,,,,,200
draw,116,A2_minus_A1,log_loss,-0.0115368349585,,,,,200
draw,117,A2_minus_A1,log_loss,-0.00320799808129,,,,,200
draw,118,A2_minus_A1,log_loss,-0.00852759711006,,,,,200
draw,119,A2_minus_A1,log_loss,-0.00599400172947,,,,,200
draw,120,A2_minus_A1,log_loss,-0.00800667603836,,,,,200
draw,121,A2_minus_A1,log_loss,-0.00533952839245,,,,,200
draw,122,A2_minus_A1,log_loss,-0.00489704255121,,,,,200
draw,123,A2_minus_A1,log_loss,0.000811942535703,,,,,200
draw,124,A2_minus_A1,log_loss,-0.00493498821107,,,,,200
draw,125,A2_minus_A1,log_loss,-0.011136953732,,,,,200
draw,126,A2_minus_A1,log_loss,-0.00229971739876,,,,,200
draw,127,A2_minus_A1,log_loss,-0.00432810646247,,,,,200
draw,128,A2_minus_A1,log_loss,0.00168413794442,,,,,200
draw,129,A2_minus_A1,log_loss,-0.00795118643507,,,,,200
draw,130,A2_minus_A1,log_loss,-0.0105269353131,,,,,200
draw,131,A2_minus_A1,log_loss,-0.00405959486321,,,,,200
draw,132,A2_minus_A1,log_loss,-0.00880884653806,,,,,200
draw,133,A2_minus_A1,log_loss,-0.000942346376495,,,,,200
draw,134,A2_minus_A1,log_loss,-0.00561485641249,,,,,200
draw,135,A2_minus_A1,log_loss,-0.00692835990647,,,,,200
draw,136,A2_minus_A1,log_loss,-0.0107211293558,,,,,200
draw,137,A2_minus_A1,log_loss,-0.00434912895644,,,,,200
draw,138,A2_minus_A1,log_loss,-0.00486054855379,,,,,200
draw,139,A2_minus_A1,log_loss,-0.00818864236569,,,,,200
draw,140,A2_minus_A1,log_loss,-0.012669351395,,,,,200
draw,141,A2_minus_A1,log_loss,-0.00127609137902,,,,,200
draw,142,A2_minus_A1,log_loss,-0.00447239754428,,,,,200
draw,143,A2_minus_A1,log_loss,-0.0115625820141,,,,,200
draw,144,A2_minus_A1,log_loss,-0.0048396884745,,,,,200
draw,145,A2_minus_A1,log_loss,-0.00091700812585,,,,,200
draw,146,A2_minus_A1,log_loss,-0.00738517327837,,,,,200
draw,147,A2_minus_A1,log_loss,-0.00886734949836,,,,,200
draw,148,A2_minus_A1,log_loss,-0.0029795290552,,,,,200
draw,149,A2_minus_A1,log_loss,-0.00833866086475,,,,,200
draw,150,A2_minus_A1,log_loss,-0.00808666248937,,,,,200
draw,151,A2_minus_A1,log_loss,-0.00597503682756,,,,,200
draw,152,A2_minus_A1,log_loss,-0.00606561809187,,,,,200
draw,153,A2_minus_A1,log_loss,-0.00561146148357,,,,,200
draw,154,A2_minus_A1,log_loss,-0.00654175844995,,,,,200
draw,155,A2_minus_A1,log_loss,-0.0121649958876,,,,,200
draw,156,A2_minus_A1,log_loss,-0.0093095200959,,,,,200
draw,157,A2_minus_A1,log_loss,-0.00454931230286,,,,,200
draw,158,A2_minus_A1,log_loss,-0.0083664863026,,,,,200
draw,159,A2_minus_A1,log_loss,-0.00482638092881,,,,,200
draw,160,A2_minus_A1,log_loss,-0.00499014539562,,,,,200
draw,161,A2_minus_A1,log_loss,-0.00920225627816,,,,,200
draw,162,A2_minus_A1,log_loss,-0.00517075532599,,,,,200
draw,163,A2_minus_A1,log_loss,-0.00665043449537,,,,,200
draw,164,A2_minus_A1,log_loss,-0.00679945142252,,,,,200
draw,165,A2_minus_A1,log_loss,-0.00692899549863,,,,,200
draw,166,A2_minus_A1,log_loss,-0.00972575947228,,,,,200
draw,167,A2_minus_A1,log_loss,-0.00663458939423,,,,,200
draw,168,A2_minus_A1,log_loss,-0.0106359157721,,,,,200
draw,169,A2_minus_A1,log_loss,-0.00605212788967,,,,,200
draw,170,A2_minus_A1,log_loss,-0.0062388575126,,,,,200
draw,171,A2_minus_A1,log_loss,-0.00659301210896,,,,,200
draw,172,A2_minus_A1,log_loss,-0.00198552815964,,,,,200
draw,173,A2_minus_A1,log_loss,-0.00508057223505,,,,,200
draw,174,A2_minus_A1,log_loss,-0.0106812175938,,,,,200
draw,175,A2_minus_A1,log_loss,-0.0091700003289,,,,,200
draw,176,A2_minus_A1,log_loss,-0.00455818026124,,,,,200
draw,177,A2_minus_A1,log_loss,-0.011073975492,,,,,200
draw,178,A2_minus_A1,log_loss,-0.00817557236698,,,,,200
draw,179,A2_minus_A1,log_loss,-0.00473995743279,,,,,200
draw,180,A2_minus_A1,log_loss,-0.00625901075605,,,,,200
draw,181,A2_minus_A1,log_loss,-0.00475506966195,,,,,200
draw,182,A2_minus_A1,log_loss,-0.00216730632145,,,,,200
draw,183,A2_minus_A1,log_loss,-0.00691675329494,,,,,200
draw,184,A2_minus_A1,log_loss,-0.00738986615671,,,,,200
draw,185,A2_minus_A1,log_loss,-0.00425164555757,,,,,200
draw,186,A2_minus_A1,log_loss,-0.00428736377208,,,,,200
draw,187,A2_minus_A1,log_loss,-0.00728095826302,,,,,200
draw,188,A2_minus_A1,log_loss,-0.00915104418429,,,,,200
draw,189,A2_minus_A1,log_loss,-0.0132466743674,,,,,200
draw,190,A2_minus_A1,log_loss,-0.00647212344759,,,,,200
draw,191,A2_minus_A1,log_loss,-0.00780168680343,,,,,200
draw,192,A2_minus_A1,log_loss,-0.00219873917014,,,,,200
draw,193,A2_minus_A1,log_loss,-0.00538833296015,,,,,200
draw,194,A2_minus_A1,log_loss,-0.0119197200149,,,,,200
draw,195,A2_minus_A1,log_loss,-0.00233498759554,,,,,200
draw,196,A2_minus_A1,log_loss,-0.00243558748018,,,,,200
draw,197,A2_minus_A1,log_loss,-0.00598631212719,,,,,200
draw,198,A2_minus_A1,log_loss,-0.00617352689327,,,,,200
draw,199,A2_minus_A1,log_loss,-0.0112946342173,,,,,200
draw,0,A3_minus_A2,brier,-0.00208785243556,,,,,200
draw,1,A3_minus_A2,brier,-0.00509061799696,,,,,200
draw,2,A3_minus_A2,brier,-0.00271376815269,,,,,200
draw,3,A3_minus_A2,brier,-0.00352270451524,,,,,200
draw,4,A3_minus_A2,brier,-0.00388878445484,,,,,200
draw,5,A3_minus_A2,brier,-0.00264524213486,,,,,200
draw,6,A3_minus_A2,brier,-0.00353610338695,,,,,200
draw,7,A3_minus_A2,brier,-0.00469065659954,,,,,200
draw,8,A3_minus_A2,brier,-0.00197157897288,,,,,200
draw,9,A3_minus_A2,brier,-0.00181145586305,,,,,200
draw,10,A3_minus_A2,brier,-0.00153676226028,,,,,200
draw,11,A3_minus_A2,brier,-0.00142041583144,,,,,200
draw,12,A3_minus_A2,brier,-0.00383741865411,,,,,200
draw,13,A3_minus_A2,brier,-0.00513388150045,,,,,200
draw,14,A3_minus_A2,brier,-0.00369119853999,,,,,200
draw,15,A3_minus_A2,brier,-0.0034897959101,,,,,200
draw,16,A3_minus_A2,brier,-0.0031067875683,,,,,200
draw,17,A3_minus_A2,brier,-0.00283453069446,,,,,200
draw,18,A3_minus_A2,brier,-0.00287439024702,,,,,200
draw,19,A3_minus_A2,brier,-0.0026776033483,,,,,200
draw,20,A3_minus_A2,brier,-0.00605034553182,,,,,200
draw,21,A3_minus_A2,brier,-0.000856392400825,,,,,200
draw,22,A3_minus_A2,brier,-0.00361136711681,,,,,200
draw,23,A3_minus_A2,brier,-0.00415889407677,,,,,200
draw,24,A3_minus_A2,brier,-0.000346793533989,,,,,200
draw,25,A3_minus_A2,brier,-0.00156093556065,,,,,200
draw,26,A3_minus_A2,brier,-0.00449922858966,,,,,200
draw,27,A3_minus_A2,brier,0.000853258207098,,,,,200
draw,28,A3_minus_A2,brier,-0.00376524472391,,,,,200
draw,29,A3_minus_A2,brier,-0.00250514002781,,,,,200
draw,30,A3_minus_A2,brier,-0.00229616350729,,,,,200
draw,31,A3_minus_A2,brier,-0.00715537433462,,,,,200
draw,32,A3_minus_A2,brier,-0.00489604906368,,,,,200
draw,33,A3_minus_A2,brier,-0.00708518670523,,,,,200
draw,34,A3_minus_A2,brier,-0.00500688471823,,,,,200
draw,35,A3_minus_A2,brier,-0.00314975547947,,,,,200
draw,36,A3_minus_A2,brier,-0.00433428326885,,,,,200
draw,37,A3_minus_A2,brier,-0.00636356984343,,,,,200
draw,38,A3_minus_A2,brier,-0.00628950048334,,,,,200
draw,39,A3_minus_A2,brier,-0.00311975590197,,,,,200
draw,40,A3_minus_A2,brier,-0.0023639768352,,,,,200
draw,41,A3_minus_A2,brier,-0.00153415844536,,,,,200
draw,42,A3_minus_A2,brier,-0.00407880215417,,,,,200
draw,43,A3_minus_A2,brier,-0.0060768830998,,,,,200
draw,44,A3_minus_A2,brier,-0.00513161082806,,,,,200
draw,45,A3_minus_A2,brier,-0.00453557858274,,,,,200
