stage,model,scope_type,scope_value,bin,mean_probability,outcome_rate,rows
direction,D2,month,2025-05,9,,,0
direction,D2,month,2025-05,10,0.987577239441,1,1
direction,D3,month,2025-05,1,0.0944399842348,1,1
direction,D3,month,2025-05,2,0.158728797629,0.833333333333,6
direction,D3,month,2025-05,3,0.279869366427,0.6,5
direction,D3,month,2025-05,4,0.342405058075,0.714285714286,7
direction,D3,month,2025-05,5,0.438665232798,1,6
direction,D3,month,2025-05,6,0.551738954981,0.666666666667,6
direction,D3,month,2025-05,7,0.648206968284,1,4
direction,D3,month,2025-05,8,0.760505689332,0.75,4
direction,D3,month,2025-05,9,0.815448896501,1,1
direction,D3,month,2025-05,10,0.999999935552,1,1
onset,A0,month,2025-05,1,,,0
onset,A0,month,2025-05,2,0.148763239699,0.123595505618,89
onset,A0,month,2025-05,3,0.245505136,0.222222222222,54
onset,A0,month,2025-05,4,0.354318039551,0.307692307692,13
onset,A0,month,2025-05,5,0.444676174923,0.333333333333,9
onset,A0,month,2025-05,6,0.504391509015,0,1
onset,A0,month,2025-05,7,0.656630053356,0.777777777778,9
onset,A0,month,2025-05,8,0.769658823737,0.666666666667,3
onset,A0,month,2025-05,9,0.837216651035,1,2
onset,A0,month,2025-05,10,,,0
onset,A1,month,2025-05,1,0.077908128014,0.133333333333,15
onset,A1,month,2025-05,2,0.152866747013,0.139534883721,86
onset,A1,month,2025-05,3,0.248445218316,0.236842105263,38
onset,A1,month,2025-05,4,0.33155956243,0.157894736842,19
onset,A1,month,2025-05,5,0.457327942038,0.555555555556,9
onset,A1,month,2025-05,6,0.550983236294,0.5,2
onset,A1,month,2025-05,7,0.660879205347,1,4
onset,A1,month,2025-05,8,0.75457972382,0.6,5
onset,A1,month,2025-05,9,0.895802857306,1,1
onset,A1,month,2025-05,10,0.914913993233,1,1
onset,A2,month,2025-05,1,0.0733258097255,0.125,16
onset,A2,month,2025-05,2,0.151221537162,0.140845070423,71
onset,A2,month,2025-05,3,0.243139290336,0.191489361702,47
onset,A2,month,2025-05,4,0.351471190522,0.210526315789,19
onset,A2,month,2025-05,5,0.446045280273,0.416666666667,12
onset,A2,month,2025-05,6,,,0
onset,A2,month,2025-05,7,0.646142038985,0.8,5
onset,A2,month,2025-05,8,0.758028999455,0.666666666667,3
onset,A2,month,2025-05,9,0.879094538244,1,3
onset,A2,month,2025-05,10,0.925297611615,0.5,4
onset,A3,month,2025-05,1,0.072009308476,0.0909090909091,22
onset,A3,month,2025-05,2,0.15282325266,0.115942028986,69
onset,A3,month,2025-05,3,0.242987713482,0.19512195122,41
onset,A3,month,2025-05,4,0.342530461396,0.235294117647,17
onset,A3,month,2025-05,5,0.456606650168,0.615384615385,13
onset,A3,month,2025-05,6,0.567623388156,0.333333333333,3
onset,A3,month,2025-05,7,0.637384789867,0.8,5
onset,A3,month,2025-05,8,0.768050143814,0.5,2
onset,A3,month,2025-05,9,0.850407154461,0.666666666667,3
onset,A3,month,2025-05,10,0.964891901091,0.6,5
direction,D0,month,2025-06,1,,,0
direction,D0,month,2025-06,2,,,0
direction,D0,month,2025-06,3,,,0
direction,D0,month,2025-06,4,,,0
direction,D0,month,2025-06,5,0.468432007456,0.56,25
direction,D0,month,2025-06,6,0.523588032475,0.461538461538,13
direction,D0,month,2025-06,7,,,0
direction,D0,month,2025-06,8,,,0
direction,D0,month,2025-06,9,,,0
direction,D0,month,2025-06,10,,,0
direction,D1,month,2025-06,1,,,0
direction,D1,month,2025-06,2,,,0
direction,D1,month,2025-06,3,0.276156153713,0,1
direction,D1,month,2025-06,4,0.361646859517,0.444444444444,9
direction,D1,month,2025-06,5,0.445302794519,0.666666666667,9
direction,D1,month,2025-06,6,0.545153412099,0.5,14
direction,D1,month,2025-06,7,0.615500736777,0.75,4
direction,D1,month,2025-06,8,0.754040489141,0,1
direction,D1,month,2025-06,9,,,0
direction,D1,month,2025-06,10,,,0
direction,D2,month,2025-06,1,,,0
direction,D2,month,2025-06,2,,,0
direction,D2,month,2025-06,3,0.267500112175,0.5,6
direction,D2,month,2025-06,4,0.349779933826,0.6,10
direction,D2,month,2025-06,5,0.450201169597,0.6,5
direction,D2,month,2025-06,6,0.53508715262,0.285714285714,7
direction,D2,month,2025-06,7,0.650571818378,0.6,5
direction,D2,month,2025-06,8,0.750796575049,0.6,5
direction,D2,month,2025-06,9,,,0
direction,D2,month,2025-06,10,,,0
direction,D3,month,2025-06,1,,,0
direction,D3,month,2025-06,2,0.148433274435,0,1
direction,D3,month,2025-06,3,0.266988758985,0.333333333333,6
direction,D3,month,2025-06,4,0.34292774181,0.666666666667,9
direction,D3,month,2025-06,5,0.460564728406,0.8,5
direction,D3,month,2025-06,6,0.55910600384,0.6,5
direction,D3,month,2025-06,7,0.645496375449,0.333333333333,6
direction,D3,month,2025-06,8,0.747234311612,0.5,6
direction,D3,month,2025-06,9,,,0
direction,D3,month,2025-06,10,,,0
onset,A0,month,2025-06,1,,,0
onset,A0,month,2025-06,2,0.152965559448,0.108333333333,120
onset,A0,month,2025-06,3,0.235606996474,0.147058823529,34
onset,A0,month,2025-06,4,0.352330990491,0.466666666667,15
onset,A0,month,2025-06,5,0.46944500595,0.5,2
onset,A0,month,2025-06,6,0.544187690947,0.8,10
onset,A0,month,2025-06,7,0.662735732076,0.666666666667,3
onset,A0,month,2025-06,8,0.718195386619,0.333333333333,3
onset,A0,month,2025-06,9,0.806336175285,0.5,2
onset,A0,month,2025-06,10,,,0
onset,A1,month,2025-06,1,0.0811604994104,0.125,24
onset,A1,month,2025-06,2,0.143259710618,0.125,104
onset,A1,month,2025-06,3,0.244729297107,0.214285714286,28
onset,A1,month,2025-06,4,0.357501924746,0.3125,16
onset,A1,month,2025-06,5,0.452769065969,0.833333333333,6
onset,A1,month,2025-06,6,0.521627754858,0.666666666667,6
onset,A1,month,2025-06,7,0.615002706896,0,1
onset,A1,month,2025-06,8,0.75713108965,0.666666666667,3
onset,A1,month,2025-06,9,0.848032751138,0,1
onset,A1,month,2025-06,10,,,0
onset,A2,month,2025-06,1,0.0831790208327,0.0909090909091,22
onset,A2,month,2025-06,2,0.145145931746,0.126436781609,87
onset,A2,month,2025-06,3,0.243223777492,0.170731707317,41
onset,A2,month,2025-06,4,0.346378462946,0.3125,16
onset,A2,month,2025-06,5,0.44005119396,0.555555555556,9
onset,A2,month,2025-06,6,0.531387047892,0.6,5
onset,A2,month,2025-06,7,0.625063847781,0.75,4
onset,A2,month,2025-06,8,0.724001135303,0.333333333333,3
onset,A2,month,2025-06,9,0.872333921366,1,1
onset,A2,month,2025-06,10,0.942927853353,0,1
onset,A3,month,2025-06,1,0.0782224696466,0.166666666667,30
onset,A3,month,2025-06,2,0.144244232997,0.142857142857,77
onset,A3,month,2025-06,3,0.249117223293,0.075,40
onset,A3,month,2025-06,4,0.346483310709,0.2,15
onset,A3,month,2025-06,5,0.452851454802,0.545454545455,11
onset,A3,month,2025-06,6,0.533027533732,0.857142857143,7
onset,A3,month,2025-06,7,0.649286219987,0.5,2
onset,A3,month,2025-06,8,0.737183892567,0.666666666667,3
onset,A3,month,2025-06,9,0.805286071887,1,1
onset,A3,month,2025-06,10,0.941992031748,0,3
direction,D0,month,2025-07,1,,,0
direction,D0,month,2025-07,2,,,0
direction,D0,month,2025-07,3,,,0
direction,D0,month,2025-07,4,,,0
direction,D0,month,2025-07,5,0.46399070633,0.333333333333,9
direction,D0,month,2025-07,6,0.535443256813,0.6,5
direction,D0,month,2025-07,7,,,0
direction,D0,month,2025-07,8,,,0
direction,D0,month,2025-07,9,,,0
direction,D0,month,2025-07,10,,,0
direction,D1,month,2025-07,1,,,0
direction,D1,month,2025-07,2,,,0
direction,D1,month,2025-07,3,0.299165387706,0,1
direction,D1,month,2025-07,4,0.35785468687,0.5,2
direction,D1,month,2025-07,5,0.44546930261,0.666666666667,6
direction,D1,month,2025-07,6,0.567591438438,0.25,4
direction,D1,month,2025-07,7,0.670060995626,0,1
direction,D1,month,2025-07,8,,,0
direction,D1,month,2025-07,9,,,0
direction,D1,month,2025-07,10,,,0
direction,D2,month,2025-07,1,,,0
direction,D2,month,2025-07,2,,,0
direction,D2,month,2025-07,3,0.271843081723,0.5,4
direction,D2,month,2025-07,4,0.351319381065,0.5,2
direction,D2,month,2025-07,5,0.429912587689,0.333333333333,3
direction,D2,month,2025-07,6,0.528686729901,1,1
direction,D2,month,2025-07,7,0.665064602615,0.5,2
direction,D2,month,2025-07,8,0.747657113662,0,1
direction,D2,month,2025-07,9,0.8292675683,0,1
direction,D2,month,2025-07,10,,,0
direction,D3,month,2025-07,1,,,0
direction,D3,month,2025-07,2,,,0
direction,D3,month,2025-07,3,0.243783416983,0.5,4
direction,D3,month,2025-07,4,0.37998376648,0,1
direction,D3,month,2025-07,5,0.444445494591,0.5,4
direction,D3,month,2025-07,6,0.545136045391,1,2
direction,D3,month,2025-07,7,,,0
direction,D3,month,2025-07,8,0.731419289165,0,2
direction,D3,month,2025-07,9,0.846815920032,0,1
direction,D3,month,2025-07,10,,,0
onset,A0,month,2025-07,1,,,0
onset,A0,month,2025-07,2,0.149436460534,0.0625,96
onset,A0,month,2025-07,3,0.237169912842,0.117647058824,17
onset,A0,month,2025-07,4,0.348840697927,0.111111111111,9
onset,A0,month,2025-07,5,0.417189501358,0.25,4
onset,A0,month,2025-07,6,0.577958913875,1,1
onset,A0,month,2025-07,7,0.664477682776,1,1
onset,A0,month,2025-07,8,0.73453668458,0.25,4
onset,A0,month,2025-07,9,0.823777978948,0.5,2
onset,A0,month,2025-07,10,,,0
onset,A1,month,2025-07,1,0.0800280672416,0.05,20
onset,A1,month,2025-07,2,0.147054177507,0.0759493670886,79
onset,A1,month,2025-07,3,0.243919381238,0.0526315789474,19
onset,A1,month,2025-07,4,0.345886452168,0.333333333333,6
onset,A1,month,2025-07,5,0.462490403516,0.333333333333,3
onset,A1,month,2025-07,6,0.557961870966,0.666666666667,3
onset,A1,month,2025-07,7,0.605457897594,1,1
onset,A1,month,2025-07,8,0.759638900417,0,3
onset,A1,month,2025-07,9,,,0
onset,A1,month,2025-07,10,,,0
onset,A2,month,2025-07,1,0.0813977239279,0.125,16
onset,A2,month,2025-07,2,0.149872144806,0.030303030303,66
onset,A2,month,2025-07,3,0.245564673889,0.15625,32
onset,A2,month,2025-07,4,0.356630977487,0,7
onset,A2,month,2025-07,5,0.452537408958,0.5,6
onset,A2,month,2025-07,6,0.54286271181,0,1
onset,A2,month,2025-07,7,0.611211757324,0.333333333333,3
onset,A2,month,2025-07,8,0.724804123344,1,1
onset,A2,month,2025-07,9,0.871456895115,0,2
onset,A2,month,2025-07,10,,,0
onset,A3,month,2025-07,1,0.0790026224067,0.08,25
onset,A3,month,2025-07,2,0.156622997403,0.051724137931,58
onset,A3,month,2025-07,3,0.247345855087,0.16,25
onset,A3,month,2025-07,4,0.338291287498,0,12
onset,A3,month,2025-07,5,0.443521262284,0,4
onset,A3,month,2025-07,6,0.537944950181,0.666666666667,3
onset,A3,month,2025-07,7,0.642935575611,0.75,4
onset,A3,month,2025-07,8,0.733641869206,0,2
onset,A3,month,2025-07,9,,,0
onset,A3,month,2025-07,10,0.971316890686,0,1
direction,D0,month,2025-08,1,,,0
direction,D0,month,2025-08,2,,,0
direction,D0,month,2025-08,3,,,0
direction,D0,month,2025-08,4,,,0
direction,D0,month,2025-08,5,0.459498435244,0.818181818182,11
direction,D0,month,2025-08,6,,,0
direction,D0,month,2025-08,7,,,0
direction,D0,month,2025-08,8,,,0
direction,D0,month,2025-08,9,,,0
direction,D0,month,2025-08,10,,,0
direction,D1,month,2025-08,1,,,0
direction,D1,month,2025-08,2,,,0
direction,D1,month,2025-08,3,0.265105393698,1,1
direction,D1,month,2025-08,4,,,0
direction,D1,month,2025-08,5,0.444398487131,0.8,5
direction,D1,month,2025-08,6,0.530381984133,0.75,4
direction,D1,month,2025-08,7,0.651341761185,1,1
direction,D1,month,2025-08,8,,,0
direction,D1,month,2025-08,9,,,0
direction,D1,month,2025-08,10,,,0
direction,D2,month,2025-08,1,,,0
direction,D2,month,2025-08,2,0.124870834816,1,1
direction,D2,month,2025-08,3,0.2629995903,1,2
direction,D2,month,2025-08,4,0.389282527313,0.5,2
direction,D2,month,2025-08,5,0.440852177695,0.666666666667,3
direction,D2,month,2025-08,6,0.548405384995,1,3
direction,D2,month,2025-08,7,,,0
direction,D2,month,2025-08,8,,,0
direction,D2,month,2025-08,9,,,0
direction,D2,month,2025-08,10,,,0
direction,D3,month,2025-08,1,,,0
direction,D3,month,2025-08,2,0.116209654782,1,1
direction,D3,month,2025-08,3,0.238805844785,1,1
direction,D3,month,2025-08,4,0.333592842147,0.5,2
direction,D3,month,2025-08,5,0.42468534168,1,4
direction,D3,month,2025-08,6,0.531893169837,0.5,2
direction,D3,month,2025-08,7,0.613376629185,1,1
direction,D3,month,2025-08,8,,,0
direction,D3,month,2025-08,9,,,0
direction,D3,month,2025-08,10,,,0
onset,A0,month,2025-08,1,,,0
onset,A0,month,2025-08,2,0.149470588135,0.129032258065,62
onset,A0,month,2025-08,3,0.245798631569,0.142857142857,14
onset,A0,month,2025-08,4,0.340227156613,0,7
onset,A0,month,2025-08,5,0.428203143667,0.166666666667,6
onset,A0,month,2025-08,6,,,0
onset,A0,month,2025-08,7,,,0
onset,A0,month,2025-08,8,0.788449301126,0,2
onset,A0,month,2025-08,9,,,0
onset,A0,month,2025-08,10,,,0
onset,A1,month,2025-08,1,0.0818525467221,0.333333333333,6
onset,A1,month,2025-08,2,0.148109777088,0.104166666667,48
onset,A1,month,2025-08,3,0.242299611193,0.0869565217391,23
onset,A1,month,2025-08,4,0.349690171028,0.111111111111,9
onset,A1,month,2025-08,5,0.429739110172,0.333333333333,3
onset,A1,month,2025-08,6,,,0
onset,A1,month,2025-08,7,,,0
onset,A1,month,2025-08,8,0.741374512842,0,2
onset,A1,month,2025-08,9,,,0
onset,A1,month,2025-08,10,,,0
onset,A2,month,2025-08,1,0.090456427953,0.166666666667,6
onset,A2,month,2025-08,2,0.14672062912,0.108695652174,46
onset,A2,month,2025-08,3,0.240723800333,0.142857142857,21
onset,A2,month,2025-08,4,0.351545513403,0.0833333333333,12
onset,A2,month,2025-08,5,0.452388260596,0.25,4
onset,A2,month,2025-08,6,,,0
onset,A2,month,2025-08,7,,,0
onset,A2,month,2025-08,8,0.71724148367,0,2
onset,A2,month,2025-08,9,,,0
onset,A2,month,2025-08,10,,,0
onset,A3,month,2025-08,1,0.0874000370168,0.111111111111,9
onset,A3,month,2025-08,2,0.141767049186,0.113636363636,44
onset,A3,month,2025-08,3,0.244827360221,0.15,20
onset,A3,month,2025-08,4,0.359446020874,0.0909090909091,11
onset,A3,month,2025-08,5,0.434592339232,0,2
onset,A3,month,2025-08,6,0.554322275825,0,1
onset,A3,month,2025-08,7,0.632963418069,0.5,2
onset,A3,month,2025-08,8,0.731016885342,0,2
onset,A3,month,2025-08,9,,,0
onset,A3,month,2025-08,10,,,0
direction,D0,pooled,all,1,,,0
direction,D0,pooled,all,2,,,0
direction,D0,pooled,all,3,,,0
direction,D0,pooled,all,4,,,0
direction,D0,pooled,all,5,0.467976703576,0.570754716981,212
direction,D0,pooled,all,6,0.531084587533,0.505617977528,89
direction,D0,pooled,all,7,,,0
direction,D0,pooled,all,8,,,0
direction,D0,pooled,all,9,,,0
direction,D0,pooled,all,10,,,0
direction,D1,pooled,all,1,,,0
direction,D1,pooled,all,2,0.157530932129,1,2
direction,D1,pooled,all,3,0.26975194046,0.647058823529,17
direction,D1,pooled,all,4,0.360547536857,0.590909090909,66
direction,D1,pooled,all,5,0.451595329046,0.589473684211,95
direction,D1,pooled,all,6,0.541563559699,0.441558441558,77
direction,D1,pooled,all,7,0.639879007011,0.516129032258,31
direction,D1,pooled,all,8,0.745041776587,0.555555555556,9
direction,D1,pooled,all,9,0.842278200975,0.666666666667,3
direction,D1,pooled,all,10,0.962888533336,1,1
direction,D2,pooled,all,1,0.0135216166319,1,1
direction,D2,pooled,all,2,0.154493199963,0.909090909091,11
direction,D2,pooled,all,3,0.259827123245,0.617021276596,47
direction,D2,pooled,all,4,0.353374570006,0.568965517241,58
direction,D2,pooled,all,5,0.45401348161,0.561403508772,57
direction,D2,pooled,all,6,0.543183041533,0.462962962963,54
direction,D2,pooled,all,7,0.652351471274,0.473684210526,38
direction,D2,pooled,all,8,0.741941670009,0.444444444444,27
direction,D2,pooled,all,9,0.83753055652,0.714285714286,7
direction,D2,pooled,all,10,0.987577239441,1,1
direction,D3,pooled,all,1,0.0543346407746,0.8,5
direction,D3,pooled,all,2,0.161181731756,0.785714285714,14
direction,D3,pooled,all,3,0.256487616953,0.53488372093,43
direction,D3,pooled,all,4,0.349634798104,0.590163934426,61
direction,D3,pooled,all,5,0.451024894692,0.591836734694,49
direction,D3,pooled,all,6,0.550856338007,0.530612244898,49
direction,D3,pooled,all,7,0.651323314865,0.368421052632,38
direction,D3,pooled,all,8,0.746464304937,0.5,30
direction,D3,pooled,all,9,0.833210640562,0.666666666667,9
direction,D3,pooled,all,10,0.961280671443,0.666666666667,3
onset,A0,pooled,all,1,,,0
onset,A0,pooled,all,2,0.150594437949,0.101890756303,952
onset,A0,pooled,all,3,0.241813258187,0.221088435374,294
onset,A0,pooled,all,4,0.34813615668,0.31914893617,141
onset,A0,pooled,all,5,0.443103141454,0.403846153846,52
onset,A0,pooled,all,6,0.551511464175,0.489361702128,47
onset,A0,pooled,all,7,0.652665726988,0.71875,32
onset,A0,pooled,all,8,0.749436453328,0.633333333333,30
onset,A0,pooled,all,9,0.81799997138,0.8,10
onset,A0,pooled,all,10,,,0
onset,A1,pooled,all,1,0.0835899409022,0.118881118881,143
onset,A1,pooled,all,2,0.148141182083,0.114434330299,769
onset,A1,pooled,all,3,0.244091421693,0.183734939759,332
onset,A1,pooled,all,4,0.344638704329,0.321167883212,137
onset,A1,pooled,all,5,0.448939913708,0.4,60
onset,A1,pooled,all,6,0.543896166253,0.533333333333,45
onset,A1,pooled,all,7,0.643855748694,0.478260869565,23
onset,A1,pooled,all,8,0.744523922449,0.575757575758,33
onset,A1,pooled,all,9,0.846089444483,0.571428571429,7
onset,A1,pooled,all,10,0.964286773465,1,9
onset,A2,pooled,all,1,0.0799105363834,0.0943396226415,159
onset,A2,pooled,all,2,0.148653198683,0.11420204978,683
onset,A2,pooled,all,3,0.243170355962,0.196022727273,352
onset,A2,pooled,all,4,0.346117109078,0.230263157895,152
onset,A2,pooled,all,5,0.444685444593,0.426966292135,89
onset,A2,pooled,all,6,0.547182284889,0.325,40
onset,A2,pooled,all,7,0.640602608936,0.516129032258,31
onset,A2,pooled,all,8,0.738074855318,0.708333333333,24
onset,A2,pooled,all,9,0.858119370485,0.642857142857,14
onset,A2,pooled,all,10,0.957778571635,0.785714285714,14
onset,A3,pooled,all,1,0.0784514393822,0.123853211009,218
onset,A3,pooled,all,2,0.148121570183,0.114467408585,629
onset,A3,pooled,all,3,0.243527460685,0.173501577287,317
onset,A3,pooled,all,4,0.343455015479,0.224852071006,169
onset,A3,pooled,all,5,0.447333181379,0.364864864865,74
onset,A3,pooled,all,6,0.550332142686,0.4375,48
onset,A3,pooled,all,7,0.643141305368,0.578947368421,38
onset,A3,pooled,all,8,0.74224143685,0.48,25
onset,A3,pooled,all,9,0.854193274508,0.733333333333,15
onset,A3,pooled,all,10,0.961859331461,0.64,25
direction,D0,slate_type,multi_candidate,1,,,0
direction,D0,slate_type,multi_candidate,2,,,0
direction,D0,slate_type,multi_candidate,3,,,0
direction,D0,slate_type,multi_candidate,4,,,0
direction,D0,slate_type,multi_candidate,5,0.468114520943,0.569377990431,209
direction,D0,slate_type,multi_candidate,6,0.531208133515,0.5,86
direction,D0,slate_type,multi_candidate,7,,,0
direction,D0,slate_type,multi_candidate,8,,,0
direction,D0,slate_type,multi_candidate,9,,,0
direction,D0,slate_type,multi_candidate,10,,,0
direction,D1,slate_type,multi_candidate,1,,,0
direction,D1,slate_type,multi_candidate,2,0.157530932129,1,2
direction,D1,slate_type,multi_candidate,3,0.27006799163,0.6,15
direction,D1,slate_type,multi_candidate,4,0.360477585982,0.6,65
direction,D1,slate_type,multi_candidate,5,0.452413577718,0.58064516129,93
direction,D1,slate_type,multi_candidate,6,0.541563559699,0.441558441558,77
direction,D1,slate_type,multi_candidate,7,0.638615312153,0.533333333333,30
direction,D1,slate_type,multi_candidate,8,0.745041776587,0.555555555556,9
direction,D1,slate_type,multi_candidate,9,0.842278200975,0.666666666667,3
direction,D1,slate_type,multi_candidate,10,0.962888533336,1,1
direction,D2,slate_type,multi_candidate,1,0.0135216166319,1,1
direction,D2,slate_type,multi_candidate,2,0.154393850941,0.888888888889,9
direction,D2,slate_type,multi_candidate,3,0.259827123245,0.617021276596,47
direction,D2,slate_type,multi_candidate,4,0.353374570006,0.568965517241,58
direction,D2,slate_type,multi_candidate,5,0.45343206909,0.553571428571,56
direction,D2,slate_type,multi_candidate,6,0.542770272278,0.461538461538,52
direction,D2,slate_type,multi_candidate,7,0.652941457489,0.486486486486,37
direction,D2,slate_type,multi_candidate,8,0.741941670009,0.444444444444,27
direction,D2,slate_type,multi_candidate,9,0.83753055652,0.714285714286,7
direction,D2,slate_type,multi_candidate,10,0.987577239441,1,1
direction,D3,slate_type,multi_candidate,1,0.0543346407746,0.8,5
direction,D3,slate_type,multi_candidate,2,0.169211986778,0.75,12
direction,D3,slate_type,multi_candidate,3,0.256487616953,0.53488372093,43
direction,D3,slate_type,multi_candidate,4,0.349634798104,0.590163934426,61
direction,D3,slate_type,multi_candidate,5,0.451024894692,0.591836734694,49
direction,D3,slate_type,multi_candidate,6,0.550369455773,0.531914893617,47
direction,D3,slate_type,multi_candidate,7,0.652234086645,0.351351351351,37
direction,D3,slate_type,multi_candidate,8,0.746464304937,0.5,30
direction,D3,slate_type,multi_candidate,9,0.831975927667,0.75,8
direction,D3,slate_type,multi_candidate,10,0.961280671443,0.666666666667,3
onset,A0,slate_type,multi_candidate,1,,,0
onset,A0,slate_type,multi_candidate,2,0.150602779487,0.101604278075,935
onset,A0,slate_type,multi_candidate,3,0.241811510649,0.223776223776,286
onset,A0,slate_type,multi_candidate,4,0.348196801081,0.326086956522,138
onset,A0,slate_type,multi_candidate,5,0.442808784606,0.4,50
onset,A0,slate_type,multi_candidate,6,0.551511464175,0.489361702128,47
onset,A0,slate_type,multi_candidate,7,0.652201187505,0.724137931034,29
onset,A0,slate_type,multi_candidate,8,0.749436453328,0.633333333333,30
onset,A0,slate_type,multi_candidate,9,0.81799997138,0.8,10
onset,A0,slate_type,multi_candidate,10,,,0
onset,A1,slate_type,multi_candidate,1,0.0837115067378,0.120567375887,141
onset,A1,slate_type,multi_candidate,2,0.148057837269,0.11170212766,752
onset,A1,slate_type,multi_candidate,3,0.243735187586,0.188271604938,324
onset,A1,slate_type,multi_candidate,4,0.344891016074,0.325925925926,135
onset,A1,slate_type,multi_candidate,5,0.448572075739,0.406779661017,59
onset,A1,slate_type,multi_candidate,6,0.543896166253,0.533333333333,45
onset,A1,slate_type,multi_candidate,7,0.643855748694,0.478260869565,23
onset,A1,slate_type,multi_candidate,8,0.741997984591,0.566666666667,30
onset,A1,slate_type,multi_candidate,9,0.846089444483,0.571428571429,7
onset,A1,slate_type,multi_candidate,10,0.964286773465,1,9
onset,A2,slate_type,multi_candidate,1,0.0800125253191,0.0961538461538,156
onset,A2,slate_type,multi_candidate,2,0.148556967165,0.112927191679,673
onset,A2,slate_type,multi_candidate,3,0.243362468291,0.195906432749,342
onset,A2,slate_type,multi_candidate,4,0.34610126237,0.239726027397,146
onset,A2,slate_type,multi_candidate,5,0.444326103414,0.420454545455,88
onset,A2,slate_type,multi_candidate,6,0.547182284889,0.325,40
onset,A2,slate_type,multi_candidate,7,0.640350126609,0.533333333333,30
onset,A2,slate_type,multi_candidate,8,0.738074855318,0.708333333333,24
onset,A2,slate_type,multi_candidate,9,0.858119370485,0.642857142857,14
onset,A2,slate_type,multi_candidate,10,0.962784402207,0.833333333333,12
onset,A3,slate_type,multi_candidate,1,0.0786391277595,0.125581395349,215
onset,A3,slate_type,multi_candidate,2,0.147921541551,0.112195121951,615
onset,A3,slate_type,multi_candidate,3,0.243202729669,0.174193548387,310
onset,A3,slate_type,multi_candidate,4,0.343698075985,0.230303030303,165
onset,A3,slate_type,multi_candidate,5,0.447851262929,0.369863013699,73
onset,A3,slate_type,multi_candidate,6,0.550332142686,0.4375,48
onset,A3,slate_type,multi_candidate,7,0.643941935178,0.567567567568,37
onset,A3,slate_type,multi_candidate,8,0.740211214646,0.5,24
onset,A3,slate_type,multi_candidate,9,0.854193274508,0.733333333333,15
onset,A3,slate_type,multi_candidate,10,0.960395902605,0.652173913043,23
direction,D0,slate_type,singleton,1,,,0
direction,D0,slate_type,singleton,2,,,0
direction,D0,slate_type,singleton,3,,,0
direction,D0,slate_type,singleton,4,,,0
direction,D0,slate_type,singleton,5,0.458375427023,0.666666666667,3
direction,D0,slate_type,singleton,6,0.527542936042,0.666666666667,3
direction,D0,slate_type,singleton,7,,,0
direction,D0,slate_type,singleton,8,,,0
direction,D0,slate_type,singleton,9,,,0
direction,D0,slate_type,singleton,10,,,0
direction,D1,slate_type,singleton,1,,,0
direction,D1,slate_type,singleton,2,,,0
direction,D1,slate_type,singleton,3,0.267381556683,1,2
direction,D1,slate_type,singleton,4,0.36509434379,0,1
direction,D1,slate_type,singleton,5,0.413546765837,1,2
direction,D1,slate_type,singleton,6,,,0
direction,D1,slate_type,singleton,7,0.67778985276,0,1
direction,D1,slate_type,singleton,8,,,0
direction,D1,slate_type,singleton,9,,,0
direction,D1,slate_type,singleton,10,,,0
direction,D2,slate_type,singleton,1,,,0
direction,D2,slate_type,singleton,2,0.154940270563,1,2
direction,D2,slate_type,singleton,3,,,0
direction,D2,slate_type,singleton,4,,,0
direction,D2,slate_type,singleton,5,0.486572582738,1,1
direction,D2,slate_type,singleton,6,0.553915042181,0.5,2
direction,D2,slate_type,singleton,7,0.630521981304,0,1
direction,D2,slate_type,singleton,8,,,0
direction,D2,slate_type,singleton,9,,,0
direction,D2,slate_type,singleton,10,,,0
direction,D3,slate_type,singleton,1,,,0
direction,D3,slate_type,singleton,2,0.113000201622,1,2
direction,D3,slate_type,singleton,3,,,0
direction,D3,slate_type,singleton,4,,,0
direction,D3,slate_type,singleton,5,,,0
direction,D3,slate_type,singleton,6,0.562298070522,0.5,2
direction,D3,slate_type,singleton,7,0.617624758993,1,1
direction,D3,slate_type,singleton,8,,,0
direction,D3,slate_type,singleton,9,0.843088343721,0,1
direction,D3,slate_type,singleton,10,,,0
onset,A0,slate_type,singleton,1,,,0
onset,A0,slate_type,singleton,2,0.150135653344,0.117647058824,17
onset,A0,slate_type,singleton,3,0.24187573267,0.125,8
onset,A0,slate_type,singleton,4,0.34534651422,0,3
onset,A0,slate_type,singleton,5,0.450462062644,0.5,2
onset,A0,slate_type,singleton,6,,,0
onset,A0,slate_type,singleton,7,0.657156275326,0.666666666667,3
onset,A0,slate_type,singleton,8,,,0
onset,A0,slate_type,singleton,9,,,0
onset,A0,slate_type,singleton,10,,,0
onset,A1,slate_type,singleton,1,0.0750195494894,0,2
onset,A1,slate_type,singleton,2,0.151827964435,0.235294117647,17
onset,A1,slate_type,singleton,3,0.258518903038,0,8
onset,A1,slate_type,singleton,4,0.327607661536,0,2
onset,A1,slate_type,singleton,5,0.470642353864,0,1
onset,A1,slate_type,singleton,6,,,0
onset,A1,slate_type,singleton,7,,,0
onset,A1,slate_type,singleton,8,0.769783301024,0.666666666667,3
onset,A1,slate_type,singleton,9,,,0
onset,A1,slate_type,singleton,10,,,0
onset,A2,slate_type,singleton,1,0.0746071117277,0,3
onset,A2,slate_type,singleton,2,0.155129579829,0.2,10
