population,scope_type,scope_value,stage,model,brier_score,log_loss,auc,calibration_intercept,calibration_slope,expected_calibration_error,base_rate,rows,sessions,stocks
assessment_admitted,month,2025-01,direction,D0,0.254540397276,0.702259849091,0.456810631229,-0.035243420021,-1.32257460777,0.0835357207043,0.494117647059,85,20,12
assessment_admitted,month,2025-01,direction,D1,0.288662967668,0.778528682653,0.385382059801,-0.0678010550741,-0.60527306267,0.201992590631,0.494117647059,85,20,12
assessment_admitted,month,2025-01,direction,D2,0.328394281712,0.893441023387,0.338316722038,-0.146358694834,-0.728136904527,0.244422360584,0.494117647059,85,20,12
assessment_admitted,month,2025-01,direction,D3,0.333139949034,0.89259528857,0.354928017719,-0.0993235148046,-0.358656100771,0.284613086387,0.494117647059,85,20,12
assessment_admitted,month,2025-01,onset,A0,0.147841721241,0.462204668718,0.831465038846,0.774894643139,1.61410560051,0.0957534398048,0.286195286195,297,20,20
assessment_admitted,month,2025-01,onset,A1,0.149409552539,0.464225579137,0.80871254162,0.276435302257,1.19594738544,0.0493051137662,0.286195286195,297,20,20
assessment_admitted,month,2025-01,onset,A2,0.148880356705,0.462653284961,0.810044395117,0.110865858317,1.10714415285,0.0628869939956,0.286195286195,297,20,20
assessment_admitted,month,2025-01,onset,A3,0.1476459451,0.463015963487,0.806770255272,-0.0745229858356,0.973791321558,0.0512766463097,0.286195286195,297,20,20
assessment_admitted,month,2025-02,direction,D0,0.251238223473,0.695642262914,0.463076923077,-0.0969736343772,-0.603738139621,0.058779165237,0.490196078431,51,16,11
assessment_admitted,month,2025-02,direction,D1,0.261897597071,0.719876575526,0.476923076923,-0.0381651000291,0.10189402782,0.143067008605,0.490196078431,51,16,11
assessment_admitted,month,2025-02,direction,D2,0.254215109149,0.706069648613,0.570769230769,-0.0292060968431,0.389198079511,0.147703125694,0.490196078431,51,16,11
assessment_admitted,month,2025-02,direction,D3,0.246660922729,0.696619482357,0.609230769231,-0.0283204974476,0.453290577405,0.195471080061,0.490196078431,51,16,11
assessment_admitted,month,2025-02,onset,A0,0.146361988283,0.463903169065,0.658970130108,-0.167890493871,1.01602998722,0.0315185751455,0.192452830189,265,19,18
assessment_admitted,month,2025-02,onset,A1,0.152522652131,0.478153302005,0.63496426608,-0.536657751669,0.712842196434,0.0657873942856,0.192452830189,265,19,18
assessment_admitted,month,2025-02,onset,A2,0.156040030158,0.488916534907,0.606560381162,-0.731051873415,0.561813785545,0.0539860701837,0.192452830189,265,19,18
assessment_admitted,month,2025-02,onset,A3,0.161767132613,0.501830164239,0.601704233095,-0.893689769863,0.430035008541,0.0541608771778,0.192452830189,265,19,18
assessment_admitted,month,2025-03,direction,D0,0.251508145648,0.696158317533,0.55291005291,0.205095078445,0.65952974839,0.0575966078374,0.538461538462,39,15,12
assessment_admitted,month,2025-03,direction,D1,0.285456537071,0.771413032412,0.415343915344,0.118707397769,-0.402392177215,0.20820369677,0.538461538462,39,15,12
assessment_admitted,month,2025-03,direction,D2,0.282906645148,0.766473188521,0.470899470899,0.152865796088,-0.0637284674091,0.1827514117,0.538461538462,39,15,12
assessment_admitted,month,2025-03,direction,D3,0.333622381622,0.923513145821,0.380952380952,0.18007102033,-0.468298514655,0.284125566189,0.538461538462,39,15,12
assessment_admitted,month,2025-03,onset,A0,0.132824376035,0.433532230219,0.679018136335,0.216154072527,1.2585048492,0.0433574663265,0.192118226601,203,19,17
assessment_admitted,month,2025-03,onset,A1,0.145188391169,0.469732401899,0.598186366479,-0.531716361683,0.725640278653,0.0534859507248,0.192118226601,203,19,17
assessment_admitted,month,2025-03,onset,A2,0.149039824069,0.475853041214,0.607879924953,-0.639067342633,0.65621630838,0.0632983411818,0.192118226601,203,19,17
assessment_admitted,month,2025-03,onset,A3,0.155774776875,0.507779042677,0.572388993121,-0.937360369744,0.401804628628,0.0903648551745,0.192118226601,203,19,17
assessment_admitted,month,2025-04,direction,D0,0.253621020878,0.700396608129,0.35,-0.345030576888,-2.49740691131,0.0297173545568,0.454545454545,22,10,11
assessment_admitted,month,2025-04,direction,D1,0.289637151576,0.774052306324,0.266666666667,-0.431809618549,-2.18748584887,0.261201625291,0.454545454545,22,10,11
assessment_admitted,month,2025-04,direction,D2,0.347132027002,0.915280785148,0.283333333333,-0.37448371611,-1.16731291776,0.373445303847,0.454545454545,22,10,11
assessment_admitted,month,2025-04,direction,D3,0.331466771758,0.886984364441,0.358333333333,-0.351404422997,-0.83843033214,0.369825477857,0.454545454545,22,10,11
assessment_admitted,month,2025-04,onset,A0,0.118332167817,0.392404241986,0.684899845917,-1.27749550511,0.734567809247,0.129367418458,0.110552763819,199,19,20
assessment_admitted,month,2025-04,onset,A1,0.123116622415,0.403767166772,0.645865434001,-1.48652382004,0.493344616113,0.120535410775,0.110552763819,199,19,20
assessment_admitted,month,2025-04,onset,A2,0.118638733056,0.390936065211,0.665125834617,-1.32527085649,0.634783580017,0.121534848905,0.110552763819,199,19,20
assessment_admitted,month,2025-04,onset,A3,0.124440069452,0.408045531847,0.663328197227,-1.50765155338,0.490035219745,0.125392629663,0.110552763819,199,19,20
assessment_admitted,month,2025-05,direction,D0,0.256212432604,0.705580315334,0.568181818182,1.48360747642,1.25390723116,0.316008554321,0.80487804878,41,16,11
assessment_admitted,month,2025-05,direction,D1,0.302669816043,0.802468677845,0.545454545455,1.59103639835,0.532412094324,0.373282647724,0.80487804878,41,16,11
assessment_admitted,month,2025-05,direction,D2,0.315175738232,0.839737849261,0.545454545455,1.50177859539,0.27448143995,0.364475616536,0.80487804878,41,16,11
assessment_admitted,month,2025-05,direction,D3,0.322428736561,0.874480270171,0.549242424242,1.44232561235,0.141972659578,0.362154290654,0.80487804878,41,16,11
assessment_admitted,month,2025-05,onset,A0,0.149887999862,0.474069887102,0.69520968591,-0.110854226152,1.04808838937,0.0407482775756,0.227777777778,180,20,18
assessment_admitted,month,2025-05,onset,A1,0.146493004255,0.467705256832,0.702403930514,-0.0657218368044,1.02386563109,0.0501286013694,0.227777777778,180,20,18
assessment_admitted,month,2025-05,onset,A2,0.153111452055,0.489387723427,0.693805930865,-0.464906690198,0.749839198401,0.056271346928,0.227777777778,180,20,18
assessment_admitted,month,2025-05,onset,A3,0.152724333372,0.497112625697,0.725039480611,-0.584090620374,0.645739919886,0.0735441931276,0.227777777778,180,20,18
assessment_admitted,month,2025-06,direction,D0,0.252202496411,0.697550776239,0.472222222222,0.0935441949854,-0.232449637442,0.0814695851516,0.526315789474,38,17,11
assessment_admitted,month,2025-06,direction,D1,0.249995554358,0.69397820646,0.583333333333,0.142066320316,0.529327791745,0.1299419626,0.526315789474,38,17,11
assessment_admitted,month,2025-06,direction,D2,0.27984675922,0.757773484706,0.483333333333,0.10393775587,-0.0146851579145,0.194701215163,0.526315789474,38,17,11
assessment_admitted,month,2025-06,direction,D3,0.281482472954,0.760326330923,0.513888888889,0.10991191148,0.0537846950921,0.229425829089,0.526315789474,38,17,11
assessment_admitted,month,2025-06,onset,A0,0.13547328235,0.436498068368,0.744858835831,0.00153262413126,1.19189063628,0.076612828303,0.201058201058,189,20,15
assessment_admitted,month,2025-06,onset,A1,0.142791545292,0.454573343489,0.714011850819,-0.112788097495,0.939064262311,0.0497971261132,0.201058201058,189,20,15
assessment_admitted,month,2025-06,onset,A2,0.144643460622,0.464052614339,0.689787382363,-0.389271101898,0.81436186867,0.0499308669291,0.201058201058,189,20,15
assessment_admitted,month,2025-06,onset,A3,0.153099378296,0.500853429704,0.652143604043,-0.770301509191,0.50423213371,0.0991551632054,0.201058201058,189,20,15
assessment_admitted,month,2025-07,direction,D0,0.244240933142,0.681644415535,0.645833333333,-0.210453615573,1.96564491848,0.107050005207,0.428571428571,14,11,8
assessment_admitted,month,2025-07,direction,D1,0.281193221187,0.756654618681,0.375,-0.433643661629,-1.16357247075,0.275076210549,0.428571428571,14,11,8
assessment_admitted,month,2025-07,direction,D2,0.30682133618,0.826486286895,0.416666666667,-0.346294998335,-0.374716598007,0.277006702239,0.428571428571,14,11,8
assessment_admitted,month,2025-07,direction,D3,0.334079228438,0.894164483041,0.416666666667,-0.41286319505,-0.69012424052,0.346175037697,0.428571428571,14,11,8
assessment_admitted,month,2025-07,onset,A0,0.098679055677,0.349376292982,0.705952380952,-1.07319845035,0.918890990532,0.123353575492,0.10447761194,134,21,18
assessment_admitted,month,2025-07,onset,A1,0.0995123432225,0.348128002977,0.682142857143,-1.07976107701,0.769732083592,0.0993632292961,0.10447761194,134,21,18
assessment_admitted,month,2025-07,onset,A2,0.107098717937,0.372882202631,0.672023809524,-1.34037669781,0.652133614234,0.131515429687,0.10447761194,134,21,18
assessment_admitted,month,2025-07,onset,A3,0.107181863876,0.37887837815,0.680952380952,-1.43075984993,0.593960543958,0.129696407773,0.10447761194,134,21,18
assessment_admitted,month,2025-08,direction,D0,0.279332927069,0.752026937812,0.333333333333,0.782283678945,-4.63286775092,0.358683382938,0.818181818182,11,9,7
assessment_admitted,month,2025-08,direction,D1,0.278076135092,0.75380489513,0.444444444444,1.47230512424,-0.448674594201,0.340002952084,0.818181818182,11,9,7
assessment_admitted,month,2025-08,direction,D2,0.35312773153,0.942133716908,0.5,1.25509205253,-0.657713356378,0.418435658354,0.818181818182,11,9,7
assessment_admitted,month,2025-08,direction,D3,0.355210509442,0.949303297909,0.444444444444,1.26050926465,-0.646602398887,0.429951559991,0.818181818182,11,9,7
assessment_admitted,month,2025-08,onset,A0,0.136079024918,0.446816893139,0.381818181818,-2.85412425141,-0.584933948217,0.0905062073282,0.120879120879,91,15,15
assessment_admitted,month,2025-08,onset,A1,0.129787623741,0.431683419482,0.4875,-2.23350883151,-0.171373695919,0.122090362338,0.120879120879,91,15,15
assessment_admitted,month,2025-08,onset,A2,0.131789104862,0.436169477428,0.5,-2.20995632233,-0.160220529855,0.106859256586,0.120879120879,91,15,15
assessment_admitted,month,2025-08,onset,A3,0.135303302875,0.441526842258,0.480681818182,-2.00798359881,-0.0170061601673,0.103879899189,0.120879120879,91,15,15
