month,eligible_checkpoint_rows,m1c_bottom_10_rows,bottom_tail_row_share,bottom_tail_incidence,bottom_tail_composition_share,fresh_quiet_episodes,fresh_episode_share,mean_m1c_probability,rows,sessions,stocks,remains_below_iv_rate,mean_iv_residual,median_iv_residual,breach_1_5_sigma_rate,breach_2_0_sigma_rate,breach_1_5_sigma_count,breach_2_0_sigma_count,maximum_stock_contribution,maximum_checkpoint_contribution,maximum_session_contribution
2025-09,4313,343,0.07952701136100163,0.07952701136100163,0.24053295932678823,154,0.2846580406654344,0.2708176526903241,343,16,20,0.8658892128279885,-0.0036187978797996845,-0.0038859433097534605,0.02623906705539359,0.002915451895043732,9,1,0.13702623906705538,0.358600583090379,0.11370262390670553
2025-10,5043,529,0.10489787824707515,0.10489787824707515,0.3709677419354839,179,0.33086876155268025,0.2717359282702855,529,18,19,0.939508506616257,-0.006239555087414832,-0.006144662282108533,0.009451795841209828,0.003780718336483931,5,2,0.13799621928166353,0.28733459357277885,0.1342155009451796
2025-11,4104,195,0.04751461988304093,0.04751461988304093,0.13674614305750352,74,0.1367837338262477,0.30873268856725805,195,13,16,0.9179487179487178,-0.005826435409312012,-0.0057093727147411255,0.0,0.0,0,0,0.2153846153846154,0.2923076923076923,0.20512820512820512
2025-12,4676,359,0.07677502138579984,0.07677502138579984,0.2517531556802244,134,0.2476894639556377,0.2698465815253624,359,16,19,0.924791086350975,-0.003812122305470295,-0.00394083961092166,0.008356545961002788,0.0027855153203342623,3,1,0.17827298050139276,0.3008356545961003,0.1671309192200557
