experiment_run_id,contract_hash,data_snapshot_id,experiment_model_version,period,paired_rows,anchor_brier,sequential_brier,brier_improvement,anchor_log_loss,sequential_log_loss,log_loss_improvement,paired_economic_increment_bps,brier_interval_lower,brier_interval_upper
sequential-veto-500c56c9572a4c122a0f3ac4,49b55b4c4ba394cf3260652b977d527623fe9d4b1299df8fcf3e73708a0fd609,bea06a259c9820488a8fc143f2ee1aaa7f289cad4d5817e351e67d222c5a040b,sequential_loop_competitor_veto_v1.0.0,2023,4228,0.284919472637,0.251653478039,0.0332659945981,0.788666920429,0.696554110933,0.0921128094956,-3172.45012322,0.0269094762433,0.0403968727542
sequential-veto-500c56c9572a4c122a0f3ac4,49b55b4c4ba394cf3260652b977d527623fe9d4b1299df8fcf3e73708a0fd609,bea06a259c9820488a8fc143f2ee1aaa7f289cad4d5817e351e67d222c5a040b,sequential_loop_competitor_veto_v1.0.0,2025,4442,0.289667109173,0.25132908613,0.0383380230424,0.801954516782,0.695882429253,0.106072087529,100.594536674,0.0314027966239,0.0452193466409
