scope,target,model,brier_score,log_loss,auc,calibration_intercept,calibration_slope,expected_calibration_error,base_rate,row_count,session_count,stock_count
pooled,large_remaining_move,M0,0.168001545496,0.519865946565,0.488948445642,-8.66040098674,-6.98224632323,0.0499600911917,0.209287531807,6288,158,20
pooled,large_remaining_move,M1,0.157910669384,0.494396681561,0.667605307045,-0.441821964958,0.893491920496,0.0566803205607,0.209287531807,6288,158,20
pooled,large_remaining_move,M2,0.158891363326,0.496016802776,0.660344127723,-0.489993293699,0.843372469874,0.0598299714714,0.209287531807,6288,158,20
pooled,large_remaining_move,M3,0.159672656853,0.498451332404,0.65477525205,-0.530648025451,0.797995156627,0.0611110682361,0.209287531807,6288,158,20
