record_type,draw,metric,value,real_value,null_90th_percentile,real_percentile_under_null
draw,77,direction_M2_minus_M1_brier_improvement,-0.00236730418035,9.30998956193e-05,,
draw,77,direction_M3_minus_M2_brier_improvement,-0.00839057812546,-0.00236751462572,,
draw,78,movement_M2_minus_M1_brier_improvement,-0.000408828329871,-0.000980693941384,,
draw,78,movement_M3_minus_M2_brier_improvement,-0.000145142360552,-0.000781293526861,,
draw,78,direction_M2_minus_M1_brier_improvement,-0.00268623299197,9.30998956193e-05,,
draw,78,direction_M3_minus_M2_brier_improvement,-0.00268935093869,-0.00236751462572,,
draw,79,movement_M2_minus_M1_brier_improvement,-0.00139177242042,-0.000980693941384,,
draw,79,movement_M3_minus_M2_brier_improvement,-0.000522661185549,-0.000781293526861,,
draw,79,direction_M2_minus_M1_brier_improvement,-0.00139738540001,9.30998956193e-05,,
draw,79,direction_M3_minus_M2_brier_improvement,-0.00767074514169,-0.00236751462572,,
draw,80,movement_M2_minus_M1_brier_improvement,-0.000749784042907,-0.000980693941384,,
draw,80,movement_M3_minus_M2_brier_improvement,2.98786474476e-05,-0.000781293526861,,
draw,80,direction_M2_minus_M1_brier_improvement,-0.00257757288343,9.30998956193e-05,,
draw,80,direction_M3_minus_M2_brier_improvement,-0.00242124980556,-0.00236751462572,,
draw,81,movement_M2_minus_M1_brier_improvement,-0.000490644037928,-0.000980693941384,,
draw,81,movement_M3_minus_M2_brier_improvement,-0.000638255878847,-0.000781293526861,,
draw,81,direction_M2_minus_M1_brier_improvement,-0.00225253935195,9.30998956193e-05,,
draw,81,direction_M3_minus_M2_brier_improvement,-0.00323306398015,-0.00236751462572,,
draw,82,movement_M2_minus_M1_brier_improvement,-5.15477288983e-05,-0.000980693941384,,
draw,82,movement_M3_minus_M2_brier_improvement,-0.000674082012706,-0.000781293526861,,
draw,82,direction_M2_minus_M1_brier_improvement,-0.00336121036527,9.30998956193e-05,,
draw,82,direction_M3_minus_M2_brier_improvement,-0.00408541766752,-0.00236751462572,,
draw,83,movement_M2_minus_M1_brier_improvement,-0.000461576694399,-0.000980693941384,,
draw,83,movement_M3_minus_M2_brier_improvement,-0.000853307271128,-0.000781293526861,,
draw,83,direction_M2_minus_M1_brier_improvement,-0.00607799834845,9.30998956193e-05,,
draw,83,direction_M3_minus_M2_brier_improvement,-0.00229535339534,-0.00236751462572,,
draw,84,movement_M2_minus_M1_brier_improvement,-0.000394300625338,-0.000980693941384,,
draw,84,movement_M3_minus_M2_brier_improvement,-0.000666656797305,-0.000781293526861,,
draw,84,direction_M2_minus_M1_brier_improvement,-0.00406893174826,9.30998956193e-05,,
draw,84,direction_M3_minus_M2_brier_improvement,-0.00230525405224,-0.00236751462572,,
draw,85,movement_M2_minus_M1_brier_improvement,-0.000187106222318,-0.000980693941384,,
draw,85,movement_M3_minus_M2_brier_improvement,-0.000725896867546,-0.000781293526861,,
draw,85,direction_M2_minus_M1_brier_improvement,-0.00809895855412,9.30998956193e-05,,
draw,85,direction_M3_minus_M2_brier_improvement,-0.00114811042391,-0.00236751462572,,
draw,86,movement_M2_minus_M1_brier_improvement,-0.00123651402302,-0.000980693941384,,
draw,86,movement_M3_minus_M2_brier_improvement,-0.000244720577608,-0.000781293526861,,
draw,86,direction_M2_minus_M1_brier_improvement,-0.00144542036892,9.30998956193e-05,,
draw,86,direction_M3_minus_M2_brier_improvement,-0.00143415108175,-0.00236751462572,,
draw,87,movement_M2_minus_M1_brier_improvement,-0.000478369952308,-0.000980693941384,,
draw,87,movement_M3_minus_M2_brier_improvement,-9.17303419576e-05,-0.000781293526861,,
draw,87,direction_M2_minus_M1_brier_improvement,-0.00695424659779,9.30998956193e-05,,
draw,87,direction_M3_minus_M2_brier_improvement,-0.00242457139609,-0.00236751462572,,
draw,88,movement_M2_minus_M1_brier_improvement,-0.00140918040207,-0.000980693941384,,
draw,88,movement_M3_minus_M2_brier_improvement,-0.000942147220813,-0.000781293526861,,
draw,88,direction_M2_minus_M1_brier_improvement,-0.003916305325,9.30998956193e-05,,
draw,88,direction_M3_minus_M2_brier_improvement,-0.00485084192364,-0.00236751462572,,
draw,89,movement_M2_minus_M1_brier_improvement,-0.000427729733574,-0.000980693941384,,
draw,89,movement_M3_minus_M2_brier_improvement,-0.000680661665444,-0.000781293526861,,
draw,89,direction_M2_minus_M1_brier_improvement,-0.00488642734257,9.30998956193e-05,,
draw,89,direction_M3_minus_M2_brier_improvement,-0.00328759453482,-0.00236751462572,,
draw,90,movement_M2_minus_M1_brier_improvement,-0.00102192123102,-0.000980693941384,,
draw,90,movement_M3_minus_M2_brier_improvement,-0.00112830016671,-0.000781293526861,,
draw,90,direction_M2_minus_M1_brier_improvement,-0.00415839040661,9.30998956193e-05,,
draw,90,direction_M3_minus_M2_brier_improvement,-0.00477095759324,-0.00236751462572,,
draw,91,movement_M2_minus_M1_brier_improvement,-0.000743578516837,-0.000980693941384,,
draw,91,movement_M3_minus_M2_brier_improvement,-0.000292053894793,-0.000781293526861,,
draw,91,direction_M2_minus_M1_brier_improvement,-0.00244442661463,9.30998956193e-05,,
draw,91,direction_M3_minus_M2_brier_improvement,-0.0078963717611,-0.00236751462572,,
draw,92,movement_M2_minus_M1_brier_improvement,-0.000451695067666,-0.000980693941384,,
draw,92,movement_M3_minus_M2_brier_improvement,-0.000869378155626,-0.000781293526861,,
draw,92,direction_M2_minus_M1_brier_improvement,-0.00503062025885,9.30998956193e-05,,
draw,92,direction_M3_minus_M2_brier_improvement,-0.00432807775844,-0.00236751462572,,
draw,93,movement_M2_minus_M1_brier_improvement,-0.000749432693796,-0.000980693941384,,
draw,93,movement_M3_minus_M2_brier_improvement,-0.000178528453821,-0.000781293526861,,
draw,93,direction_M2_minus_M1_brier_improvement,-0.00484703213117,9.30998956193e-05,,
draw,93,direction_M3_minus_M2_brier_improvement,-0.00313576961696,-0.00236751462572,,
draw,94,movement_M2_minus_M1_brier_improvement,-0.000442058753603,-0.000980693941384,,
draw,94,movement_M3_minus_M2_brier_improvement,-2.21251223202e-05,-0.000781293526861,,
draw,94,direction_M2_minus_M1_brier_improvement,-0.00700844181574,9.30998956193e-05,,
draw,94,direction_M3_minus_M2_brier_improvement,-0.0059870927695,-0.00236751462572,,
draw,95,movement_M2_minus_M1_brier_improvement,-0.000766529650731,-0.000980693941384,,
draw,95,movement_M3_minus_M2_brier_improvement,-0.000572377179665,-0.000781293526861,,
draw,95,direction_M2_minus_M1_brier_improvement,-0.00520464108563,9.30998956193e-05,,
draw,95,direction_M3_minus_M2_brier_improvement,-0.00135268022164,-0.00236751462572,,
draw,96,movement_M2_minus_M1_brier_improvement,-0.000731486267727,-0.000980693941384,,
draw,96,movement_M3_minus_M2_brier_improvement,-0.000147961707584,-0.000781293526861,,
draw,96,direction_M2_minus_M1_brier_improvement,-0.0062597623726,9.30998956193e-05,,
draw,96,direction_M3_minus_M2_brier_improvement,-0.00502550869457,-0.00236751462572,,
draw,97,movement_M2_minus_M1_brier_improvement,-0.000551350917708,-0.000980693941384,,
draw,97,movement_M3_minus_M2_brier_improvement,-0.000602590727024,-0.000781293526861,,
draw,97,direction_M2_minus_M1_brier_improvement,-0.00485245237673,9.30998956193e-05,,
draw,97,direction_M3_minus_M2_brier_improvement,-0.00382261467821,-0.00236751462572,,
draw,98,movement_M2_minus_M1_brier_improvement,-0.000878616226649,-0.000980693941384,,
draw,98,movement_M3_minus_M2_brier_improvement,-0.000808268342416,-0.000781293526861,,
draw,98,direction_M2_minus_M1_brier_improvement,-0.00649972979417,9.30998956193e-05,,
draw,98,direction_M3_minus_M2_brier_improvement,-0.00206221765464,-0.00236751462572,,
draw,99,movement_M2_minus_M1_brier_improvement,-0.000611007130641,-0.000980693941384,,
draw,99,movement_M3_minus_M2_brier_improvement,-0.000197803494965,-0.000781293526861,,
draw,99,direction_M2_minus_M1_brier_improvement,-0.0029309665304,9.30998956193e-05,,
draw,99,direction_M3_minus_M2_brier_improvement,-0.00424692445417,-0.00236751462572,,
summary,-1,direction_M2_minus_M1_brier_improvement,-0.00449085394177,9.30998956193e-05,-0.00225241557402,0.99
summary,-1,direction_M3_minus_M2_brier_improvement,-0.00412842051794,-0.00236751462572,-0.00157728749316,0.75
summary,-1,movement_M2_minus_M1_brier_improvement,-0.000697425948222,-0.000980693941384,-0.000356892332035,0.18
summary,-1,movement_M3_minus_M2_brier_improvement,-0.000500713970177,-0.000781293526861,-0.000107256217697,0.17
