record_type,draw,metric,value,confidence_level,lower,upper
draw,77,direction_M3_minus_M2_log_loss_improvement,-0.00135511054533,,,
draw,77,M3_minus_M1_top_one_cohort_relative_bps,5.52023754978,,,
draw,78,movement_M2_minus_M1_brier_improvement,-0.00098546303893,,,
draw,78,movement_M3_minus_M2_brier_improvement,-0.000690528568353,,,
draw,78,direction_M2_minus_M1_brier_improvement,-0.000230361019649,,,
draw,78,direction_M3_minus_M2_brier_improvement,-0.00167764524024,,,
draw,78,movement_M2_minus_M1_log_loss_improvement,-0.00140984966609,,,
draw,78,movement_M3_minus_M2_log_loss_improvement,-0.00240990653468,,,
draw,78,direction_M2_minus_M1_log_loss_improvement,-0.00220723493199,,,
draw,78,direction_M3_minus_M2_log_loss_improvement,-0.00375224805272,,,
draw,78,M3_minus_M1_top_one_cohort_relative_bps,17.60552009,,,
draw,79,movement_M2_minus_M1_brier_improvement,-0.00122495248512,,,
draw,79,movement_M3_minus_M2_brier_improvement,-0.000510539612238,,,
draw,79,direction_M2_minus_M1_brier_improvement,-0.00139670536866,,,
draw,79,direction_M3_minus_M2_brier_improvement,-0.00187482619171,,,
draw,79,movement_M2_minus_M1_log_loss_improvement,-0.002820707637,,,
draw,79,movement_M3_minus_M2_log_loss_improvement,-0.00159757814922,,,
draw,79,direction_M2_minus_M1_log_loss_improvement,-0.00429801991173,,,
draw,79,direction_M3_minus_M2_log_loss_improvement,-0.00470462562896,,,
draw,79,M3_minus_M1_top_one_cohort_relative_bps,30.0149262945,,,
draw,80,movement_M2_minus_M1_brier_improvement,-0.00144535326236,,,
draw,80,movement_M3_minus_M2_brier_improvement,-0.00068876738829,,,
draw,80,direction_M2_minus_M1_brier_improvement,0.00052925325178,,,
draw,80,direction_M3_minus_M2_brier_improvement,-0.00383095144894,,,
draw,80,movement_M2_minus_M1_log_loss_improvement,-0.00307623081689,,,
draw,80,movement_M3_minus_M2_log_loss_improvement,-0.00274581634703,,,
draw,80,direction_M2_minus_M1_log_loss_improvement,-0.000274263228587,,,
draw,80,direction_M3_minus_M2_log_loss_improvement,-0.00789876286851,,,
draw,80,M3_minus_M1_top_one_cohort_relative_bps,15.1910136924,,,
draw,81,movement_M2_minus_M1_brier_improvement,-0.00115357778207,,,
draw,81,movement_M3_minus_M2_brier_improvement,-0.000537523966836,,,
draw,81,direction_M2_minus_M1_brier_improvement,-0.00162309378765,,,
draw,81,direction_M3_minus_M2_brier_improvement,-0.00280172342471,,,
draw,81,movement_M2_minus_M1_log_loss_improvement,-0.0031829754758,,,
draw,81,movement_M3_minus_M2_log_loss_improvement,-0.00193176531272,,,
draw,81,direction_M2_minus_M1_log_loss_improvement,-0.00542251443334,,,
draw,81,direction_M3_minus_M2_log_loss_improvement,-0.00670759368984,,,
draw,81,M3_minus_M1_top_one_cohort_relative_bps,16.9220165283,,,
draw,82,movement_M2_minus_M1_brier_improvement,-0.000626941071601,,,
draw,82,movement_M3_minus_M2_brier_improvement,-0.000668545545702,,,
draw,82,direction_M2_minus_M1_brier_improvement,-0.000624316395994,,,
draw,82,direction_M3_minus_M2_brier_improvement,-0.00183126013375,,,
draw,82,movement_M2_minus_M1_log_loss_improvement,-0.00141286681717,,,
draw,82,movement_M3_minus_M2_log_loss_improvement,-0.00201659055085,,,
draw,82,direction_M2_minus_M1_log_loss_improvement,-0.00309939043516,,,
draw,82,direction_M3_minus_M2_log_loss_improvement,-0.00441217918454,,,
draw,82,M3_minus_M1_top_one_cohort_relative_bps,25.9401878996,,,
draw,83,movement_M2_minus_M1_brier_improvement,-0.00191165412074,,,
draw,83,movement_M3_minus_M2_brier_improvement,-0.00108797691896,,,
draw,83,direction_M2_minus_M1_brier_improvement,0.00209868800497,,,
draw,83,direction_M3_minus_M2_brier_improvement,-0.00311595717369,,,
draw,83,movement_M2_minus_M1_log_loss_improvement,-0.00469825037438,,,
draw,83,movement_M3_minus_M2_log_loss_improvement,-0.0035378514333,,,
draw,83,direction_M2_minus_M1_log_loss_improvement,0.00354717860134,,,
draw,83,direction_M3_minus_M2_log_loss_improvement,-0.00648321619718,,,
draw,83,M3_minus_M1_top_one_cohort_relative_bps,14.1162398902,,,
draw,84,movement_M2_minus_M1_brier_improvement,-0.00131638083273,,,
draw,84,movement_M3_minus_M2_brier_improvement,-0.00142090427551,,,
draw,84,direction_M2_minus_M1_brier_improvement,-0.00337333967884,,,
draw,84,direction_M3_minus_M2_brier_improvement,0.00100005838254,,,
draw,84,movement_M2_minus_M1_log_loss_improvement,-0.00303925602289,,,
draw,84,movement_M3_minus_M2_log_loss_improvement,-0.00447332275621,,,
draw,84,direction_M2_minus_M1_log_loss_improvement,-0.00917284214043,,,
draw,84,direction_M3_minus_M2_log_loss_improvement,0.00142271126721,,,
draw,84,M3_minus_M1_top_one_cohort_relative_bps,4.45525094735,,,
draw,85,movement_M2_minus_M1_brier_improvement,-0.00109608324898,,,
draw,85,movement_M3_minus_M2_brier_improvement,-0.000634457760295,,,
draw,85,direction_M2_minus_M1_brier_improvement,0.000936998776569,,,
draw,85,direction_M3_minus_M2_brier_improvement,6.53890322822e-05,,,
draw,85,movement_M2_minus_M1_log_loss_improvement,-0.00233480885904,,,
draw,85,movement_M3_minus_M2_log_loss_improvement,-0.00209117429552,,,
draw,85,direction_M2_minus_M1_log_loss_improvement,0.000191679823889,,,
draw,85,direction_M3_minus_M2_log_loss_improvement,-0.000322508395932,,,
draw,85,M3_minus_M1_top_one_cohort_relative_bps,27.5398270931,,,
draw,86,movement_M2_minus_M1_brier_improvement,-0.00027509990295,,,
draw,86,movement_M3_minus_M2_brier_improvement,-0.000866820048314,,,
draw,86,direction_M2_minus_M1_brier_improvement,-0.00116408517484,,,
draw,86,direction_M3_minus_M2_brier_improvement,-0.00293234262924,,,
draw,86,movement_M2_minus_M1_log_loss_improvement,0.000829870427313,,,
draw,86,movement_M3_minus_M2_log_loss_improvement,-0.00258383480264,,,
draw,86,direction_M2_minus_M1_log_loss_improvement,-0.00403606101354,,,
draw,86,direction_M3_minus_M2_log_loss_improvement,-0.00677932977899,,,
draw,86,M3_minus_M1_top_one_cohort_relative_bps,29.4186990136,,,
draw,87,movement_M2_minus_M1_brier_improvement,-0.00100266411711,,,
draw,87,movement_M3_minus_M2_brier_improvement,-0.000676163683652,,,
draw,87,direction_M2_minus_M1_brier_improvement,-8.14356120998e-06,,,
draw,87,direction_M3_minus_M2_brier_improvement,-0.00197025440496,,,
draw,87,movement_M2_minus_M1_log_loss_improvement,-0.00193342144154,,,
draw,87,movement_M3_minus_M2_log_loss_improvement,-0.00224380635875,,,
draw,87,direction_M2_minus_M1_log_loss_improvement,-0.00130234634041,,,
draw,87,direction_M3_minus_M2_log_loss_improvement,-0.00459016704934,,,
draw,87,M3_minus_M1_top_one_cohort_relative_bps,24.6720906008,,,
draw,88,movement_M2_minus_M1_brier_improvement,-0.00126498737691,,,
draw,88,movement_M3_minus_M2_brier_improvement,-0.000915160129081,,,
draw,88,direction_M2_minus_M1_brier_improvement,0.00211917029343,,,
draw,88,direction_M3_minus_M2_brier_improvement,-0.00281676621512,,,
draw,88,movement_M2_minus_M1_log_loss_improvement,-0.00205123155639,,,
draw,88,movement_M3_minus_M2_log_loss_improvement,-0.00297989112696,,,
draw,88,direction_M2_minus_M1_log_loss_improvement,0.00438916886976,,,
draw,88,direction_M3_minus_M2_log_loss_improvement,-0.00603040752771,,,
draw,88,M3_minus_M1_top_one_cohort_relative_bps,20.3371183255,,,
draw,89,movement_M2_minus_M1_brier_improvement,-0.000638243486765,,,
draw,89,movement_M3_minus_M2_brier_improvement,-0.000795953532109,,,
draw,89,direction_M2_minus_M1_brier_improvement,0.00168988414364,,,
draw,89,direction_M3_minus_M2_brier_improvement,-0.00143717181318,,,
draw,89,movement_M2_minus_M1_log_loss_improvement,-0.000435609610177,,,
draw,89,movement_M3_minus_M2_log_loss_improvement,-0.00246750698437,,,
draw,89,direction_M2_minus_M1_log_loss_improvement,0.00221303691129,,,
draw,89,direction_M3_minus_M2_log_loss_improvement,-0.0033674607581,,,
draw,89,M3_minus_M1_top_one_cohort_relative_bps,1.39880508019,,,
draw,90,movement_M2_minus_M1_brier_improvement,-0.000532133938698,,,
draw,90,movement_M3_minus_M2_brier_improvement,-0.000379136636986,,,
draw,90,direction_M2_minus_M1_brier_improvement,0.00044212961486,,,
draw,90,direction_M3_minus_M2_brier_improvement,-0.00245176160599,,,
draw,90,movement_M2_minus_M1_log_loss_improvement,-0.000999091224304,,,
draw,90,movement_M3_minus_M2_log_loss_improvement,-0.00129057610148,,,
draw,90,direction_M2_minus_M1_log_loss_improvement,-0.000929637244124,,,
draw,90,direction_M3_minus_M2_log_loss_improvement,-0.00575852457658,,,
draw,90,M3_minus_M1_top_one_cohort_relative_bps,-30.6124896006,,,
draw,91,movement_M2_minus_M1_brier_improvement,-0.000780735175739,,,
draw,91,movement_M3_minus_M2_brier_improvement,-0.000598755863924,,,
draw,91,direction_M2_minus_M1_brier_improvement,9.5375254014e-05,,,
draw,91,direction_M3_minus_M2_brier_improvement,0.000455742374694,,,
draw,91,movement_M2_minus_M1_log_loss_improvement,-0.000537422275342,,,
draw,91,movement_M3_minus_M2_log_loss_improvement,-0.00174050397381,,,
draw,91,direction_M2_minus_M1_log_loss_improvement,-0.00220603073815,,,
draw,91,direction_M3_minus_M2_log_loss_improvement,0.0014531554225,,,
draw,91,M3_minus_M1_top_one_cohort_relative_bps,54.5185160069,,,
draw,92,movement_M2_minus_M1_brier_improvement,-0.00127867274419,,,
draw,92,movement_M3_minus_M2_brier_improvement,-0.000838799490627,,,
draw,92,direction_M2_minus_M1_brier_improvement,-0.00139679759756,,,
draw,92,direction_M3_minus_M2_brier_improvement,-0.00379407010238,,,
draw,92,movement_M2_minus_M1_log_loss_improvement,-0.00281541603595,,,
draw,92,movement_M3_minus_M2_log_loss_improvement,-0.00271377565238,,,
draw,92,direction_M2_minus_M1_log_loss_improvement,-0.00278143235834,,,
draw,92,direction_M3_minus_M2_log_loss_improvement,-0.00889732318177,,,
draw,92,M3_minus_M1_top_one_cohort_relative_bps,32.459190949,,,
draw,93,movement_M2_minus_M1_brier_improvement,-0.000725471652474,,,
draw,93,movement_M3_minus_M2_brier_improvement,-0.000904378381334,,,
draw,93,direction_M2_minus_M1_brier_improvement,0.0014538932467,,,
draw,93,direction_M3_minus_M2_brier_improvement,-0.000475505025551,,,
draw,93,movement_M2_minus_M1_log_loss_improvement,-0.000856460016349,,,
draw,93,movement_M3_minus_M2_log_loss_improvement,-0.00316478480772,,,
draw,93,direction_M2_minus_M1_log_loss_improvement,0.00190550964913,,,
draw,93,direction_M3_minus_M2_log_loss_improvement,-0.00142162815199,,,
draw,93,M3_minus_M1_top_one_cohort_relative_bps,19.8883290565,,,
draw,94,movement_M2_minus_M1_brier_improvement,-9.887380494e-05,,,
draw,94,movement_M3_minus_M2_brier_improvement,-0.000569436527639,,,
draw,94,direction_M2_minus_M1_brier_improvement,-0.000548335097638,,,
draw,94,direction_M3_minus_M2_brier_improvement,-0.00386714088215,,,
draw,94,movement_M2_minus_M1_log_loss_improvement,0.000930070375205,,,
draw,94,movement_M3_minus_M2_log_loss_improvement,-0.00165662304196,,,
draw,94,direction_M2_minus_M1_log_loss_improvement,-0.00247747422666,,,
draw,94,direction_M3_minus_M2_log_loss_improvement,-0.0088738126468,,,
draw,94,M3_minus_M1_top_one_cohort_relative_bps,17.0683721058,,,
draw,95,movement_M2_minus_M1_brier_improvement,-0.00105497729136,,,
draw,95,movement_M3_minus_M2_brier_improvement,-0.000822739501968,,,
draw,95,direction_M2_minus_M1_brier_improvement,0.00219533148468,,,
draw,95,direction_M3_minus_M2_brier_improvement,-0.00160770806745,,,
draw,95,movement_M2_minus_M1_log_loss_improvement,-0.00239787142035,,,
draw,95,movement_M3_minus_M2_log_loss_improvement,-0.00266271815911,,,
draw,95,direction_M2_minus_M1_log_loss_improvement,0.00205642496687,,,
draw,95,direction_M3_minus_M2_log_loss_improvement,-0.00378473296878,,,
draw,95,M3_minus_M1_top_one_cohort_relative_bps,11.5860343587,,,
draw,96,movement_M2_minus_M1_brier_improvement,-0.00136886426211,,,
draw,96,movement_M3_minus_M2_brier_improvement,-0.00046250929252,,,
draw,96,direction_M2_minus_M1_brier_improvement,-0.000358283223814,,,
draw,96,direction_M3_minus_M2_brier_improvement,-0.00468512417353,,,
draw,96,movement_M2_minus_M1_log_loss_improvement,-0.00239902090972,,,
draw,96,movement_M3_minus_M2_log_loss_improvement,-0.0015673625937,,,
draw,96,direction_M2_minus_M1_log_loss_improvement,-0.00190842536173,,,
draw,96,direction_M3_minus_M2_log_loss_improvement,-0.0108170410391,,,
draw,96,M3_minus_M1_top_one_cohort_relative_bps,-38.3825200062,,,
draw,97,movement_M2_minus_M1_brier_improvement,-0.00122135301452,,,
draw,97,movement_M3_minus_M2_brier_improvement,-0.00106530900047,,,
draw,97,direction_M2_minus_M1_brier_improvement,0.000716926482645,,,
draw,97,direction_M3_minus_M2_brier_improvement,-0.000251169850426,,,
draw,97,movement_M2_minus_M1_log_loss_improvement,-0.00293311994328,,,
draw,97,movement_M3_minus_M2_log_loss_improvement,-0.00310288957652,,,
draw,97,direction_M2_minus_M1_log_loss_improvement,-0.000149332202659,,,
draw,97,direction_M3_minus_M2_log_loss_improvement,-0.00117271504707,,,
draw,97,M3_minus_M1_top_one_cohort_relative_bps,3.03548570141,,,
draw,98,movement_M2_minus_M1_brier_improvement,-0.00107067856125,,,
draw,98,movement_M3_minus_M2_brier_improvement,-0.000764213895594,,,
draw,98,direction_M2_minus_M1_brier_improvement,-0.00304491259963,,,
draw,98,direction_M3_minus_M2_brier_improvement,-0.00247849026237,,,
draw,98,movement_M2_minus_M1_log_loss_improvement,-0.00139100310974,,,
draw,98,movement_M3_minus_M2_log_loss_improvement,-0.00189443025374,,,
draw,98,direction_M2_minus_M1_log_loss_improvement,-0.00764084855307,,,
draw,98,direction_M3_minus_M2_log_loss_improvement,-0.00640408485372,,,
draw,98,M3_minus_M1_top_one_cohort_relative_bps,17.6031249245,,,
draw,99,movement_M2_minus_M1_brier_improvement,-0.00017957003265,,,
draw,99,movement_M3_minus_M2_brier_improvement,-0.000828900910051,,,
draw,99,direction_M2_minus_M1_brier_improvement,-0.00284657330548,,,
draw,99,direction_M3_minus_M2_brier_improvement,-0.000641064044492,,,
draw,99,movement_M2_minus_M1_log_loss_improvement,0.00103702790418,,,
draw,99,movement_M3_minus_M2_log_loss_improvement,-0.00269129043153,,,
draw,99,direction_M2_minus_M1_log_loss_improvement,-0.00740185144384,,,
draw,99,direction_M3_minus_M2_log_loss_improvement,-0.00197103619903,,,
draw,99,M3_minus_M1_top_one_cohort_relative_bps,-20.0096457621,,,
draw,100,movement_M2_minus_M1_brier_improvement,-0.00066171187435,,,
draw,100,movement_M3_minus_M2_brier_improvement,-0.000922705709078,,,
draw,100,direction_M2_minus_M1_brier_improvement,-0.00117038288483,,,
draw,100,direction_M3_minus_M2_brier_improvement,-0.00365175323626,,,
draw,100,movement_M2_minus_M1_log_loss_improvement,-0.00138941750627,,,
draw,100,movement_M3_minus_M2_log_loss_improvement,-0.00248484602834,,,
draw,100,direction_M2_minus_M1_log_loss_improvement,-0.00433058315219,,,
draw,100,direction_M3_minus_M2_log_loss_improvement,-0.00899640933425,,,
draw,100,M3_minus_M1_top_one_cohort_relative_bps,-12.8917805517,,,
draw,101,movement_M2_minus_M1_brier_improvement,-0.00165419697043,,,
draw,101,movement_M3_minus_M2_brier_improvement,-0.000989396676389,,,
draw,101,direction_M2_minus_M1_brier_improvement,-0.00123334656461,,,
draw,101,direction_M3_minus_M2_brier_improvement,0.000990071624444,,,
draw,101,movement_M2_minus_M1_log_loss_improvement,-0.00384409942931,,,
draw,101,movement_M3_minus_M2_log_loss_improvement,-0.00319335821754,,,
draw,101,direction_M2_minus_M1_log_loss_improvement,-0.00357170619619,,,
draw,101,direction_M3_minus_M2_log_loss_improvement,0.00125362847652,,,
draw,101,M3_minus_M1_top_one_cohort_relative_bps,2.43090973606,,,
draw,102,movement_M2_minus_M1_brier_improvement,-0.000609380740351,,,
draw,102,movement_M3_minus_M2_brier_improvement,-0.000992076912689,,,
draw,102,direction_M2_minus_M1_brier_improvement,-0.000999806472746,,,
draw,102,direction_M3_minus_M2_brier_improvement,-0.00126353614496,,,
draw,102,movement_M2_minus_M1_log_loss_improvement,-0.000777663137191,,,
draw,102,movement_M3_minus_M2_log_loss_improvement,-0.00324480187091,,,
draw,102,direction_M2_minus_M1_log_loss_improvement,-0.0044701319892,,,
draw,102,direction_M3_minus_M2_log_loss_improvement,-0.00296624309517,,,
draw,102,M3_minus_M1_top_one_cohort_relative_bps,22.7456075788,,,
draw,103,movement_M2_minus_M1_brier_improvement,-0.00157505412072,,,
draw,103,movement_M3_minus_M2_brier_improvement,-0.000709851567878,,,
draw,103,direction_M2_minus_M1_brier_improvement,0.00204939974492,,,
draw,103,direction_M3_minus_M2_brier_improvement,-0.00115354881595,,,
draw,103,movement_M2_minus_M1_log_loss_improvement,-0.0043774576923,,,
draw,103,movement_M3_minus_M2_log_loss_improvement,-0.00291083859694,,,
draw,103,direction_M2_minus_M1_log_loss_improvement,0.00251749573512,,,
draw,103,direction_M3_minus_M2_log_loss_improvement,-0.0019500809254,,,
draw,103,M3_minus_M1_top_one_cohort_relative_bps,4.63126291326,,,
draw,104,movement_M2_minus_M1_brier_improvement,-0.000432749099881,,,
draw,104,movement_M3_minus_M2_brier_improvement,-0.000794195088739,,,
draw,104,direction_M2_minus_M1_brier_improvement,-0.000135489855327,,,
draw,104,direction_M3_minus_M2_brier_improvement,-0.00138185469975,,,
draw,104,movement_M2_minus_M1_log_loss_improvement,-0.000604075447557,,,
draw,104,movement_M3_minus_M2_log_loss_improvement,-0.00242896648018,,,
draw,104,direction_M2_minus_M1_log_loss_improvement,-0.00222603159312,,,
draw,104,direction_M3_minus_M2_log_loss_improvement,-0.0040015427748,,,
draw,104,M3_minus_M1_top_one_cohort_relative_bps,17.7330186519,,,
draw,105,movement_M2_minus_M1_brier_improvement,-0.00084076744486,,,
draw,105,movement_M3_minus_M2_brier_improvement,-0.00101888265514,,,
draw,105,direction_M2_minus_M1_brier_improvement,-0.000810717829818,,,
draw,105,direction_M3_minus_M2_brier_improvement,0.000480022229086,,,
draw,105,movement_M2_minus_M1_log_loss_improvement,-0.000223759209876,,,
draw,105,movement_M3_minus_M2_log_loss_improvement,-0.00280900896435,,,
draw,105,direction_M2_minus_M1_log_loss_improvement,-0.00185164075828,,,
draw,105,direction_M3_minus_M2_log_loss_improvement,0.000542895118841,,,
draw,105,M3_minus_M1_top_one_cohort_relative_bps,-0.678636438837,,,
draw,106,movement_M2_minus_M1_brier_improvement,-0.000853901906123,,,
draw,106,movement_M3_minus_M2_brier_improvement,-0.000797860140285,,,
draw,106,direction_M2_minus_M1_brier_improvement,1.59093870293e-05,,,
draw,106,direction_M3_minus_M2_brier_improvement,-0.000981645197583,,,
draw,106,movement_M2_minus_M1_log_loss_improvement,-0.00133829516015,,,
draw,106,movement_M3_minus_M2_log_loss_improvement,-0.00251262801013,,,
draw,106,direction_M2_minus_M1_log_loss_improvement,-0.00143732521112,,,
draw,106,direction_M3_minus_M2_log_loss_improvement,-0.00261380216419,,,
draw,106,M3_minus_M1_top_one_cohort_relative_bps,11.2678758314,,,
draw,107,movement_M2_minus_M1_brier_improvement,-0.00165152131595,,,
draw,107,movement_M3_minus_M2_brier_improvement,-0.000840899959347,,,
draw,107,direction_M2_minus_M1_brier_improvement,0.00204150643792,,,
draw,107,direction_M3_minus_M2_brier_improvement,-0.000540688714296,,,
draw,107,movement_M2_minus_M1_log_loss_improvement,-0.00321732304072,,,
draw,107,movement_M3_minus_M2_log_loss_improvement,-0.00220098613172,,,
draw,107,direction_M2_minus_M1_log_loss_improvement,0.00236558997301,,,
draw,107,direction_M3_minus_M2_log_loss_improvement,-0.00157877281432,,,
draw,107,M3_minus_M1_top_one_cohort_relative_bps,42.4348595949,,,
draw,108,movement_M2_minus_M1_brier_improvement,-0.00156290839124,,,
draw,108,movement_M3_minus_M2_brier_improvement,-0.000487581087953,,,
draw,108,direction_M2_minus_M1_brier_improvement,-0.000985363996173,,,
draw,108,direction_M3_minus_M2_brier_improvement,-0.00456225297753,,,
draw,108,movement_M2_minus_M1_log_loss_improvement,-0.00272085865181,,,
draw,108,movement_M3_minus_M2_log_loss_improvement,-0.00155513072173,,,
draw,108,direction_M2_minus_M1_log_loss_improvement,-0.00245601298022,,,
draw,108,direction_M3_minus_M2_log_loss_improvement,-0.0110112834759,,,
draw,108,M3_minus_M1_top_one_cohort_relative_bps,-29.0362804126,,,
draw,109,movement_M2_minus_M1_brier_improvement,-0.000413814372102,,,
draw,109,movement_M3_minus_M2_brier_improvement,-0.000568897665445,,,
draw,109,direction_M2_minus_M1_brier_improvement,0.0010436986989,,,
draw,109,direction_M3_minus_M2_brier_improvement,-0.00343628349104,,,
draw,109,movement_M2_minus_M1_log_loss_improvement,-0.00014383660532,,,
draw,109,movement_M3_minus_M2_log_loss_improvement,-0.0017630355348,,,
draw,109,direction_M2_minus_M1_log_loss_improvement,2.405123648e-05,,,
draw,109,direction_M3_minus_M2_log_loss_improvement,-0.00684046727068,,,
draw,109,M3_minus_M1_top_one_cohort_relative_bps,16.4140791429,,,
draw,110,movement_M2_minus_M1_brier_improvement,-0.00122284464614,,,
draw,110,movement_M3_minus_M2_brier_improvement,-0.00139675889773,,,
draw,110,direction_M2_minus_M1_brier_improvement,0.00253620427248,,,
draw,110,direction_M3_minus_M2_brier_improvement,-0.000407472265931,,,
draw,110,movement_M2_minus_M1_log_loss_improvement,-0.00207168507255,,,
draw,110,movement_M3_minus_M2_log_loss_improvement,-0.00404958989048,,,
draw,110,direction_M2_minus_M1_log_loss_improvement,0.00477720207353,,,
draw,110,direction_M3_minus_M2_log_loss_improvement,-0.00124223989511,,,
draw,110,M3_minus_M1_top_one_cohort_relative_bps,19.3647131692,,,
draw,111,movement_M2_minus_M1_brier_improvement,-0.000454503619924,,,
draw,111,movement_M3_minus_M2_brier_improvement,-0.000702131695296,,,
draw,111,direction_M2_minus_M1_brier_improvement,-0.000431612784392,,,
draw,111,direction_M3_minus_M2_brier_improvement,0.00024674922494,,,
draw,111,movement_M2_minus_M1_log_loss_improvement,-0.000814943082235,,,
draw,111,movement_M3_minus_M2_log_loss_improvement,-0.00175763485755,,,
draw,111,direction_M2_minus_M1_log_loss_improvement,-0.00279720502696,,,
draw,111,direction_M3_minus_M2_log_loss_improvement,0.000804045290901,,,
draw,111,M3_minus_M1_top_one_cohort_relative_bps,33.1496977219,,,
draw,112,movement_M2_minus_M1_brier_improvement,-0.00129787046483,,,
draw,112,movement_M3_minus_M2_brier_improvement,-0.000610314659076,,,
draw,112,direction_M2_minus_M1_brier_improvement,-0.00142272128303,,,
draw,112,direction_M3_minus_M2_brier_improvement,-0.00646278078493,,,
draw,112,movement_M2_minus_M1_log_loss_improvement,-0.00257479813705,,,
draw,112,movement_M3_minus_M2_log_loss_improvement,-0.00227167495073,,,
draw,112,direction_M2_minus_M1_log_loss_improvement,-0.0057044918106,,,
draw,112,direction_M3_minus_M2_log_loss_improvement,-0.0140083372235,,,
draw,112,M3_minus_M1_top_one_cohort_relative_bps,23.1445566386,,,
draw,113,movement_M2_minus_M1_brier_improvement,-0.00132230233223,,,
draw,113,movement_M3_minus_M2_brier_improvement,-0.000734995443451,,,
draw,113,direction_M2_minus_M1_brier_improvement,0.00050722224419,,,
draw,113,direction_M3_minus_M2_brier_improvement,-0.000675853765724,,,
draw,113,movement_M2_minus_M1_log_loss_improvement,-0.0024744721213,,,
draw,113,movement_M3_minus_M2_log_loss_improvement,-0.00191554017057,,,
draw,113,direction_M2_minus_M1_log_loss_improvement,-0.000361719525946,,,
draw,113,direction_M3_minus_M2_log_loss_improvement,-0.001750643123,,,
draw,113,M3_minus_M1_top_one_cohort_relative_bps,11.9965288907,,,
draw,114,movement_M2_minus_M1_brier_improvement,-0.000628242427908,,,
draw,114,movement_M3_minus_M2_brier_improvement,-0.000735093306668,,,
draw,114,direction_M2_minus_M1_brier_improvement,-0.000550586409074,,,
draw,114,direction_M3_minus_M2_brier_improvement,-0.00298393031551,,,
draw,114,movement_M2_minus_M1_log_loss_improvement,-0.00125580566503,,,
draw,114,movement_M3_minus_M2_log_loss_improvement,-0.00214426099972,,,
draw,114,direction_M2_minus_M1_log_loss_improvement,-0.00252356195367,,,
draw,114,direction_M3_minus_M2_log_loss_improvement,-0.00665629919746,,,
draw,114,M3_minus_M1_top_one_cohort_relative_bps,8.79024638262,,,
draw,115,movement_M2_minus_M1_brier_improvement,-0.00112421924624,,,
draw,115,movement_M3_minus_M2_brier_improvement,-0.000956209667093,,,
draw,115,direction_M2_minus_M1_brier_improvement,-0.000746697816303,,,
draw,115,direction_M3_minus_M2_brier_improvement,-0.00376547781603,,,
draw,115,movement_M2_minus_M1_log_loss_improvement,-0.0026160353601,,,
draw,115,movement_M3_minus_M2_log_loss_improvement,-0.00294335078323,,,
draw,115,direction_M2_minus_M1_log_loss_improvement,-0.00289891654077,,,
draw,115,direction_M3_minus_M2_log_loss_improvement,-0.0088084189878,,,
draw,115,M3_minus_M1_top_one_cohort_relative_bps,7.89525465928,,,
draw,116,movement_M2_minus_M1_brier_improvement,-0.00148623620511,,,
draw,116,movement_M3_minus_M2_brier_improvement,-0.000431304997233,,,
draw,116,direction_M2_minus_M1_brier_improvement,-0.00116341667929,,,
draw,116,direction_M3_minus_M2_brier_improvement,-0.00337856677904,,,
draw,116,movement_M2_minus_M1_log_loss_improvement,-0.00287458454755,,,
draw,116,movement_M3_minus_M2_log_loss_improvement,-0.00129744922444,,,
draw,116,direction_M2_minus_M1_log_loss_improvement,-0.00555784891232,,,
draw,116,direction_M3_minus_M2_log_loss_improvement,-0.00757591202746,,,
draw,116,M3_minus_M1_top_one_cohort_relative_bps,10.971742546,,,
draw,117,movement_M2_minus_M1_brier_improvement,-0.00136154053714,,,
draw,117,movement_M3_minus_M2_brier_improvement,-0.000908562057061,,,
draw,117,direction_M2_minus_M1_brier_improvement,-0.00191587917448,,,
draw,117,direction_M3_minus_M2_brier_improvement,-0.00278166044608,,,
draw,117,movement_M2_minus_M1_log_loss_improvement,-0.00326444114623,,,
draw,117,movement_M3_minus_M2_log_loss_improvement,-0.00320760062676,,,
draw,117,direction_M2_minus_M1_log_loss_improvement,-0.00552044714828,,,
draw,117,direction_M3_minus_M2_log_loss_improvement,-0.00598156190138,,,
draw,117,M3_minus_M1_top_one_cohort_relative_bps,19.93446075,,,
draw,118,movement_M2_minus_M1_brier_improvement,-0.000956868730258,,,
draw,118,movement_M3_minus_M2_brier_improvement,-0.000660479976577,,,
draw,118,direction_M2_minus_M1_brier_improvement,0.000582779884853,,,
draw,118,direction_M3_minus_M2_brier_improvement,-0.00224596425614,,,
draw,118,movement_M2_minus_M1_log_loss_improvement,-0.000908821829409,,,
draw,118,movement_M3_minus_M2_log_loss_improvement,-0.00216642066199,,,
draw,118,direction_M2_minus_M1_log_loss_improvement,0.000866230138546,,,
draw,118,direction_M3_minus_M2_log_loss_improvement,-0.00509755470013,,,
draw,118,M3_minus_M1_top_one_cohort_relative_bps,21.5241684218,,,
draw,119,movement_M2_minus_M1_brier_improvement,-0.000536299309803,,,
draw,119,movement_M3_minus_M2_brier_improvement,-0.000720808423076,,,
draw,119,direction_M2_minus_M1_brier_improvement,-0.0029621856191,,,
draw,119,direction_M3_minus_M2_brier_improvement,-0.0020228716413,,,
draw,119,movement_M2_minus_M1_log_loss_improvement,5.57659779221e-06,,,
draw,119,movement_M3_minus_M2_log_loss_improvement,-0.00215169509118,,,
