scope,group,unique_primitive_roots,top_one_coverage,top_five_coverage,top_ten_coverage,top_twenty_coverage,top_thirty_two_coverage,top_sixty_four_coverage,herfindahl_concentration,entropy_nats,research_only,execution_enabled,order_placement,broker_connected,economic_outcomes_used,payoff_selection_used,production_runtime_modified,strategy_promotion,run_id,git_sha,contract_hash,data_snapshot_hash,dictionary_version,dictionary_hash,state_model_version,decision_id,symbol,session,decision_timestamp,event_timestamp,semantic_loop_id,primitive_loop_id,source_artifact,source_hash
month,2024-06,253,0.107817095152,0.352385921639,0.505502324258,0.703348828384,0.803434209278,0.907551465705,0.037934248027,3.95997169286,True,False,disabled,False,False,False,False,False,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,not_applicable,not_applicable,not_applicable,,,,,unregistered_event_ledger.parquet,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
month,2024-07,254,0.127984521653,0.356742960645,0.491684505187,0.675242878314,0.784826280257,0.895562325045,0.0386746638116,4.00685606584,True,False,disabled,False,False,False,False,False,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,not_applicable,not_applicable,not_applicable,,,,,unregistered_event_ledger.parquet,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
month,2024-08,239,0.125307317073,0.35672195122,0.513014634146,0.70887804878,0.811551219512,0.915395121951,0.0402914562284,3.90517519371,True,False,disabled,False,False,False,False,False,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,not_applicable,not_applicable,not_applicable,,,,,unregistered_event_ledger.parquet,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
month,2024-09,234,0.128581086791,0.343488548973,0.51719766754,0.716090594101,0.810022817544,0.906997380208,0.0400842161787,3.91186690752,True,False,disabled,False,False,False,False,False,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,not_applicable,not_applicable,not_applicable,,,,,unregistered_event_ledger.parquet,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
month,2024-10,244,0.0942998168936,0.387469150545,0.54601544463,0.702969508797,0.802961547647,0.900485630125,0.0409458414864,3.9138645987,True,False,disabled,False,False,False,False,False,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,not_applicable,not_applicable,not_applicable,,,,,unregistered_event_ledger.parquet,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
month,2024-11,208,0.191735847287,0.547160076919,0.649641198818,0.773087566249,0.849960133202,0.931804324375,0.0872234002966,3.41084464794,True,False,disabled,False,False,False,False,False,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,not_applicable,not_applicable,not_applicable,,,,,unregistered_event_ledger.parquet,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
month,2024-12,269,0.163557185423,0.45152418061,0.583314233326,0.721292688517,0.812010084804,0.905936282375,0.058197547995,3.75659475649,True,False,disabled,False,False,False,False,False,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,not_applicable,not_applicable,not_applicable,,,,,unregistered_event_ledger.parquet,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
clock_phase,late,424,0.137843171063,0.332624480334,0.499837155392,0.709619326781,0.810908672912,0.901086269326,0.0400890681784,3.98833347652,True,False,disabled,False,False,False,False,False,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,not_applicable,not_applicable,not_applicable,,,,,unregistered_event_ledger.parquet,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
clock_phase,middle,594,0.113217381025,0.342601995583,0.507680900108,0.694343698116,0.793913309799,0.895202325494,0.0372211141794,4.0479925688,True,False,disabled,False,False,False,False,False,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,not_applicable,not_applicable,not_applicable,,,,,unregistered_event_ledger.parquet,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
clock_phase,opening,205,0.173053747891,0.497439141962,0.638436972765,0.790702578935,0.875241021933,0.945438659918,0.0640473361935,3.50672408752,True,False,disabled,False,False,False,False,False,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,not_applicable,not_applicable,not_applicable,,,,,unregistered_event_ledger.parquet,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
state,0,234,0.223833636498,0.636743522934,0.738557593039,0.838601838651,0.907035052357,0.965832554938,0.099432474839,3.10197752963,True,False,disabled,False,False,False,False,False,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,not_applicable,not_applicable,not_applicable,,,,,unregistered_event_ledger.parquet,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
state,1,302,0.284678466263,0.542886996169,0.720324225058,0.871956432258,0.918722097331,0.962321502074,0.107664190726,3.12402805239,True,False,disabled,False,False,False,False,False,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,not_applicable,not_applicable,not_applicable,,,,,unregistered_event_ledger.parquet,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
state,2,334,0.117507710186,0.408215259465,0.57645376123,0.707951548742,0.799043489921,0.906181558128,0.0443589469958,3.88996960329,True,False,disabled,False,False,False,False,False,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,not_applicable,not_applicable,not_applicable,,,,,unregistered_event_ledger.parquet,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
state,3,353,0.258809013026,0.549657174105,0.728038811537,0.860878587754,0.906995330838,0.956182784391,0.0979146898399,3.19457932831,True,False,disabled,False,False,False,False,False,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,not_applicable,not_applicable,not_applicable,,,,,unregistered_event_ledger.parquet,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
state,4,318,0.183188963747,0.434584536413,0.611570954978,0.765779061063,0.856250668378,0.936413217838,0.0622563155325,3.62097410042,True,False,disabled,False,False,False,False,False,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,not_applicable,not_applicable,not_applicable,,,,,unregistered_event_ledger.parquet,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
state,5,250,0.396626066157,0.821892802065,0.877978157555,0.918578667422,0.944890315677,0.972303528153,0.228698137654,2.24984786737,True,False,disabled,False,False,False,False,False,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,not_applicable,not_applicable,not_applicable,,,,,unregistered_event_ledger.parquet,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
state,6,304,0.260969720518,0.568843495879,0.66925702867,0.774943798396,0.842829785463,0.924259665288,0.111091272008,3.33309077401,True,False,disabled,False,False,False,False,False,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,not_applicable,not_applicable,not_applicable,,,,,unregistered_event_ledger.parquet,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
state,7,111,0.843620309051,0.96238410596,0.976070640177,0.983752759382,0.989050772627,0.995849889625,0.716086916266,0.815951693637,True,False,disabled,False,False,False,False,False,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,not_applicable,not_applicable,not_applicable,,,,,unregistered_event_ledger.parquet,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
stock_deletion,remove_top_1,636,0.113128968654,0.355533216376,0.5175474686,0.70116517365,0.799420906367,0.899209762308,0.0386872301901,4.01262678376,True,False,disabled,False,False,False,False,False,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,not_applicable,not_applicable,not_applicable,,,,,unregistered_event_ledger.parquet,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
stock_deletion,remove_top_5,590,0.113504258322,0.351210389713,0.514704285954,0.698596678213,0.794061047458,0.895520620541,0.037788005274,4.03324201319,True,False,disabled,False,False,False,False,False,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,not_applicable,not_applicable,not_applicable,,,,,unregistered_event_ledger.parquet,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
