semantic_loop_id,primitive_loop_id,canonical_primitive_core,closed_path,transition_length,allowed_orientations,reverse_path_id,motif_type,development_count,stock_breadth,session_breadth,month_breadth,quarter_breadth,clock_breadth,top_stock_share,top_month_share,complete_semantic_identity,source_gap_free,primary_length_eligible,sensitivity_length_eligible,selection_period,support_pass,observed_count,semi_markov_null_mean,semi_markov_null_lower,semi_markov_null_upper,semi_markov_rate_ratio,excess_count,semi_markov_p,semi_markov_q,clock_null_mean,clock_null_lower,clock_null_upper,clock_null_rate_ratio,clock_null_p,clock_null_q,eligible_decisions,observed_rate,positive_excess_quarters,leave_one_stock_out_minimum_rate_ratio,leave_one_stock_out_deletions,leave_one_stock_out_method,structurally_qualified,clock_null_status,structural_rejection_reason,candidate_event_prevalence,b0_log_loss,b1_log_loss,b2_log_loss,b3_log_loss,b4_log_loss,b5_log_loss,strongest_retained_baseline,candidate_aware_model,baseline_log_loss,candidate_aware_log_loss,oof_log_loss_increment,relative_log_loss_improvement,brier_improvement,conditional_information_gain,calibration_error,quarter_consistency,stock_deletion_consistency,scored_fold_count,scored_decisions,information_qualified,marginal_coverage,selection_rank,discovery_rank,selection_reason,selected,rejection_reason,dictionary_version,structural_rate,information_increment,stocks,sessions,months,quarters,complexity,legacy_cycle_ids,dictionary_hash,run_id,git_sha,contract_hash,data_snapshot_hash,state_model_version,research_only,execution_enabled,order_placement,broker_connected,economic_outcomes_used,payoff_selection_used,production_runtime_modified,strategy_promotion,decision_id,symbol,session,decision_timestamp,event_timestamp,source_artifact,source_hash
loop_p_5-6-5,loop_p_5-6-5,"[5, 6]","[5, 6, 5]",2,"[[5, 6, 5], [6, 5, 6]]",loop_p_5-6-5,primitive,22757,22,972,12,4,3,0.112009491585,0.179637034759,True,True,True,False,development,True,22757,11594.4455,10741.975,12491.125,1.96270866474,11162.5545,0.000499750124938,0.00230440335388,12227.468,11290.95,13178.025,1.86110235159,0.00199600798403,0.00720298533368,398304,0.0571347513457,4,1.83188343788,22,session_resolved_semi_markov_draw_subtraction_without_rate_scaling,True,GLOBALLY_RECURRENT,,0.0591365083917,0.226269217318,0.144012704558,0.124015820867,0.137067447513,0.15683707787,0.143787968513,B5,C5,0.143787968513,0.123760592664,0.0200273758489,0.139284086534,0.00708564731415,0.0288933958192,0.00616471947111,1,1,10,334734,True,0.0632451601069,1,1,passed_support_null_information_and_forward_selection,True,,semantic_loop_dictionary_first_event_v2,0.0571347513457,0.0200273758489,22,972,12,4,2,[],9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,causal_semimarkov_posterior_export_v2_tail78,True,False,disabled,False,False,False,False,False,not_applicable,not_applicable,not_applicable,,,development-only forward selection,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
loop_p_4-6-4,loop_p_4-6-4,"[4, 6]","[4, 6, 4]",2,"[[4, 6, 4], [6, 4, 6]]",loop_p_4-6-4,primitive,19633,22,1485,12,4,3,0.152803952529,0.15224367137,True,True,True,False,development,True,19633,10334.6655,9592.95,11032.05,1.89967930364,9298.3345,0.000499750124938,0.00230440335388,12189.572,11376.8,12874.7,1.61061394879,0.00199600798403,0.00720298533368,398304,0.0492914959428,4,1.69000647208,22,session_resolved_semi_markov_draw_subtraction_without_rate_scaling,True,GLOBALLY_RECURRENT,,0.0453613914332,0.185869558817,0.137160556047,0.116815566838,0.133152889182,0.147742230039,0.136977129291,B5,C5,0.136977129291,0.120675856234,0.0163012730566,0.119007261585,0.00486796007064,0.0235177657989,0.0074151993559,1,1,10,334734,True,0.0545630895276,2,2,passed_support_null_information_and_forward_selection,True,,semantic_loop_dictionary_first_event_v2,0.0492914959428,0.0163012730566,22,1485,12,4,2,"['loop_p_4-6-4', 'loop_r2_4-6-4']",9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,causal_semimarkov_posterior_export_v2_tail78,True,False,disabled,False,False,False,False,False,not_applicable,not_applicable,not_applicable,,,development-only forward selection,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
