log_loss,brier_score,auc,average_precision,expected_calibration_error,calibration_intercept,calibration_slope,base_rate,mean_probability_realised_class,rows,positive_outcomes,model,sessions,stocks,top_decile_probability_boundary,top_decile_precision,top_decile_lift,top_decile_rows,top_quintile_probability_boundary,top_quintile_precision,top_quintile_lift,top_quintile_rows
0.165772727188867,0.0408596992533616,0.753345586060517,0.135933164666417,0.0122208003919121,0.0775023564978834,1.1390953441769,0.0446651484480432,0.907906919382074,25518,1139,H0,160,20,0.1281350683355,0.157199076044852,3.51950192727365,2007,0.0918853407231872,0.126570209242132,2.83375772028083,4266
0.142654933364779,0.0373917784221029,0.862588725315064,0.251224094924271,0.0119306240896775,0.207893708573962,1.22873021633485,0.0446651484480432,0.915167976879033,25518,1139,H1,160,20,0.172426954773482,0.259193793391438,5.803043365969,1974,0.0938956270617402,0.176263638147427,3.94633498985156,4400
