model,multiclass_log_loss,multiclass_brier,top_one_accuracy,top_two_accuracy,top_three_accuracy,mean_reciprocal_rank,mean_probability_realised_class,macro_ovr_auc,expected_calibration_error,prediction_entropy,effective_candidate_count,rows,sessions,stocks,class_support,predicted_class_distribution,mean_predicted_probability_distribution,trajectory_comparison_available
T0,0.6729084522696388,0.4027182700164027,0.7036829068424777,0.95085111930569532,1,0.84364997330552138,0.59347014809451781,0.73621345598289756,0.012247146330384456,0.68895427129267539,1.9916317374081878,6261,157,20,"{""NO_REGISTERED_COMPLETION"": 4308, ""REGISTERED_COMPLETION"": 312, ""UNREGISTERED_LOOP"": 1641}","{""NO_REGISTERED_COMPLETION"": 0.8545982791373338, ""REGISTERED_COMPLETION"": 0.0012738853503184715, ""UNREGISTERED_LOOP"": 0.14412783551234776}","{""NO_REGISTERED_COMPLETION"": 0.6718388753510417, ""REGISTERED_COMPLETION"": 0.05407371219235487, ""UNREGISTERED_LOOP"": 0.27408741245660356}",False
