model,multiclass_log_loss,multiclass_brier,top_one_accuracy,top_two_accuracy,top_three_accuracy,mean_reciprocal_rank,mean_probability_realised_class,macro_ovr_auc,expected_calibration_error,prediction_entropy,effective_candidate_count,rows,sessions,stocks,class_support,predicted_class_distribution,mean_predicted_probability_distribution,year_month,trajectory_comparison_available
T0,0.69524862485745842,0.41921115246305918,0.67749999999999999,0.94750000000000001,1,0.83000000000000007,0.59560744639709728,0.7333578737061538,0.048354060101235642,0.6569693480694736,1.9289375286990043,800,20,20,"{""NO_REGISTERED_COMPLETION"": 540, ""REGISTERED_COMPLETION"": 42, ""UNREGISTERED_LOOP"": 218}","{""NO_REGISTERED_COMPLETION"": 0.8687499999999998, ""REGISTERED_COMPLETION"": 0.0, ""UNREGISTERED_LOOP"": 0.13125}","{""NO_REGISTERED_COMPLETION"": 0.6919011990134598, ""REGISTERED_COMPLETION"": 0.04758075301110792, ""UNREGISTERED_LOOP"": 0.2605180479754322}",2025-01,False
T0,0.68676196576427173,0.41266833866950886,0.68421052631578938,0.94605263157894726,1,0.8331140350877192,0.59918828473409225,0.73720284982536954,0.050632711961723816,0.6584767608439307,1.9318474264283878,760,19,20,"{""NO_REGISTERED_COMPLETION"": 519, ""REGISTERED_COMPLETION"": 42, ""UNREGISTERED_LOOP"": 199}","{""NO_REGISTERED_COMPLETION"": 0.8710526315789472, ""REGISTERED_COMPLETION"": 0.0013157894736842105, ""UNREGISTERED_LOOP"": 0.1276315789473684}","{""NO_REGISTERED_COMPLETION"": 0.6977550503220772, ""REGISTERED_COMPLETION"": 0.04866101714741326, ""UNREGISTERED_LOOP"": 0.2535839325305096}",2025-02,False
T0,0.68053626281188551,0.41148479081125122,0.70300751879699241,0.9486842105263158,1,0.84295112781954884,0.58475719750915967,0.73388418593611915,0.020645719277824527,0.70058250236077324,2.0149260648851461,838,21,20,"{""NO_REGISTERED_COMPLETION"": 580, ""REGISTERED_COMPLETION"": 45, ""UNREGISTERED_LOOP"": 213}","{""NO_REGISTERED_COMPLETION"": 0.8975563909774436, ""REGISTERED_COMPLETION"": 0.0, ""UNREGISTERED_LOOP"": 0.1024436090225564}","{""NO_REGISTERED_COMPLETION"": 0.6767274666878513, ""REGISTERED_COMPLETION"": 0.05330579285430058, ""UNREGISTERED_LOOP"": 0.2699667404578481}",2025-03,False
T0,0.62795096522913396,0.3768456893718336,0.71462719298245614,0.97326754385964909,1,0.8528581871345029,0.61405298011577492,0.73836364798115761,0.02735274880095313,0.66640669648636286,1.9472277540974463,788,20,20,"{""NO_REGISTERED_COMPLETION"": 540, ""REGISTERED_COMPLETION"": 23, ""UNREGISTERED_LOOP"": 225}","{""NO_REGISTERED_COMPLETION"": 0.8636403508771929, ""REGISTERED_COMPLETION"": 0.0025, ""UNREGISTERED_LOOP"": 0.133859649122807}","{""NO_REGISTERED_COMPLETION"": 0.6927425338863575, ""REGISTERED_COMPLETION"": 0.04863002336752197, ""UNREGISTERED_LOOP"": 0.25862744274612065}",2025-04,False
T0,0.64321691567304851,0.3781379730226444,0.73263888888888884,0.94236111111111109,1,0.85671296296296295,0.60596736930172523,0.76120489201840036,0.029779620969590682,0.68845217429716854,1.9906319961012353,796,20,20,"{""NO_REGISTERED_COMPLETION"": 560, ""REGISTERED_COMPLETION"": 42, ""UNREGISTERED_LOOP"": 194}","{""NO_REGISTERED_COMPLETION"": 0.8479166666666664, ""REGISTERED_COMPLETION"": 0.00125, ""UNREGISTERED_LOOP"": 0.15083333333333335}","{""NO_REGISTERED_COMPLETION"": 0.668740181427785, ""REGISTERED_COMPLETION"": 0.05293677945564166, ""UNREGISTERED_LOOP"": 0.2783230391165734}",2025-05,False
T0,0.64763477830078886,0.3770024868998606,0.74124999999999996,0.9524999999999999,1,0.86270833333333352,0.60361642496038326,0.70672736779310519,0.040756331425284904,0.69920629588955507,2.0121550177994414,800,20,20,"{""NO_REGISTERED_COMPLETION"": 591, ""REGISTERED_COMPLETION"": 36, ""UNREGISTERED_LOOP"": 173}","{""NO_REGISTERED_COMPLETION"": 0.85, ""REGISTERED_COMPLETION"": 0.00125, ""UNREGISTERED_LOOP"": 0.14875}","{""NO_REGISTERED_COMPLETION"": 0.6657258307598403, ""REGISTERED_COMPLETION"": 0.06021213586709091, ""UNREGISTERED_LOOP"": 0.27406203337306884}",2025-06,False
T0,0.66438643609108561,0.39876131428157824,0.6997493734335839,0.94874686716791989,1,0.84133249791144527,0.58304922848038965,0.77553367623242275,0.044978106052346187,0.7255028521885164,2.0657696156068504,839,21,20,"{""NO_REGISTERED_COMPLETION"": 563, ""REGISTERED_COMPLETION"": 46, ""UNREGISTERED_LOOP"": 230}","{""NO_REGISTERED_COMPLETION"": 0.8103383458646617, ""REGISTERED_COMPLETION"": 0.0011904761904761906, ""UNREGISTERED_LOOP"": 0.18847117794486215}","{""NO_REGISTERED_COMPLETION"": 0.6351635041994366, ""REGISTERED_COMPLETION"": 0.0633369189477597, ""UNREGISTERED_LOOP"": 0.30149957685280376}",2025-07,False
T0,0.75460920616507121,0.45918473223482381,0.66875000000000007,0.94687500000000002,1,0.82552083333333337,0.55508852997571256,0.68155033137447896,0.045793299356098591,0.71789246228306769,2.0501079745655777,640,16,20,"{""NO_REGISTERED_COMPLETION"": 415, ""REGISTERED_COMPLETION"": 36, ""UNREGISTERED_LOOP"": 189}","{""NO_REGISTERED_COMPLETION"": 0.821875, ""REGISTERED_COMPLETION"": 0.0031250000000000006, ""UNREGISTERED_LOOP"": 0.17500000000000004}","{""NO_REGISTERED_COMPLETION"": 0.6430907614757603, ""REGISTERED_COMPLETION"": 0.05802016915802171, ""UNREGISTERED_LOOP"": 0.29888906936621823}",2025-08,False
