signature_id,direction,stage,condition_count,rows,sessions,stocks,mean_directional_net_bps,directional_lift,raw_p_value,fdr_q_value,discovery_score,discovery_supported_effect,discovery_eligible,rejection_reasons_json,conditions_json
long__return_12_cross_sectional_rank_bin__top_20__top_second_margin_bin__high__e07a956e24,LONG,pairwise,2,121,87,20,12.2805955443,0.00507444776826,0.346797276721,0.999955450325,-0.335275082653,False,False,"[""chronology_not_consistent"",""fdr_not_passed""]","[{""family"":""cross_sectional"",""feature"":""return_12_cross_sectional_rank_bin"",""operator"":""=="",""value"":""top_20""},{""family"":""loop"",""feature"":""top_second_margin_bin"",""operator"":""=="",""value"":""high""}]"
long__return_12_cross_sectional_rank_bin__top_20__universe_breadth_bin__strong__fb5594ed9c,LONG,pairwise,2,819,164,20,12.3179014207,0.0398679371072,0.412781987546,0.999955450325,0.683644512211,True,False,"[""fdr_not_passed""]","[{""family"":""cross_sectional"",""feature"":""return_12_cross_sectional_rank_bin"",""operator"":""=="",""value"":""top_20""},{""family"":""cross_sectional_environment"",""feature"":""universe_breadth_bin"",""operator"":""=="",""value"":""strong""}]"
long__return_1_bin__above_plus_one_scale__d4f40fea3c,LONG,univariate,1,473,173,20,-9.53937554828,0.0344805596268,0.785987066141,0.999955450325,-0.15,False,False,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_payoff""]","[{""family"":""price_displacement"",""feature"":""return_1_bin"",""operator"":""=="",""value"":""above_plus_one_scale""}]"
long__return_1_bin__above_plus_one_scale__session_return_bin__zero_to_plus_one__268967cd8a,LONG,pairwise,2,30,23,17,-52.4319968425,0.0587934560327,1,1,-0.338752556237,False,False,"[""chronology_not_consistent"",""fdr_not_passed"",""insufficient_rows"",""insufficient_sessions"",""non_positive_discovery_payoff""]","[{""family"":""price_displacement"",""feature"":""return_1_bin"",""operator"":""=="",""value"":""above_plus_one_scale""},{""family"":""price_location"",""feature"":""session_return_bin"",""operator"":""=="",""value"":""zero_to_plus_one""}]"
long__return_1_bin__above_plus_one_scale__state_motif_2__1gt4__f50d5326dd,LONG,pairwise,2,35,27,16,-41.2231095099,-0.0126351153959,1,1,-0.472541303326,False,False,"[""chronology_not_consistent"",""fdr_not_passed"",""insufficient_rows"",""insufficient_sessions"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]","[{""family"":""price_displacement"",""feature"":""return_1_bin"",""operator"":""=="",""value"":""above_plus_one_scale""},{""family"":""state_history"",""feature"":""state_motif_2"",""operator"":""=="",""value"":""1>4""}]"
long__return_1_bin__above_plus_one_scale__state_motif_3__1gt2gt3__9d14f98e00,LONG,pairwise,2,2,2,2,-12.867569524,-0.441206543967,1,1,-2.20217121258,False,False,"[""chronology_not_consistent"",""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_months"",""insufficient_rows"",""insufficient_sessions"",""insufficient_stocks"",""non_positive_discovery_lift"",""non_positive_discovery_payoff"",""stock_concentration""]","[{""family"":""price_displacement"",""feature"":""return_1_bin"",""operator"":""=="",""value"":""above_plus_one_scale""},{""family"":""state_history"",""feature"":""state_motif_3"",""operator"":""=="",""value"":""1>2>3""}]"
long__return_1_bin__above_plus_one_scale__state_motif_3__3gt1gt3__b9f19f0d4e,LONG,pairwise,2,7,6,6,-32.0900607589,-0.155492258253,1,1,-0.779932051086,False,False,"[""chronology_not_consistent"",""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_rows"",""insufficient_sessions"",""insufficient_stocks"",""non_positive_discovery_lift"",""non_positive_discovery_payoff"",""stock_concentration""]","[{""family"":""price_displacement"",""feature"":""return_1_bin"",""operator"":""=="",""value"":""above_plus_one_scale""},{""family"":""state_history"",""feature"":""state_motif_3"",""operator"":""=="",""value"":""3>1>3""}]"
long__return_1_bin__above_plus_one_scale__state_motif_3__4gt6gt3__118373acdd,LONG,pairwise,2,2,2,2,29.8383932206,0.0587934560327,1,1,-1.77618395684,False,False,"[""chronology_not_consistent"",""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_months"",""insufficient_rows"",""insufficient_sessions"",""insufficient_stocks"",""stock_concentration""]","[{""family"":""price_displacement"",""feature"":""return_1_bin"",""operator"":""=="",""value"":""above_plus_one_scale""},{""family"":""state_history"",""feature"":""state_motif_3"",""operator"":""=="",""value"":""4>6>3""}]"
long__return_1_bin__above_plus_one_scale__state_motif_4__4gt6gt4gt6__8eb1e88982,LONG,pairwise,2,1,1,1,-122.434139737,-0.441206543967,1,1,-2.98875255624,False,False,"[""chronology_not_consistent"",""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_months"",""insufficient_rows"",""insufficient_sessions"",""insufficient_stocks"",""non_positive_discovery_lift"",""non_positive_discovery_payoff"",""stock_concentration""]","[{""family"":""price_displacement"",""feature"":""return_1_bin"",""operator"":""=="",""value"":""above_plus_one_scale""},{""family"":""state_history"",""feature"":""state_motif_4"",""operator"":""=="",""value"":""4>6>4>6""}]"
long__return_1_bin__above_plus_one_scale__state_motif_4__6gt4gt6gt4__6d00b0e857,LONG,pairwise,2,5,5,4,137.66599606,0.158793456033,1,1,-1.02438545107,False,False,"[""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_rows"",""insufficient_sessions"",""insufficient_stocks"",""stock_concentration""]","[{""family"":""price_displacement"",""feature"":""return_1_bin"",""operator"":""=="",""value"":""above_plus_one_scale""},{""family"":""state_history"",""feature"":""state_motif_4"",""operator"":""=="",""value"":""6>4>6>4""}]"
long__return_1_bin__above_plus_one_scale__state_motif_4__6gt5gt6gt5__849be17865,LONG,pairwise,2,7,7,6,-40.5278090444,0.130222027461,1,1,-0.3,False,False,"[""chronology_not_consistent"",""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_rows"",""insufficient_sessions"",""insufficient_stocks"",""non_positive_discovery_payoff"",""stock_concentration""]","[{""family"":""price_displacement"",""feature"":""return_1_bin"",""operator"":""=="",""value"":""above_plus_one_scale""},{""family"":""state_history"",""feature"":""state_motif_4"",""operator"":""=="",""value"":""6>5>6>5""}]"
long__return_1_bin__above_plus_one_scale__typical_price_distance_bin__below_minus_one_scale__fb5e48143a,LONG,pairwise,2,69,41,19,18.0911880597,0.00806881835156,1,1,-0.3,False,False,"[""fdr_not_passed"",""insufficient_rows""]","[{""family"":""price_displacement"",""feature"":""return_1_bin"",""operator"":""=="",""value"":""above_plus_one_scale""},{""family"":""price_location"",""feature"":""typical_price_distance_bin"",""operator"":""=="",""value"":""below_minus_one_scale""}]"
long__return_1_bin__below_minus_one_scale__3f3a2c5aed,LONG,univariate,1,532,194,20,-4.44188126964,0.0343573658072,0.546461949913,0.999955450325,-0.15,False,False,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_payoff""]","[{""family"":""price_displacement"",""feature"":""return_1_bin"",""operator"":""=="",""value"":""below_minus_one_scale""}]"
long__return_1_bin__below_minus_one_scale__rolling_high_low_location_bin__middle__0268370ef0,LONG,pairwise,2,147,88,20,25.7289682383,0.0826029798422,0.198962075995,0.999955450325,0.668329643028,False,False,"[""chronology_not_consistent"",""fdr_not_passed""]","[{""family"":""price_displacement"",""feature"":""return_1_bin"",""operator"":""=="",""value"":""below_minus_one_scale""},{""family"":""price_location"",""feature"":""rolling_high_low_location_bin"",""operator"":""=="",""value"":""middle""}]"
long__return_1_bin__below_minus_one_scale__scheduled_bars_remaining_bin__41__69be96404c,LONG,pairwise,2,377,167,20,-16.8172696941,0.00972183799558,0.922492293696,0.999955450325,-0.3,False,False,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_payoff""]","[{""family"":""price_displacement"",""feature"":""return_1_bin"",""operator"":""=="",""value"":""below_minus_one_scale""},{""family"":""clock"",""feature"":""scheduled_bars_remaining_bin"",""operator"":""=="",""value"":""41""}]"
long__return_1_bin__below_minus_one_scale__top_parent_loop__cycle_11__cdd1914538,LONG,pairwise,2,2,2,2,31.8413671751,0.0587934560327,1,1,-1.39687287842,False,False,"[""chronology_not_consistent"",""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_months"",""insufficient_rows"",""insufficient_sessions"",""insufficient_stocks"",""stock_concentration""]","[{""family"":""price_displacement"",""feature"":""return_1_bin"",""operator"":""=="",""value"":""below_minus_one_scale""},{""family"":""loop"",""feature"":""top_parent_loop"",""operator"":""=="",""value"":""cycle_11""}]"
long__return_1_bin__below_minus_one_scale__wick_asymmetry_bin__lower_dominant__7885394e26,LONG,pairwise,2,68,58,20,-24.7429136409,-0.014735955732,1,1,-0.3,False,False,"[""chronology_not_consistent"",""fdr_not_passed"",""insufficient_rows"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]","[{""family"":""price_displacement"",""feature"":""return_1_bin"",""operator"":""=="",""value"":""below_minus_one_scale""},{""family"":""bar_shape"",""feature"":""wick_asymmetry_bin"",""operator"":""=="",""value"":""lower_dominant""}]"
long__return_1_bin__below_minus_one_scale__wick_asymmetry_bin__upper_dominant__8bc81a357b,LONG,pairwise,2,43,39,15,-38.8977062531,0.0239097351025,1,1,-0.350380463214,False,False,"[""chronology_not_consistent"",""fdr_not_passed"",""insufficient_rows"",""non_positive_discovery_payoff""]","[{""family"":""price_displacement"",""feature"":""return_1_bin"",""operator"":""=="",""value"":""below_minus_one_scale""},{""family"":""bar_shape"",""feature"":""wick_asymmetry_bin"",""operator"":""=="",""value"":""upper_dominant""}]"
long__return_1_bin__minus_one_to_zero__56d456d990,LONG,univariate,1,4302,251,20,-6.77146323603,0.00114585026796,0.705480545097,0.999955450325,-0.15,False,False,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_payoff""]","[{""family"":""price_displacement"",""feature"":""return_1_bin"",""operator"":""=="",""value"":""minus_one_to_zero""}]"
long__return_1_bin__minus_one_to_zero__rolling_high_low_location_bin__high__scheduled_bars_remaining_bin__65__41afcd3cce,LONG,three_condition,3,489,168,20,13.7829979965,0.0250511247444,0.417340976929,0.999955450325,-0.172255157112,True,False,"[""fdr_not_passed""]","[{""family"":""price_displacement"",""feature"":""return_1_bin"",""operator"":""=="",""value"":""minus_one_to_zero""},{""family"":""price_location"",""feature"":""rolling_high_low_location_bin"",""operator"":""=="",""value"":""high""},{""family"":""clock"",""feature"":""scheduled_bars_remaining_bin"",""operator"":""=="",""value"":""65""}]"
long__return_1_bin__minus_one_to_zero__rolling_high_low_location_bin__middle__10a24e816b,LONG,pairwise,2,1298,246,20,0.473327610788,0.0117980785289,0.697090220899,0.999955450325,-0.289656199438,True,False,"[""fdr_not_passed""]","[{""family"":""price_displacement"",""feature"":""return_1_bin"",""operator"":""=="",""value"":""minus_one_to_zero""},{""family"":""price_location"",""feature"":""rolling_high_low_location_bin"",""operator"":""=="",""value"":""middle""}]"
long__return_1_bin__minus_one_to_zero__scheduled_bars_remaining_bin__65__1b3a37ad6e,LONG,pairwise,2,2213,249,20,-4.75068531867,-0.00469502114758,0.395108105344,0.999955450325,-0.310962226368,False,False,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]","[{""family"":""price_displacement"",""feature"":""return_1_bin"",""operator"":""=="",""value"":""minus_one_to_zero""},{""family"":""clock"",""feature"":""scheduled_bars_remaining_bin"",""operator"":""=="",""value"":""65""}]"
long__return_1_bin__minus_one_to_zero__session_return_bin__above_plus_one_scale__482637dec1,LONG,pairwise,2,1441,236,20,-2.17567135566,0.0209724983644,0.955172780921,0.999955450325,-0.3,False,False,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_payoff""]","[{""family"":""price_displacement"",""feature"":""return_1_bin"",""operator"":""=="",""value"":""minus_one_to_zero""},{""family"":""price_location"",""feature"":""session_return_bin"",""operator"":""=="",""value"":""above_plus_one_scale""}]"
long__return_1_bin__minus_one_to_zero__session_return_bin__above_plus_one_scale__top_parent_loop__cycle_07__545e42071b,LONG,three_condition,3,29,24,16,-55.8944462567,-0.0963789577604,1,1,-0.781085678857,False,False,"[""chronology_not_consistent"",""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_rows"",""insufficient_sessions"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]","[{""family"":""price_displacement"",""feature"":""return_1_bin"",""operator"":""=="",""value"":""minus_one_to_zero""},{""family"":""price_location"",""feature"":""session_return_bin"",""operator"":""=="",""value"":""above_plus_one_scale""},{""family"":""loop"",""feature"":""top_parent_loop"",""operator"":""=="",""value"":""cycle_07""}]"
long__return_1_bin__minus_one_to_zero__session_return_bin__below_minus_one_scale__state_motif_2__4gt6__6dca97ee4a,LONG,three_condition,3,185,100,19,-39.6664203072,-0.0682335709943,0.654986194278,0.999955450325,-0.550914718399,False,False,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]","[{""family"":""price_displacement"",""feature"":""return_1_bin"",""operator"":""=="",""value"":""minus_one_to_zero""},{""family"":""price_location"",""feature"":""session_return_bin"",""operator"":""=="",""value"":""below_minus_one_scale""},{""family"":""state_history"",""feature"":""state_motif_2"",""operator"":""=="",""value"":""4>6""}]"
long__return_1_bin__minus_one_to_zero__state_motif_2__2gt0__c9ac721db4,LONG,pairwise,2,50,42,14,-11.8229312137,-0.0212065439673,1,1,-0.3,False,False,"[""chronology_not_consistent"",""fdr_not_passed"",""insufficient_rows"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]","[{""family"":""price_displacement"",""feature"":""return_1_bin"",""operator"":""=="",""value"":""minus_one_to_zero""},{""family"":""state_history"",""feature"":""state_motif_2"",""operator"":""=="",""value"":""2>0""}]"
long__return_1_bin__minus_one_to_zero__state_motif_3__0gt1gt0__350f12ce20,LONG,pairwise,2,42,36,12,3.81026929399,-0.0364446392054,1,1,-0.28844674819,False,False,"[""fdr_not_passed"",""insufficient_rows"",""non_positive_discovery_lift"",""stock_concentration""]","[{""family"":""price_displacement"",""feature"":""return_1_bin"",""operator"":""=="",""value"":""minus_one_to_zero""},{""family"":""state_history"",""feature"":""state_motif_3"",""operator"":""=="",""value"":""0>1>0""}]"
long__return_1_bin__minus_one_to_zero__state_motif_3__4gt2gt4__3734e0030e,LONG,pairwise,2,79,58,20,56.5729256971,0.141071937045,1,1,2.40633649356,False,False,"[""fdr_not_passed"",""insufficient_rows""]","[{""family"":""price_displacement"",""feature"":""return_1_bin"",""operator"":""=="",""value"":""minus_one_to_zero""},{""family"":""state_history"",""feature"":""state_motif_3"",""operator"":""=="",""value"":""4>2>4""}]"
long__return_1_bin__minus_one_to_zero__typical_price_distance_bin__below_minus_one_scale__9cb724559d,LONG,pairwise,2,1461,235,20,-15.2674747028,-0.0175241346586,0.621124485986,0.999955450325,-0.305556115443,False,False,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]","[{""family"":""price_displacement"",""feature"":""return_1_bin"",""operator"":""=="",""value"":""minus_one_to_zero""},{""family"":""price_location"",""feature"":""typical_price_distance_bin"",""operator"":""=="",""value"":""below_minus_one_scale""}]"
long__return_1_bin__zero_to_plus_one__a6e2b96012,LONG,univariate,1,4473,252,20,-11.420547039,-0.00883453413048,0.97931399135,0.999955450325,-0.160918887558,False,False,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]","[{""family"":""price_displacement"",""feature"":""return_1_bin"",""operator"":""=="",""value"":""zero_to_plus_one""}]"
long__return_1_bin__zero_to_plus_one__scheduled_bars_remaining_bin__41__743a59f0e5,LONG,pairwise,2,2073,245,20,-10.660195299,-0.0075355357666,0.919641948254,0.999955450325,-0.304261480502,False,False,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]","[{""family"":""price_displacement"",""feature"":""return_1_bin"",""operator"":""=="",""value"":""zero_to_plus_one""},{""family"":""clock"",""feature"":""scheduled_bars_remaining_bin"",""operator"":""=="",""value"":""41""}]"
long__return_1_bin__zero_to_plus_one__state_motif_2__3gt6__0cc50167a4,LONG,pairwise,2,45,35,17,-46.5838311953,-0.107873210634,1,1,-0.460974778459,False,False,"[""chronology_not_consistent"",""fdr_not_passed"",""insufficient_rows"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]","[{""family"":""price_displacement"",""feature"":""return_1_bin"",""operator"":""=="",""value"":""zero_to_plus_one""},{""family"":""state_history"",""feature"":""state_motif_2"",""operator"":""=="",""value"":""3>6""}]"
long__return_1_bin__zero_to_plus_one__state_motif_3__2gt1gt3__eb6bae39d6,LONG,pairwise,2,36,34,17,-45.7970352492,-0.135650988412,1,1,-0.422085889571,False,False,"[""chronology_not_consistent"",""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_rows"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]","[{""family"":""price_displacement"",""feature"":""return_1_bin"",""operator"":""=="",""value"":""zero_to_plus_one""},{""family"":""state_history"",""feature"":""state_motif_3"",""operator"":""=="",""value"":""2>1>3""}]"
long__return_1_bin__zero_to_plus_one__state_motif_3__3gt1gt3__69e7d461bb,LONG,pairwise,2,66,48,19,-23.9961743241,-0.0472671500279,1,1,-0.418960932438,False,False,"[""chronology_not_consistent"",""fdr_not_passed"",""insufficient_rows"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]","[{""family"":""price_displacement"",""feature"":""return_1_bin"",""operator"":""=="",""value"":""zero_to_plus_one""},{""family"":""state_history"",""feature"":""state_motif_3"",""operator"":""=="",""value"":""3>1>3""}]"
long__return_1_bin__zero_to_plus_one__state_motif_3__4gt2gt3__cbf33dc79e,LONG,pairwise,2,30,27,14,-57.5576331485,-0.107873210634,1,1,-0.372085889571,False,False,"[""chronology_not_consistent"",""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_rows"",""insufficient_sessions"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]","[{""family"":""price_displacement"",""feature"":""return_1_bin"",""operator"":""=="",""value"":""zero_to_plus_one""},{""family"":""state_history"",""feature"":""state_motif_3"",""operator"":""=="",""value"":""4>2>3""}]"
long__return_1_bin__zero_to_plus_one__state_motif_3__4gt2gt4__04e8ce985c,LONG,pairwise,2,119,85,20,24.0577738263,-0.0126351153959,0.396724976842,0.999955450325,0.608776100328,False,False,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_lift""]","[{""family"":""price_displacement"",""feature"":""return_1_bin"",""operator"":""=="",""value"":""zero_to_plus_one""},{""family"":""state_history"",""feature"":""state_motif_3"",""operator"":""=="",""value"":""4>2>4""}]"
long__return_1_bin__zero_to_plus_one__state_motif_3__4gt3gt4__8516d8fa10,LONG,pairwise,2,64,54,16,-24.149559143,-0.0662065439673,1,1,-0.361832033102,False,False,"[""chronology_not_consistent"",""fdr_not_passed"",""insufficient_rows"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]","[{""family"":""price_displacement"",""feature"":""return_1_bin"",""operator"":""=="",""value"":""zero_to_plus_one""},{""family"":""state_history"",""feature"":""state_motif_3"",""operator"":""=="",""value"":""4>3>4""}]"
long__return_3_bin__above_plus_one_scale__e4926633a8,LONG,univariate,1,1574,240,20,-6.90914828271,0.00923818284339,0.716883763516,0.999955450325,-0.15,False,False,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_payoff""]","[{""family"":""price_displacement"",""feature"":""return_3_bin"",""operator"":""=="",""value"":""above_plus_one_scale""}]"
long__return_3_bin__above_plus_one_scale__return_6_cross_sectional_rank_bin__top_20__universe_breadth_bin__weak__ccc80a6b54,LONG,three_condition,3,140,89,20,-5.13747985624,0.0230791703184,0.478662997917,0.999955450325,-0.45,False,False,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_payoff""]","[{""family"":""price_displacement"",""feature"":""return_3_bin"",""operator"":""=="",""value"":""above_plus_one_scale""},{""family"":""cross_sectional"",""feature"":""return_6_cross_sectional_rank_bin"",""operator"":""=="",""value"":""top_20""},{""family"":""cross_sectional_environment"",""feature"":""universe_breadth_bin"",""operator"":""=="",""value"":""weak""}]"
long__return_3_bin__above_plus_one_scale__state_motif_2__2gt6__9d26bb8c08,LONG,pairwise,2,1,1,1,-207.035147863,-0.441206543967,1,1,-2.98875255624,False,False,"[""chronology_not_consistent"",""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_months"",""insufficient_rows"",""insufficient_sessions"",""insufficient_stocks"",""non_positive_discovery_lift"",""non_positive_discovery_payoff"",""stock_concentration""]","[{""family"":""price_displacement"",""feature"":""return_3_bin"",""operator"":""=="",""value"":""above_plus_one_scale""},{""family"":""state_history"",""feature"":""state_motif_2"",""operator"":""=="",""value"":""2>6""}]"
long__return_3_bin__above_plus_one_scale__stock_vs_universe_return_bin__above_plus_one_scale__8a2b21f7bc,LONG,pairwise,2,743,226,20,-13.2189262413,0.00428470771509,0.87119269227,0.999955450325,-0.305778128243,False,False,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_payoff""]","[{""family"":""price_displacement"",""feature"":""return_3_bin"",""operator"":""=="",""value"":""above_plus_one_scale""},{""family"":""cross_sectional"",""feature"":""stock_vs_universe_return_bin"",""operator"":""=="",""value"":""above_plus_one_scale""}]"
long__return_3_bin__above_plus_one_scale__stock_vs_universe_return_bin__above_plus_one_scale__typical_price_distance_bin__belo__58c085e3a0,LONG,three_condition,3,33,24,15,-47.8931358756,-0.0775701803309,1,1,-0.646581962067,False,False,"[""chronology_not_consistent"",""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_rows"",""insufficient_sessions"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]","[{""family"":""price_displacement"",""feature"":""return_3_bin"",""operator"":""=="",""value"":""above_plus_one_scale""},{""family"":""cross_sectional"",""feature"":""stock_vs_universe_return_bin"",""operator"":""=="",""value"":""above_plus_one_scale""},{""family"":""price_location"",""feature"":""typical_price_distance_bin"",""operator"":""=="",""value"":""below_minus_one_scale""}]"
long__return_3_bin__above_plus_one_scale__stock_vs_universe_return_bin__zero_to_plus_one__universe_breadth_bin__weak__18659b1ebe,LONG,three_condition,3,52,37,17,-11.1044492827,-0.0373603901211,1,1,-0.488752556237,False,False,"[""chronology_not_consistent"",""fdr_not_passed"",""insufficient_rows"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]","[{""family"":""price_displacement"",""feature"":""return_3_bin"",""operator"":""=="",""value"":""above_plus_one_scale""},{""family"":""cross_sectional"",""feature"":""stock_vs_universe_return_bin"",""operator"":""=="",""value"":""zero_to_plus_one""},{""family"":""cross_sectional_environment"",""feature"":""universe_breadth_bin"",""operator"":""=="",""value"":""weak""}]"
long__return_3_bin__above_plus_one_scale__top_parent_loop__cycle_03__ffd4411ae9,LONG,pairwise,2,20,18,10,1.45568000915,0.00879345603272,1,1,-0.343394150518,False,False,"[""chronology_not_consistent"",""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_rows"",""insufficient_sessions""]","[{""family"":""price_displacement"",""feature"":""return_3_bin"",""operator"":""=="",""value"":""above_plus_one_scale""},{""family"":""loop"",""feature"":""top_parent_loop"",""operator"":""=="",""value"":""cycle_03""}]"
long__return_3_bin__above_plus_one_scale__top_second_margin_bin__high__c09375e0e5,LONG,pairwise,2,72,59,18,-25.9906099748,0.0449045671438,1,1,-0.3,False,False,"[""chronology_not_consistent"",""fdr_not_passed"",""insufficient_rows"",""non_positive_discovery_payoff""]","[{""family"":""price_displacement"",""feature"":""return_3_bin"",""operator"":""=="",""value"":""above_plus_one_scale""},{""family"":""loop"",""feature"":""top_second_margin_bin"",""operator"":""=="",""value"":""high""}]"
long__return_3_bin__above_plus_one_scale__universe_breadth_bin__weak__ec8ae8ff1f,LONG,pairwise,2,220,99,20,-11.6304780952,-0.0230247257855,0.745565700416,0.999955450325,-0.311479828964,False,False,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]","[{""family"":""price_displacement"",""feature"":""return_3_bin"",""operator"":""=="",""value"":""above_plus_one_scale""},{""family"":""cross_sectional_environment"",""feature"":""universe_breadth_bin"",""operator"":""=="",""value"":""weak""}]"
long__return_3_bin__below_minus_one_scale__7b9540dd98,LONG,univariate,1,1581,240,20,-6.60848559694,0.00471375963803,0.750509144053,0.999955450325,-0.15,False,False,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_payoff""]","[{""family"":""price_displacement"",""feature"":""return_3_bin"",""operator"":""=="",""value"":""below_minus_one_scale""}]"
long__return_3_bin__below_minus_one_scale__same_orientation_repeat_bin__0__444e4572ce,LONG,pairwise,2,1001,225,20,-5.92692302657,0.000351897591161,0.870199985088,0.999955450325,-0.3,False,False,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_payoff""]","[{""family"":""price_displacement"",""feature"":""return_3_bin"",""operator"":""=="",""value"":""below_minus_one_scale""},{""family"":""state_history"",""feature"":""same_orientation_repeat_bin"",""operator"":""=="",""value"":""0""}]"
long__return_3_bin__below_minus_one_scale__state_motif_2__2gt6__423a22e5d1,LONG,pairwise,2,37,32,18,46.2911182518,0.0723069695462,1,1,0.396863011684,False,False,"[""fdr_not_passed"",""insufficient_rows""]","[{""family"":""price_displacement"",""feature"":""return_3_bin"",""operator"":""=="",""value"":""below_minus_one_scale""},{""family"":""state_history"",""feature"":""state_motif_2"",""operator"":""=="",""value"":""2>6""}]"
long__return_3_bin__below_minus_one_scale__top_parent_loop__cycle_02__0b113cf69c,LONG,pairwise,2,18,16,10,11.1548857875,0.114349011588,1,1,-0.25021531104,False,False,"[""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_rows"",""insufficient_sessions""]","[{""family"":""price_displacement"",""feature"":""return_3_bin"",""operator"":""=="",""value"":""below_minus_one_scale""},{""family"":""loop"",""feature"":""top_parent_loop"",""operator"":""=="",""value"":""cycle_02""}]"
long__return_3_bin__below_minus_one_scale__top_parent_loop__cycle_08__6578e6859a,LONG,pairwise,2,6,6,6,-41.5069557105,-0.107873210634,1,1,-0.389602400564,False,False,"[""chronology_not_consistent"",""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_rows"",""insufficient_sessions"",""insufficient_stocks"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]","[{""family"":""price_displacement"",""feature"":""return_3_bin"",""operator"":""=="",""value"":""below_minus_one_scale""},{""family"":""loop"",""feature"":""top_parent_loop"",""operator"":""=="",""value"":""cycle_08""}]"
long__return_3_bin__minus_one_to_zero__618eec5ebc,LONG,univariate,1,3215,252,20,-8.03229930054,-0.00201525314302,0.961156945605,0.999955450325,-0.15,False,False,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]","[{""family"":""price_displacement"",""feature"":""return_3_bin"",""operator"":""=="",""value"":""minus_one_to_zero""}]"
long__return_3_bin__minus_one_to_zero__state_motif_2__1gt4__1cce11235c,LONG,pairwise,2,30,25,16,50.8454304999,0.0587934560327,1,1,0.386855546858,False,False,"[""fdr_not_passed"",""insufficient_rows"",""insufficient_sessions""]","[{""family"":""price_displacement"",""feature"":""return_3_bin"",""operator"":""=="",""value"":""minus_one_to_zero""},{""family"":""state_history"",""feature"":""state_motif_2"",""operator"":""=="",""value"":""1>4""}]"
