period,decision_clock,state_motif_2,state_motif_3,state_motif_4,rows
2024,clock_36,4>2,2>4>2,1>2>4>2,9
2024,clock_36,4>2,2>4>2,3>2>4>2,4
2024,clock_36,4>2,2>4>2,4>2>4>2,24
2024,clock_36,4>2,2>4>2,5>2>4>2,6
2024,clock_36,4>2,2>4>2,6>2>4>2,1
2024,clock_36,4>2,3>4>2,0>3>4>2,1
2024,clock_36,4>2,3>4>2,1>3>4>2,8
2024,clock_36,4>2,3>4>2,2>3>4>2,4
2024,clock_36,4>2,3>4>2,4>3>4>2,14
2024,clock_36,4>2,3>4>2,6>3>4>2,15
2024,clock_36,4>2,5>4>2,0>5>4>2,1
2024,clock_36,4>2,5>4>2,1>5>4>2,1
2024,clock_36,4>2,5>4>2,2>5>4>2,2
2024,clock_36,4>2,5>4>2,4>5>4>2,13
2024,clock_36,4>2,5>4>2,6>5>4>2,2
2024,clock_36,4>2,6>4>2,3>6>4>2,7
2024,clock_36,4>2,6>4>2,4>6>4>2,10
2024,clock_36,4>2,6>4>2,5>6>4>2,1
2024,clock_36,4>3,0>4>3,1>0>4>3,3
2024,clock_36,4>3,0>4>3,3>0>4>3,3
2024,clock_36,4>3,1>4>3,0>1>4>3,3
2024,clock_36,4>3,1>4>3,2>1>4>3,16
2024,clock_36,4>3,1>4>3,3>1>4>3,15
2024,clock_36,4>3,1>4>3,4>1>4>3,14
2024,clock_36,4>3,1>4>3,6>1>4>3,2
2024,clock_36,4>3,2>4>3,1>2>4>3,12
2024,clock_36,4>3,2>4>3,3>2>4>3,6
2024,clock_36,4>3,2>4>3,4>2>4>3,48
2024,clock_36,4>3,2>4>3,6>2>4>3,2
2024,clock_36,4>3,3>4>3,0>3>4>3,1
2024,clock_36,4>3,3>4>3,1>3>4>3,15
2024,clock_36,4>3,3>4>3,2>3>4>3,11
2024,clock_36,4>3,3>4>3,4>3>4>3,33
2024,clock_36,4>3,3>4>3,6>3>4>3,25
2024,clock_36,4>3,5>4>3,2>5>4>3,1
2024,clock_36,4>3,5>4>3,4>5>4>3,2
2024,clock_36,4>3,6>4>3,0>6>4>3,1
2024,clock_36,4>3,6>4>3,2>6>4>3,2
2024,clock_36,4>3,6>4>3,3>6>4>3,1
2024,clock_36,4>3,6>4>3,4>6>4>3,20
2024,clock_36,4>3,6>4>3,,4
2024,clock_36,4>3,7>4>3,,1
2024,clock_36,4>3,,,1
2024,clock_36,4>5,1>4>5,2>1>4>5,2
2024,clock_36,4>5,1>4>5,3>1>4>5,1
2024,clock_36,4>5,1>4>5,6>1>4>5,1
2024,clock_36,4>5,2>4>5,1>2>4>5,2
2024,clock_36,4>5,2>4>5,3>2>4>5,1
2024,clock_36,4>5,2>4>5,4>2>4>5,3
2024,clock_36,4>5,2>4>5,5>2>4>5,5
2024,clock_36,4>5,2>4>5,6>2>4>5,2
2024,clock_36,4>5,3>4>5,4>3>4>5,2
2024,clock_36,4>5,3>4>5,6>3>4>5,1
2024,clock_36,4>5,5>4>5,2>5>4>5,1
2024,clock_36,4>5,5>4>5,4>5>4>5,8
2024,clock_36,4>5,5>4>5,6>5>4>5,7
2024,clock_36,4>5,5>4>5,,3
2024,clock_36,4>5,6>4>5,2>6>4>5,1
2024,clock_36,4>5,6>4>5,3>6>4>5,1
2024,clock_36,4>5,6>4>5,4>6>4>5,4
2024,clock_36,4>5,6>4>5,5>6>4>5,7
2024,clock_36,4>5,6>4>5,,2
2024,clock_36,4>6,0>4>6,3>0>4>6,1
2024,clock_36,4>6,1>4>6,2>1>4>6,1
2024,clock_36,4>6,1>4>6,3>1>4>6,2
2024,clock_36,4>6,1>4>6,4>1>4>6,4
2024,clock_36,4>6,2>4>6,1>2>4>6,1
2024,clock_36,4>6,2>4>6,4>2>4>6,11
2024,clock_36,4>6,2>4>6,5>2>4>6,3
2024,clock_36,4>6,2>4>6,6>2>4>6,4
2024,clock_36,4>6,3>4>6,1>3>4>6,1
2024,clock_36,4>6,3>4>6,2>3>4>6,1
2024,clock_36,4>6,3>4>6,4>3>4>6,6
2024,clock_36,4>6,3>4>6,6>3>4>6,7
2024,clock_36,4>6,5>4>6,4>5>4>6,6
2024,clock_36,4>6,5>4>6,6>5>4>6,5
2024,clock_36,4>6,5>4>6,,1
2024,clock_36,4>6,6>4>6,2>6>4>6,5
2024,clock_36,4>6,6>4>6,3>6>4>6,3
2024,clock_36,4>6,6>4>6,4>6>4>6,29
2024,clock_36,4>6,6>4>6,5>6>4>6,8
2024,clock_36,4>6,6>4>6,7>6>4>6,1
2024,clock_36,4>6,6>4>6,,10
2024,clock_36,4>6,,,1
2024,clock_36,5>0,0>5>0,3>0>5>0,1
2024,clock_36,5>1,1>5>1,2>1>5>1,1
2024,clock_36,5>1,2>5>1,4>2>5>1,1
2024,clock_36,5>2,1>5>2,0>1>5>2,1
2024,clock_36,5>2,1>5>2,2>1>5>2,3
2024,clock_36,5>2,1>5>2,5>1>5>2,3
2024,clock_36,5>2,2>5>2,1>2>5>2,1
2024,clock_36,5>2,2>5>2,3>2>5>2,2
2024,clock_36,5>2,2>5>2,4>2>5>2,2
2024,clock_36,5>2,2>5>2,5>2>5>2,17
2024,clock_36,5>2,2>5>2,6>2>5>2,6
2024,clock_36,5>2,3>5>2,2>3>5>2,1
2024,clock_36,5>2,3>5>2,6>3>5>2,1
2024,clock_36,5>2,4>5>2,2>4>5>2,3
2024,clock_36,5>2,4>5>2,3>4>5>2,3
2024,clock_36,5>2,4>5>2,5>4>5>2,2
2024,clock_36,5>2,4>5>2,6>4>5>2,1
2024,clock_36,5>2,6>5>2,3>6>5>2,2
2024,clock_36,5>2,6>5>2,5>6>5>2,23
2024,clock_36,5>2,6>5>2,7>6>5>2,2
2024,clock_36,5>2,6>5>2,,1
2024,clock_36,5>2,7>5>2,2>7>5>2,1
2024,clock_36,5>2,7>5>2,5>7>5>2,3
2024,clock_36,5>2,7>5>2,6>7>5>2,1
2024,clock_36,5>3,2>5>3,1>2>5>3,1
2024,clock_36,5>3,2>5>3,4>2>5>3,1
2024,clock_36,5>3,2>5>3,5>2>5>3,1
2024,clock_36,5>3,3>5>3,1>3>5>3,1
2024,clock_36,5>3,3>5>3,2>3>5>3,2
2024,clock_36,5>3,4>5>3,2>4>5>3,1
2024,clock_36,5>3,6>5>3,5>6>5>3,1
2024,clock_36,5>4,1>5>4,3>1>5>4,1
2024,clock_36,5>4,1>5>4,4>1>5>4,2
2024,clock_36,5>4,2>5>4,3>2>5>4,1
2024,clock_36,5>4,2>5>4,4>2>5>4,1
2024,clock_36,5>4,2>5>4,5>2>5>4,3
2024,clock_36,5>4,2>5>4,6>2>5>4,2
2024,clock_36,5>4,3>5>4,4>3>5>4,1
2024,clock_36,5>4,4>5>4,1>4>5>4,2
2024,clock_36,5>4,4>5>4,2>4>5>4,7
2024,clock_36,5>4,4>5>4,3>4>5>4,3
2024,clock_36,5>4,4>5>4,5>4>5>4,5
2024,clock_36,5>4,4>5>4,6>4>5>4,9
2024,clock_36,5>4,6>5>4,0>6>5>4,1
2024,clock_36,5>4,6>5>4,2>6>5>4,2
2024,clock_36,5>4,6>5>4,4>6>5>4,3
2024,clock_36,5>4,7>5>4,,1
2024,clock_36,5>6,1>5>6,2>1>5>6,1
2024,clock_36,5>6,1>5>6,3>1>5>6,1
2024,clock_36,5>6,2>5>6,1>2>5>6,2
2024,clock_36,5>6,2>5>6,3>2>5>6,1
2024,clock_36,5>6,2>5>6,4>2>5>6,1
2024,clock_36,5>6,2>5>6,5>2>5>6,20
2024,clock_36,5>6,2>5>6,6>2>5>6,4
2024,clock_36,5>6,3>5>6,6>3>5>6,1
2024,clock_36,5>6,4>5>6,0>4>5>6,1
2024,clock_36,5>6,4>5>6,2>4>5>6,3
2024,clock_36,5>6,4>5>6,3>4>5>6,1
2024,clock_36,5>6,4>5>6,5>4>5>6,7
2024,clock_36,5>6,4>5>6,6>4>5>6,5
2024,clock_36,5>6,4>5>6,,2
2024,clock_36,5>6,6>5>6,1>6>5>6,1
2024,clock_36,5>6,6>5>6,2>6>5>6,4
2024,clock_36,5>6,6>5>6,4>6>5>6,3
2024,clock_36,5>6,6>5>6,5>6>5>6,51
2024,clock_36,5>6,6>5>6,7>6>5>6,6
2024,clock_36,5>6,6>5>6,,10
2024,clock_36,5>6,7>5>6,4>7>5>6,1
2024,clock_36,5>6,7>5>6,5>7>5>6,4
2024,clock_36,5>6,7>5>6,6>7>5>6,6
2024,clock_36,5>6,7>5>6,,8
2024,clock_36,5>6,,,2
2024,clock_36,5>7,2>5>7,5>2>5>7,2
2024,clock_36,5>7,6>5>7,5>6>5>7,6
2024,clock_36,5>7,6>5>7,7>6>5>7,6
2024,clock_36,5>7,6>5>7,,1
2024,clock_36,5>7,7>5>7,5>7>5>7,21
2024,clock_36,5>7,7>5>7,6>7>5>7,5
2024,clock_36,5>7,7>5>7,,93
2024,clock_36,5>7,,,1
2024,clock_36,6>0,4>6>0,2>4>6>0,1
2024,clock_36,6>1,4>6>1,6>4>6>1,1
2024,clock_36,6>1,7>6>1,5>7>6>1,1
2024,clock_36,6>2,2>6>2,4>2>6>2,1
2024,clock_36,6>2,2>6>2,5>2>6>2,2
2024,clock_36,6>2,2>6>2,6>2>6>2,2
2024,clock_36,6>2,3>6>2,6>3>6>2,1
2024,clock_36,6>2,4>6>2,2>4>6>2,1
2024,clock_36,6>2,4>6>2,6>4>6>2,1
2024,clock_36,6>2,5>6>2,2>5>6>2,2
2024,clock_36,6>2,5>6>2,4>5>6>2,2
2024,clock_36,6>2,5>6>2,6>5>6>2,11
2024,clock_36,6>2,5>6>2,7>5>6>2,3
2024,clock_36,6>2,7>6>2,5>7>6>2,1
2024,clock_36,6>3,0>6>3,1>0>6>3,1
2024,clock_36,6>3,0>6>3,3>0>6>3,2
2024,clock_36,6>3,1>6>3,0>1>6>3,1
2024,clock_36,6>3,1>6>3,2>1>6>3,2
2024,clock_36,6>3,1>6>3,3>1>6>3,3
2024,clock_36,6>3,1>6>3,4>1>6>3,2
2024,clock_36,6>3,1>6>3,5>1>6>3,1
2024,clock_36,6>3,2>6>3,1>2>6>3,1
2024,clock_36,6>3,2>6>3,3>2>6>3,3
2024,clock_36,6>3,2>6>3,4>2>6>3,4
2024,clock_36,6>3,2>6>3,5>2>6>3,3
2024,clock_36,6>3,2>6>3,6>2>6>3,2
2024,clock_36,6>3,3>6>3,0>3>6>3,2
2024,clock_36,6>3,3>6>3,1>3>6>3,13
2024,clock_36,6>3,3>6>3,2>3>6>3,9
2024,clock_36,6>3,3>6>3,4>3>6>3,19
2024,clock_36,6>3,3>6>3,6>3>6>3,27
2024,clock_36,6>3,3>6>3,7>3>6>3,1
2024,clock_36,6>3,4>6>3,1>4>6>3,8
2024,clock_36,6>3,4>6>3,2>4>6>3,3
2024,clock_36,6>3,4>6>3,3>4>6>3,12
2024,clock_36,6>3,4>6>3,5>4>6>3,4
2024,clock_36,6>3,4>6>3,6>4>6>3,22
2024,clock_36,6>3,4>6>3,,5
2024,clock_36,6>3,5>6>3,2>5>6>3,1
2024,clock_36,6>3,5>6>3,4>5>6>3,3
2024,clock_36,6>3,5>6>3,6>5>6>3,6
2024,clock_36,6>3,5>6>3,7>5>6>3,1
2024,clock_36,6>3,7>6>3,5>7>6>3,1
2024,clock_36,6>3,7>6>3,6>7>6>3,1
2024,clock_36,6>3,,,3
2024,clock_36,6>4,1>6>4,6>1>6>4,1
2024,clock_36,6>4,2>6>4,4>2>6>4,3
2024,clock_36,6>4,2>6>4,5>2>6>4,1
2024,clock_36,6>4,2>6>4,6>2>6>4,3
2024,clock_36,6>4,3>6>4,1>3>6>4,2
2024,clock_36,6>4,3>6>4,2>3>6>4,1
2024,clock_36,6>4,3>6>4,4>3>6>4,6
2024,clock_36,6>4,3>6>4,6>3>6>4,7
2024,clock_36,6>4,4>6>4,0>4>6>4,1
2024,clock_36,6>4,4>6>4,1>4>6>4,1
2024,clock_36,6>4,4>6>4,2>4>6>4,8
2024,clock_36,6>4,4>6>4,3>4>6>4,5
2024,clock_36,6>4,4>6>4,5>4>6>4,10
2024,clock_36,6>4,4>6>4,6>4>6>4,35
2024,clock_36,6>4,4>6>4,,5
2024,clock_36,6>4,5>6>4,2>5>6>4,1
2024,clock_36,6>4,5>6>4,4>5>6>4,2
2024,clock_36,6>4,5>6>4,6>5>6>4,6
2024,clock_36,6>4,5>6>4,7>5>6>4,1
2024,clock_36,6>4,,,8
2024,clock_36,6>5,1>6>5,2>1>6>5,1
2024,clock_36,6>5,2>6>5,1>2>6>5,1
2024,clock_36,6>5,2>6>5,5>2>6>5,11
2024,clock_36,6>5,2>6>5,6>2>6>5,2
2024,clock_36,6>5,3>6>5,1>3>6>5,1
2024,clock_36,6>5,3>6>5,2>3>6>5,5
2024,clock_36,6>5,3>6>5,6>3>6>5,1
2024,clock_36,6>5,4>6>5,1>4>6>5,1
2024,clock_36,6>5,4>6>5,2>4>6>5,1
2024,clock_36,6>5,4>6>5,5>4>6>5,1
2024,clock_36,6>5,4>6>5,,1
2024,clock_36,6>5,5>6>5,1>5>6>5,1
2024,clock_36,6>5,5>6>5,2>5>6>5,7
2024,clock_36,6>5,5>6>5,4>5>6>5,18
2024,clock_36,6>5,5>6>5,6>5>6>5,81
2024,clock_36,6>5,5>6>5,7>5>6>5,41
2024,clock_36,6>5,5>6>5,,17
2024,clock_36,6>5,7>6>5,5>7>6>5,12
2024,clock_36,6>5,7>6>5,6>7>6>5,10
2024,clock_36,6>5,7>6>5,,9
2024,clock_36,6>5,,,5
2024,clock_36,6>7,4>6>7,2>4>6>7,1
2024,clock_36,6>7,4>6>7,6>4>6>7,1
2024,clock_36,6>7,5>6>7,2>5>6>7,1
2024,clock_36,6>7,5>6>7,6>5>6>7,3
2024,clock_36,6>7,5>6>7,7>5>6>7,1
2024,clock_36,6>7,7>6>7,5>7>6>7,1
2024,clock_36,7>2,0>7>2,3>0>7>2,1
2024,clock_36,7>2,5>7>2,7>5>7>2,1
2024,clock_36,7>2,6>7>2,5>6>7>2,1
2024,clock_36,7>3,3>7>3,2>3>7>3,1
2024,clock_36,7>5,3>7>5,0>3>7>5,1
2024,clock_36,7>5,5>7>5,4>5>7>5,4
2024,clock_36,7>5,5>7>5,6>5>7>5,6
2024,clock_36,7>5,5>7>5,7>5>7>5,71
2024,clock_36,7>5,5>7>5,,2
2024,clock_36,7>5,6>7>5,4>6>7>5,1
2024,clock_36,7>5,6>7>5,5>6>7>5,6
2024,clock_36,7>5,6>7>5,7>6>7>5,7
2024,clock_36,7>5,6>7>5,,1
2024,clock_36,7>5,,,28
2024,clock_36,7>6,3>7>6,6>3>7>6,1
2024,clock_36,7>6,5>7>6,6>5>7>6,2
2024,clock_36,7>6,5>7>6,7>5>7>6,7
2024,clock_36,7>6,6>7>6,2>6>7>6,1
2024,clock_36,7>6,6>7>6,3>6>7>6,1
2024,clock_36,7>6,6>7>6,5>6>7>6,2
2024,clock_36,7>6,6>7>6,7>6>7>6,2
2024,clock_36,,,,43
2025,clock_12,0>1,1>0>1,3>1>0>1,1
2025,clock_12,0>1,1>0>1,4>1>0>1,1
2025,clock_12,0>1,3>0>1,4>3>0>1,1
2025,clock_12,0>1,3>0>1,6>3>0>1,1
2025,clock_12,0>1,6>0>1,,1
2025,clock_12,0>2,6>0>2,,2
2025,clock_12,0>3,1>0>3,3>1>0>3,4
2025,clock_12,0>3,1>0>3,4>1>0>3,2
2025,clock_12,0>3,2>0>3,1>2>0>3,1
2025,clock_12,0>3,2>0>3,4>2>0>3,1
2025,clock_12,0>3,3>0>3,2>3>0>3,1
2025,clock_12,0>3,3>0>3,4>3>0>3,1
2025,clock_12,0>3,3>0>3,6>3>0>3,7
2025,clock_12,0>3,4>0>3,0>4>0>3,1
2025,clock_12,0>3,4>0>3,,2
2025,clock_12,0>3,6>0>3,4>6>0>3,1
2025,clock_12,0>3,,,4
2025,clock_12,0>4,1>0>4,0>1>0>4,1
2025,clock_12,0>4,1>0>4,3>1>0>4,2
2025,clock_12,0>4,1>0>4,4>1>0>4,1
2025,clock_12,0>4,2>0>4,4>2>0>4,3
2025,clock_12,0>4,2>0>4,6>2>0>4,1
2025,clock_12,0>4,3>0>4,0>3>0>4,1
2025,clock_12,0>4,3>0>4,4>3>0>4,1
2025,clock_12,0>4,3>0>4,6>3>0>4,1
2025,clock_12,0>4,4>0>4,,3
2025,clock_12,0>4,6>0>4,,3
2025,clock_12,0>4,,,13
2025,clock_12,0>5,,,1
2025,clock_12,0>6,3>0>6,,1
2025,clock_12,0>6,6>0>6,,3
2025,clock_12,0>6,,,4
2025,clock_12,1>0,0>1>0,1>0>1>0,2
2025,clock_12,1>0,0>1>0,3>0>1>0,1
2025,clock_12,1>0,0>1>0,4>0>1>0,1
2025,clock_12,1>0,2>1>0,1>2>1>0,2
2025,clock_12,1>0,2>1>0,4>2>1>0,1
2025,clock_12,1>0,3>1>0,0>3>1>0,1
2025,clock_12,1>0,3>1>0,1>3>1>0,1
2025,clock_12,1>0,3>1>0,6>3>1>0,3
2025,clock_12,1>0,4>1>0,0>4>1>0,1
2025,clock_12,1>0,4>1>0,1>4>1>0,1
2025,clock_12,1>0,4>1>0,3>4>1>0,1
2025,clock_12,1>0,4>1>0,,3
2025,clock_12,1>2,0>1>2,2>0>1>2,1
2025,clock_12,1>2,2>1>2,1>2>1>2,1
2025,clock_12,1>2,2>1>2,3>2>1>2,2
2025,clock_12,1>2,2>1>2,4>2>1>2,9
2025,clock_12,1>2,2>1>2,6>2>1>2,2
2025,clock_12,1>2,3>1>2,1>3>1>2,1
2025,clock_12,1>2,3>1>2,4>3>1>2,1
2025,clock_12,1>2,3>1>2,6>3>1>2,6
2025,clock_12,1>2,4>1>2,0>4>1>2,1
2025,clock_12,1>2,4>1>2,1>4>1>2,1
2025,clock_12,1>2,4>1>2,2>4>1>2,3
2025,clock_12,1>2,4>1>2,3>4>1>2,3
2025,clock_12,1>2,4>1>2,6>4>1>2,12
2025,clock_12,1>2,4>1>2,,5
2025,clock_12,1>2,6>1>2,2>6>1>2,1
2025,clock_12,1>2,6>1>2,4>6>1>2,4
2025,clock_12,1>2,6>1>2,5>6>1>2,1
2025,clock_12,1>2,6>1>2,,2
2025,clock_12,1>3,0>1>3,3>0>1>3,3
2025,clock_12,1>3,0>1>3,4>0>1>3,1
2025,clock_12,1>3,0>1>3,6>0>1>3,1
2025,clock_12,1>3,0>1>3,,2
2025,clock_12,1>3,2>1>3,1>2>1>3,3
2025,clock_12,1>3,2>1>3,3>2>1>3,1
2025,clock_12,1>3,2>1>3,4>2>1>3,4
2025,clock_12,1>3,3>1>3,0>3>1>3,4
2025,clock_12,1>3,3>1>3,1>3>1>3,1
2025,clock_12,1>3,3>1>3,2>3>1>3,3
2025,clock_12,1>3,3>1>3,4>3>1>3,7
2025,clock_12,1>3,3>1>3,6>3>1>3,18
2025,clock_12,1>3,3>1>3,,1
2025,clock_12,1>3,4>1>3,0>4>1>3,1
2025,clock_12,1>3,4>1>3,1>4>1>3,2
2025,clock_12,1>3,4>1>3,2>4>1>3,1
2025,clock_12,1>3,4>1>3,5>4>1>3,2
2025,clock_12,1>3,4>1>3,6>4>1>3,12
2025,clock_12,1>3,4>1>3,,6
2025,clock_12,1>3,6>1>3,3>6>1>3,2
2025,clock_12,1>3,6>1>3,4>6>1>3,1
2025,clock_12,1>3,6>1>3,,4
2025,clock_12,1>4,0>1>4,2>0>1>4,1
2025,clock_12,1>4,0>1>4,,1
2025,clock_12,1>4,2>1>4,4>2>1>4,11
2025,clock_12,1>4,2>1>4,6>2>1>4,1
2025,clock_12,1>4,3>1>4,0>3>1>4,1
2025,clock_12,1>4,3>1>4,2>3>1>4,1
2025,clock_12,1>4,3>1>4,4>3>1>4,3
2025,clock_12,1>4,3>1>4,6>3>1>4,11
2025,clock_12,1>4,4>1>4,0>4>1>4,1
2025,clock_12,1>4,4>1>4,2>4>1>4,1
2025,clock_12,1>4,4>1>4,3>4>1>4,1
2025,clock_12,1>4,4>1>4,6>4>1>4,10
2025,clock_12,1>4,4>1>4,,11
2025,clock_12,1>4,5>1>4,,1
2025,clock_12,1>4,6>1>4,4>6>1>4,3
2025,clock_12,1>4,6>1>4,,4
2025,clock_12,1>4,,,1
2025,clock_12,1>6,4>1>6,5>4>1>6,1
2025,clock_12,1>6,,,1
2025,clock_12,2>0,1>2>0,2>1>2>0,1
2025,clock_12,2>0,1>2>0,3>1>2>0,2
2025,clock_12,2>0,3>2>0,1>3>2>0,2
2025,clock_12,2>0,3>2>0,4>3>2>0,2
2025,clock_12,2>0,3>2>0,6>3>2>0,1
2025,clock_12,2>0,4>2>0,1>4>2>0,1
2025,clock_12,2>0,4>2>0,2>4>2>0,1
2025,clock_12,2>0,4>2>0,5>4>2>0,1
2025,clock_12,2>0,4>2>0,6>4>2>0,4
2025,clock_12,2>0,4>2>0,,4
2025,clock_12,2>0,6>2>0,4>6>2>0,1
2025,clock_12,2>1,0>2>1,1>0>2>1,1
2025,clock_12,2>1,0>2>1,6>0>2>1,1
2025,clock_12,2>1,1>2>1,0>1>2>1,1
2025,clock_12,2>1,1>2>1,2>1>2>1,7
2025,clock_12,2>1,1>2>1,3>1>2>1,6
2025,clock_12,2>1,1>2>1,4>1>2>1,3
2025,clock_12,2>1,1>2>1,6>1>2>1,1
2025,clock_12,2>1,3>2>1,4>3>2>1,3
2025,clock_12,2>1,3>2>1,6>3>2>1,3
2025,clock_12,2>1,3>2>1,,1
2025,clock_12,2>1,4>2>1,1>4>2>1,3
2025,clock_12,2>1,4>2>1,2>4>2>1,1
2025,clock_12,2>1,4>2>1,3>4>2>1,3
2025,clock_12,2>1,4>2>1,5>4>2>1,2
2025,clock_12,2>1,4>2>1,6>4>2>1,11
2025,clock_12,2>1,4>2>1,,8
2025,clock_12,2>1,5>2>1,6>5>2>1,1
2025,clock_12,2>1,5>2>1,,1
2025,clock_12,2>1,6>2>1,4>6>2>1,2
2025,clock_12,2>1,6>2>1,5>6>2>1,1
2025,clock_12,2>1,6>2>1,,4
2025,clock_12,2>3,1>2>3,2>1>2>3,2
2025,clock_12,2>3,1>2>3,3>1>2>3,2
2025,clock_12,2>3,1>2>3,4>1>2>3,5
2025,clock_12,2>3,1>2>3,6>1>2>3,2
2025,clock_12,2>3,3>2>3,4>3>2>3,2
2025,clock_12,2>3,3>2>3,6>3>2>3,6
2025,clock_12,2>3,3>2>3,,1
2025,clock_12,2>3,4>2>3,0>4>2>3,1
2025,clock_12,2>3,4>2>3,1>4>2>3,1
2025,clock_12,2>3,4>2>3,3>4>2>3,2
2025,clock_12,2>3,4>2>3,5>4>2>3,3
2025,clock_12,2>3,4>2>3,6>4>2>3,16
2025,clock_12,2>3,4>2>3,,11
2025,clock_12,2>3,5>2>3,4>5>2>3,1
2025,clock_12,2>3,5>2>3,,2
2025,clock_12,2>3,6>2>3,0>6>2>3,1
2025,clock_12,2>3,6>2>3,2>6>2>3,1
2025,clock_12,2>3,6>2>3,4>6>2>3,3
2025,clock_12,2>3,6>2>3,5>6>2>3,1
2025,clock_12,2>3,6>2>3,,8
2025,clock_12,2>4,1>2>4,2>1>2>4,1
2025,clock_12,2>4,1>2>4,3>1>2>4,2
2025,clock_12,2>4,1>2>4,4>1>2>4,11
2025,clock_12,2>4,1>2>4,6>1>2>4,2
2025,clock_12,2>4,3>2>4,2>3>2>4,1
2025,clock_12,2>4,3>2>4,4>3>2>4,2
2025,clock_12,2>4,3>2>4,6>3>2>4,5
2025,clock_12,2>4,4>2>4,0>4>2>4,3
2025,clock_12,2>4,4>2>4,1>4>2>4,2
2025,clock_12,2>4,4>2>4,2>4>2>4,7
2025,clock_12,2>4,4>2>4,3>4>2>4,5
2025,clock_12,2>4,4>2>4,5>4>2>4,4
2025,clock_12,2>4,4>2>4,6>4>2>4,42
2025,clock_12,2>4,4>2>4,,36
2025,clock_12,2>4,5>2>4,4>5>2>4,1
2025,clock_12,2>4,5>2>4,6>5>2>4,3
2025,clock_12,2>4,5>2>4,,1
2025,clock_12,2>4,6>2>4,0>6>2>4,2
2025,clock_12,2>4,6>2>4,2>6>2>4,2
2025,clock_12,2>4,6>2>4,4>6>2>4,5
2025,clock_12,2>4,6>2>4,5>6>2>4,4
2025,clock_12,2>4,6>2>4,,12
2025,clock_12,2>5,4>2>5,5>4>2>5,5
2025,clock_12,2>5,4>2>5,,1
2025,clock_12,2>5,5>2>5,6>5>2>5,13
2025,clock_12,2>5,5>2>5,7>5>2>5,2
2025,clock_12,2>5,5>2>5,,6
2025,clock_12,2>5,6>2>5,5>6>2>5,2
2025,clock_12,2>5,6>2>5,,3
2025,clock_12,2>5,7>2>5,5>7>2>5,1
2025,clock_12,2>6,1>2>6,6>1>2>6,1
2025,clock_12,2>6,4>2>6,5>4>2>6,5
2025,clock_12,2>6,4>2>6,6>4>2>6,6
2025,clock_12,2>6,4>2>6,,2
2025,clock_12,2>6,5>2>6,4>5>2>6,2
2025,clock_12,2>6,5>2>6,6>5>2>6,6
2025,clock_12,2>6,5>2>6,7>5>2>6,1
2025,clock_12,2>6,5>2>6,,3
2025,clock_12,2>6,6>2>6,4>6>2>6,4
2025,clock_12,2>6,6>2>6,5>6>2>6,3
2025,clock_12,2>6,6>2>6,,16
2025,clock_12,3>0,0>3>0,1>0>3>0,1
2025,clock_12,3>0,0>3>0,6>0>3>0,1
2025,clock_12,3>0,1>3>0,3>1>3>0,1
2025,clock_12,3>0,1>3>0,4>1>3>0,4
2025,clock_12,3>0,2>3>0,4>2>3>0,3
2025,clock_12,3>0,4>3>0,0>4>3>0,1
2025,clock_12,3>0,4>3>0,2>4>3>0,1
2025,clock_12,3>0,4>3>0,3>4>3>0,1
2025,clock_12,3>0,4>3>0,6>4>3>0,1
2025,clock_12,3>0,4>3>0,,3
2025,clock_12,3>0,6>3>0,3>6>3>0,1
2025,clock_12,3>0,6>3>0,4>6>3>0,2
2025,clock_12,3>0,6>3>0,,5
2025,clock_12,3>1,0>3>1,1>0>3>1,1
2025,clock_12,3>1,0>3>1,2>0>3>1,1
2025,clock_12,3>1,0>3>1,6>0>3>1,1
2025,clock_12,3>1,1>3>1,0>1>3>1,1
2025,clock_12,3>1,1>3>1,2>1>3>1,1
2025,clock_12,3>1,1>3>1,3>1>3>1,7
2025,clock_12,3>1,1>3>1,4>1>3>1,4
2025,clock_12,3>1,1>3>1,,1
2025,clock_12,3>1,2>3>1,4>2>3>1,1
2025,clock_12,3>1,2>3>1,6>2>3>1,3
2025,clock_12,3>1,4>3>1,2>4>3>1,1
2025,clock_12,3>1,4>3>1,3>4>3>1,7
2025,clock_12,3>1,4>3>1,6>4>3>1,5
2025,clock_12,3>1,4>3>1,,6
2025,clock_12,3>1,6>3>1,3>6>3>1,5
2025,clock_12,3>1,6>3>1,4>6>3>1,13
2025,clock_12,3>1,6>3>1,,10
2025,clock_12,3>2,1>3>2,0>1>3>2,1
2025,clock_12,3>2,1>3>2,3>1>3>2,2
2025,clock_12,3>2,2>3>2,3>2>3>2,1
2025,clock_12,3>2,2>3>2,4>2>3>2,3
2025,clock_12,3>2,4>3>2,6>4>3>2,4
2025,clock_12,3>2,4>3>2,,1
2025,clock_12,3>2,6>3>2,3>6>3>2,2
2025,clock_12,3>2,6>3>2,4>6>3>2,10
2025,clock_12,3>2,6>3>2,5>6>3>2,2
2025,clock_12,3>2,6>3>2,,5
2025,clock_12,3>4,0>3>4,6>0>3>4,1
2025,clock_12,3>4,0>3>4,,2
2025,clock_12,3>4,1>3>4,3>1>3>4,1
2025,clock_12,3>4,1>3>4,4>1>3>4,3
2025,clock_12,3>4,1>3>4,6>1>3>4,1
2025,clock_12,3>4,2>3>4,3>2>3>4,4
2025,clock_12,3>4,2>3>4,4>2>3>4,6
