signature_id,direction,dimension,value,rows,total_net_bps,mean_net_bps
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2025-02-04|clock_12,3,-273.220004433,-91.0733348109
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2025-02-04|clock_36,2,-188.425918122,-94.212959061
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2025-02-06|clock_12,1,-283.531777957,-283.531777957
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2025-02-12|clock_12,1,52.0963766566,52.0963766566
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2025-02-12|clock_36,1,-126.637872952,-126.637872952
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2025-02-14|clock_12,2,93.9087693206,46.9543846603
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2025-02-14|clock_36,1,70.2127236217,70.2127236217
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2025-02-18|clock_12,1,-416.383281969,-416.383281969
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2025-02-19|clock_12,1,573.384726644,573.384726644
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2025-02-20|clock_12,2,1577.13628802,788.568144011
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2025-02-20|clock_36,2,-127.887735292,-63.9438676462
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2025-02-21|clock_36,2,-589.678316154,-294.839158077
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2025-02-25|clock_12,2,808.078676119,404.039338059
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2025-02-26|clock_36,1,-138.754655639,-138.754655639
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2025-02-27|clock_12,1,-465.996028814,-465.996028814
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2025-03-03|clock_12,1,30.5005245575,30.5005245575
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2025-03-05|clock_12,1,423.811483254,423.811483254
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2025-03-07|clock_12,1,177.559723593,177.559723593
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2025-03-07|clock_36,1,-157.151672453,-157.151672453
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2025-03-14|clock_36,1,79.8410545884,79.8410545884
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2025-03-17|clock_12,1,327.077715356,327.077715356
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2025-03-18|clock_36,1,-636.490861295,-636.490861295
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2025-03-19|clock_12,1,113.196506119,113.196506119
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2025-03-24|clock_12,1,-191.686046512,-191.686046512
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2025-03-24|clock_36,1,145.842630652,145.842630652
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2025-04-07|clock_12,1,-149.896237062,-149.896237062
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2025-04-15|clock_12,1,-632.67747646,-632.67747646
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2025-04-15|clock_36,2,-1228.33771671,-614.168858355
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2025-04-29|clock_12,2,373.623222437,186.811611218
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2025-05-08|clock_12,1,-248.105339801,-248.105339801
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2025-05-08|clock_36,1,679.816030366,679.816030366
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2025-05-09|clock_12,1,-346.516159005,-346.516159005
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2025-05-09|clock_36,1,313.489012985,313.489012985
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2025-05-12|clock_12,2,-113.788756514,-56.8943782568
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2025-05-12|clock_36,1,-87.2535789066,-87.2535789066
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2025-05-13|clock_12,1,-11.9135259231,-11.9135259231
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2025-05-14|clock_12,1,104.792764894,104.792764894
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2025-05-15|clock_12,1,-297.357206012,-297.357206012
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2025-05-15|clock_36,1,146.9252373,146.9252373
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2025-05-19|clock_36,1,484.967252396,484.967252396
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2025-05-20|clock_36,1,39.8575516331,39.8575516331
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2025-05-21|clock_12,1,386.255529595,386.255529595
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2025-05-21|clock_36,2,-949.740779631,-474.870389816
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2025-05-22|clock_36,1,458.659415364,458.659415364
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2025-05-23|clock_36,1,325.260193124,325.260193124
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2025-05-27|clock_12,1,-182.760735546,-182.760735546
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2025-05-27|clock_36,1,-612.116117335,-612.116117335
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2025-05-28|clock_12,1,-40.4084720121,-40.4084720121
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2025-05-29|clock_12,1,-290.414260037,-290.414260037
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2025-05-29|clock_36,1,-530.073148974,-530.073148974
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2025-06-02|clock_12,1,27.9146919431,27.9146919431
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2025-06-02|clock_36,1,-31.9517073171,-31.9517073171
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2025-06-03|clock_12,2,-41.3001413778,-20.6500706889
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2025-06-03|clock_36,1,-225.707342842,-225.707342842
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2025-06-04|clock_12,1,66.1477449328,66.1477449328
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2025-06-04|clock_36,1,334.774192269,334.774192269
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2025-06-06|clock_12,1,-189.000354427,-189.000354427
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2025-06-06|clock_36,1,-161.462316796,-161.462316796
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2025-06-09|clock_36,1,-304.927963485,-304.927963485
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2025-06-11|clock_12,1,-70.4103930894,-70.4103930894
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2025-06-11|clock_36,1,-37.6559274326,-37.6559274326
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2025-06-12|clock_12,1,-104.889589905,-104.889589905
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2025-06-13|clock_12,3,1105.28901276,368.429670919
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2025-06-17|clock_12,1,107.054051654,107.054051654
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2025-06-18|clock_12,1,8.38718199073,8.38718199073
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2025-06-18|clock_36,1,213.7252978,213.7252978
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2025-06-20|clock_12,2,331.722727464,165.861363732
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2025-06-23|clock_12,1,-236.4107309,-236.4107309
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2025-06-23|clock_36,1,413.861918974,413.861918974
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2025-06-24|clock_12,1,347.77318117,347.77318117
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2025-06-25|clock_12,1,149.281185496,149.281185496
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2025-06-26|clock_36,1,-75.5021929406,-75.5021929406
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2025-06-27|clock_36,1,-216.836520546,-216.836520546
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2025-07-01|clock_12,1,300.041816874,300.041816874
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2025-07-02|clock_36,1,78.0153403643,78.0153403643
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2025-07-07|clock_12,1,-53.3553267994,-53.3553267994
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2025-07-07|clock_36,1,-178.340224454,-178.340224454
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2025-07-10|clock_36,1,245.545991476,245.545991476
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2025-07-14|clock_12,1,-168.36140655,-168.36140655
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2025-07-14|clock_36,1,294.203166811,294.203166811
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2025-07-15|clock_36,1,23.4561737523,23.4561737523
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2025-07-16|clock_36,1,198.515686149,198.515686149
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2025-07-21|clock_12,1,-410.319298246,-410.319298246
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2025-07-21|clock_36,1,186.418278038,186.418278038
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2025-07-22|clock_12,1,139.159726538,139.159726538
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2025-07-23|clock_36,1,-132.138931298,-132.138931298
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2025-08-05|clock_12,1,49.0405904059,49.0405904059
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2025-08-05|clock_36,2,-530.778313828,-265.389156914
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2025-08-08|clock_36,1,156.740427653,156.740427653
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2025-08-11|clock_12,1,-389.90463588,-389.90463588
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2025-08-11|clock_36,1,-42.6627640448,-42.6627640448
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2025-08-14|clock_36,1,879.977908845,879.977908845
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2025-08-18|clock_36,1,-323.277971159,-323.277971159
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2025-09-10|clock_36,1,131.343780045,131.343780045
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2025-09-12|clock_36,1,49.8806697981,49.8806697981
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2025-09-22|clock_36,1,205.236732671,205.236732671
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2025-09-24|clock_12,1,-173.308547603,-173.308547603
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2025-09-25|clock_36,2,-970.314025442,-485.157012721
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2025-09-30|clock_12,1,46.2934875933,46.2934875933
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2025-10-08|clock_12,2,-210.284814361,-105.14240718
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2025-10-09|clock_36,1,-286.256286129,-286.256286129
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2025-10-10|clock_12,2,-799.735542709,-399.867771355
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2025-10-10|clock_36,2,-150.302970194,-75.1514850969
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2025-10-13|clock_12,1,494.942025114,494.942025114
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2025-10-14|clock_12,1,413.046316519,413.046316519
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2025-10-15|clock_36,2,423.772268728,211.886134364
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2025-10-17|clock_12,1,582.961703302,582.961703302
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2025-10-22|clock_36,1,-209.228791774,-209.228791774
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2025-10-23|clock_36,2,-46.4500651957,-23.2250325978
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2025-10-27|clock_12,2,-136.336228343,-68.1681141715
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2025-10-28|clock_12,1,427.843406593,427.843406593
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2025-11-03|clock_12,1,-415.345211581,-415.345211581
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2025-11-05|clock_12,1,400.213914199,400.213914199
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2025-11-10|clock_12,1,82.1745189684,82.1745189684
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2025-11-12|clock_36,1,22.7017679988,22.7017679988
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2025-11-14|clock_36,1,-185.814766365,-185.814766365
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2025-11-21|clock_12,1,500.921140318,500.921140318
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2025-11-26|clock_12,1,-274.650297848,-274.650297848
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2025-12-01|clock_36,1,18.2755901329,18.2755901329
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2025-12-09|clock_36,1,-28.0686632539,-28.0686632539
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2025-12-17|clock_12,1,-129.097592212,-129.097592212
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2025-12-22|clock_12,1,357.438938173,357.438938173
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2026-01-08|clock_36,1,-162.890411922,-162.890411922
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2026-01-15|clock_12,1,234.89475029,234.89475029
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2026-01-21|clock_36,1,667.020668693,667.020668693
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2026-01-30|clock_12,1,388.424858255,388.424858255
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2026-02-13|clock_12,1,536.431173485,536.431173485
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2026-02-23|clock_12,1,-313.768325467,-313.768325467
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2026-02-24|clock_36,2,329.074051629,164.537025815
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2026-02-25|clock_12,1,409.319532909,409.319532909
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2026-03-02|clock_12,1,616.943316062,616.943316062
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2026-03-02|clock_36,1,38.5580780568,38.5580780568
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2026-03-03|clock_12,1,509.883314416,509.883314416
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2026-03-09|clock_12,2,537.095505869,268.547752934
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2026-03-10|clock_12,2,-448.256777068,-224.128388534
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2026-03-10|clock_36,1,27.1417959362,27.1417959362
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2026-03-16|clock_12,1,-630.191036668,-630.191036668
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2026-03-16|clock_36,1,394.606286959,394.606286959
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2026-03-17|clock_36,1,167.042123977,167.042123977
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2026-03-18|clock_12,1,216.387657769,216.387657769
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2026-03-18|clock_36,1,110.250610799,110.250610799
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2026-03-19|clock_36,2,-72.1957186927,-36.0978593464
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2026-03-20|clock_12,1,-159.353990192,-159.353990192
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2026-03-20|clock_36,1,-410.588386539,-410.588386539
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2026-03-30|clock_12,1,-345.94791057,-345.94791057
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2026-04-02|clock_36,1,126.115536493,126.115536493
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2026-04-09|clock_12,1,-232.222222222,-232.222222222
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2026-04-14|clock_36,1,-5.61817106685,-5.61817106685
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2026-04-21|clock_12,1,-404.502007833,-404.502007833
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2026-04-21|clock_36,1,-3.55254674404,-3.55254674404
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2026-04-22|clock_36,1,197.177706449,197.177706449
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2026-04-24|clock_12,1,177.044979591,177.044979591
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2026-04-29|clock_12,1,-147.907894737,-147.907894737
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2026-05-01|clock_36,1,105.928935104,105.928935104
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2026-05-08|clock_12,1,-713.676448598,-713.676448598
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2026-05-08|clock_36,1,399.801274352,399.801274352
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2026-05-12|clock_12,1,-427.186525869,-427.186525869
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2026-05-21|clock_12,2,694.154997823,347.077498911
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2026-05-27|clock_12,1,599.655993769,599.655993769
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2026-06-03|clock_12,2,-505.957341731,-252.978670866
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,hindsight_episode,2026-06-03|clock_36,1,-87.9373636647,-87.9373636647
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,month,2024-01,4,172.113759636,43.0284399089
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,month,2024-02,13,1057.58993685,81.3530720657
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,month,2024-03,6,-601.445732546,-100.240955424
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,month,2024-05,10,2656.65849168,265.665849168
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,month,2024-06,10,-511.260719572,-51.1260719572
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,month,2024-07,1,1059.76744186,1059.76744186
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,month,2024-08,16,3066.71778069,191.669861293
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,month,2024-09,6,-743.667753614,-123.944625602
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,month,2024-10,17,-643.411320728,-37.8477247487
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,month,2024-11,45,5839.61956398,129.769323644
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,month,2024-12,41,1001.64270559,24.4303098925
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,month,2025-01,34,-3836.58667951,-112.840784691
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,month,2025-02,23,564.301969051,24.5348682196
long__current_state__7.0__return_6_cross_sectional_rank_bin__bottom_20__94d347cbfd,LONG,month,2025-03,10,312.501057859,31.2501057859
