signature_id,direction,stage,condition_count,rows,sessions,stocks,mean_directional_net_bps,directional_lift,raw_p_value,fdr_q_value,discovery_score,discovery_supported_effect,discovery_eligible,rejection_reasons_json,conditions_json
long__body_to_range_bin__bullish__state_motif_2__0gt4__e3745b69de,LONG,pairwise,2,39,32,17,7.77879201248,0.0972549944943,1,1,-0.237542481475,False,False,"[""fdr_not_passed"",""insufficient_rows""]","[{""family"":""bar_shape"",""feature"":""body_to_range_bin"",""operator"":""=="",""value"":""bullish""},{""family"":""state_history"",""feature"":""state_motif_2"",""operator"":""=="",""value"":""0>4""}]"
long__body_to_range_bin__bullish__state_motif_2__2gt4__c27efbbd8e,LONG,pairwise,2,175,101,20,13.1820921767,0.0216505988899,0.389672879664,0.999955450325,0.336788187891,False,False,"[""chronology_not_consistent"",""fdr_not_passed""]","[{""family"":""bar_shape"",""feature"":""body_to_range_bin"",""operator"":""=="",""value"":""bullish""},{""family"":""state_history"",""feature"":""state_motif_2"",""operator"":""=="",""value"":""2>4""}]"
long__body_to_range_bin__bullish__state_motif_2__3gt6__303aeed322,LONG,pairwise,2,41,32,18,-32.3803258034,-0.0265723976258,1,1,-0.399728165993,False,False,"[""chronology_not_consistent"",""fdr_not_passed"",""insufficient_rows"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]","[{""family"":""bar_shape"",""feature"":""body_to_range_bin"",""operator"":""=="",""value"":""bullish""},{""family"":""state_history"",""feature"":""state_motif_2"",""operator"":""=="",""value"":""3>6""}]"
long__body_to_range_bin__bullish__state_motif_3__2gt1gt3__2a00ea255e,LONG,pairwise,2,28,25,12,-17.3766832662,-0.0840636868244,1,1,-0.531515840041,False,False,"[""chronology_not_consistent"",""fdr_not_passed"",""insufficient_directional_outcomes"",""insufficient_rows"",""insufficient_sessions"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]","[{""family"":""bar_shape"",""feature"":""body_to_range_bin"",""operator"":""=="",""value"":""bullish""},{""family"":""state_history"",""feature"":""state_motif_3"",""operator"":""=="",""value"":""2>1>3""}]"
long__body_to_range_bin__bullish__stock_vs_market_return_bin__minus_one_to_zero__7fd20f4635,LONG,pairwise,2,696,214,20,-11.9387029082,-0.00729849799027,0.853277780305,0.999955450325,-0.330131866582,False,False,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]","[{""family"":""bar_shape"",""feature"":""body_to_range_bin"",""operator"":""=="",""value"":""bullish""},{""family"":""cross_sectional"",""feature"":""stock_vs_market_return_bin"",""operator"":""=="",""value"":""minus_one_to_zero""}]"
long__body_to_range_bin__bullish__top_loop_score_bin__high__ec19af108c,LONG,pairwise,2,209,128,20,-27.9208277169,-0.0201539123883,0.924278330139,0.999955450325,-0.33636021174,False,False,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]","[{""family"":""bar_shape"",""feature"":""body_to_range_bin"",""operator"":""=="",""value"":""bullish""},{""family"":""loop"",""feature"":""top_loop_score_bin"",""operator"":""=="",""value"":""high""}]"
long__body_to_range_bin__bullish__typical_price_distance_bin__below_minus_one_scale__44fa726c59,LONG,pairwise,2,549,179,20,-15.3227657536,-0.0295489847687,0.845179317792,0.999955450325,-0.326912847676,False,False,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]","[{""family"":""bar_shape"",""feature"":""body_to_range_bin"",""operator"":""=="",""value"":""bullish""},{""family"":""price_location"",""feature"":""typical_price_distance_bin"",""operator"":""=="",""value"":""below_minus_one_scale""}]"
long__body_to_range_bin__bullish__universe_breadth_bin__mixed__b7637b78ac,LONG,pairwise,2,727,99,20,-31.0960304646,-0.0478090198958,0.978616047984,0.999955450325,-0.350444440694,False,False,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]","[{""family"":""bar_shape"",""feature"":""body_to_range_bin"",""operator"":""=="",""value"":""bullish""},{""family"":""cross_sectional_environment"",""feature"":""universe_breadth_bin"",""operator"":""=="",""value"":""mixed""}]"
long__body_to_range_bin__small__current_state__3.0__7b519577d8,LONG,pairwise,2,528,179,20,-28.7549983234,-0.0321156348764,0.988613823023,0.999955450325,-0.300873768358,False,False,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]","[{""family"":""bar_shape"",""feature"":""body_to_range_bin"",""operator"":""=="",""value"":""small""},{""family"":""structural_state"",""feature"":""current_state"",""operator"":""=="",""value"":3.0}]"
long__body_to_range_bin__small__prior_completed_dwell_bin__3_6__f7c311485c,LONG,pairwise,2,905,246,20,-10.5459181368,-0.0180021240778,0.95552735604,0.999955450325,-0.302840954027,False,False,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_lift"",""non_positive_discovery_payoff""]","[{""family"":""bar_shape"",""feature"":""body_to_range_bin"",""operator"":""=="",""value"":""small""},{""family"":""structural_state"",""feature"":""prior_completed_dwell_bin"",""operator"":""=="",""value"":""3_6""}]"
long__body_to_range_bin__small__range_to_cost_bin__high__06510a00ed,LONG,pairwise,2,717,232,20,-13.3728612848,0.000913400244714,0.967867846067,0.999955450325,-0.335206058167,False,False,"[""chronology_not_consistent"",""fdr_not_passed"",""non_positive_discovery_payoff""]","[{""family"":""bar_shape"",""feature"":""body_to_range_bin"",""operator"":""=="",""value"":""small""},{""family"":""movement_permission"",""feature"":""range_to_cost_bin"",""operator"":""=="",""value"":""high""}]"
