population,scope_type,scope_value,candidate,onset_class,symbol,rows,share,absolute_contribution_bps,maximum_allowed_share,passes
primary_high_movement_rows,month,2025-02,not_applicable,not_applicable,AAOI,22,0.0830188679245,,,True
primary_high_movement_rows,month,2025-02,not_applicable,not_applicable,APLD,19,0.0716981132075,,,True
primary_high_movement_rows,month,2025-02,not_applicable,not_applicable,ASTS,20,0.0754716981132,,,True
primary_high_movement_rows,month,2025-02,not_applicable,not_applicable,CIFR,16,0.0603773584906,,,True
primary_high_movement_rows,month,2025-02,not_applicable,not_applicable,HIMS,31,0.116981132075,,,True
primary_high_movement_rows,month,2025-02,not_applicable,not_applicable,IONQ,12,0.0452830188679,,,True
primary_high_movement_rows,month,2025-02,not_applicable,not_applicable,IREN,10,0.0377358490566,,,True
primary_high_movement_rows,month,2025-02,not_applicable,not_applicable,MARA,4,0.0150943396226,,,True
primary_high_movement_rows,month,2025-02,not_applicable,not_applicable,MP,7,0.0264150943396,,,True
primary_high_movement_rows,month,2025-02,not_applicable,not_applicable,MRNA,6,0.022641509434,,,True
primary_high_movement_rows,month,2025-02,not_applicable,not_applicable,MSTR,3,0.011320754717,,,True
primary_high_movement_rows,month,2025-02,not_applicable,not_applicable,NVTS,8,0.0301886792453,,,True
primary_high_movement_rows,month,2025-02,not_applicable,not_applicable,QBTS,30,0.11320754717,,,True
primary_high_movement_rows,month,2025-02,not_applicable,not_applicable,RGTI,21,0.0792452830189,,,True
primary_high_movement_rows,month,2025-02,not_applicable,not_applicable,RIOT,6,0.022641509434,,,True
primary_high_movement_rows,month,2025-02,not_applicable,not_applicable,RIVN,2,0.00754716981132,,,True
primary_high_movement_rows,month,2025-02,not_applicable,not_applicable,SMCI,35,0.132075471698,,,True
primary_high_movement_rows,month,2025-02,not_applicable,not_applicable,WULF,13,0.0490566037736,,,True
primary_high_movement_rows,month,2025-03,not_applicable,not_applicable,AAOI,19,0.0935960591133,,,True
primary_high_movement_rows,month,2025-03,not_applicable,not_applicable,APLD,5,0.0246305418719,,,True
primary_high_movement_rows,month,2025-03,not_applicable,not_applicable,ASTS,15,0.0738916256158,,,True
primary_high_movement_rows,month,2025-03,not_applicable,not_applicable,CIFR,8,0.0394088669951,,,True
primary_high_movement_rows,month,2025-03,not_applicable,not_applicable,HIMS,16,0.0788177339901,,,True
primary_high_movement_rows,month,2025-03,not_applicable,not_applicable,IONQ,21,0.103448275862,,,True
primary_high_movement_rows,month,2025-03,not_applicable,not_applicable,IREN,5,0.0246305418719,,,True
primary_high_movement_rows,month,2025-03,not_applicable,not_applicable,MARA,5,0.0246305418719,,,True
primary_high_movement_rows,month,2025-03,not_applicable,not_applicable,MP,3,0.0147783251232,,,True
primary_high_movement_rows,month,2025-03,not_applicable,not_applicable,MRNA,8,0.0394088669951,,,True
primary_high_movement_rows,month,2025-03,not_applicable,not_applicable,MSTR,11,0.0541871921182,,,True
primary_high_movement_rows,month,2025-03,not_applicable,not_applicable,NVTS,8,0.0394088669951,,,True
primary_high_movement_rows,month,2025-03,not_applicable,not_applicable,QBTS,29,0.142857142857,,,True
primary_high_movement_rows,month,2025-03,not_applicable,not_applicable,RGTI,26,0.128078817734,,,True
primary_high_movement_rows,month,2025-03,not_applicable,not_applicable,RIOT,2,0.00985221674877,,,True
primary_high_movement_rows,month,2025-03,not_applicable,not_applicable,SMCI,12,0.0591133004926,,,True
primary_high_movement_rows,month,2025-03,not_applicable,not_applicable,WULF,10,0.0492610837438,,,True
primary_high_movement_rows,month,2025-04,not_applicable,not_applicable,AAL,2,0.01,,,True
primary_high_movement_rows,month,2025-04,not_applicable,not_applicable,AAOI,16,0.08,,,True
primary_high_movement_rows,month,2025-04,not_applicable,not_applicable,APLD,22,0.11,,,True
primary_high_movement_rows,month,2025-04,not_applicable,not_applicable,ASTS,8,0.04,,,True
primary_high_movement_rows,month,2025-04,not_applicable,not_applicable,CIFR,12,0.06,,,True
primary_high_movement_rows,month,2025-04,not_applicable,not_applicable,HIMS,16,0.08,,,True
primary_high_movement_rows,month,2025-04,not_applicable,not_applicable,IONQ,16,0.08,,,True
primary_high_movement_rows,month,2025-04,not_applicable,not_applicable,IREN,6,0.03,,,True
primary_high_movement_rows,month,2025-04,not_applicable,not_applicable,MARA,9,0.045,,,True
primary_high_movement_rows,month,2025-04,not_applicable,not_applicable,MP,16,0.08,,,True
primary_high_movement_rows,month,2025-04,not_applicable,not_applicable,MRNA,2,0.01,,,True
primary_high_movement_rows,month,2025-04,not_applicable,not_applicable,MSTR,5,0.025,,,True
primary_high_movement_rows,month,2025-04,not_applicable,not_applicable,NVTS,7,0.035,,,True
primary_high_movement_rows,month,2025-04,not_applicable,not_applicable,QBTS,16,0.08,,,True
primary_high_movement_rows,month,2025-04,not_applicable,not_applicable,RGTI,12,0.06,,,True
primary_high_movement_rows,month,2025-04,not_applicable,not_applicable,RIOT,6,0.03,,,True
primary_high_movement_rows,month,2025-04,not_applicable,not_applicable,RIVN,3,0.015,,,True
primary_high_movement_rows,month,2025-04,not_applicable,not_applicable,SMCI,7,0.035,,,True
primary_high_movement_rows,month,2025-04,not_applicable,not_applicable,SOFI,6,0.03,,,True
primary_high_movement_rows,month,2025-04,not_applicable,not_applicable,WULF,13,0.065,,,True
primary_high_movement_rows,month,2025-05,not_applicable,not_applicable,AAL,1,0.00555555555556,,,True
primary_high_movement_rows,month,2025-05,not_applicable,not_applicable,AAOI,12,0.0666666666667,,,True
primary_high_movement_rows,month,2025-05,not_applicable,not_applicable,APLD,11,0.0611111111111,,,True
primary_high_movement_rows,month,2025-05,not_applicable,not_applicable,ASTS,5,0.0277777777778,,,True
primary_high_movement_rows,month,2025-05,not_applicable,not_applicable,CIFR,13,0.0722222222222,,,True
primary_high_movement_rows,month,2025-05,not_applicable,not_applicable,HIMS,22,0.122222222222,,,True
primary_high_movement_rows,month,2025-05,not_applicable,not_applicable,IONQ,11,0.0611111111111,,,True
primary_high_movement_rows,month,2025-05,not_applicable,not_applicable,IREN,6,0.0333333333333,,,True
primary_high_movement_rows,month,2025-05,not_applicable,not_applicable,MARA,6,0.0333333333333,,,True
primary_high_movement_rows,month,2025-05,not_applicable,not_applicable,MP,4,0.0222222222222,,,True
primary_high_movement_rows,month,2025-05,not_applicable,not_applicable,MRNA,5,0.0277777777778,,,True
primary_high_movement_rows,month,2025-05,not_applicable,not_applicable,NVTS,15,0.0833333333333,,,True
primary_high_movement_rows,month,2025-05,not_applicable,not_applicable,QBTS,27,0.15,,,True
primary_high_movement_rows,month,2025-05,not_applicable,not_applicable,RGTI,19,0.105555555556,,,True
primary_high_movement_rows,month,2025-05,not_applicable,not_applicable,RIOT,6,0.0333333333333,,,True
primary_high_movement_rows,month,2025-05,not_applicable,not_applicable,RIVN,1,0.00555555555556,,,True
primary_high_movement_rows,month,2025-05,not_applicable,not_applicable,SMCI,6,0.0333333333333,,,True
primary_high_movement_rows,month,2025-05,not_applicable,not_applicable,WULF,10,0.0555555555556,,,True
primary_high_movement_rows,month,2025-06,not_applicable,not_applicable,AAOI,15,0.0793650793651,,,True
primary_high_movement_rows,month,2025-06,not_applicable,not_applicable,APLD,22,0.116402116402,,,True
primary_high_movement_rows,month,2025-06,not_applicable,not_applicable,ASTS,14,0.0740740740741,,,True
primary_high_movement_rows,month,2025-06,not_applicable,not_applicable,CIFR,11,0.0582010582011,,,True
primary_high_movement_rows,month,2025-06,not_applicable,not_applicable,HIMS,22,0.116402116402,,,True
primary_high_movement_rows,month,2025-06,not_applicable,not_applicable,IONQ,12,0.0634920634921,,,True
primary_high_movement_rows,month,2025-06,not_applicable,not_applicable,IREN,7,0.037037037037,,,True
primary_high_movement_rows,month,2025-06,not_applicable,not_applicable,MP,21,0.111111111111,,,True
primary_high_movement_rows,month,2025-06,not_applicable,not_applicable,NVTS,33,0.174603174603,,,True
primary_high_movement_rows,month,2025-06,not_applicable,not_applicable,QBTS,11,0.0582010582011,,,True
primary_high_movement_rows,month,2025-06,not_applicable,not_applicable,RGTI,9,0.047619047619,,,True
primary_high_movement_rows,month,2025-06,not_applicable,not_applicable,RIOT,2,0.010582010582,,,True
primary_high_movement_rows,month,2025-06,not_applicable,not_applicable,SMCI,2,0.010582010582,,,True
primary_high_movement_rows,month,2025-06,not_applicable,not_applicable,SOFI,2,0.010582010582,,,True
primary_high_movement_rows,month,2025-06,not_applicable,not_applicable,WULF,6,0.031746031746,,,True
primary_high_movement_rows,month,2025-07,not_applicable,not_applicable,AAL,3,0.0223880597015,,,True
primary_high_movement_rows,month,2025-07,not_applicable,not_applicable,AAOI,10,0.0746268656716,,,True
primary_high_movement_rows,month,2025-07,not_applicable,not_applicable,APLD,7,0.0522388059701,,,True
primary_high_movement_rows,month,2025-07,not_applicable,not_applicable,ASTS,7,0.0522388059701,,,True
primary_high_movement_rows,month,2025-07,not_applicable,not_applicable,CIFR,15,0.111940298507,,,True
primary_high_movement_rows,month,2025-07,not_applicable,not_applicable,HIMS,7,0.0522388059701,,,True
primary_high_movement_rows,month,2025-07,not_applicable,not_applicable,IONQ,4,0.0298507462687,,,True
primary_high_movement_rows,month,2025-07,not_applicable,not_applicable,IREN,13,0.0970149253731,,,True
primary_high_movement_rows,month,2025-07,not_applicable,not_applicable,MARA,3,0.0223880597015,,,True
primary_high_movement_rows,month,2025-07,not_applicable,not_applicable,MP,14,0.10447761194,,,True
primary_high_movement_rows,month,2025-07,not_applicable,not_applicable,MRNA,1,0.00746268656716,,,True
primary_high_movement_rows,month,2025-07,not_applicable,not_applicable,NVTS,12,0.089552238806,,,True
primary_high_movement_rows,month,2025-07,not_applicable,not_applicable,QBTS,12,0.089552238806,,,True
primary_high_movement_rows,month,2025-07,not_applicable,not_applicable,RGTI,5,0.0373134328358,,,True
primary_high_movement_rows,month,2025-07,not_applicable,not_applicable,RIOT,4,0.0298507462687,,,True
primary_high_movement_rows,month,2025-07,not_applicable,not_applicable,SMCI,1,0.00746268656716,,,True
primary_high_movement_rows,month,2025-07,not_applicable,not_applicable,SOFI,6,0.044776119403,,,True
primary_high_movement_rows,month,2025-07,not_applicable,not_applicable,WULF,10,0.0746268656716,,,True
primary_high_movement_rows,month,2025-08,not_applicable,not_applicable,AAOI,9,0.0989010989011,,,True
primary_high_movement_rows,month,2025-08,not_applicable,not_applicable,APLD,8,0.0879120879121,,,True
primary_high_movement_rows,month,2025-08,not_applicable,not_applicable,ASTS,2,0.021978021978,,,True
primary_high_movement_rows,month,2025-08,not_applicable,not_applicable,CIFR,8,0.0879120879121,,,True
primary_high_movement_rows,month,2025-08,not_applicable,not_applicable,HIMS,4,0.043956043956,,,True
primary_high_movement_rows,month,2025-08,not_applicable,not_applicable,IONQ,4,0.043956043956,,,True
primary_high_movement_rows,month,2025-08,not_applicable,not_applicable,IREN,7,0.0769230769231,,,True
primary_high_movement_rows,month,2025-08,not_applicable,not_applicable,MARA,1,0.010989010989,,,True
primary_high_movement_rows,month,2025-08,not_applicable,not_applicable,MP,10,0.10989010989,,,True
primary_high_movement_rows,month,2025-08,not_applicable,not_applicable,NVTS,7,0.0769230769231,,,True
primary_high_movement_rows,month,2025-08,not_applicable,not_applicable,QBTS,6,0.0659340659341,,,True
primary_high_movement_rows,month,2025-08,not_applicable,not_applicable,RGTI,7,0.0769230769231,,,True
primary_high_movement_rows,month,2025-08,not_applicable,not_applicable,RIOT,3,0.032967032967,,,True
primary_high_movement_rows,month,2025-08,not_applicable,not_applicable,SOFI,1,0.010989010989,,,True
primary_high_movement_rows,month,2025-08,not_applicable,not_applicable,WULF,14,0.153846153846,,,True
primary_high_movement_rows,pooled,all,not_applicable,not_applicable,AAL,7,0.00448717948718,,0.1,True
primary_high_movement_rows,pooled,all,not_applicable,not_applicable,AAOI,118,0.075641025641,,0.1,True
primary_high_movement_rows,pooled,all,not_applicable,not_applicable,APLD,120,0.0769230769231,,0.1,True
primary_high_movement_rows,pooled,all,not_applicable,not_applicable,ASTS,79,0.050641025641,,0.1,True
primary_high_movement_rows,pooled,all,not_applicable,not_applicable,CIFR,97,0.0621794871795,,0.1,True
primary_high_movement_rows,pooled,all,not_applicable,not_applicable,HIMS,124,0.0794871794872,,0.1,True
primary_high_movement_rows,pooled,all,not_applicable,not_applicable,IONQ,115,0.0737179487179,,0.1,True
primary_high_movement_rows,pooled,all,not_applicable,not_applicable,IREN,73,0.0467948717949,,0.1,True
primary_high_movement_rows,pooled,all,not_applicable,not_applicable,MARA,34,0.0217948717949,,0.1,True
primary_high_movement_rows,pooled,all,not_applicable,not_applicable,MP,77,0.049358974359,,0.1,True
primary_high_movement_rows,pooled,all,not_applicable,not_applicable,MRNA,33,0.0211538461538,,0.1,True
primary_high_movement_rows,pooled,all,not_applicable,not_applicable,MSTR,28,0.0179487179487,,0.1,True
primary_high_movement_rows,pooled,all,not_applicable,not_applicable,NVTS,105,0.0673076923077,,0.1,True
primary_high_movement_rows,pooled,all,not_applicable,not_applicable,QBTS,171,0.109615384615,,0.1,False
primary_high_movement_rows,pooled,all,not_applicable,not_applicable,RGTI,139,0.0891025641026,,0.1,True
primary_high_movement_rows,pooled,all,not_applicable,not_applicable,RIOT,45,0.0288461538462,,0.1,True
primary_high_movement_rows,pooled,all,not_applicable,not_applicable,RIVN,9,0.00576923076923,,0.1,True
primary_high_movement_rows,pooled,all,not_applicable,not_applicable,SMCI,71,0.0455128205128,,0.1,True
primary_high_movement_rows,pooled,all,not_applicable,not_applicable,SOFI,17,0.0108974358974,,0.1,True
primary_high_movement_rows,pooled,all,not_applicable,not_applicable,WULF,98,0.0628205128205,,0.1,True
selected_economic_reference_rows,pooled,all,confirmed,not_applicable,AAL,1,0.00334448160535,,0.2,True
selected_economic_reference_rows,pooled,all,confirmed,not_applicable,AAOI,20,0.066889632107,,0.2,True
selected_economic_reference_rows,pooled,all,confirmed,not_applicable,APLD,21,0.0702341137124,,0.2,True
selected_economic_reference_rows,pooled,all,confirmed,not_applicable,ASTS,13,0.0434782608696,,0.2,True
selected_economic_reference_rows,pooled,all,confirmed,not_applicable,CIFR,14,0.0468227424749,,0.2,True
selected_economic_reference_rows,pooled,all,confirmed,not_applicable,HIMS,34,0.113712374582,,0.2,True
selected_economic_reference_rows,pooled,all,confirmed,not_applicable,IONQ,15,0.0501672240803,,0.2,True
selected_economic_reference_rows,pooled,all,confirmed,not_applicable,IREN,10,0.0334448160535,,0.2,True
selected_economic_reference_rows,pooled,all,confirmed,not_applicable,MARA,1,0.00334448160535,,0.2,True
selected_economic_reference_rows,pooled,all,confirmed,not_applicable,MP,21,0.0702341137124,,0.2,True
selected_economic_reference_rows,pooled,all,confirmed,not_applicable,MRNA,7,0.0234113712375,,0.2,True
selected_economic_reference_rows,pooled,all,confirmed,not_applicable,MSTR,1,0.00334448160535,,0.2,True
selected_economic_reference_rows,pooled,all,confirmed,not_applicable,NVTS,31,0.103678929766,,0.2,True
selected_economic_reference_rows,pooled,all,confirmed,not_applicable,QBTS,46,0.153846153846,,0.2,True
selected_economic_reference_rows,pooled,all,confirmed,not_applicable,RGTI,32,0.107023411371,,0.2,True
selected_economic_reference_rows,pooled,all,confirmed,not_applicable,RIOT,1,0.00334448160535,,0.2,True
selected_economic_reference_rows,pooled,all,confirmed,not_applicable,RIVN,2,0.0066889632107,,0.2,True
selected_economic_reference_rows,pooled,all,confirmed,not_applicable,SMCI,11,0.0367892976589,,0.2,True
selected_economic_reference_rows,pooled,all,confirmed,not_applicable,SOFI,2,0.0066889632107,,0.2,True
selected_economic_reference_rows,pooled,all,confirmed,not_applicable,WULF,16,0.0535117056856,,0.2,True
selected_economic_reference_rows,pooled,all,highest_relative_momentum,not_applicable,AAL,2,0.0066889632107,,0.2,True
selected_economic_reference_rows,pooled,all,highest_relative_momentum,not_applicable,AAOI,25,0.0836120401338,,0.2,True
selected_economic_reference_rows,pooled,all,highest_relative_momentum,not_applicable,APLD,29,0.0969899665552,,0.2,True
selected_economic_reference_rows,pooled,all,highest_relative_momentum,not_applicable,ASTS,21,0.0702341137124,,0.2,True
selected_economic_reference_rows,pooled,all,highest_relative_momentum,not_applicable,CIFR,13,0.0434782608696,,0.2,True
selected_economic_reference_rows,pooled,all,highest_relative_momentum,not_applicable,HIMS,29,0.0969899665552,,0.2,True
selected_economic_reference_rows,pooled,all,highest_relative_momentum,not_applicable,IONQ,20,0.066889632107,,0.2,True
selected_economic_reference_rows,pooled,all,highest_relative_momentum,not_applicable,IREN,9,0.0301003344482,,0.2,True
selected_economic_reference_rows,pooled,all,highest_relative_momentum,not_applicable,MARA,1,0.00334448160535,,0.2,True
selected_economic_reference_rows,pooled,all,highest_relative_momentum,not_applicable,MP,20,0.066889632107,,0.2,True
selected_economic_reference_rows,pooled,all,highest_relative_momentum,not_applicable,MRNA,12,0.0401337792642,,0.2,True
selected_economic_reference_rows,pooled,all,highest_relative_momentum,not_applicable,NVTS,32,0.107023411371,,0.2,True
selected_economic_reference_rows,pooled,all,highest_relative_momentum,not_applicable,QBTS,32,0.107023411371,,0.2,True
selected_economic_reference_rows,pooled,all,highest_relative_momentum,not_applicable,RGTI,23,0.0769230769231,,0.2,True
selected_economic_reference_rows,pooled,all,highest_relative_momentum,not_applicable,RIOT,2,0.0066889632107,,0.2,True
selected_economic_reference_rows,pooled,all,highest_relative_momentum,not_applicable,RIVN,3,0.0100334448161,,0.2,True
selected_economic_reference_rows,pooled,all,highest_relative_momentum,not_applicable,SMCI,10,0.0334448160535,,0.2,True
selected_economic_reference_rows,pooled,all,highest_relative_momentum,not_applicable,SOFI,3,0.0100334448161,,0.2,True
selected_economic_reference_rows,pooled,all,highest_relative_momentum,not_applicable,WULF,13,0.0434782608696,,0.2,True
selected_economic_reference_rows,pooled,all,pressure,not_applicable,AAL,2,0.0066889632107,,0.2,True
selected_economic_reference_rows,pooled,all,pressure,not_applicable,AAOI,24,0.0802675585284,,0.2,True
selected_economic_reference_rows,pooled,all,pressure,not_applicable,APLD,27,0.0903010033445,,0.2,True
selected_economic_reference_rows,pooled,all,pressure,not_applicable,ASTS,19,0.0635451505017,,0.2,True
selected_economic_reference_rows,pooled,all,pressure,not_applicable,CIFR,8,0.0267558528428,,0.2,True
selected_economic_reference_rows,pooled,all,pressure,not_applicable,HIMS,24,0.0802675585284,,0.2,True
selected_economic_reference_rows,pooled,all,pressure,not_applicable,IONQ,20,0.066889632107,,0.2,True
selected_economic_reference_rows,pooled,all,pressure,not_applicable,IREN,7,0.0234113712375,,0.2,True
selected_economic_reference_rows,pooled,all,pressure,not_applicable,MARA,2,0.0066889632107,,0.2,True
selected_economic_reference_rows,pooled,all,pressure,not_applicable,MP,16,0.0535117056856,,0.2,True
selected_economic_reference_rows,pooled,all,pressure,not_applicable,MRNA,4,0.0133779264214,,0.2,True
selected_economic_reference_rows,pooled,all,pressure,not_applicable,MSTR,2,0.0066889632107,,0.2,True
selected_economic_reference_rows,pooled,all,pressure,not_applicable,NVTS,32,0.107023411371,,0.2,True
selected_economic_reference_rows,pooled,all,pressure,not_applicable,QBTS,45,0.150501672241,,0.2,True
selected_economic_reference_rows,pooled,all,pressure,not_applicable,RGTI,30,0.100334448161,,0.2,True
selected_economic_reference_rows,pooled,all,pressure,not_applicable,RIOT,3,0.0100334448161,,0.2,True
selected_economic_reference_rows,pooled,all,pressure,not_applicable,RIVN,2,0.0066889632107,,0.2,True
selected_economic_reference_rows,pooled,all,pressure,not_applicable,SMCI,13,0.0434782608696,,0.2,True
selected_economic_reference_rows,pooled,all,pressure,not_applicable,SOFI,3,0.0100334448161,,0.2,True
selected_economic_reference_rows,pooled,all,pressure,not_applicable,WULF,16,0.0535117056856,,0.2,True
selected_economic_reference_rows,pooled,all,random_within_slate,not_applicable,AAL,3,0.0100334448161,,0.2,True
selected_economic_reference_rows,pooled,all,random_within_slate,not_applicable,AAOI,26,0.0869565217391,,0.2,True
selected_economic_reference_rows,pooled,all,random_within_slate,not_applicable,APLD,23,0.0769230769231,,0.2,True
selected_economic_reference_rows,pooled,all,random_within_slate,not_applicable,ASTS,16,0.0535117056856,,0.2,True
selected_economic_reference_rows,pooled,all,random_within_slate,not_applicable,CIFR,15,0.0501672240803,,0.2,True
selected_economic_reference_rows,pooled,all,random_within_slate,not_applicable,HIMS,19,0.0635451505017,,0.2,True
selected_economic_reference_rows,pooled,all,random_within_slate,not_applicable,IONQ,22,0.0735785953177,,0.2,True
selected_economic_reference_rows,pooled,all,random_within_slate,not_applicable,IREN,11,0.0367892976589,,0.2,True
selected_economic_reference_rows,pooled,all,random_within_slate,not_applicable,MARA,7,0.0234113712375,,0.2,True
selected_economic_reference_rows,pooled,all,random_within_slate,not_applicable,MP,17,0.056856187291,,0.2,True
selected_economic_reference_rows,pooled,all,random_within_slate,not_applicable,MRNA,6,0.0200668896321,,0.2,True
selected_economic_reference_rows,pooled,all,random_within_slate,not_applicable,NVTS,24,0.0802675585284,,0.2,True
selected_economic_reference_rows,pooled,all,random_within_slate,not_applicable,QBTS,42,0.140468227425,,0.2,True
selected_economic_reference_rows,pooled,all,random_within_slate,not_applicable,RGTI,27,0.0903010033445,,0.2,True
selected_economic_reference_rows,pooled,all,random_within_slate,not_applicable,RIOT,10,0.0334448160535,,0.2,True
selected_economic_reference_rows,pooled,all,random_within_slate,not_applicable,RIVN,2,0.0066889632107,,0.2,True
selected_economic_reference_rows,pooled,all,random_within_slate,not_applicable,SMCI,11,0.0367892976589,,0.2,True
selected_economic_reference_rows,pooled,all,random_within_slate,not_applicable,SOFI,5,0.0167224080268,,0.2,True
selected_economic_reference_rows,pooled,all,random_within_slate,not_applicable,WULF,13,0.0434782608696,,0.2,True
selected_economic_reference_rows,pooled,all,readiness,not_applicable,AAL,2,0.0066889632107,,0.2,True
selected_economic_reference_rows,pooled,all,readiness,not_applicable,AAOI,21,0.0702341137124,,0.2,True
selected_economic_reference_rows,pooled,all,readiness,not_applicable,APLD,27,0.0903010033445,,0.2,True
selected_economic_reference_rows,pooled,all,readiness,not_applicable,ASTS,13,0.0434782608696,,0.2,True
selected_economic_reference_rows,pooled,all,readiness,not_applicable,CIFR,11,0.0367892976589,,0.2,True
selected_economic_reference_rows,pooled,all,readiness,not_applicable,HIMS,21,0.0702341137124,,0.2,True
selected_economic_reference_rows,pooled,all,readiness,not_applicable,IONQ,19,0.0635451505017,,0.2,True
selected_economic_reference_rows,pooled,all,readiness,not_applicable,IREN,8,0.0267558528428,,0.2,True
selected_economic_reference_rows,pooled,all,readiness,not_applicable,MARA,4,0.0133779264214,,0.2,True
selected_economic_reference_rows,pooled,all,readiness,not_applicable,MP,15,0.0501672240803,,0.2,True
selected_economic_reference_rows,pooled,all,readiness,not_applicable,MRNA,6,0.0200668896321,,0.2,True
selected_economic_reference_rows,pooled,all,readiness,not_applicable,MSTR,4,0.0133779264214,,0.2,True
selected_economic_reference_rows,pooled,all,readiness,not_applicable,NVTS,33,0.110367892977,,0.2,True
selected_economic_reference_rows,pooled,all,readiness,not_applicable,QBTS,46,0.153846153846,,0.2,True
selected_economic_reference_rows,pooled,all,readiness,not_applicable,RGTI,31,0.103678929766,,0.2,True
selected_economic_reference_rows,pooled,all,readiness,not_applicable,RIOT,3,0.0100334448161,,0.2,True
selected_economic_reference_rows,pooled,all,readiness,not_applicable,SMCI,16,0.0535117056856,,0.2,True
selected_economic_reference_rows,pooled,all,readiness,not_applicable,SOFI,3,0.0100334448161,,0.2,True
selected_economic_reference_rows,pooled,all,readiness,not_applicable,WULF,16,0.0535117056856,,0.2,True
selected_economic_reference_rows,pooled,all,strongest_reversal,not_applicable,AAL,2,0.0066889632107,,0.2,True
selected_economic_reference_rows,pooled,all,strongest_reversal,not_applicable,AAOI,25,0.0836120401338,,0.2,True
selected_economic_reference_rows,pooled,all,strongest_reversal,not_applicable,APLD,29,0.0969899665552,,0.2,True
selected_economic_reference_rows,pooled,all,strongest_reversal,not_applicable,ASTS,21,0.0702341137124,,0.2,True
selected_economic_reference_rows,pooled,all,strongest_reversal,not_applicable,CIFR,13,0.0434782608696,,0.2,True
selected_economic_reference_rows,pooled,all,strongest_reversal,not_applicable,HIMS,29,0.0969899665552,,0.2,True
selected_economic_reference_rows,pooled,all,strongest_reversal,not_applicable,IONQ,20,0.066889632107,,0.2,True
selected_economic_reference_rows,pooled,all,strongest_reversal,not_applicable,IREN,9,0.0301003344482,,0.2,True
selected_economic_reference_rows,pooled,all,strongest_reversal,not_applicable,MARA,1,0.00334448160535,,0.2,True
selected_economic_reference_rows,pooled,all,strongest_reversal,not_applicable,MP,20,0.066889632107,,0.2,True
selected_economic_reference_rows,pooled,all,strongest_reversal,not_applicable,MRNA,12,0.0401337792642,,0.2,True
selected_economic_reference_rows,pooled,all,strongest_reversal,not_applicable,NVTS,32,0.107023411371,,0.2,True
selected_economic_reference_rows,pooled,all,strongest_reversal,not_applicable,QBTS,32,0.107023411371,,0.2,True
selected_economic_reference_rows,pooled,all,strongest_reversal,not_applicable,RGTI,23,0.0769230769231,,0.2,True
selected_economic_reference_rows,pooled,all,strongest_reversal,not_applicable,RIOT,2,0.0066889632107,,0.2,True
selected_economic_reference_rows,pooled,all,strongest_reversal,not_applicable,RIVN,3,0.0100334448161,,0.2,True
selected_economic_reference_rows,pooled,all,strongest_reversal,not_applicable,SMCI,10,0.0334448160535,,0.2,True
selected_economic_reference_rows,pooled,all,strongest_reversal,not_applicable,SOFI,3,0.0100334448161,,0.2,True
selected_economic_reference_rows,pooled,all,strongest_reversal,not_applicable,WULF,13,0.0434782608696,,0.2,True
