population,scope_type,scope_value,target,model,bin,lower_bound_inclusive,upper_bound_exclusive_except_last,rows,mean_probability,observed_rate
secondary_all_rows,checkpoint,12,directional_onset,A2,9,0.8,0.9,35,0.850580509654,0.514285714286
secondary_all_rows,checkpoint,12,directional_onset,A2,10,0.9,1,24,0.94521616419,0.875
secondary_all_rows,checkpoint,12,directional_onset,A3,1,0,0.1,140,0.079095425792,0.0714285714286
secondary_all_rows,checkpoint,12,directional_onset,A3,2,0.1,0.2,799,0.154184426973,0.0851063829787
secondary_all_rows,checkpoint,12,directional_onset,A3,3,0.2,0.3,898,0.248473155357,0.129175946548
secondary_all_rows,checkpoint,12,directional_onset,A3,4,0.3,0.4,574,0.345632107688,0.207317073171
secondary_all_rows,checkpoint,12,directional_onset,A3,5,0.4,0.5,308,0.44442824484,0.308441558442
secondary_all_rows,checkpoint,12,directional_onset,A3,6,0.5,0.6,176,0.544479730958,0.397727272727
secondary_all_rows,checkpoint,12,directional_onset,A3,7,0.6,0.7,99,0.648529924801,0.515151515152
secondary_all_rows,checkpoint,12,directional_onset,A3,8,0.7,0.8,62,0.744235740764,0.564516129032
secondary_all_rows,checkpoint,12,directional_onset,A3,9,0.8,0.9,33,0.847044357664,0.606060606061
secondary_all_rows,checkpoint,12,directional_onset,A3,10,0.9,1,32,0.940332637285,0.71875
secondary_all_rows,checkpoint,12,up_given_onset,D0,1,0,0.1,0,,
secondary_all_rows,checkpoint,12,up_given_onset,D0,2,0.1,0.2,0,,
secondary_all_rows,checkpoint,12,up_given_onset,D0,3,0.2,0.3,0,,
secondary_all_rows,checkpoint,12,up_given_onset,D0,4,0.3,0.4,0,,
secondary_all_rows,checkpoint,12,up_given_onset,D0,5,0.4,0.5,0,,
secondary_all_rows,checkpoint,12,up_given_onset,D0,6,0.5,0.6,607,0.518000160963,0.466227347611
secondary_all_rows,checkpoint,12,up_given_onset,D0,7,0.6,0.7,0,,
secondary_all_rows,checkpoint,12,up_given_onset,D0,8,0.7,0.8,0,,
secondary_all_rows,checkpoint,12,up_given_onset,D0,9,0.8,0.9,0,,
secondary_all_rows,checkpoint,12,up_given_onset,D0,10,0.9,1,0,,
secondary_all_rows,checkpoint,12,up_given_onset,D1,1,0,0.1,0,,
secondary_all_rows,checkpoint,12,up_given_onset,D1,2,0.1,0.2,0,,
secondary_all_rows,checkpoint,12,up_given_onset,D1,3,0.2,0.3,0,,
secondary_all_rows,checkpoint,12,up_given_onset,D1,4,0.3,0.4,6,0.371129672273,0.666666666667
secondary_all_rows,checkpoint,12,up_given_onset,D1,5,0.4,0.5,166,0.469721590157,0.421686746988
secondary_all_rows,checkpoint,12,up_given_onset,D1,6,0.5,0.6,390,0.540801951221,0.479487179487
secondary_all_rows,checkpoint,12,up_given_onset,D1,7,0.6,0.7,41,0.627836716743,0.487804878049
secondary_all_rows,checkpoint,12,up_given_onset,D1,8,0.7,0.8,4,0.752630302172,0.5
secondary_all_rows,checkpoint,12,up_given_onset,D1,9,0.8,0.9,0,,
secondary_all_rows,checkpoint,12,up_given_onset,D1,10,0.9,1,0,,
secondary_all_rows,checkpoint,12,up_given_onset,D2,1,0,0.1,0,,
secondary_all_rows,checkpoint,12,up_given_onset,D2,2,0.1,0.2,3,0.191777038002,1
secondary_all_rows,checkpoint,12,up_given_onset,D2,3,0.2,0.3,28,0.26486260136,0.5
secondary_all_rows,checkpoint,12,up_given_onset,D2,4,0.3,0.4,90,0.356948585175,0.388888888889
secondary_all_rows,checkpoint,12,up_given_onset,D2,5,0.4,0.5,168,0.454649314091,0.47619047619
secondary_all_rows,checkpoint,12,up_given_onset,D2,6,0.5,0.6,161,0.552446986242,0.521739130435
secondary_all_rows,checkpoint,12,up_given_onset,D2,7,0.6,0.7,111,0.643499260842,0.405405405405
secondary_all_rows,checkpoint,12,up_given_onset,D2,8,0.7,0.8,41,0.739439312638,0.463414634146
secondary_all_rows,checkpoint,12,up_given_onset,D2,9,0.8,0.9,4,0.85403069473,0.75
secondary_all_rows,checkpoint,12,up_given_onset,D2,10,0.9,1,1,0.959695085488,0
secondary_all_rows,checkpoint,12,up_given_onset,D3,1,0,0.1,0,,
secondary_all_rows,checkpoint,12,up_given_onset,D3,2,0.1,0.2,7,0.159022591573,0.428571428571
secondary_all_rows,checkpoint,12,up_given_onset,D3,3,0.2,0.3,41,0.256029642389,0.463414634146
secondary_all_rows,checkpoint,12,up_given_onset,D3,4,0.3,0.4,96,0.355993818452,0.479166666667
secondary_all_rows,checkpoint,12,up_given_onset,D3,5,0.4,0.5,149,0.449805765714,0.409395973154
secondary_all_rows,checkpoint,12,up_given_onset,D3,6,0.5,0.6,136,0.548843913829,0.529411764706
secondary_all_rows,checkpoint,12,up_given_onset,D3,7,0.6,0.7,98,0.651373246072,0.448979591837
secondary_all_rows,checkpoint,12,up_given_onset,D3,8,0.7,0.8,55,0.741938245307,0.472727272727
secondary_all_rows,checkpoint,12,up_given_onset,D3,9,0.8,0.9,23,0.828948061658,0.478260869565
secondary_all_rows,checkpoint,12,up_given_onset,D3,10,0.9,1,2,0.923743621691,0.5
secondary_all_rows,checkpoint,6,directional_onset,A0,1,0,0.1,0,,
secondary_all_rows,checkpoint,6,directional_onset,A0,2,0.1,0.2,61,0.19440795996,0.0655737704918
secondary_all_rows,checkpoint,6,directional_onset,A0,3,0.2,0.3,1694,0.248549067776,0.109799291617
secondary_all_rows,checkpoint,6,directional_onset,A0,4,0.3,0.4,753,0.341329005136,0.244355909695
secondary_all_rows,checkpoint,6,directional_onset,A0,5,0.4,0.5,272,0.441196043369,0.389705882353
secondary_all_rows,checkpoint,6,directional_onset,A0,6,0.5,0.6,134,0.54303945676,0.55223880597
secondary_all_rows,checkpoint,6,directional_onset,A0,7,0.6,0.7,79,0.64664832561,0.632911392405
secondary_all_rows,checkpoint,6,directional_onset,A0,8,0.7,0.8,66,0.742407971583,0.575757575758
secondary_all_rows,checkpoint,6,directional_onset,A0,9,0.8,0.9,34,0.848766538489,0.794117647059
secondary_all_rows,checkpoint,6,directional_onset,A0,10,0.9,1,27,0.928384935591,0.851851851852
secondary_all_rows,checkpoint,6,directional_onset,A1,1,0,0.1,0,,
secondary_all_rows,checkpoint,6,directional_onset,A1,2,0.1,0.2,314,0.185298208629,0.0636942675159
secondary_all_rows,checkpoint,6,directional_onset,A1,3,0.2,0.3,1437,0.246607628046,0.121781489214
secondary_all_rows,checkpoint,6,directional_onset,A1,4,0.3,0.4,704,0.344368581432,0.240056818182
secondary_all_rows,checkpoint,6,directional_onset,A1,5,0.4,0.5,286,0.442908488828,0.342657342657
secondary_all_rows,checkpoint,6,directional_onset,A1,6,0.5,0.6,141,0.54569760709,0.524822695035
secondary_all_rows,checkpoint,6,directional_onset,A1,7,0.6,0.7,102,0.645667853402,0.607843137255
secondary_all_rows,checkpoint,6,directional_onset,A1,8,0.7,0.8,64,0.745120991151,0.578125
secondary_all_rows,checkpoint,6,directional_onset,A1,9,0.8,0.9,33,0.844865374896,0.727272727273
secondary_all_rows,checkpoint,6,directional_onset,A1,10,0.9,1,39,0.94013599833,0.846153846154
secondary_all_rows,checkpoint,6,directional_onset,A2,1,0,0.1,77,0.0856914466117,0.103896103896
secondary_all_rows,checkpoint,6,directional_onset,A2,2,0.1,0.2,842,0.159402280726,0.0855106888361
secondary_all_rows,checkpoint,6,directional_onset,A2,3,0.2,0.3,987,0.245627730829,0.15704154002
secondary_all_rows,checkpoint,6,directional_onset,A2,4,0.3,0.4,521,0.343445158213,0.226487523992
secondary_all_rows,checkpoint,6,directional_onset,A2,5,0.4,0.5,277,0.446784892297,0.364620938628
secondary_all_rows,checkpoint,6,directional_onset,A2,6,0.5,0.6,166,0.545422822102,0.439759036145
secondary_all_rows,checkpoint,6,directional_onset,A2,7,0.6,0.7,108,0.645122444798,0.546296296296
secondary_all_rows,checkpoint,6,directional_onset,A2,8,0.7,0.8,69,0.745416853765,0.695652173913
secondary_all_rows,checkpoint,6,directional_onset,A2,9,0.8,0.9,46,0.853190569416,0.739130434783
secondary_all_rows,checkpoint,6,directional_onset,A2,10,0.9,1,27,0.946033155765,0.888888888889
secondary_all_rows,checkpoint,6,directional_onset,A3,1,0,0.1,107,0.0828146809005,0.0654205607477
secondary_all_rows,checkpoint,6,directional_onset,A3,2,0.1,0.2,800,0.155992612227,0.08375
secondary_all_rows,checkpoint,6,directional_onset,A3,3,0.2,0.3,884,0.246389619527,0.150452488688
secondary_all_rows,checkpoint,6,directional_onset,A3,4,0.3,0.4,555,0.345777580836,0.21981981982
secondary_all_rows,checkpoint,6,directional_onset,A3,5,0.4,0.5,310,0.443717116943,0.335483870968
secondary_all_rows,checkpoint,6,directional_onset,A3,6,0.5,0.6,187,0.546202145098,0.422459893048
secondary_all_rows,checkpoint,6,directional_onset,A3,7,0.6,0.7,117,0.641174504213,0.529914529915
secondary_all_rows,checkpoint,6,directional_onset,A3,8,0.7,0.8,79,0.742699845121,0.683544303797
secondary_all_rows,checkpoint,6,directional_onset,A3,9,0.8,0.9,47,0.848510503302,0.744680851064
secondary_all_rows,checkpoint,6,directional_onset,A3,10,0.9,1,34,0.946146481402,0.852941176471
secondary_all_rows,checkpoint,6,up_given_onset,D0,1,0,0.1,0,,
secondary_all_rows,checkpoint,6,up_given_onset,D0,2,0.1,0.2,0,,
secondary_all_rows,checkpoint,6,up_given_onset,D0,3,0.2,0.3,0,,
secondary_all_rows,checkpoint,6,up_given_onset,D0,4,0.3,0.4,0,,
secondary_all_rows,checkpoint,6,up_given_onset,D0,5,0.4,0.5,677,0.469228202861,0.549483013294
secondary_all_rows,checkpoint,6,up_given_onset,D0,6,0.5,0.6,15,0.512444139118,0.6
secondary_all_rows,checkpoint,6,up_given_onset,D0,7,0.6,0.7,0,,
secondary_all_rows,checkpoint,6,up_given_onset,D0,8,0.7,0.8,0,,
secondary_all_rows,checkpoint,6,up_given_onset,D0,9,0.8,0.9,0,,
secondary_all_rows,checkpoint,6,up_given_onset,D0,10,0.9,1,0,,
secondary_all_rows,checkpoint,6,up_given_onset,D1,1,0,0.1,0,,
secondary_all_rows,checkpoint,6,up_given_onset,D1,2,0.1,0.2,0,,
secondary_all_rows,checkpoint,6,up_given_onset,D1,3,0.2,0.3,0,,
secondary_all_rows,checkpoint,6,up_given_onset,D1,4,0.3,0.4,93,0.379720779685,0.548387096774
secondary_all_rows,checkpoint,6,up_given_onset,D1,5,0.4,0.5,445,0.445384336334,0.534831460674
secondary_all_rows,checkpoint,6,up_given_onset,D1,6,0.5,0.6,127,0.539400425106,0.629921259843
secondary_all_rows,checkpoint,6,up_given_onset,D1,7,0.6,0.7,20,0.639692015746,0.45
secondary_all_rows,checkpoint,6,up_given_onset,D1,8,0.7,0.8,6,0.7261201957,0.333333333333
secondary_all_rows,checkpoint,6,up_given_onset,D1,9,0.8,0.9,1,0.829123893671,1
secondary_all_rows,checkpoint,6,up_given_onset,D1,10,0.9,1,0,,
secondary_all_rows,checkpoint,6,up_given_onset,D2,1,0,0.1,2,0.0815197703095,0.5
secondary_all_rows,checkpoint,6,up_given_onset,D2,2,0.1,0.2,21,0.161976093661,0.47619047619
secondary_all_rows,checkpoint,6,up_given_onset,D2,3,0.2,0.3,90,0.2610293777,0.522222222222
secondary_all_rows,checkpoint,6,up_given_onset,D2,4,0.3,0.4,170,0.350014854341,0.505882352941
secondary_all_rows,checkpoint,6,up_given_onset,D2,5,0.4,0.5,152,0.447202769438,0.565789473684
secondary_all_rows,checkpoint,6,up_given_onset,D2,6,0.5,0.6,112,0.546288527472,0.580357142857
secondary_all_rows,checkpoint,6,up_given_onset,D2,7,0.6,0.7,96,0.643677616293,0.59375
secondary_all_rows,checkpoint,6,up_given_onset,D2,8,0.7,0.8,43,0.738489273967,0.604651162791
secondary_all_rows,checkpoint,6,up_given_onset,D2,9,0.8,0.9,6,0.828443483717,0.5
secondary_all_rows,checkpoint,6,up_given_onset,D2,10,0.9,1,0,,
secondary_all_rows,checkpoint,6,up_given_onset,D3,1,0,0.1,4,0.0717989233069,0.25
secondary_all_rows,checkpoint,6,up_given_onset,D3,2,0.1,0.2,41,0.163120454944,0.512195121951
secondary_all_rows,checkpoint,6,up_given_onset,D3,3,0.2,0.3,86,0.265376728749,0.53488372093
secondary_all_rows,checkpoint,6,up_given_onset,D3,4,0.3,0.4,151,0.353695238018,0.543046357616
secondary_all_rows,checkpoint,6,up_given_onset,D3,5,0.4,0.5,134,0.443121265273,0.55223880597
secondary_all_rows,checkpoint,6,up_given_onset,D3,6,0.5,0.6,102,0.548307733396,0.56862745098
secondary_all_rows,checkpoint,6,up_given_onset,D3,7,0.6,0.7,83,0.646510543891,0.518072289157
secondary_all_rows,checkpoint,6,up_given_onset,D3,8,0.7,0.8,61,0.749605154226,0.606557377049
secondary_all_rows,checkpoint,6,up_given_onset,D3,9,0.8,0.9,30,0.841991430534,0.633333333333
secondary_all_rows,checkpoint,6,up_given_onset,D3,10,0.9,1,0,,
secondary_all_rows,month,2025-01,directional_onset,A0,1,0,0.1,0,,
secondary_all_rows,month,2025-01,directional_onset,A0,2,0.1,0.2,8,0.19395577009,0
secondary_all_rows,month,2025-01,directional_onset,A0,3,0.2,0.3,301,0.255236975835,0.199335548173
secondary_all_rows,month,2025-01,directional_onset,A0,4,0.3,0.4,245,0.344155325895,0.338775510204
secondary_all_rows,month,2025-01,directional_onset,A0,5,0.4,0.5,98,0.443093358751,0.428571428571
secondary_all_rows,month,2025-01,directional_onset,A0,6,0.5,0.6,43,0.546417724168,0.558139534884
secondary_all_rows,month,2025-01,directional_onset,A0,7,0.6,0.7,30,0.650949139408,0.533333333333
secondary_all_rows,month,2025-01,directional_onset,A0,8,0.7,0.8,21,0.739928217465,0.809523809524
secondary_all_rows,month,2025-01,directional_onset,A0,9,0.8,0.9,19,0.844635683299,0.736842105263
secondary_all_rows,month,2025-01,directional_onset,A0,10,0.9,1,19,0.924011640686,1
secondary_all_rows,month,2025-01,directional_onset,A1,1,0,0.1,0,,
secondary_all_rows,month,2025-01,directional_onset,A1,2,0.1,0.2,58,0.180508825015,0.051724137931
secondary_all_rows,month,2025-01,directional_onset,A1,3,0.2,0.3,293,0.250424299007,0.249146757679
secondary_all_rows,month,2025-01,directional_onset,A1,4,0.3,0.4,208,0.345385465482,0.326923076923
secondary_all_rows,month,2025-01,directional_onset,A1,5,0.4,0.5,89,0.444317375782,0.47191011236
secondary_all_rows,month,2025-01,directional_onset,A1,6,0.5,0.6,33,0.554779707462,0.545454545455
secondary_all_rows,month,2025-01,directional_onset,A1,7,0.6,0.7,35,0.64916731848,0.428571428571
secondary_all_rows,month,2025-01,directional_onset,A1,8,0.7,0.8,26,0.740089081514,0.730769230769
secondary_all_rows,month,2025-01,directional_onset,A1,9,0.8,0.9,23,0.857173874311,0.826086956522
secondary_all_rows,month,2025-01,directional_onset,A1,10,0.9,1,19,0.942638873365,0.947368421053
secondary_all_rows,month,2025-01,directional_onset,A2,1,0,0.1,10,0.0897653618163,0
secondary_all_rows,month,2025-01,directional_onset,A2,2,0.1,0.2,131,0.161109020798,0.145038167939
secondary_all_rows,month,2025-01,directional_onset,A2,3,0.2,0.3,212,0.254009861553,0.264150943396
secondary_all_rows,month,2025-01,directional_onset,A2,4,0.3,0.4,180,0.343569727415,0.322222222222
secondary_all_rows,month,2025-01,directional_onset,A2,5,0.4,0.5,92,0.444546370635,0.445652173913
secondary_all_rows,month,2025-01,directional_onset,A2,6,0.5,0.6,51,0.545410016121,0.549019607843
secondary_all_rows,month,2025-01,directional_onset,A2,7,0.6,0.7,34,0.651597367201,0.441176470588
secondary_all_rows,month,2025-01,directional_onset,A2,8,0.7,0.8,26,0.733496377631,0.692307692308
secondary_all_rows,month,2025-01,directional_onset,A2,9,0.8,0.9,25,0.854065278791,0.72
secondary_all_rows,month,2025-01,directional_onset,A2,10,0.9,1,23,0.949768899592,0.95652173913
secondary_all_rows,month,2025-01,directional_onset,A3,1,0,0.1,13,0.0782749685769,0.0769230769231
secondary_all_rows,month,2025-01,directional_onset,A3,2,0.1,0.2,138,0.155709756161,0.152173913043
secondary_all_rows,month,2025-01,directional_onset,A3,3,0.2,0.3,210,0.251971710048,0.261904761905
secondary_all_rows,month,2025-01,directional_onset,A3,4,0.3,0.4,163,0.348248756883,0.300613496933
secondary_all_rows,month,2025-01,directional_onset,A3,5,0.4,0.5,87,0.445127502023,0.471264367816
secondary_all_rows,month,2025-01,directional_onset,A3,6,0.5,0.6,56,0.543070854767,0.410714285714
secondary_all_rows,month,2025-01,directional_onset,A3,7,0.6,0.7,40,0.650997176673,0.675
secondary_all_rows,month,2025-01,directional_onset,A3,8,0.7,0.8,29,0.745608816181,0.586206896552
secondary_all_rows,month,2025-01,directional_onset,A3,9,0.8,0.9,20,0.846998363428,0.85
secondary_all_rows,month,2025-01,directional_onset,A3,10,0.9,1,28,0.948507786816,0.857142857143
secondary_all_rows,month,2025-01,up_given_onset,D0,1,0,0.1,0,,
secondary_all_rows,month,2025-01,up_given_onset,D0,2,0.1,0.2,0,,
secondary_all_rows,month,2025-01,up_given_onset,D0,3,0.2,0.3,0,,
secondary_all_rows,month,2025-01,up_given_onset,D0,4,0.3,0.4,0,,
secondary_all_rows,month,2025-01,up_given_onset,D0,5,0.4,0.5,140,0.46996677229,0.55
secondary_all_rows,month,2025-01,up_given_onset,D0,6,0.5,0.6,135,0.52009211652,0.42962962963
secondary_all_rows,month,2025-01,up_given_onset,D0,7,0.6,0.7,0,,
secondary_all_rows,month,2025-01,up_given_onset,D0,8,0.7,0.8,0,,
secondary_all_rows,month,2025-01,up_given_onset,D0,9,0.8,0.9,0,,
secondary_all_rows,month,2025-01,up_given_onset,D0,10,0.9,1,0,,
secondary_all_rows,month,2025-01,up_given_onset,D1,1,0,0.1,0,,
secondary_all_rows,month,2025-01,up_given_onset,D1,2,0.1,0.2,0,,
secondary_all_rows,month,2025-01,up_given_onset,D1,3,0.2,0.3,0,,
secondary_all_rows,month,2025-01,up_given_onset,D1,4,0.3,0.4,37,0.37928847124,0.540540540541
secondary_all_rows,month,2025-01,up_given_onset,D1,5,0.4,0.5,151,0.451555113907,0.450331125828
secondary_all_rows,month,2025-01,up_given_onset,D1,6,0.5,0.6,81,0.542365843559,0.543209876543
secondary_all_rows,month,2025-01,up_given_onset,D1,7,0.6,0.7,5,0.609011923656,0.6
secondary_all_rows,month,2025-01,up_given_onset,D1,8,0.7,0.8,1,0.732312207037,0
secondary_all_rows,month,2025-01,up_given_onset,D1,9,0.8,0.9,0,,
secondary_all_rows,month,2025-01,up_given_onset,D1,10,0.9,1,0,,
secondary_all_rows,month,2025-01,up_given_onset,D2,1,0,0.1,0,,
secondary_all_rows,month,2025-01,up_given_onset,D2,2,0.1,0.2,5,0.183659858305,1
secondary_all_rows,month,2025-01,up_given_onset,D2,3,0.2,0.3,32,0.256349630412,0.5625
secondary_all_rows,month,2025-01,up_given_onset,D2,4,0.3,0.4,65,0.354625694307,0.446153846154
secondary_all_rows,month,2025-01,up_given_onset,D2,5,0.4,0.5,72,0.446479838141,0.5
secondary_all_rows,month,2025-01,up_given_onset,D2,6,0.5,0.6,50,0.541492880582,0.5
secondary_all_rows,month,2025-01,up_given_onset,D2,7,0.6,0.7,38,0.635749954288,0.368421052632
secondary_all_rows,month,2025-01,up_given_onset,D2,8,0.7,0.8,12,0.733850341623,0.583333333333
secondary_all_rows,month,2025-01,up_given_onset,D2,9,0.8,0.9,1,0.803515177882,1
secondary_all_rows,month,2025-01,up_given_onset,D2,10,0.9,1,0,,
secondary_all_rows,month,2025-01,up_given_onset,D3,1,0,0.1,1,0.0961255312652,0
secondary_all_rows,month,2025-01,up_given_onset,D3,2,0.1,0.2,10,0.171289288521,0.8
secondary_all_rows,month,2025-01,up_given_onset,D3,3,0.2,0.3,27,0.255831798266,0.555555555556
secondary_all_rows,month,2025-01,up_given_onset,D3,4,0.3,0.4,58,0.355747913506,0.534482758621
secondary_all_rows,month,2025-01,up_given_onset,D3,5,0.4,0.5,59,0.442532458297,0.389830508475
secondary_all_rows,month,2025-01,up_given_onset,D3,6,0.5,0.6,67,0.545034085973,0.537313432836
secondary_all_rows,month,2025-01,up_given_onset,D3,7,0.6,0.7,36,0.650888099385,0.333333333333
secondary_all_rows,month,2025-01,up_given_onset,D3,8,0.7,0.8,12,0.739342474651,0.583333333333
secondary_all_rows,month,2025-01,up_given_onset,D3,9,0.8,0.9,5,0.841110003975,0.6
secondary_all_rows,month,2025-01,up_given_onset,D3,10,0.9,1,0,,
secondary_all_rows,month,2025-02,directional_onset,A0,1,0,0.1,0,,
secondary_all_rows,month,2025-02,directional_onset,A0,2,0.1,0.2,12,0.192471443648,0.166666666667
secondary_all_rows,month,2025-02,directional_onset,A0,3,0.2,0.3,353,0.250653765367,0.121813031161
secondary_all_rows,month,2025-02,directional_onset,A0,4,0.3,0.4,180,0.341787006818,0.288888888889
secondary_all_rows,month,2025-02,directional_onset,A0,5,0.4,0.5,97,0.435117017481,0.474226804124
secondary_all_rows,month,2025-02,directional_onset,A0,6,0.5,0.6,58,0.541120090895,0.448275862069
secondary_all_rows,month,2025-02,directional_onset,A0,7,0.6,0.7,32,0.647861411247,0.59375
secondary_all_rows,month,2025-02,directional_onset,A0,8,0.7,0.8,16,0.729106151923,0.625
secondary_all_rows,month,2025-02,directional_onset,A0,9,0.8,0.9,12,0.836430973916,0.75
secondary_all_rows,month,2025-02,directional_onset,A0,10,0.9,1,0,,
secondary_all_rows,month,2025-02,directional_onset,A1,1,0,0.1,0,,
secondary_all_rows,month,2025-02,directional_onset,A1,2,0.1,0.2,80,0.183400193829,0.0875
secondary_all_rows,month,2025-02,directional_onset,A1,3,0.2,0.3,314,0.24710751276,0.130573248408
secondary_all_rows,month,2025-02,directional_onset,A1,4,0.3,0.4,163,0.346013375817,0.331288343558
secondary_all_rows,month,2025-02,directional_onset,A1,5,0.4,0.5,88,0.445043947354,0.420454545455
secondary_all_rows,month,2025-02,directional_onset,A1,6,0.5,0.6,49,0.552323491015,0.510204081633
secondary_all_rows,month,2025-02,directional_onset,A1,7,0.6,0.7,34,0.649890981023,0.705882352941
secondary_all_rows,month,2025-02,directional_onset,A1,8,0.7,0.8,20,0.739823231735,0.55
secondary_all_rows,month,2025-02,directional_onset,A1,9,0.8,0.9,10,0.845519613721,0.6
secondary_all_rows,month,2025-02,directional_onset,A1,10,0.9,1,2,0.926791344801,1
secondary_all_rows,month,2025-02,directional_onset,A2,1,0,0.1,11,0.0851854046748,0.181818181818
secondary_all_rows,month,2025-02,directional_onset,A2,2,0.1,0.2,178,0.161179312291,0.0730337078652
secondary_all_rows,month,2025-02,directional_onset,A2,3,0.2,0.3,219,0.248563845032,0.187214611872
secondary_all_rows,month,2025-02,directional_onset,A2,4,0.3,0.4,134,0.344774390707,0.320895522388
secondary_all_rows,month,2025-02,directional_onset,A2,5,0.4,0.5,93,0.445421134542,0.387096774194
secondary_all_rows,month,2025-02,directional_onset,A2,6,0.5,0.6,53,0.549636179627,0.471698113208
secondary_all_rows,month,2025-02,directional_onset,A2,7,0.6,0.7,41,0.643370042519,0.658536585366
secondary_all_rows,month,2025-02,directional_onset,A2,8,0.7,0.8,17,0.742056275813,0.647058823529
secondary_all_rows,month,2025-02,directional_onset,A2,9,0.8,0.9,10,0.841617037595,0.6
secondary_all_rows,month,2025-02,directional_onset,A2,10,0.9,1,4,0.928885503703,0.75
secondary_all_rows,month,2025-02,directional_onset,A3,1,0,0.1,23,0.0822921021861,0.0434782608696
secondary_all_rows,month,2025-02,directional_onset,A3,2,0.1,0.2,171,0.157743552493,0.0994152046784
secondary_all_rows,month,2025-02,directional_onset,A3,3,0.2,0.3,203,0.247644058381,0.15763546798
secondary_all_rows,month,2025-02,directional_onset,A3,4,0.3,0.4,148,0.343930283652,0.317567567568
secondary_all_rows,month,2025-02,directional_onset,A3,5,0.4,0.5,81,0.443652495125,0.395061728395
secondary_all_rows,month,2025-02,directional_onset,A3,6,0.5,0.6,58,0.549316601136,0.5
secondary_all_rows,month,2025-02,directional_onset,A3,7,0.6,0.7,35,0.646310266421,0.571428571429
secondary_all_rows,month,2025-02,directional_onset,A3,8,0.7,0.8,26,0.744210809499,0.730769230769
secondary_all_rows,month,2025-02,directional_onset,A3,9,0.8,0.9,9,0.852897123051,0.666666666667
secondary_all_rows,month,2025-02,directional_onset,A3,10,0.9,1,6,0.925910130367,0.666666666667
secondary_all_rows,month,2025-02,up_given_onset,D0,1,0,0.1,0,,
secondary_all_rows,month,2025-02,up_given_onset,D0,2,0.1,0.2,0,,
secondary_all_rows,month,2025-02,up_given_onset,D0,3,0.2,0.3,0,,
secondary_all_rows,month,2025-02,up_given_onset,D0,4,0.3,0.4,0,,
secondary_all_rows,month,2025-02,up_given_onset,D0,5,0.4,0.5,113,0.469438331741,0.530973451327
secondary_all_rows,month,2025-02,up_given_onset,D0,6,0.5,0.6,94,0.518904088298,0.5
secondary_all_rows,month,2025-02,up_given_onset,D0,7,0.6,0.7,0,,
secondary_all_rows,month,2025-02,up_given_onset,D0,8,0.7,0.8,0,,
secondary_all_rows,month,2025-02,up_given_onset,D0,9,0.8,0.9,0,,
secondary_all_rows,month,2025-02,up_given_onset,D0,10,0.9,1,0,,
secondary_all_rows,month,2025-02,up_given_onset,D1,1,0,0.1,0,,
secondary_all_rows,month,2025-02,up_given_onset,D1,2,0.1,0.2,0,,
secondary_all_rows,month,2025-02,up_given_onset,D1,3,0.2,0.3,0,,
secondary_all_rows,month,2025-02,up_given_onset,D1,4,0.3,0.4,17,0.382788864723,0.411764705882
secondary_all_rows,month,2025-02,up_given_onset,D1,5,0.4,0.5,87,0.452659485502,0.574712643678
secondary_all_rows,month,2025-02,up_given_onset,D1,6,0.5,0.6,89,0.535638900283,0.483146067416
secondary_all_rows,month,2025-02,up_given_onset,D1,7,0.6,0.7,11,0.632335043535,0.545454545455
secondary_all_rows,month,2025-02,up_given_onset,D1,8,0.7,0.8,3,0.729348555089,0.333333333333
secondary_all_rows,month,2025-02,up_given_onset,D1,9,0.8,0.9,0,,
secondary_all_rows,month,2025-02,up_given_onset,D1,10,0.9,1,0,,
secondary_all_rows,month,2025-02,up_given_onset,D2,1,0,0.1,0,,
secondary_all_rows,month,2025-02,up_given_onset,D2,2,0.1,0.2,3,0.169358746852,0.333333333333
secondary_all_rows,month,2025-02,up_given_onset,D2,3,0.2,0.3,13,0.262729819683,0.307692307692
secondary_all_rows,month,2025-02,up_given_onset,D2,4,0.3,0.4,40,0.355417369487,0.525
secondary_all_rows,month,2025-02,up_given_onset,D2,5,0.4,0.5,48,0.450293192336,0.541666666667
secondary_all_rows,month,2025-02,up_given_onset,D2,6,0.5,0.6,38,0.563305378804,0.526315789474
secondary_all_rows,month,2025-02,up_given_onset,D2,7,0.6,0.7,42,0.642678622605,0.571428571429
secondary_all_rows,month,2025-02,up_given_onset,D2,8,0.7,0.8,21,0.738900344698,0.52380952381
secondary_all_rows,month,2025-02,up_given_onset,D2,9,0.8,0.9,1,0.817155610805,0
secondary_all_rows,month,2025-02,up_given_onset,D2,10,0.9,1,1,0.959695085488,0
secondary_all_rows,month,2025-02,up_given_onset,D3,1,0,0.1,0,,
secondary_all_rows,month,2025-02,up_given_onset,D3,2,0.1,0.2,1,0.195085240484,1
secondary_all_rows,month,2025-02,up_given_onset,D3,3,0.2,0.3,19,0.273213807961,0.421052631579
secondary_all_rows,month,2025-02,up_given_onset,D3,4,0.3,0.4,41,0.36032955616,0.487804878049
secondary_all_rows,month,2025-02,up_given_onset,D3,5,0.4,0.5,40,0.451217434584,0.55
secondary_all_rows,month,2025-02,up_given_onset,D3,6,0.5,0.6,29,0.552351489324,0.448275862069
