population,scope_type,scope_value,target,model,bin,lower_bound_inclusive,upper_bound_exclusive_except_last,rows,mean_probability,observed_rate
primary_high_movement,month,2025-02,up_given_onset,D1,7,0.6,0.7,8,0.631289850235,0.375
primary_high_movement,month,2025-02,up_given_onset,D1,8,0.7,0.8,3,0.729348555089,0.333333333333
primary_high_movement,month,2025-02,up_given_onset,D1,9,0.8,0.9,0,,
primary_high_movement,month,2025-02,up_given_onset,D1,10,0.9,1,0,,
primary_high_movement,month,2025-02,up_given_onset,D2,1,0,0.1,0,,
primary_high_movement,month,2025-02,up_given_onset,D2,2,0.1,0.2,1,0.197555221686,1
primary_high_movement,month,2025-02,up_given_onset,D2,3,0.2,0.3,6,0.258415059773,0.5
primary_high_movement,month,2025-02,up_given_onset,D2,4,0.3,0.4,21,0.355509119928,0.428571428571
primary_high_movement,month,2025-02,up_given_onset,D2,5,0.4,0.5,28,0.454474955276,0.571428571429
primary_high_movement,month,2025-02,up_given_onset,D2,6,0.5,0.6,24,0.567608130968,0.416666666667
primary_high_movement,month,2025-02,up_given_onset,D2,7,0.6,0.7,33,0.644177325728,0.545454545455
primary_high_movement,month,2025-02,up_given_onset,D2,8,0.7,0.8,15,0.740034226967,0.466666666667
primary_high_movement,month,2025-02,up_given_onset,D2,9,0.8,0.9,1,0.817155610805,0
primary_high_movement,month,2025-02,up_given_onset,D2,10,0.9,1,1,0.959695085488,0
primary_high_movement,month,2025-02,up_given_onset,D3,1,0,0.1,0,,
primary_high_movement,month,2025-02,up_given_onset,D3,2,0.1,0.2,1,0.195085240484,1
primary_high_movement,month,2025-02,up_given_onset,D3,3,0.2,0.3,10,0.26769757915,0.5
primary_high_movement,month,2025-02,up_given_onset,D3,4,0.3,0.4,20,0.365478476056,0.5
primary_high_movement,month,2025-02,up_given_onset,D3,5,0.4,0.5,25,0.442842288839,0.48
primary_high_movement,month,2025-02,up_given_onset,D3,6,0.5,0.6,17,0.559315884203,0.470588235294
primary_high_movement,month,2025-02,up_given_onset,D3,7,0.6,0.7,25,0.654604511704,0.52
primary_high_movement,month,2025-02,up_given_onset,D3,8,0.7,0.8,16,0.744214702921,0.5625
primary_high_movement,month,2025-02,up_given_onset,D3,9,0.8,0.9,15,0.82901932306,0.4
primary_high_movement,month,2025-02,up_given_onset,D3,10,0.9,1,1,0.92197542544,0
primary_high_movement,month,2025-03,directional_onset,A0,1,0,0.1,0,,
primary_high_movement,month,2025-03,directional_onset,A0,2,0.1,0.2,0,,
primary_high_movement,month,2025-03,directional_onset,A0,3,0.2,0.3,0,,
primary_high_movement,month,2025-03,directional_onset,A0,4,0.3,0.4,56,0.380513086807,0.267857142857
primary_high_movement,month,2025-03,directional_onset,A0,5,0.4,0.5,90,0.444412676648,0.366666666667
primary_high_movement,month,2025-03,directional_onset,A0,6,0.5,0.6,24,0.550430498691,0.583333333333
primary_high_movement,month,2025-03,directional_onset,A0,7,0.6,0.7,15,0.640117361386,0.6
primary_high_movement,month,2025-03,directional_onset,A0,8,0.7,0.8,8,0.75053902255,0.5
primary_high_movement,month,2025-03,directional_onset,A0,9,0.8,0.9,7,0.852593560551,0.714285714286
primary_high_movement,month,2025-03,directional_onset,A0,10,0.9,1,3,0.940460386399,0.666666666667
primary_high_movement,month,2025-03,directional_onset,A1,1,0,0.1,0,,
primary_high_movement,month,2025-03,directional_onset,A1,2,0.1,0.2,0,,
primary_high_movement,month,2025-03,directional_onset,A1,3,0.2,0.3,1,0.296653953529,1
primary_high_movement,month,2025-03,directional_onset,A1,4,0.3,0.4,44,0.366600316918,0.227272727273
primary_high_movement,month,2025-03,directional_onset,A1,5,0.4,0.5,93,0.441667925591,0.354838709677
primary_high_movement,month,2025-03,directional_onset,A1,6,0.5,0.6,30,0.53951432571,0.566666666667
primary_high_movement,month,2025-03,directional_onset,A1,7,0.6,0.7,14,0.644265562563,0.571428571429
primary_high_movement,month,2025-03,directional_onset,A1,8,0.7,0.8,9,0.745472248015,0.555555555556
primary_high_movement,month,2025-03,directional_onset,A1,9,0.8,0.9,6,0.832708811084,0.666666666667
primary_high_movement,month,2025-03,directional_onset,A1,10,0.9,1,6,0.939818394937,0.666666666667
primary_high_movement,month,2025-03,directional_onset,A2,1,0,0.1,0,,
primary_high_movement,month,2025-03,directional_onset,A2,2,0.1,0.2,0,,
primary_high_movement,month,2025-03,directional_onset,A2,3,0.2,0.3,5,0.265346019656,0
primary_high_movement,month,2025-03,directional_onset,A2,4,0.3,0.4,53,0.350543179841,0.264150943396
primary_high_movement,month,2025-03,directional_onset,A2,5,0.4,0.5,73,0.449686454244,0.383561643836
primary_high_movement,month,2025-03,directional_onset,A2,6,0.5,0.6,35,0.544287387871,0.485714285714
primary_high_movement,month,2025-03,directional_onset,A2,7,0.6,0.7,18,0.637896002891,0.611111111111
primary_high_movement,month,2025-03,directional_onset,A2,8,0.7,0.8,9,0.738217573141,0.555555555556
primary_high_movement,month,2025-03,directional_onset,A2,9,0.8,0.9,6,0.882224184817,0.666666666667
primary_high_movement,month,2025-03,directional_onset,A2,10,0.9,1,4,0.940622310664,0.75
primary_high_movement,month,2025-03,directional_onset,A3,1,0,0.1,0,,
primary_high_movement,month,2025-03,directional_onset,A3,2,0.1,0.2,1,0.196767041495,0
primary_high_movement,month,2025-03,directional_onset,A3,3,0.2,0.3,10,0.280760866153,0.1
primary_high_movement,month,2025-03,directional_onset,A3,4,0.3,0.4,46,0.353658948064,0.239130434783
primary_high_movement,month,2025-03,directional_onset,A3,5,0.4,0.5,53,0.454751400853,0.471698113208
primary_high_movement,month,2025-03,directional_onset,A3,6,0.5,0.6,49,0.544351227732,0.448979591837
primary_high_movement,month,2025-03,directional_onset,A3,7,0.6,0.7,21,0.641545722879,0.52380952381
primary_high_movement,month,2025-03,directional_onset,A3,8,0.7,0.8,8,0.722880112052,0.25
primary_high_movement,month,2025-03,directional_onset,A3,9,0.8,0.9,8,0.840828784984,0.625
primary_high_movement,month,2025-03,directional_onset,A3,10,0.9,1,7,0.935883038782,0.714285714286
primary_high_movement,month,2025-03,up_given_onset,D0,1,0,0.1,0,,
primary_high_movement,month,2025-03,up_given_onset,D0,2,0.1,0.2,0,,
primary_high_movement,month,2025-03,up_given_onset,D0,3,0.2,0.3,0,,
primary_high_movement,month,2025-03,up_given_onset,D0,4,0.3,0.4,0,,
primary_high_movement,month,2025-03,up_given_onset,D0,5,0.4,0.5,45,0.474474030155,0.377777777778
primary_high_movement,month,2025-03,up_given_onset,D0,6,0.5,0.6,37,0.520449468143,0.459459459459
primary_high_movement,month,2025-03,up_given_onset,D0,7,0.6,0.7,0,,
primary_high_movement,month,2025-03,up_given_onset,D0,8,0.7,0.8,0,,
primary_high_movement,month,2025-03,up_given_onset,D0,9,0.8,0.9,0,,
primary_high_movement,month,2025-03,up_given_onset,D0,10,0.9,1,0,,
primary_high_movement,month,2025-03,up_given_onset,D1,1,0,0.1,0,,
primary_high_movement,month,2025-03,up_given_onset,D1,2,0.1,0.2,0,,
primary_high_movement,month,2025-03,up_given_onset,D1,3,0.2,0.3,0,,
primary_high_movement,month,2025-03,up_given_onset,D1,4,0.3,0.4,3,0.377407633369,0.666666666667
primary_high_movement,month,2025-03,up_given_onset,D1,5,0.4,0.5,29,0.448943914241,0.310344827586
primary_high_movement,month,2025-03,up_given_onset,D1,6,0.5,0.6,44,0.550776438337,0.477272727273
primary_high_movement,month,2025-03,up_given_onset,D1,7,0.6,0.7,5,0.636117321612,0.4
primary_high_movement,month,2025-03,up_given_onset,D1,8,0.7,0.8,1,0.748087075143,0
primary_high_movement,month,2025-03,up_given_onset,D1,9,0.8,0.9,0,,
primary_high_movement,month,2025-03,up_given_onset,D1,10,0.9,1,0,,
primary_high_movement,month,2025-03,up_given_onset,D2,1,0,0.1,0,,
primary_high_movement,month,2025-03,up_given_onset,D2,2,0.1,0.2,0,,
primary_high_movement,month,2025-03,up_given_onset,D2,3,0.2,0.3,7,0.263931393775,0.571428571429
primary_high_movement,month,2025-03,up_given_onset,D2,4,0.3,0.4,9,0.348200880766,0.222222222222
primary_high_movement,month,2025-03,up_given_onset,D2,5,0.4,0.5,15,0.455979230313,0.2
primary_high_movement,month,2025-03,up_given_onset,D2,6,0.5,0.6,17,0.547500311962,0.588235294118
primary_high_movement,month,2025-03,up_given_onset,D2,7,0.6,0.7,22,0.642938973337,0.409090909091
primary_high_movement,month,2025-03,up_given_onset,D2,8,0.7,0.8,11,0.729507385114,0.454545454545
primary_high_movement,month,2025-03,up_given_onset,D2,9,0.8,0.9,1,0.808356165251,1
primary_high_movement,month,2025-03,up_given_onset,D2,10,0.9,1,0,,
primary_high_movement,month,2025-03,up_given_onset,D3,1,0,0.1,0,,
primary_high_movement,month,2025-03,up_given_onset,D3,2,0.1,0.2,3,0.177328155159,0.333333333333
primary_high_movement,month,2025-03,up_given_onset,D3,3,0.2,0.3,5,0.252556191721,0.4
primary_high_movement,month,2025-03,up_given_onset,D3,4,0.3,0.4,7,0.332653908987,0.428571428571
primary_high_movement,month,2025-03,up_given_onset,D3,5,0.4,0.5,15,0.451505562706,0.2
primary_high_movement,month,2025-03,up_given_onset,D3,6,0.5,0.6,17,0.542795778965,0.352941176471
primary_high_movement,month,2025-03,up_given_onset,D3,7,0.6,0.7,14,0.641876909249,0.5
primary_high_movement,month,2025-03,up_given_onset,D3,8,0.7,0.8,15,0.757864307516,0.466666666667
primary_high_movement,month,2025-03,up_given_onset,D3,9,0.8,0.9,6,0.831318241112,0.833333333333
primary_high_movement,month,2025-03,up_given_onset,D3,10,0.9,1,0,,
primary_high_movement,month,2025-04,directional_onset,A0,1,0,0.1,0,,
primary_high_movement,month,2025-04,directional_onset,A0,2,0.1,0.2,0,,
primary_high_movement,month,2025-04,directional_onset,A0,3,0.2,0.3,0,,
primary_high_movement,month,2025-04,directional_onset,A0,4,0.3,0.4,55,0.378592115046,0.181818181818
primary_high_movement,month,2025-04,directional_onset,A0,5,0.4,0.5,65,0.437510763082,0.338461538462
primary_high_movement,month,2025-04,directional_onset,A0,6,0.5,0.6,22,0.539798039915,0.409090909091
primary_high_movement,month,2025-04,directional_onset,A0,7,0.6,0.7,22,0.653372369137,0.454545454545
primary_high_movement,month,2025-04,directional_onset,A0,8,0.7,0.8,18,0.743627551769,0.388888888889
primary_high_movement,month,2025-04,directional_onset,A0,9,0.8,0.9,16,0.846297847969,0.25
primary_high_movement,month,2025-04,directional_onset,A0,10,0.9,1,2,0.918560937241,0.5
primary_high_movement,month,2025-04,directional_onset,A1,1,0,0.1,0,,
primary_high_movement,month,2025-04,directional_onset,A1,2,0.1,0.2,0,,
primary_high_movement,month,2025-04,directional_onset,A1,3,0.2,0.3,1,0.284815157454,0
primary_high_movement,month,2025-04,directional_onset,A1,4,0.3,0.4,64,0.360449421852,0.21875
primary_high_movement,month,2025-04,directional_onset,A1,5,0.4,0.5,60,0.442424397638,0.35
primary_high_movement,month,2025-04,directional_onset,A1,6,0.5,0.6,23,0.553064670621,0.391304347826
primary_high_movement,month,2025-04,directional_onset,A1,7,0.6,0.7,17,0.648831965661,0.411764705882
primary_high_movement,month,2025-04,directional_onset,A1,8,0.7,0.8,18,0.749581873565,0.5
primary_high_movement,month,2025-04,directional_onset,A1,9,0.8,0.9,13,0.851603985939,0.0769230769231
primary_high_movement,month,2025-04,directional_onset,A1,10,0.9,1,4,0.928177788875,0.5
primary_high_movement,month,2025-04,directional_onset,A2,1,0,0.1,0,,
primary_high_movement,month,2025-04,directional_onset,A2,2,0.1,0.2,1,0.189734473875,1
primary_high_movement,month,2025-04,directional_onset,A2,3,0.2,0.3,15,0.271478467017,0.266666666667
primary_high_movement,month,2025-04,directional_onset,A2,4,0.3,0.4,48,0.353624666837,0.229166666667
primary_high_movement,month,2025-04,directional_onset,A2,5,0.4,0.5,41,0.447074740286,0.243902439024
primary_high_movement,month,2025-04,directional_onset,A2,6,0.5,0.6,41,0.548362148409,0.390243902439
primary_high_movement,month,2025-04,directional_onset,A2,7,0.6,0.7,22,0.654029990212,0.272727272727
primary_high_movement,month,2025-04,directional_onset,A2,8,0.7,0.8,20,0.746697286639,0.55
primary_high_movement,month,2025-04,directional_onset,A2,9,0.8,0.9,10,0.850278013141,0.3
primary_high_movement,month,2025-04,directional_onset,A2,10,0.9,1,2,0.921605788223,0.5
primary_high_movement,month,2025-04,directional_onset,A3,1,0,0.1,0,,
primary_high_movement,month,2025-04,directional_onset,A3,2,0.1,0.2,2,0.191525490562,0.5
primary_high_movement,month,2025-04,directional_onset,A3,3,0.2,0.3,16,0.255209868684,0.4375
primary_high_movement,month,2025-04,directional_onset,A3,4,0.3,0.4,40,0.351872274843,0.175
primary_high_movement,month,2025-04,directional_onset,A3,5,0.4,0.5,38,0.450732660222,0.210526315789
primary_high_movement,month,2025-04,directional_onset,A3,6,0.5,0.6,38,0.541247441026,0.368421052632
primary_high_movement,month,2025-04,directional_onset,A3,7,0.6,0.7,32,0.636881347991,0.34375
primary_high_movement,month,2025-04,directional_onset,A3,8,0.7,0.8,18,0.74568775335,0.611111111111
primary_high_movement,month,2025-04,directional_onset,A3,9,0.8,0.9,10,0.851494265497,0.1
primary_high_movement,month,2025-04,directional_onset,A3,10,0.9,1,6,0.923641683522,0.5
primary_high_movement,month,2025-04,up_given_onset,D0,1,0,0.1,0,,
primary_high_movement,month,2025-04,up_given_onset,D0,2,0.1,0.2,0,,
primary_high_movement,month,2025-04,up_given_onset,D0,3,0.2,0.3,0,,
primary_high_movement,month,2025-04,up_given_onset,D0,4,0.3,0.4,0,,
primary_high_movement,month,2025-04,up_given_onset,D0,5,0.4,0.5,38,0.475339743729,0.473684210526
primary_high_movement,month,2025-04,up_given_onset,D0,6,0.5,0.6,25,0.523552295448,0.6
primary_high_movement,month,2025-04,up_given_onset,D0,7,0.6,0.7,0,,
primary_high_movement,month,2025-04,up_given_onset,D0,8,0.7,0.8,0,,
primary_high_movement,month,2025-04,up_given_onset,D0,9,0.8,0.9,0,,
primary_high_movement,month,2025-04,up_given_onset,D0,10,0.9,1,0,,
primary_high_movement,month,2025-04,up_given_onset,D1,1,0,0.1,0,,
primary_high_movement,month,2025-04,up_given_onset,D1,2,0.1,0.2,0,,
primary_high_movement,month,2025-04,up_given_onset,D1,3,0.2,0.3,0,,
primary_high_movement,month,2025-04,up_given_onset,D1,4,0.3,0.4,5,0.376490437107,0.2
primary_high_movement,month,2025-04,up_given_onset,D1,5,0.4,0.5,28,0.458676874471,0.535714285714
primary_high_movement,month,2025-04,up_given_onset,D1,6,0.5,0.6,22,0.534325921231,0.5
primary_high_movement,month,2025-04,up_given_onset,D1,7,0.6,0.7,6,0.643468593183,0.666666666667
primary_high_movement,month,2025-04,up_given_onset,D1,8,0.7,0.8,2,0.735381549573,1
primary_high_movement,month,2025-04,up_given_onset,D1,9,0.8,0.9,0,,
primary_high_movement,month,2025-04,up_given_onset,D1,10,0.9,1,0,,
primary_high_movement,month,2025-04,up_given_onset,D2,1,0,0.1,0,,
primary_high_movement,month,2025-04,up_given_onset,D2,2,0.1,0.2,8,0.131326970529,0.375
primary_high_movement,month,2025-04,up_given_onset,D2,3,0.2,0.3,4,0.259182407736,0.5
primary_high_movement,month,2025-04,up_given_onset,D2,4,0.3,0.4,11,0.360913542254,0.545454545455
primary_high_movement,month,2025-04,up_given_onset,D2,5,0.4,0.5,17,0.453307890525,0.470588235294
primary_high_movement,month,2025-04,up_given_onset,D2,6,0.5,0.6,7,0.543745605137,0.571428571429
primary_high_movement,month,2025-04,up_given_onset,D2,7,0.6,0.7,7,0.621708073187,0.571428571429
primary_high_movement,month,2025-04,up_given_onset,D2,8,0.7,0.8,8,0.748975376485,0.625
primary_high_movement,month,2025-04,up_given_onset,D2,9,0.8,0.9,1,0.844189968604,1
primary_high_movement,month,2025-04,up_given_onset,D2,10,0.9,1,0,,
primary_high_movement,month,2025-04,up_given_onset,D3,1,0,0.1,1,0.0951172661428,0
primary_high_movement,month,2025-04,up_given_onset,D3,2,0.1,0.2,8,0.132205714527,0.375
primary_high_movement,month,2025-04,up_given_onset,D3,3,0.2,0.3,4,0.261775077869,0.75
primary_high_movement,month,2025-04,up_given_onset,D3,4,0.3,0.4,12,0.362651061155,0.416666666667
primary_high_movement,month,2025-04,up_given_onset,D3,5,0.4,0.5,17,0.441777251297,0.470588235294
primary_high_movement,month,2025-04,up_given_onset,D3,6,0.5,0.6,8,0.548976644796,0.875
primary_high_movement,month,2025-04,up_given_onset,D3,7,0.6,0.7,3,0.65384704733,0.333333333333
primary_high_movement,month,2025-04,up_given_onset,D3,8,0.7,0.8,6,0.737258667466,0.5
primary_high_movement,month,2025-04,up_given_onset,D3,9,0.8,0.9,4,0.850198506593,0.75
primary_high_movement,month,2025-04,up_given_onset,D3,10,0.9,1,0,,
primary_high_movement,month,2025-05,directional_onset,A0,1,0,0.1,0,,
primary_high_movement,month,2025-05,directional_onset,A0,2,0.1,0.2,0,,
primary_high_movement,month,2025-05,directional_onset,A0,3,0.2,0.3,0,,
primary_high_movement,month,2025-05,directional_onset,A0,4,0.3,0.4,41,0.379895654517,0.243902439024
primary_high_movement,month,2025-05,directional_onset,A0,5,0.4,0.5,50,0.445680706524,0.4
primary_high_movement,month,2025-05,directional_onset,A0,6,0.5,0.6,38,0.5461641532,0.421052631579
primary_high_movement,month,2025-05,directional_onset,A0,7,0.6,0.7,22,0.648337843961,0.545454545455
primary_high_movement,month,2025-05,directional_onset,A0,8,0.7,0.8,14,0.747824691617,0.642857142857
primary_high_movement,month,2025-05,directional_onset,A0,9,0.8,0.9,7,0.867396087903,0.714285714286
primary_high_movement,month,2025-05,directional_onset,A0,10,0.9,1,8,0.92450765792,0.875
primary_high_movement,month,2025-05,directional_onset,A1,1,0,0.1,0,,
primary_high_movement,month,2025-05,directional_onset,A1,2,0.1,0.2,0,,
primary_high_movement,month,2025-05,directional_onset,A1,3,0.2,0.3,1,0.299177298466,0
primary_high_movement,month,2025-05,directional_onset,A1,4,0.3,0.4,35,0.367798766681,0.342857142857
primary_high_movement,month,2025-05,directional_onset,A1,5,0.4,0.5,52,0.445336541288,0.346153846154
primary_high_movement,month,2025-05,directional_onset,A1,6,0.5,0.6,29,0.542002514882,0.275862068966
primary_high_movement,month,2025-05,directional_onset,A1,7,0.6,0.7,31,0.642411142083,0.58064516129
primary_high_movement,month,2025-05,directional_onset,A1,8,0.7,0.8,11,0.746874159839,0.545454545455
primary_high_movement,month,2025-05,directional_onset,A1,9,0.8,0.9,7,0.829485566172,0.714285714286
primary_high_movement,month,2025-05,directional_onset,A1,10,0.9,1,14,0.941802627961,0.857142857143
primary_high_movement,month,2025-05,directional_onset,A2,1,0,0.1,0,,
primary_high_movement,month,2025-05,directional_onset,A2,2,0.1,0.2,0,,
primary_high_movement,month,2025-05,directional_onset,A2,3,0.2,0.3,6,0.27791534836,0.333333333333
primary_high_movement,month,2025-05,directional_onset,A2,4,0.3,0.4,30,0.346974003342,0.266666666667
primary_high_movement,month,2025-05,directional_onset,A2,5,0.4,0.5,44,0.451670670144,0.363636363636
primary_high_movement,month,2025-05,directional_onset,A2,6,0.5,0.6,38,0.546842201937,0.342105263158
primary_high_movement,month,2025-05,directional_onset,A2,7,0.6,0.7,31,0.6392630736,0.483870967742
primary_high_movement,month,2025-05,directional_onset,A2,8,0.7,0.8,14,0.752772244191,0.928571428571
primary_high_movement,month,2025-05,directional_onset,A2,9,0.8,0.9,9,0.839261711851,0.555555555556
primary_high_movement,month,2025-05,directional_onset,A2,10,0.9,1,8,0.954386899877,0.875
primary_high_movement,month,2025-05,directional_onset,A3,1,0,0.1,0,,
primary_high_movement,month,2025-05,directional_onset,A3,2,0.1,0.2,0,,
primary_high_movement,month,2025-05,directional_onset,A3,3,0.2,0.3,12,0.271598601145,0.25
primary_high_movement,month,2025-05,directional_onset,A3,4,0.3,0.4,27,0.348513311484,0.185185185185
primary_high_movement,month,2025-05,directional_onset,A3,5,0.4,0.5,36,0.454174011664,0.333333333333
primary_high_movement,month,2025-05,directional_onset,A3,6,0.5,0.6,36,0.551037416782,0.416666666667
primary_high_movement,month,2025-05,directional_onset,A3,7,0.6,0.7,31,0.63850029271,0.516129032258
primary_high_movement,month,2025-05,directional_onset,A3,8,0.7,0.8,17,0.740622517819,0.647058823529
primary_high_movement,month,2025-05,directional_onset,A3,9,0.8,0.9,14,0.835649845114,0.785714285714
primary_high_movement,month,2025-05,directional_onset,A3,10,0.9,1,7,0.967690218407,0.857142857143
primary_high_movement,month,2025-05,up_given_onset,D0,1,0,0.1,0,,
primary_high_movement,month,2025-05,up_given_onset,D0,2,0.1,0.2,0,,
primary_high_movement,month,2025-05,up_given_onset,D0,3,0.2,0.3,0,,
primary_high_movement,month,2025-05,up_given_onset,D0,4,0.3,0.4,0,,
primary_high_movement,month,2025-05,up_given_onset,D0,5,0.4,0.5,37,0.474712972455,0.621621621622
primary_high_movement,month,2025-05,up_given_onset,D0,6,0.5,0.6,42,0.521796658611,0.452380952381
primary_high_movement,month,2025-05,up_given_onset,D0,7,0.6,0.7,0,,
primary_high_movement,month,2025-05,up_given_onset,D0,8,0.7,0.8,0,,
primary_high_movement,month,2025-05,up_given_onset,D0,9,0.8,0.9,0,,
primary_high_movement,month,2025-05,up_given_onset,D0,10,0.9,1,0,,
primary_high_movement,month,2025-05,up_given_onset,D1,1,0,0.1,0,,
primary_high_movement,month,2025-05,up_given_onset,D1,2,0.1,0.2,0,,
primary_high_movement,month,2025-05,up_given_onset,D1,3,0.2,0.3,0,,
primary_high_movement,month,2025-05,up_given_onset,D1,4,0.3,0.4,3,0.38107865489,0
primary_high_movement,month,2025-05,up_given_onset,D1,5,0.4,0.5,32,0.452058565903,0.5625
primary_high_movement,month,2025-05,up_given_onset,D1,6,0.5,0.6,37,0.543594734322,0.594594594595
primary_high_movement,month,2025-05,up_given_onset,D1,7,0.6,0.7,6,0.615612681811,0.166666666667
primary_high_movement,month,2025-05,up_given_onset,D1,8,0.7,0.8,1,0.737323409543,1
primary_high_movement,month,2025-05,up_given_onset,D1,9,0.8,0.9,0,,
primary_high_movement,month,2025-05,up_given_onset,D1,10,0.9,1,0,,
primary_high_movement,month,2025-05,up_given_onset,D2,1,0,0.1,1,0.0878190760147,1
primary_high_movement,month,2025-05,up_given_onset,D2,2,0.1,0.2,2,0.181096159011,0.5
primary_high_movement,month,2025-05,up_given_onset,D2,3,0.2,0.3,4,0.253371495282,0.75
primary_high_movement,month,2025-05,up_given_onset,D2,4,0.3,0.4,16,0.353083415009,0.4375
primary_high_movement,month,2025-05,up_given_onset,D2,5,0.4,0.5,17,0.451853405415,0.470588235294
primary_high_movement,month,2025-05,up_given_onset,D2,6,0.5,0.6,20,0.550997297983,0.7
primary_high_movement,month,2025-05,up_given_onset,D2,7,0.6,0.7,12,0.635592565286,0.5
primary_high_movement,month,2025-05,up_given_onset,D2,8,0.7,0.8,7,0.747717677203,0.285714285714
primary_high_movement,month,2025-05,up_given_onset,D2,9,0.8,0.9,0,,
primary_high_movement,month,2025-05,up_given_onset,D2,10,0.9,1,0,,
primary_high_movement,month,2025-05,up_given_onset,D3,1,0,0.1,1,0.022217457021,1
primary_high_movement,month,2025-05,up_given_onset,D3,2,0.1,0.2,3,0.150349113506,0.666666666667
primary_high_movement,month,2025-05,up_given_onset,D3,3,0.2,0.3,11,0.263067958556,0.545454545455
primary_high_movement,month,2025-05,up_given_onset,D3,4,0.3,0.4,12,0.351236699808,0.5
primary_high_movement,month,2025-05,up_given_onset,D3,5,0.4,0.5,14,0.435789548855,0.5
primary_high_movement,month,2025-05,up_given_onset,D3,6,0.5,0.6,18,0.553325666127,0.555555555556
primary_high_movement,month,2025-05,up_given_onset,D3,7,0.6,0.7,10,0.631107873735,0.6
primary_high_movement,month,2025-05,up_given_onset,D3,8,0.7,0.8,10,0.743057712811,0.4
primary_high_movement,month,2025-05,up_given_onset,D3,9,0.8,0.9,0,,
primary_high_movement,month,2025-05,up_given_onset,D3,10,0.9,1,0,,
primary_high_movement,month,2025-06,directional_onset,A0,1,0,0.1,0,,
primary_high_movement,month,2025-06,directional_onset,A0,2,0.1,0.2,0,,
primary_high_movement,month,2025-06,directional_onset,A0,3,0.2,0.3,0,,
primary_high_movement,month,2025-06,directional_onset,A0,4,0.3,0.4,45,0.38057037153,0.244444444444
primary_high_movement,month,2025-06,directional_onset,A0,5,0.4,0.5,68,0.441660349496,0.338235294118
primary_high_movement,month,2025-06,directional_onset,A0,6,0.5,0.6,38,0.541540981129,0.5
primary_high_movement,month,2025-06,directional_onset,A0,7,0.6,0.7,12,0.651619795054,0.833333333333
primary_high_movement,month,2025-06,directional_onset,A0,8,0.7,0.8,9,0.748220509296,0.777777777778
primary_high_movement,month,2025-06,directional_onset,A0,9,0.8,0.9,12,0.841607384299,0.666666666667
primary_high_movement,month,2025-06,directional_onset,A0,10,0.9,1,5,0.925932459897,1
primary_high_movement,month,2025-06,directional_onset,A1,1,0,0.1,0,,
primary_high_movement,month,2025-06,directional_onset,A1,2,0.1,0.2,0,,
primary_high_movement,month,2025-06,directional_onset,A1,3,0.2,0.3,0,,
primary_high_movement,month,2025-06,directional_onset,A1,4,0.3,0.4,29,0.368367659145,0.241379310345
primary_high_movement,month,2025-06,directional_onset,A1,5,0.4,0.5,67,0.448470090019,0.328358208955
primary_high_movement,month,2025-06,directional_onset,A1,6,0.5,0.6,40,0.548791447852,0.425
primary_high_movement,month,2025-06,directional_onset,A1,7,0.6,0.7,23,0.648901504373,0.608695652174
primary_high_movement,month,2025-06,directional_onset,A1,8,0.7,0.8,11,0.758486690578,0.818181818182
primary_high_movement,month,2025-06,directional_onset,A1,9,0.8,0.9,8,0.855226159403,0.625
primary_high_movement,month,2025-06,directional_onset,A1,10,0.9,1,11,0.936118525906,0.818181818182
primary_high_movement,month,2025-06,directional_onset,A2,1,0,0.1,0,,
primary_high_movement,month,2025-06,directional_onset,A2,2,0.1,0.2,0,,
primary_high_movement,month,2025-06,directional_onset,A2,3,0.2,0.3,5,0.270483985722,0.4
primary_high_movement,month,2025-06,directional_onset,A2,4,0.3,0.4,39,0.362009983867,0.25641025641
primary_high_movement,month,2025-06,directional_onset,A2,5,0.4,0.5,41,0.46042138302,0.439024390244
primary_high_movement,month,2025-06,directional_onset,A2,6,0.5,0.6,47,0.540144310608,0.297872340426
primary_high_movement,month,2025-06,directional_onset,A2,7,0.6,0.7,21,0.648864359407,0.619047619048
primary_high_movement,month,2025-06,directional_onset,A2,8,0.7,0.8,19,0.74567023443,0.684210526316
primary_high_movement,month,2025-06,directional_onset,A2,9,0.8,0.9,11,0.860841482455,0.636363636364
primary_high_movement,month,2025-06,directional_onset,A2,10,0.9,1,6,0.946036338305,1
primary_high_movement,month,2025-06,directional_onset,A3,1,0,0.1,0,,
primary_high_movement,month,2025-06,directional_onset,A3,2,0.1,0.2,0,,
primary_high_movement,month,2025-06,directional_onset,A3,3,0.2,0.3,8,0.254507458855,0.25
primary_high_movement,month,2025-06,directional_onset,A3,4,0.3,0.4,29,0.349341812899,0.206896551724
primary_high_movement,month,2025-06,directional_onset,A3,5,0.4,0.5,46,0.453530514531,0.413043478261
primary_high_movement,month,2025-06,directional_onset,A3,6,0.5,0.6,44,0.54859490551,0.363636363636
primary_high_movement,month,2025-06,directional_onset,A3,7,0.6,0.7,25,0.640676298721,0.48
primary_high_movement,month,2025-06,directional_onset,A3,8,0.7,0.8,20,0.742189491493,0.7
primary_high_movement,month,2025-06,directional_onset,A3,9,0.8,0.9,8,0.857498361571,0.75
primary_high_movement,month,2025-06,directional_onset,A3,10,0.9,1,9,0.941170332444,0.888888888889
primary_high_movement,month,2025-06,up_given_onset,D0,1,0,0.1,0,,
primary_high_movement,month,2025-06,up_given_onset,D0,2,0.1,0.2,0,,
