field,audited_runs,runs_start_end_differ,anchors_affected,symbols_affected,periods_affected,experiments_affected,run_id_v2,git_sha,contract_hash,data_snapshot_hash,state_model_version,dictionary_version,source_artifact_hash,dictionary_hash,symbol,session,timestamp,semantic_loop_id,legacy_cycle_id,research_only,execution_enabled,order_placement,broker_connected,strategy_promotion
b0_high_stress,110949,0,0,0,0,none empirically in 2024; code-position limitation remains,864601cf54c8c758fee528e6,59e535ede1aaf77a6482002718cb2b77dfb691c0,e193fb8979c231eebd1876b8e6390d837006a454fcc911a94cdc196ab015ecd6,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,causal_semimarkov_posterior_export_v2_tail78,semantic_loop_dictionary_v2,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,497142c8d0ab880e59385da123d9eb2189469e9e3a4a631e0f63eb6fc77030d3,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,True,False,disabled,False,False
b0_state_numeric,110949,0,0,0,0,none empirically in 2024; code-position limitation remains,864601cf54c8c758fee528e6,59e535ede1aaf77a6482002718cb2b77dfb691c0,e193fb8979c231eebd1876b8e6390d837006a454fcc911a94cdc196ab015ecd6,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,causal_semimarkov_posterior_export_v2_tail78,semantic_loop_dictionary_v2,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,497142c8d0ab880e59385da123d9eb2189469e9e3a4a631e0f63eb6fc77030d3,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,True,False,disabled,False,False
clock_cos,110949,70488,70488,22,12,run_regime_utility_ablation_v1 and raw-run context consumers,864601cf54c8c758fee528e6,59e535ede1aaf77a6482002718cb2b77dfb691c0,e193fb8979c231eebd1876b8e6390d837006a454fcc911a94cdc196ab015ecd6,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,causal_semimarkov_posterior_export_v2_tail78,semantic_loop_dictionary_v2,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,497142c8d0ab880e59385da123d9eb2189469e9e3a4a631e0f63eb6fc77030d3,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,True,False,disabled,False,False
clock_sin,110949,70028,70028,22,12,run_regime_utility_ablation_v1 and raw-run context consumers,864601cf54c8c758fee528e6,59e535ede1aaf77a6482002718cb2b77dfb691c0,e193fb8979c231eebd1876b8e6390d837006a454fcc911a94cdc196ab015ecd6,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,causal_semimarkov_posterior_export_v2_tail78,semantic_loop_dictionary_v2,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,497142c8d0ab880e59385da123d9eb2189469e9e3a4a631e0f63eb6fc77030d3,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,True,False,disabled,False,False
