record_type,draw,comparison,metric,real_value,null_value,null_q90,real_percentile,draws,activity_bundle_sha256
draw,16,D3_minus_D2,brier,-0.00802474227264,-0.00643722200085,,,50,5c1eabf021dc7c7f32301e4a4e09fd874fa0754f5bf3afd48ba6568d12189e56
draw,17,D3_minus_D2,brier,-0.00802474227264,-0.00718576827535,,,50,aed82a9c4c98740abce19b1227bab54c0c0819175e8e07faa6a71b93333ed3cc
draw,18,D3_minus_D2,brier,-0.00802474227264,-0.00643633846131,,,50,51bdcfc98e7a3799a408c0daecbfa436eb93de16e2a780f8b8bc6c175d236f0d
draw,19,D3_minus_D2,brier,-0.00802474227264,-0.0198427899222,,,50,fa3b15821bc759097959c854aaaae8f040e51daf43ad390b80ed97682a4d7930
draw,20,D3_minus_D2,brier,-0.00802474227264,-0.0118558680729,,,50,1a6507b3ca89e33feffc7162da044c3e3cc3bb34cb342c8183106ba387d9225b
draw,21,D3_minus_D2,brier,-0.00802474227264,-0.0148685206318,,,50,e97494a5a8e83f7da0d2aa8207b2f87b779fac8a1cd4ef84e0f3020f958d1db1
draw,22,D3_minus_D2,brier,-0.00802474227264,-0.00362051043409,,,50,e6995af51c7821d520c80d93bd45a832a69afbdc5a71e8646cb69a0cd8555298
draw,23,D3_minus_D2,brier,-0.00802474227264,-0.009051270456,,,50,bf435d79ba8093ea6bfce4e55e8805db1cab546b147e58e1ae3694a672e3675c
draw,24,D3_minus_D2,brier,-0.00802474227264,-0.00867711107547,,,50,c09239acb98cac610aaea21a9df2da961bb81c2117654a4e279d4f919c60673a
draw,25,D3_minus_D2,brier,-0.00802474227264,-0.00645070664841,,,50,baf71893415261e950810bc89a99fad039e8471c19f0064553af2f407e4daa31
draw,26,D3_minus_D2,brier,-0.00802474227264,-0.000564570200459,,,50,d5e03ce0c7e17835e66aa474ad39f1e3e63680eb85e4325be9177e6148c8d61c
draw,27,D3_minus_D2,brier,-0.00802474227264,-0.0221212879634,,,50,3ea949404f27a3ff0941f685b6bbb750c830aac440f8d3b8d08ef95c9ae2df8a
draw,28,D3_minus_D2,brier,-0.00802474227264,-0.0142466286279,,,50,227e7fffbe02267c8c2ee9df900030c05c4ffb44920473402fb5c6fc02b6315f
draw,29,D3_minus_D2,brier,-0.00802474227264,-0.0143638265744,,,50,e5578f2ed470fea7ddd42a8b68fb857b48b5281c199f463746c4f90960f0e7ef
draw,30,D3_minus_D2,brier,-0.00802474227264,-0.0145858850983,,,50,995910f62d49f7fb25420553c628c7563e9a76af808efb11ee62351f3c7a4c2f
draw,31,D3_minus_D2,brier,-0.00802474227264,-0.00497576464822,,,50,019eb27a9ca1ad79bd8441017203e176592640691194f77e69de620a440223e5
draw,32,D3_minus_D2,brier,-0.00802474227264,-0.0165551809113,,,50,b1514d3a6936d8163e3e71c0bc4b611adeea1bf5c90b9937705d7ba7b5824a54
draw,33,D3_minus_D2,brier,-0.00802474227264,0.00121337427323,,,50,172f2a97c8d659bd2c60fc8f5fcc7ca46a9f9d029c567516bd30bcd335313979
draw,34,D3_minus_D2,brier,-0.00802474227264,-0.00322649884247,,,50,778900b667cee982f3f9ca36a830ce2fab2af7c006e04a1e092010630856dadd
draw,35,D3_minus_D2,brier,-0.00802474227264,-0.00448915441637,,,50,9b53fda4ae23c37b79222aff64532f78c2ef444d43e4a72c2c62fe9759daed6f
draw,36,D3_minus_D2,brier,-0.00802474227264,-0.0172444945408,,,50,bebea73de867d68237f555d8a874470104a71a165cb67b483d9f1edfaf87d869
draw,37,D3_minus_D2,brier,-0.00802474227264,-0.00267678727818,,,50,b8b782662cbddd6a221350abab4680e9634ef0826042badab4785227133c2d32
draw,38,D3_minus_D2,brier,-0.00802474227264,0.000586959183426,,,50,53b403afba41e33e67c85a0b2805e512b7f0af9282e20d4dd379f18832feec93
draw,39,D3_minus_D2,brier,-0.00802474227264,-0.00645435788678,,,50,a6d57eeb55be9153ef35c9a41b181d90bed2991dc29fa44e33fcab06f1fa9c3b
draw,40,D3_minus_D2,brier,-0.00802474227264,-0.0108138949083,,,50,fc75a225e87ec9b9f432769dbc55f56432a616bd4827768e442695c7bca57efc
draw,41,D3_minus_D2,brier,-0.00802474227264,-0.0089356646866,,,50,1aaba12dde7c32b150eb4a536c428b93c0151f440019fb1c0cc2033ff19331dd
draw,42,D3_minus_D2,brier,-0.00802474227264,-0.0145691941139,,,50,d0bad1a21216e9a7c03c87f2633caa051fc2c2f3ac6cafea089d5f25acf8d274
draw,43,D3_minus_D2,brier,-0.00802474227264,-0.00672739292991,,,50,a79057aa06eba761f4e84608521686e8cbd36965ee53cd0f833e13bf36ffa371
draw,44,D3_minus_D2,brier,-0.00802474227264,-0.0125874171675,,,50,8195e65affa43e39851cab5c95de4a83500cabb658ed1ecae95d7e387ce6038f
draw,45,D3_minus_D2,brier,-0.00802474227264,-0.00343328690901,,,50,3e1b15ee220d093dddf4e96c0259e8c2a2cce8602824ac8ec4d5de284795302f
draw,46,D3_minus_D2,brier,-0.00802474227264,-0.0079779436494,,,50,8ef441ed723d451db5da25ab98491c4cad4117a100d27cc72f5433c9f7f398e6
draw,47,D3_minus_D2,brier,-0.00802474227264,-0.0124571302369,,,50,198fb6be848db87530b27373b902c531b0b7db7031eb699841e0aed8f7a9728f
draw,48,D3_minus_D2,brier,-0.00802474227264,-0.00937416644167,,,50,9d922e8d9df99aa4a9a0693c9eca2221ce0ee4c9f41a5adee10d03ff7bbb1b5b
draw,49,D3_minus_D2,brier,-0.00802474227264,-0.00533507789039,,,50,d8dd622605e027b7842be97b2cc5cc75292bc97fe6afd6bf93a0bc10c3a815d0
draw,0,activity_system_minus_price_system,economic_15m_after_20bps,1.46846668585,20.489054566,,,50,f2c6fef07b8d68c64ee3ffd42125af8fbe3f98be5e81883b266a8359179eb1e1
draw,1,activity_system_minus_price_system,economic_15m_after_20bps,1.46846668585,-0.369285329482,,,50,56afe97fc07abfba2f8caaacf616d4c768c78a5b27855445a298647050314d91
draw,2,activity_system_minus_price_system,economic_15m_after_20bps,1.46846668585,0.10024437884,,,50,110ee76bf3a5c1f9979b8b879a26baf6cb6c777472a682d47680b43f5bb53c46
draw,3,activity_system_minus_price_system,economic_15m_after_20bps,1.46846668585,9.02343808766,,,50,8aad592d0c386fd44c0537cd5162d7d99e99cb162b5077fab48375c185ca0d7d
draw,4,activity_system_minus_price_system,economic_15m_after_20bps,1.46846668585,-3.78545594014,,,50,97ae920252c53d6e4534b78a59dcd3d86a5141ef1c0712cab5773fbe62391d47
draw,5,activity_system_minus_price_system,economic_15m_after_20bps,1.46846668585,13.2570232357,,,50,a70d53ff09f44a0be221fc10d639c6f15593ea6f5cfaec59ffd656c6075175aa
draw,6,activity_system_minus_price_system,economic_15m_after_20bps,1.46846668585,2.42092823973,,,50,b94bd853b4655bd5ae15e3c23c5274f6179097ec442b6d11aea5289f2c50ecd6
draw,7,activity_system_minus_price_system,economic_15m_after_20bps,1.46846668585,14.8075442004,,,50,1650905f476e7286973340250a49c5de5d0b47a860ededcdf0fd0a0b3e896284
draw,8,activity_system_minus_price_system,economic_15m_after_20bps,1.46846668585,-0.717032494095,,,50,dcc1e79919809e15708af1df5d423a43a7f2dc614fe3cdcb8a8e04e03547ac7e
draw,9,activity_system_minus_price_system,economic_15m_after_20bps,1.46846668585,1.78721736463,,,50,54918618ff97d05948717e3ac84a65b558c04ca2cd079a68806855ae64ddc35e
draw,10,activity_system_minus_price_system,economic_15m_after_20bps,1.46846668585,-11.5029815978,,,50,e28e0126002e2758899dabe398d80cfc40ceb3aabc5e45dcf02467d0e4f196d3
draw,11,activity_system_minus_price_system,economic_15m_after_20bps,1.46846668585,5.29630769994,,,50,f64ef63b03a190777ff45f0888a8591a892bf3be1650361500696c81c93cf6c3
draw,12,activity_system_minus_price_system,economic_15m_after_20bps,1.46846668585,-6.35877153202,,,50,8a50be13c2e47c23a6d51acf935f086c28b22a76592c2846d62832936336d6e3
draw,13,activity_system_minus_price_system,economic_15m_after_20bps,1.46846668585,-6.18490439112,,,50,75b945417e0a5d8ab973440305883d5d0468387aecdfcf8f048ddb9c6645252e
draw,14,activity_system_minus_price_system,economic_15m_after_20bps,1.46846668585,23.6224180367,,,50,382f0c5453b6fd60005fb86d5aa3f700567d8e6f7cda2fb1ed776ec617e68cea
draw,15,activity_system_minus_price_system,economic_15m_after_20bps,1.46846668585,-17.2603093804,,,50,ca9a8629aa49f79e01955c3d3eb84069f5420638a1a90d2b375d6ffc51914fe6
draw,16,activity_system_minus_price_system,economic_15m_after_20bps,1.46846668585,4.24647364889,,,50,5c1eabf021dc7c7f32301e4a4e09fd874fa0754f5bf3afd48ba6568d12189e56
draw,17,activity_system_minus_price_system,economic_15m_after_20bps,1.46846668585,-5.03350564097,,,50,aed82a9c4c98740abce19b1227bab54c0c0819175e8e07faa6a71b93333ed3cc
draw,18,activity_system_minus_price_system,economic_15m_after_20bps,1.46846668585,2.31440312522,,,50,51bdcfc98e7a3799a408c0daecbfa436eb93de16e2a780f8b8bc6c175d236f0d
draw,19,activity_system_minus_price_system,economic_15m_after_20bps,1.46846668585,6.26021666124,,,50,fa3b15821bc759097959c854aaaae8f040e51daf43ad390b80ed97682a4d7930
draw,20,activity_system_minus_price_system,economic_15m_after_20bps,1.46846668585,-0.850328127804,,,50,1a6507b3ca89e33feffc7162da044c3e3cc3bb34cb342c8183106ba387d9225b
draw,21,activity_system_minus_price_system,economic_15m_after_20bps,1.46846668585,-1.90980428036,,,50,e97494a5a8e83f7da0d2aa8207b2f87b779fac8a1cd4ef84e0f3020f958d1db1
draw,22,activity_system_minus_price_system,economic_15m_after_20bps,1.46846668585,-7.23016622985,,,50,e6995af51c7821d520c80d93bd45a832a69afbdc5a71e8646cb69a0cd8555298
draw,23,activity_system_minus_price_system,economic_15m_after_20bps,1.46846668585,-1.37367714313,,,50,bf435d79ba8093ea6bfce4e55e8805db1cab546b147e58e1ae3694a672e3675c
draw,24,activity_system_minus_price_system,economic_15m_after_20bps,1.46846668585,5.33002386974,,,50,c09239acb98cac610aaea21a9df2da961bb81c2117654a4e279d4f919c60673a
draw,25,activity_system_minus_price_system,economic_15m_after_20bps,1.46846668585,-1.10407409444,,,50,baf71893415261e950810bc89a99fad039e8471c19f0064553af2f407e4daa31
draw,26,activity_system_minus_price_system,economic_15m_after_20bps,1.46846668585,3.40807397116,,,50,d5e03ce0c7e17835e66aa474ad39f1e3e63680eb85e4325be9177e6148c8d61c
draw,27,activity_system_minus_price_system,economic_15m_after_20bps,1.46846668585,-10.4762542711,,,50,3ea949404f27a3ff0941f685b6bbb750c830aac440f8d3b8d08ef95c9ae2df8a
draw,28,activity_system_minus_price_system,economic_15m_after_20bps,1.46846668585,6.01510782239,,,50,227e7fffbe02267c8c2ee9df900030c05c4ffb44920473402fb5c6fc02b6315f
draw,29,activity_system_minus_price_system,economic_15m_after_20bps,1.46846668585,1.23099934072,,,50,e5578f2ed470fea7ddd42a8b68fb857b48b5281c199f463746c4f90960f0e7ef
draw,30,activity_system_minus_price_system,economic_15m_after_20bps,1.46846668585,-1.47256216853,,,50,995910f62d49f7fb25420553c628c7563e9a76af808efb11ee62351f3c7a4c2f
draw,31,activity_system_minus_price_system,economic_15m_after_20bps,1.46846668585,14.4316545745,,,50,019eb27a9ca1ad79bd8441017203e176592640691194f77e69de620a440223e5
draw,32,activity_system_minus_price_system,economic_15m_after_20bps,1.46846668585,2.3089588345,,,50,b1514d3a6936d8163e3e71c0bc4b611adeea1bf5c90b9937705d7ba7b5824a54
draw,33,activity_system_minus_price_system,economic_15m_after_20bps,1.46846668585,10.5360457973,,,50,172f2a97c8d659bd2c60fc8f5fcc7ca46a9f9d029c567516bd30bcd335313979
draw,34,activity_system_minus_price_system,economic_15m_after_20bps,1.46846668585,21.2474426169,,,50,778900b667cee982f3f9ca36a830ce2fab2af7c006e04a1e092010630856dadd
draw,35,activity_system_minus_price_system,economic_15m_after_20bps,1.46846668585,-3.59727039669,,,50,9b53fda4ae23c37b79222aff64532f78c2ef444d43e4a72c2c62fe9759daed6f
draw,36,activity_system_minus_price_system,economic_15m_after_20bps,1.46846668585,2.45896864363,,,50,bebea73de867d68237f555d8a874470104a71a165cb67b483d9f1edfaf87d869
draw,37,activity_system_minus_price_system,economic_15m_after_20bps,1.46846668585,-2.07925060462,,,50,b8b782662cbddd6a221350abab4680e9634ef0826042badab4785227133c2d32
draw,38,activity_system_minus_price_system,economic_15m_after_20bps,1.46846668585,8.17043941005,,,50,53b403afba41e33e67c85a0b2805e512b7f0af9282e20d4dd379f18832feec93
draw,39,activity_system_minus_price_system,economic_15m_after_20bps,1.46846668585,-7.47178260667,,,50,a6d57eeb55be9153ef35c9a41b181d90bed2991dc29fa44e33fcab06f1fa9c3b
draw,40,activity_system_minus_price_system,economic_15m_after_20bps,1.46846668585,7.82486375975,,,50,fc75a225e87ec9b9f432769dbc55f56432a616bd4827768e442695c7bca57efc
draw,41,activity_system_minus_price_system,economic_15m_after_20bps,1.46846668585,-5.46359155178,,,50,1aaba12dde7c32b150eb4a536c428b93c0151f440019fb1c0cc2033ff19331dd
draw,42,activity_system_minus_price_system,economic_15m_after_20bps,1.46846668585,3.01649879734,,,50,d0bad1a21216e9a7c03c87f2633caa051fc2c2f3ac6cafea089d5f25acf8d274
draw,43,activity_system_minus_price_system,economic_15m_after_20bps,1.46846668585,6.67826705431,,,50,a79057aa06eba761f4e84608521686e8cbd36965ee53cd0f833e13bf36ffa371
draw,44,activity_system_minus_price_system,economic_15m_after_20bps,1.46846668585,-12.923422889,,,50,8195e65affa43e39851cab5c95de4a83500cabb658ed1ecae95d7e387ce6038f
draw,45,activity_system_minus_price_system,economic_15m_after_20bps,1.46846668585,24.2374316376,,,50,3e1b15ee220d093dddf4e96c0259e8c2a2cce8602824ac8ec4d5de284795302f
draw,46,activity_system_minus_price_system,economic_15m_after_20bps,1.46846668585,1.84144666313,,,50,8ef441ed723d451db5da25ab98491c4cad4117a100d27cc72f5433c9f7f398e6
draw,47,activity_system_minus_price_system,economic_15m_after_20bps,1.46846668585,24.6602520775,,,50,198fb6be848db87530b27373b902c531b0b7db7031eb699841e0aed8f7a9728f
draw,48,activity_system_minus_price_system,economic_15m_after_20bps,1.46846668585,-2.77696819347,,,50,9d922e8d9df99aa4a9a0693c9eca2221ce0ee4c9f41a5adee10d03ff7bbb1b5b
draw,49,activity_system_minus_price_system,economic_15m_after_20bps,1.46846668585,5.62965656597,,,50,d8dd622605e027b7842be97b2cc5cc75292bc97fe6afd6bf93a0bc10c3a815d0
summary,-1,A2_minus_A1,brier,-0.00218595411169,-0.00301009307203,-0.000762923549033,0.6,50,38f7335940cf4340598a7d80df768b4e37115c52fb51a0744562eb76c85381a0
summary,-1,A3_minus_A2,brier,-0.00355079840748,-0.00138720913154,0.000120693673149,0.06,50,38f7335940cf4340598a7d80df768b4e37115c52fb51a0744562eb76c85381a0
summary,-1,D2_minus_D1,brier,-0.0231968307288,-0.00889938276974,0.00245105732037,0.1,50,38f7335940cf4340598a7d80df768b4e37115c52fb51a0744562eb76c85381a0
summary,-1,D3_minus_D2,brier,-0.00802474227264,-0.00845430111736,-0.00261250474527,0.46,50,38f7335940cf4340598a7d80df768b4e37115c52fb51a0744562eb76c85381a0
summary,-1,activity_system_minus_price_system,economic_15m_after_20bps,1.46846668585,2.85420003636,15.3756952369,0.46,50,38f7335940cf4340598a7d80df768b4e37115c52fb51a0744562eb76c85381a0
