candidate,scope_type,scope_value,horizon,friction_bps,mean_signed_return_bps,mean_cohort_relative_signed_return_bps,positive_selection_pct,rows
price_system,month,2025-06,15_minute_terminal,20,77.7609369975,80.0615217706,0.525,40
price_system,month,2025-06,30_minute_terminal,0,61.4175297444,63.2070311974,0.575,40
price_system,month,2025-06,30_minute_terminal,10,51.4175297444,53.2070311974,0.55,40
price_system,month,2025-06,30_minute_terminal,20,41.4175297444,43.2070311974,0.55,40
random_admitted_stock,month,2025-06,15_minute_terminal,0,-5.93685918513,-0.491465171732,0.525,40
random_admitted_stock,month,2025-06,15_minute_terminal,10,-15.9368591851,-10.4914651717,0.475,40
random_admitted_stock,month,2025-06,15_minute_terminal,20,-25.9368591851,-20.4914651717,0.425,40
random_admitted_stock,month,2025-06,30_minute_terminal,0,-23.226768715,-6.57575530706,0.525,40
random_admitted_stock,month,2025-06,30_minute_terminal,10,-33.226768715,-16.5757553071,0.5,40
random_admitted_stock,month,2025-06,30_minute_terminal,20,-43.226768715,-26.5757553071,0.5,40
strongest_one_minute_reversal,month,2025-06,15_minute_terminal,0,1.1886164497,-3.76091689471,0.475,40
strongest_one_minute_reversal,month,2025-06,15_minute_terminal,10,-8.8113835503,-13.7609168947,0.475,40
strongest_one_minute_reversal,month,2025-06,15_minute_terminal,20,-18.8113835503,-23.7609168947,0.425,40
strongest_one_minute_reversal,month,2025-06,30_minute_terminal,0,35.1064776302,28.1103739435,0.525,40
strongest_one_minute_reversal,month,2025-06,30_minute_terminal,10,25.1064776302,18.1103739435,0.525,40
strongest_one_minute_reversal,month,2025-06,30_minute_terminal,20,15.1064776302,8.11037394354,0.525,40
activity_system,month,2025-07,15_minute_terminal,0,10.5407554034,20.8452993884,0.575,40
activity_system,month,2025-07,15_minute_terminal,10,0.540755403412,10.8452993884,0.55,40
activity_system,month,2025-07,15_minute_terminal,20,-9.45924459659,0.84529938839,0.5,40
activity_system,month,2025-07,30_minute_terminal,0,2.31700545292,2.97342904363,0.45,40
activity_system,month,2025-07,30_minute_terminal,10,-7.68299454708,-7.02657095637,0.4,40
activity_system,month,2025-07,30_minute_terminal,20,-17.6829945471,-17.0265709564,0.4,40
highest_one_minute_relative_momentum,month,2025-07,15_minute_terminal,0,7.2379993743,17.1137880884,0.525,40
highest_one_minute_relative_momentum,month,2025-07,15_minute_terminal,10,-2.7620006257,7.11378808836,0.475,40
highest_one_minute_relative_momentum,month,2025-07,15_minute_terminal,20,-12.7620006257,-2.88621191164,0.45,40
highest_one_minute_relative_momentum,month,2025-07,30_minute_terminal,0,-8.83265152856,0.539399431664,0.425,40
highest_one_minute_relative_momentum,month,2025-07,30_minute_terminal,10,-18.8326515286,-9.46060056834,0.35,40
highest_one_minute_relative_momentum,month,2025-07,30_minute_terminal,20,-28.8326515286,-19.4606005683,0.35,40
interaction_system,month,2025-07,15_minute_terminal,0,12.5041660573,22.5252495869,0.6,40
interaction_system,month,2025-07,15_minute_terminal,10,2.50416605733,12.5252495869,0.575,40
interaction_system,month,2025-07,15_minute_terminal,20,-7.49583394267,2.52524958692,0.525,40
interaction_system,month,2025-07,30_minute_terminal,0,2.20171946181,-3.8288472706,0.425,40
interaction_system,month,2025-07,30_minute_terminal,10,-7.79828053819,-13.8288472706,0.4,40
interaction_system,month,2025-07,30_minute_terminal,20,-17.7982805382,-23.8288472706,0.4,40
price_system,month,2025-07,15_minute_terminal,0,-2.40629477692,3.51454636796,0.5,40
price_system,month,2025-07,15_minute_terminal,10,-12.4062947769,-6.48545363204,0.45,40
price_system,month,2025-07,15_minute_terminal,20,-22.4062947769,-16.485453632,0.425,40
price_system,month,2025-07,30_minute_terminal,0,-26.4676739848,-32.5054258623,0.45,40
price_system,month,2025-07,30_minute_terminal,10,-36.4676739848,-42.5054258623,0.4,40
price_system,month,2025-07,30_minute_terminal,20,-46.4676739848,-52.5054258623,0.4,40
random_admitted_stock,month,2025-07,15_minute_terminal,0,-20.5139564974,-12.6054868484,0.525,40
random_admitted_stock,month,2025-07,15_minute_terminal,10,-30.5139564974,-22.6054868484,0.45,40
random_admitted_stock,month,2025-07,15_minute_terminal,20,-40.5139564974,-32.6054868484,0.425,40
random_admitted_stock,month,2025-07,30_minute_terminal,0,1.77065640219,-10.5506980965,0.5,40
random_admitted_stock,month,2025-07,30_minute_terminal,10,-8.22934359781,-20.5506980965,0.475,40
random_admitted_stock,month,2025-07,30_minute_terminal,20,-18.2293435978,-30.5506980965,0.45,40
strongest_one_minute_reversal,month,2025-07,15_minute_terminal,0,24.2396733301,12.2946946909,0.6,40
strongest_one_minute_reversal,month,2025-07,15_minute_terminal,10,14.2396733301,2.29469469088,0.525,40
strongest_one_minute_reversal,month,2025-07,15_minute_terminal,20,4.2396733301,-7.70530530912,0.45,40
strongest_one_minute_reversal,month,2025-07,30_minute_terminal,0,-5.68246282657,-11.4942119942,0.475,40
strongest_one_minute_reversal,month,2025-07,30_minute_terminal,10,-15.6824628266,-21.4942119942,0.45,40
strongest_one_minute_reversal,month,2025-07,30_minute_terminal,20,-25.6824628266,-31.4942119942,0.425,40
activity_system,month,2025-08,15_minute_terminal,0,-41.1862643868,-32.730333129,0.392857142857,28
activity_system,month,2025-08,15_minute_terminal,10,-51.1862643868,-42.730333129,0.392857142857,28
activity_system,month,2025-08,15_minute_terminal,20,-61.1862643868,-52.730333129,0.357142857143,28
activity_system,month,2025-08,30_minute_terminal,0,-43.4907108071,-43.5362884376,0.392857142857,28
activity_system,month,2025-08,30_minute_terminal,10,-53.4907108071,-53.5362884376,0.392857142857,28
activity_system,month,2025-08,30_minute_terminal,20,-63.4907108071,-63.5362884376,0.357142857143,28
highest_one_minute_relative_momentum,month,2025-08,15_minute_terminal,0,20.4149933568,36.6351197782,0.535714285714,28
highest_one_minute_relative_momentum,month,2025-08,15_minute_terminal,10,10.4149933568,26.6351197782,0.5,28
highest_one_minute_relative_momentum,month,2025-08,15_minute_terminal,20,0.414993356751,16.6351197782,0.5,28
highest_one_minute_relative_momentum,month,2025-08,30_minute_terminal,0,21.5554415505,60.5886915012,0.464285714286,28
highest_one_minute_relative_momentum,month,2025-08,30_minute_terminal,10,11.5554415505,50.5886915012,0.464285714286,28
highest_one_minute_relative_momentum,month,2025-08,30_minute_terminal,20,1.55544155047,40.5886915012,0.464285714286,28
interaction_system,month,2025-08,15_minute_terminal,0,-52.9571389635,-47.6250182385,0.392857142857,28
interaction_system,month,2025-08,15_minute_terminal,10,-62.9571389635,-57.6250182385,0.392857142857,28
interaction_system,month,2025-08,15_minute_terminal,20,-72.9571389635,-67.6250182385,0.357142857143,28
interaction_system,month,2025-08,30_minute_terminal,0,-79.1556362743,-81.9639720867,0.357142857143,28
interaction_system,month,2025-08,30_minute_terminal,10,-89.1556362743,-91.9639720867,0.357142857143,28
interaction_system,month,2025-08,30_minute_terminal,20,-99.1556362743,-101.963972087,0.321428571429,28
price_system,month,2025-08,15_minute_terminal,0,-32.5735771497,-14.8607508048,0.321428571429,28
price_system,month,2025-08,15_minute_terminal,10,-42.5735771497,-24.8607508048,0.321428571429,28
price_system,month,2025-08,15_minute_terminal,20,-52.5735771497,-34.8607508048,0.321428571429,28
price_system,month,2025-08,30_minute_terminal,0,-58.9122778636,-43.6910420261,0.285714285714,28
price_system,month,2025-08,30_minute_terminal,10,-68.9122778636,-53.6910420261,0.285714285714,28
price_system,month,2025-08,30_minute_terminal,20,-78.9122778636,-63.6910420261,0.25,28
random_admitted_stock,month,2025-08,15_minute_terminal,0,28.8579296753,9.41721714775,0.535714285714,28
random_admitted_stock,month,2025-08,15_minute_terminal,10,18.8579296753,-0.582782852251,0.535714285714,28
random_admitted_stock,month,2025-08,15_minute_terminal,20,8.85792967527,-10.5827828523,0.5,28
random_admitted_stock,month,2025-08,30_minute_terminal,0,67.8925248528,30.633390425,0.607142857143,28
random_admitted_stock,month,2025-08,30_minute_terminal,10,57.8925248528,20.633390425,0.607142857143,28
random_admitted_stock,month,2025-08,30_minute_terminal,20,47.8925248528,10.633390425,0.607142857143,28
strongest_one_minute_reversal,month,2025-08,15_minute_terminal,0,-43.9292905566,-29.5974886268,0.428571428571,28
strongest_one_minute_reversal,month,2025-08,15_minute_terminal,10,-53.9292905566,-39.5974886268,0.428571428571,28
strongest_one_minute_reversal,month,2025-08,15_minute_terminal,20,-63.9292905566,-49.5974886268,0.392857142857,28
strongest_one_minute_reversal,month,2025-08,30_minute_terminal,0,-9.64831005922,-12.3977183819,0.5,28
strongest_one_minute_reversal,month,2025-08,30_minute_terminal,10,-19.6483100592,-22.3977183819,0.5,28
strongest_one_minute_reversal,month,2025-08,30_minute_terminal,20,-29.6483100592,-32.3977183819,0.5,28
activity_system,pooled,all,15_minute_terminal,0,-1.36104473551,-0.397024502655,0.488294314381,299
activity_system,pooled,all,15_minute_terminal,10,-11.3610447355,-10.3970245027,0.478260869565,299
activity_system,pooled,all,15_minute_terminal,20,-21.3610447355,-20.3970245027,0.461538461538,299
activity_system,pooled,all,30_minute_terminal,0,-7.63886888145,-13.3515771543,0.454849498328,299
activity_system,pooled,all,30_minute_terminal,10,-17.6388688815,-23.3515771543,0.438127090301,299
activity_system,pooled,all,30_minute_terminal,20,-27.6388688815,-33.3515771543,0.428093645485,299
highest_one_minute_relative_momentum,pooled,all,15_minute_terminal,0,-10.2511550338,0.593437135841,0.481605351171,299
highest_one_minute_relative_momentum,pooled,all,15_minute_terminal,10,-20.2511550338,-9.40656286416,0.468227424749,299
highest_one_minute_relative_momentum,pooled,all,15_minute_terminal,20,-30.2511550338,-19.4065628642,0.444816053512,299
highest_one_minute_relative_momentum,pooled,all,30_minute_terminal,0,-15.1393207281,-2.29341342918,0.468227424749,299
highest_one_minute_relative_momentum,pooled,all,30_minute_terminal,10,-25.1393207281,-12.2934134292,0.441471571906,299
highest_one_minute_relative_momentum,pooled,all,30_minute_terminal,20,-35.1393207281,-22.2934134292,0.428093645485,299
interaction_system,pooled,all,15_minute_terminal,0,10.0301970883,14.3523374312,0.484949832776,299
interaction_system,pooled,all,15_minute_terminal,10,0.0301970883319,4.35233743124,0.471571906355,299
interaction_system,pooled,all,15_minute_terminal,20,-9.96980291167,-5.64766256876,0.458193979933,299
interaction_system,pooled,all,30_minute_terminal,0,-7.00367038618,-7.84420271714,0.434782608696,299
interaction_system,pooled,all,30_minute_terminal,10,-17.0036703862,-17.8442027171,0.421404682274,299
interaction_system,pooled,all,30_minute_terminal,20,-27.0036703862,-27.8442027171,0.418060200669,299
price_system,pooled,all,15_minute_terminal,0,-2.82951142136,8.11401354902,0.42474916388,299
price_system,pooled,all,15_minute_terminal,10,-12.8295114214,-1.88598645098,0.411371237458,299
price_system,pooled,all,15_minute_terminal,20,-22.8295114214,-11.885986451,0.404682274247,299
price_system,pooled,all,30_minute_terminal,0,16.8070116992,16.4799486222,0.491638795987,299
price_system,pooled,all,30_minute_terminal,10,6.80701169918,6.47994862215,0.468227424749,299
price_system,pooled,all,30_minute_terminal,20,-3.19298830082,-3.52005137785,0.458193979933,299
random_admitted_stock,pooled,all,15_minute_terminal,0,-8.79833978568,-15.8512459563,0.461538461538,299
random_admitted_stock,pooled,all,15_minute_terminal,10,-18.7983397857,-25.8512459563,0.421404682274,299
random_admitted_stock,pooled,all,15_minute_terminal,20,-28.7983397857,-35.8512459563,0.391304347826,299
random_admitted_stock,pooled,all,30_minute_terminal,0,-6.42793568644,-13.1294148606,0.515050167224,299
random_admitted_stock,pooled,all,30_minute_terminal,10,-16.4279356864,-23.1294148606,0.494983277592,299
random_admitted_stock,pooled,all,30_minute_terminal,20,-26.4279356864,-33.1294148606,0.488294314381,299
strongest_one_minute_reversal,pooled,all,15_minute_terminal,0,8.0884330276,3.84595963779,0.511705685619,299
strongest_one_minute_reversal,pooled,all,15_minute_terminal,10,-1.9115669724,-6.15404036221,0.494983277592,299
strongest_one_minute_reversal,pooled,all,15_minute_terminal,20,-11.9115669724,-16.1540403622,0.458193979933,299
strongest_one_minute_reversal,pooled,all,30_minute_terminal,0,25.4293129187,16.2229259269,0.551839464883,299
strongest_one_minute_reversal,pooled,all,30_minute_terminal,10,15.4293129187,6.22292592689,0.531772575251,299
strongest_one_minute_reversal,pooled,all,30_minute_terminal,20,5.42931291873,-3.77707407311,0.518394648829,299
