population,scope_type,scope_value,stage,model,brier_score,log_loss,auc,calibration_intercept,calibration_slope,expected_calibration_error,base_rate,rows,sessions,stocks
assessment_admitted,pooled,all,direction,D0,0.253880409194,0.700929511306,0.477063810799,0.17795966921,-0.541516334393,0.0799184954562,0.551495016611,301,114,17
assessment_admitted,pooled,all,direction,D1,0.280075707936,0.75800766952,0.432128514056,0.178750975775,-0.311726441403,0.166802082488,0.551495016611,301,114,17
assessment_admitted,pooled,all,direction,D2,0.303272538665,0.821061773534,0.430968317715,0.176340904527,-0.239650686522,0.215048128827,0.551495016611,301,114,17
assessment_admitted,pooled,all,direction,D3,0.311297280938,0.845965423671,0.43266398929,0.200927870115,-0.0602514790162,0.224364737386,0.551495016611,301,114,17
assessment_admitted,slate_type,multi_candidate,direction,D0,0.25386640049,0.700900466482,0.478232618583,0.167235902942,-0.559663472625,0.0808405579839,0.549152542373,295,110,17
assessment_admitted,slate_type,multi_candidate,direction,D1,0.277791844409,0.753114453471,0.439339088462,0.175301165444,-0.262347279582,0.16019182361,0.549152542373,295,110,17
assessment_admitted,slate_type,multi_candidate,direction,D2,0.30056978059,0.81429642914,0.437807481667,0.171726925053,-0.208621819922,0.209449450288,0.549152542373,295,110,17
assessment_admitted,slate_type,multi_candidate,direction,D3,0.307629114903,0.835642947316,0.43952473777,0.1934536468,-0.0409296110948,0.22093043089,0.549152542373,295,110,17
assessment_admitted,slate_type,singleton,direction,D0,0.254569170458,0.702357548515,0.5,0.682790736257,-0.383857153123,0.173707485134,0.666666666667,6,5,4
assessment_admitted,slate_type,singleton,direction,D1,0.392365664714,0.998590791963,0.25,-0.43818538442,-3.02332580414,0.613504591918,0.666666666667,6,5,4
assessment_admitted,slate_type,singleton,direction,D2,0.436158144013,1.15369120626,0,91.2891506585,-423.287273658,0.4903164903,0.666666666667,6,5,4
assessment_admitted,slate_type,singleton,direction,D3,0.491648777655,1.35348717782,0.125,1.48642078711,-2.61632778931,0.520676553755,0.666666666667,6,5,4
