population,concentration_type,group,rows,weighted_rows,row_share,weighted_share,mean_iv_residual
assessment,stock,AAL,547,3.0597007223942208,0.05328787140769606,0.06562035211766372,-0.0014601204751691847
assessment,stock,AAOI,303,1.468421052631579,0.02951777886020458,0.03149272274422777,-0.002690501542119439
assessment,stock,APLD,362,1.6190058479532166,0.03526546517291768,0.03472226320883894,-0.0012009649853073718
assessment,stock,ASTS,766,3.3234434124527006,0.07462250365319045,0.07127675114500212,-0.002389230670581571
assessment,stock,CIFR,511,2.284795321637427,0.049780808572820266,0.049001221729071245,-0.002202168179270593
assessment,stock,HIMS,348,1.4687134502923977,0.03390160740379932,0.031498993696586236,-0.002472229652642527
assessment,stock,IONQ,751,3.1763673890608874,0.0731612274719922,0.06812246210869256,-0.0019463820066247927
assessment,stock,IREN,674,2.9342105263157894,0.0656600097418412,0.06292900691722932,-0.0022323070042818637
assessment,stock,MARA,757,3.1152562779497766,0.0737457379444715,0.0668118330657727,-0.001058011430129652
assessment,stock,MP,206,1.1134502923976606,0.02006819288845592,0.023879786581047256,-0.0011674082544094336
assessment,stock,MRNA,305,1.4608187134502923,0.029712615684364344,0.031329677982907596,-0.0017632000798234846
assessment,stock,MSTR,492,2.5742690058479534,0.04792985874330248,0.055209464563954855,-0.0008960299358992057
assessment,stock,NVTS,170,0.9266081871345029,0.016561130053580127,0.01987264802398602,-0.002980007187327505
assessment,stock,QBTS,352,1.677829377364981,0.03429128105211885,0.03598383127154256,-0.0021838294322910736
assessment,stock,RGTI,679,2.801805985552116,0.06614710180224062,0.060089372137494684,-0.0024942171986173153
assessment,stock,RIOT,843,3.617887856897145,0.08212372138334145,0.0775916001699797,-0.0016519412150433651
assessment,stock,RIVN,331,1.7271929824561405,0.03224549439844131,0.03704251558147221,-0.0014710923700392243
assessment,stock,SMCI,597,2.6439112487100105,0.05815879201169021,0.0567030578639218,-0.002162200990333129
assessment,stock,SOFI,677,3.1511695906432746,0.06595226497808086,0.0675820535672128,-0.0011736668526372924
assessment,stock,WULF,594,2.4824561403508776,0.05786653677545056,0.05324038552339582,-0.002683266111755196
assessment,month,2025-01,767,3.5213450292397663,0.07471992206527034,0.07552107925303367,-0.0012519209693952343
assessment,month,2025-02,988,4.276315789473684,0.0962493911349245,0.09171267824259878,-0.0018389068356315038
assessment,month,2025-03,1510,6.369883040935672,0.14710180224062347,0.13661269712923177,-0.0019366683896231067
assessment,month,2025-04,1299,5.645029239766082,0.12654651729176813,0.12106700623258887,-0.0017290047239738615
assessment,month,2025-05,1264,5.883040935672515,0.12313687286897224,0.12617156145238206,-0.0023099358292267033
assessment,month,2025-06,1278,6.3729274165806675,0.1245007306380906,0.13667798880966994,-0.0019248866121801926
assessment,month,2025-07,1667,7.729824561403509,0.16239649293716513,0.1657788965484678,-0.0021043572778996805
assessment,month,2025-08,1492,6.828947368421053,0.14534827082318558,0.146458092332027,-0.001565665771785058
G4_top_decile,stock,AAL,53,0.3583094309848696,0.0462882096069869,0.05932774521495382,0.00014819988362872323
G4_top_decile,stock,AAOI,31,0.21418304648567807,0.027074235807860263,0.035463753148606066,0.002558815900310459
G4_top_decile,stock,APLD,69,0.3787617012617014,0.06026200873362445,0.06271416760611462,0.005643275171785932
G4_top_decile,stock,ASTS,76,0.36473830564000836,0.06637554585152838,0.06039221799902367,0.003289700832907375
G4_top_decile,stock,CIFR,47,0.29063167826325714,0.04104803493449782,0.04812187642397014,0.002132142477278785
G4_top_decile,stock,HIMS,42,0.19486281992860938,0.03668122270742358,0.03226477098527764,-0.0015575029210544535
G4_top_decile,stock,IONQ,144,0.6422258905811538,0.125764192139738,0.10633773691671106,0.002437004171440253
G4_top_decile,stock,IREN,51,0.26619269619269625,0.0445414847161572,0.044075346870980824,0.0016100653211049692
G4_top_decile,stock,MARA,46,0.19308406668055786,0.04017467248908297,0.03197025063394163,0.002706708343160059
G4_top_decile,stock,MP,94,0.5406203007518795,0.08209606986899563,0.08951420389041782,0.0002443781427527603
G4_top_decile,stock,MRNA,24,0.1745886350491614,0.02096069868995633,0.02890783541240529,0.00034734208964128473
G4_top_decile,stock,MSTR,54,0.344288445472656,0.04716157205240175,0.05700619466618723,0.002795768883804521
G4_top_decile,stock,NVTS,37,0.2132286719128824,0.032314410480349345,0.03530573081763135,-0.001928519755848056
G4_top_decile,stock,QBTS,34,0.22550800077115868,0.029694323144104803,0.037338903352085825,0.0004025587462577103
G4_top_decile,stock,RGTI,62,0.2655386426439057,0.05414847161572053,0.0439670507477308,0.0025454045384053297
G4_top_decile,stock,RIOT,52,0.28780211503895714,0.045414847161572056,0.047653366271782814,0.0018850462206513531
G4_top_decile,stock,RIVN,44,0.16545787545787546,0.03842794759825328,0.027395993044310653,0.0038543872863402314
G4_top_decile,stock,SMCI,42,0.22094335804088128,0.03668122270742358,0.0365831042089965,0.00032964150150335695
G4_top_decile,stock,SOFI,68,0.34654221022642073,0.059388646288209605,0.05737936592410883,0.0012748317018150194
G4_top_decile,stock,WULF,75,0.35198391277338653,0.06550218340611354,0.05828038586476338,0.0013884449025589845
G4_top_decile,month,2025-01,162,0.8064466551966551,0.14148471615720523,0.13352889305048524,0.002331069845916692
G4_top_decile,month,2025-02,144,0.6557826822300507,0.125764192139738,0.10858242770999339,0.002558326575742575
G4_top_decile,month,2025-03,123,0.6287380545055982,0.10742358078602621,0.10410446356972673,0.0016625114271170412
G4_top_decile,month,2025-04,101,0.4834841109183214,0.08820960698689956,0.08005377382671205,0.00247661550578529
G4_top_decile,month,2025-05,162,0.9149067785690593,0.14148471615720523,0.15148737811668536,0.0013943083989995434
G4_top_decile,month,2025-06,115,0.7013481341499916,0.10043668122270742,0.11612701149245219,-0.0010950154944544095
G4_top_decile,month,2025-07,172,0.995916291311028,0.15021834061135372,0.1649006776738104,0.0017648326130410542
G4_top_decile,month,2025-08,166,0.8528690972769921,0.14497816593886462,0.14121537456013458,0.0028137501925624172
G0_top_decile,stock,AAL,76,0.5832949530975846,0.07991587802313355,0.10781829488569135,-0.0007038505786185804
G0_top_decile,stock,AAOI,25,0.15601350403981984,0.026288117770767613,0.02883808593814653,0.0024419730023127265
G0_top_decile,stock,APLD,30,0.21777550178865965,0.031545741324921134,0.04025439127501057,0.006850051197897032
G0_top_decile,stock,ASTS,49,0.22056532433854414,0.05152471083070452,0.040770071907535906,0.0026935839568566367
G0_top_decile,stock,CIFR,46,0.2830612224033276,0.048370136698212406,0.05232203396534516,0.0008574886400476945
G0_top_decile,stock,HIMS,34,0.15760940083308506,0.035751840168243953,0.029133077125966068,-0.002960725669078311
G0_top_decile,stock,IONQ,74,0.31101192771987407,0.07781282860147214,0.05748854084506147,0.002021531361297938
G0_top_decile,stock,IREN,65,0.34550703682282635,0.0683491062039958,0.06386473838564602,0.0010795314969274461
G0_top_decile,stock,MARA,54,0.2403945722224876,0.056782334384858045,0.04443537997227894,0.0026477398578227166
G0_top_decile,stock,MP,45,0.3879291176659599,0.0473186119873817,0.07170618532037444,0.0002322241798203034
G0_top_decile,stock,MRNA,14,0.06874838611680716,0.014721345951629864,0.01270769398551132,-0.0032472591945299114
G0_top_decile,stock,MSTR,53,0.37603572759274506,0.05573080967402734,0.06950776918237316,0.0021470633173259
G0_top_decile,stock,NVTS,34,0.22659559738507107,0.035751840168243953,0.04188472883045103,-0.0013585957498282214
G0_top_decile,stock,QBTS,28,0.16092362845845817,0.029442691903259727,0.029745690640849337,0.0016033574092246448
G0_top_decile,stock,RGTI,61,0.26048094320540144,0.06414300736067298,0.04814821557683608,0.0007899779475636371
G0_top_decile,stock,RIOT,49,0.2453028517940799,0.05152471083070452,0.04534264366695181,0.001960913580976079
G0_top_decile,stock,RIVN,26,0.14621440612668685,0.027339642481598318,0.027026786144103598,-0.0001502674932935509
G0_top_decile,stock,SMCI,53,0.30186368527699803,0.05573080967402734,0.05579754747000514,0.00290637161587436
G0_top_decile,stock,SOFI,44,0.23814853031958294,0.046267087276550996,0.04402021367103292,0.002617304230273866
G0_top_decile,stock,WULF,91,0.4825049268470321,0.09568874868559411,0.08918791121082933,-0.00019892662234834702
G0_top_decile,month,2025-01,76,0.38750052335578644,0.07991587802313355,0.07162696243755125,0.001999093265552617
G0_top_decile,month,2025-02,100,0.4481472036735194,0.10515247108307045,0.0828371085696431,0.001232377910434122
G0_top_decile,month,2025-03,116,0.6249088679351835,0.12197686645636173,0.11551035756766977,0.0018729841222076336
G0_top_decile,month,2025-04,99,0.47944425701004645,0.10410094637223975,0.0886221662111865,-0.0002216915640621102
G0_top_decile,month,2025-05,137,0.7526635369179229,0.1440588853838065,0.1391249808388923,0.00020373267014173538
G0_top_decile,month,2025-06,128,0.9427708228972418,0.13459516298633017,0.17426508159029985,-0.0001783979274004708
G0_top_decile,month,2025-07,177,1.1501460901022305,0.1861198738170347,0.21259705685044905,0.0010125537331403826
G0_top_decile,month,2025-08,118,0.6243999421631,0.12407991587802314,0.11541628593430824,0.004201839729836485
