model,tail,rows,sessions,stocks,months,mean_absolute_movement,median_absolute_movement,mean_iv_expectation,mean_iv_residual,median_iv_residual,exceed_iv_rate,iv_sigma_ratio,mean_maximum_absolute_excursion,maximum_absolute_excursion_available,trimmed_10pct_mean_iv_residual,positive_residual_rate,top_5pct_positive_residual_contribution,maximum_stock_share,maximum_month_share
G4,top_decile,1145,135,20,8,0.010607997498749121,0.007978693185277979,0.008875179606302696,0.0017328178924464258,-0.000663789769719382,0.47713094515440974,0.9536660440400182,,False,0.0004779664154363513,0.47713094515440974,0.3348525993226065,0.125764192139738,0.15021834061135372
G4,top_quintile,2200,150,20,8,0.009656157158148498,0.007218934354385564,0.008857710292809039,0.0007984468653394612,-0.001173988938418923,0.4388360862874215,0.8698070334754016,,False,-0.00034249652636254954,0.4388360862874215,0.3834004257302776,0.10727272727272727,0.14863636363636365
G4,top_5pct,612,108,20,8,0.011781962958120496,0.009924131390359497,0.008931207448464483,0.002850755509656013,0.0010233317963448103,0.5424736804522461,1.0525616378837812,,False,0.0015606976798384973,0.5424736804522461,0.29689543017537534,0.15196078431372548,0.1781045751633987
G4,top_2pct,287,64,20,8,0.012177369010426537,0.010173081691552182,0.009071527703529399,0.0031058413068971395,0.0009959108392331095,0.5632863894008941,1.0710582651738376,,False,0.0020579912246289312,0.5632863894008941,0.2734366212789779,0.1986062717770035,0.20905923344947736
G0,top_decile,951,146,20,8,0.009331818457554184,0.0065562439034324875,0.008192358123777716,0.0011394603337764684,-0.0008940487555885592,0.43818879833107954,0.9088608870609621,,False,2.854653378369057e-05,0.43818879833107954,0.41075760293561364,0.09568874868559411,0.1861198738170347
