model_name,scope,probability_bin_lower,probability_bin_upper,rows,mean_probability,observed_positive_rate,absolute_calibration_error
v1_60_session_selector,pooled,0.2,0.30000000000000004,35,0.2742367132135076,0.5428571428571428,0.2686204296436352
v1_60_session_selector,pooled,0.30000000000000004,0.4,243,0.3612388877455051,0.45267489711934156,0.09143600937383645
v1_60_session_selector,pooled,0.4,0.5,1128,0.4557229648297747,0.46099290780141844,0.005269942971643737
v1_60_session_selector,pooled,0.5,0.6000000000000001,1012,0.5398399550091413,0.4723320158102767,0.06750793919886461
v1_60_session_selector,pooled,0.6000000000000001,0.7000000000000001,294,0.6497938045744683,0.5136054421768708,0.13618836239759757
v1_60_session_selector,pooled,0.7000000000000001,0.8,72,0.7278904694910139,0.3472222222222222,0.38066824726879167
v1_60_session_selector,pooled,0.8,0.9,17,0.8209360029397008,0.5882352941176471,0.23270070882205374
v1_60_session_selector,2025,0.2,0.30000000000000004,32,0.2731961667305178,0.53125,0.2580538332694822
v1_60_session_selector,2025,0.30000000000000004,0.4,150,0.3609602315520179,0.4533333333333333,0.09237310178131541
v1_60_session_selector,2025,0.4,0.5,546,0.45496051409954374,0.4816849816849817,0.02672446758543795
v1_60_session_selector,2025,0.5,0.6000000000000001,445,0.5389316993773392,0.503370786516854,0.03556091286048524
v1_60_session_selector,2025,0.6000000000000001,0.7000000000000001,143,0.6550131197926196,0.5594405594405595,0.09557256035206008
v1_60_session_selector,2025,0.7000000000000001,0.8,48,0.7323987702426029,0.375,0.3573987702426029
v1_60_session_selector,2025,0.8,0.9,17,0.8209360029397008,0.5882352941176471,0.23270070882205374
v1_60_session_selector,2023,0.2,0.30000000000000004,3,0.28533587569873203,0.6666666666666666,0.3813307909679346
v1_60_session_selector,2023,0.30000000000000004,0.4,93,0.3616883332188716,0.45161290322580644,0.08992457000693482
v1_60_session_selector,2023,0.4,0.5,582,0.4564382536591667,0.4415807560137457,0.014857497645420992
v1_60_session_selector,2023,0.5,0.6000000000000001,567,0.5405527835032363,0.4479717813051146,0.09258100219812171
v1_60_session_selector,2023,0.6000000000000001,0.7000000000000001,151,0.6448510093678747,0.47019867549668876,0.1746523338711859
v1_60_session_selector,2023,0.7000000000000001,0.8,24,0.718873867987836,0.2916666666666667,0.42720720132116935
ewma_short_memory,pooled,0.0,0.1,2,0.06711773351919659,0.5,0.4328822664808034
ewma_short_memory,pooled,0.1,0.2,5,0.1649957067255606,0.6,0.43500429327443935
ewma_short_memory,pooled,0.2,0.30000000000000004,37,0.273927589997592,0.40540540540540543,0.13147781540781345
ewma_short_memory,pooled,0.30000000000000004,0.4,257,0.3667288502619866,0.4396887159533074,0.07295986569132079
ewma_short_memory,pooled,0.4,0.5,1092,0.45745063652451606,0.4880952380952381,0.03064460157072202
ewma_short_memory,pooled,0.5,0.6000000000000001,1134,0.5404700022028043,0.4620811287477954,0.07838887345500889
ewma_short_memory,pooled,0.6000000000000001,0.7000000000000001,214,0.629265462674066,0.45794392523364486,0.17132153744042117
ewma_short_memory,pooled,0.7000000000000001,0.8,32,0.7435363644806122,0.46875,0.2747863644806122
ewma_short_memory,pooled,0.8,0.9,20,0.8264640431364632,0.4,0.42646404313646313
ewma_short_memory,pooled,0.9,1.0,8,0.9301661724792335,0.375,0.5551661724792335
ewma_short_memory,2025,0.0,0.1,1,0.07989853369120954,1.0,0.9201014663087904
ewma_short_memory,2025,0.1,0.2,3,0.1561487670191974,0.6666666666666666,0.5105178996474693
ewma_short_memory,2025,0.2,0.30000000000000004,18,0.2658218014961274,0.4444444444444444,0.17862264294831703
ewma_short_memory,2025,0.30000000000000004,0.4,136,0.3693636202169117,0.4632352941176471,0.09387167390073536
ewma_short_memory,2025,0.4,0.5,443,0.4545793881433416,0.510158013544018,0.05557862540067643
ewma_short_memory,2025,0.5,0.6000000000000001,594,0.5430010555757672,0.4898989898989899,0.05310206567677728
ewma_short_memory,2025,0.6000000000000001,0.7000000000000001,147,0.6296592164919915,0.48299319727891155,0.14666601921307998
ewma_short_memory,2025,0.7000000000000001,0.8,20,0.7419025374864726,0.5,0.2419025374864726
ewma_short_memory,2025,0.8,0.9,13,0.8247110456051213,0.38461538461538464,0.4400956609897367
ewma_short_memory,2025,0.9,1.0,6,0.9272402629836897,0.5,0.42724026298368967
ewma_short_memory,2023,0.0,0.1,1,0.05433693334718362,0.0,0.05433693334718362
ewma_short_memory,2023,0.1,0.2,2,0.17826611628510544,0.5,0.32173388371489453
ewma_short_memory,2023,0.2,0.30000000000000004,19,0.281606758051611,0.3684210526315789,0.08681429457996792
ewma_short_memory,2023,0.30000000000000004,0.4,121,0.3637674559324841,0.4132231404958678,0.04945568456338367
ewma_short_memory,2023,0.4,0.5,649,0.45941051793108045,0.47303543913713403,0.013624921206053575
ewma_short_memory,2023,0.5,0.6000000000000001,540,0.537685843492545,0.43148148148148147,0.10620436201106354
ewma_short_memory,2023,0.6000000000000001,0.7000000000000001,67,0.6284015550436921,0.40298507462686567,0.22541648041682644
ewma_short_memory,2023,0.7000000000000001,0.8,12,0.7462594094708447,0.4166666666666667,0.329592742804178
ewma_short_memory,2023,0.8,0.9,7,0.8297196099803836,0.42857142857142855,0.4011481814089551
ewma_short_memory,2023,0.9,1.0,2,0.938943900965865,0.0,0.938943900965865
payoff_only_change_point,pooled,0.0,0.1,137,0.04990885938718286,0.5109489051094891,0.4610400457223062
payoff_only_change_point,pooled,0.1,0.2,127,0.1496804549990419,0.5433070866141733,0.39362663161513134
payoff_only_change_point,pooled,0.2,0.30000000000000004,152,0.2537425240219429,0.48026315789473684,0.22652063387279392
payoff_only_change_point,pooled,0.30000000000000004,0.4,267,0.3570794058163605,0.3857677902621723,0.028688384445811788
payoff_only_change_point,pooled,0.4,0.5,749,0.45430191952179505,0.48064085447263016,0.026338934950835113
payoff_only_change_point,pooled,0.5,0.6000000000000001,725,0.5454034720138862,0.4924137931034483,0.052989678910437876
payoff_only_change_point,pooled,0.6000000000000001,0.7000000000000001,297,0.6396999092388641,0.4478114478114478,0.19188846142741628
payoff_only_change_point,pooled,0.7000000000000001,0.8,138,0.7471190095618622,0.43478260869565216,0.31233640086621
payoff_only_change_point,pooled,0.8,0.9,88,0.8498451987847752,0.38636363636363635,0.4634815624211388
payoff_only_change_point,pooled,0.9,1.0,121,0.9563235780538556,0.4462809917355372,0.5100425863183184
payoff_only_change_point,2025,0.0,0.1,82,0.04964237323793179,0.4878048780487805,0.4381625048108487
payoff_only_change_point,2025,0.1,0.2,66,0.14880291665677225,0.5454545454545454,0.39665162879777316
payoff_only_change_point,2025,0.2,0.30000000000000004,77,0.25543942608610853,0.5584415584415584,0.30300213235544987
payoff_only_change_point,2025,0.30000000000000004,0.4,97,0.356589244297032,0.4329896907216495,0.07640044642461752
payoff_only_change_point,2025,0.4,0.5,329,0.45626455533671956,0.49240121580547114,0.03613666046875158
payoff_only_change_point,2025,0.5,0.6000000000000001,370,0.5476300695523808,0.518918918918919,0.028711150633461857
payoff_only_change_point,2025,0.6000000000000001,0.7000000000000001,163,0.6377348896738503,0.4539877300613497,0.1837471596125006
payoff_only_change_point,2025,0.7000000000000001,0.8,77,0.7469568936250657,0.4675324675324675,0.27942442609259815
payoff_only_change_point,2025,0.8,0.9,43,0.8547049215974559,0.4418604651162791,0.41284445648117685
payoff_only_change_point,2025,0.9,1.0,77,0.9582978489727918,0.4675324675324675,0.4907653814403243
payoff_only_change_point,2023,0.0,0.1,55,0.050306166009702634,0.5454545454545454,0.4951483794448428
payoff_only_change_point,2023,0.1,0.2,61,0.15062992271362874,0.5409836065573771,0.39035368384374836
payoff_only_change_point,2023,0.2,0.30000000000000004,75,0.2520003712360663,0.4,0.14799962876393374
payoff_only_change_point,2023,0.30000000000000004,0.4,170,0.35735908621268325,0.3588235294117647,0.0014644431990814555
payoff_only_change_point,2023,0.4,0.5,420,0.4527645214667708,0.4714285714285714,0.0186640499618006
payoff_only_change_point,2023,0.5,0.6000000000000001,355,0.5430827928892581,0.4647887323943662,0.0782940604948919
payoff_only_change_point,2023,0.6000000000000001,0.7000000000000001,134,0.642090194232127,0.44029850746268656,0.20179168676944043
payoff_only_change_point,2023,0.7000000000000001,0.8,61,0.747323647711589,0.39344262295081966,0.3538810247607693
payoff_only_change_point,2023,0.8,0.9,45,0.8452014636526577,0.3333333333333333,0.5118681303193244
payoff_only_change_point,2023,0.9,1.0,44,0.9528686039457167,0.4090909090909091,0.5437776948548076
hierarchical_payoff_history_change_point,pooled,0.0,0.1,19,0.06906673427630844,0.47368421052631576,0.4046174762500073
hierarchical_payoff_history_change_point,pooled,0.1,0.2,117,0.16034768877718616,0.5213675213675214,0.3610198325903352
hierarchical_payoff_history_change_point,pooled,0.2,0.30000000000000004,202,0.25429402202362494,0.4603960396039604,0.20610201758033547
hierarchical_payoff_history_change_point,pooled,0.30000000000000004,0.4,373,0.3606160996624071,0.4343163538873995,0.07370025422499238
hierarchical_payoff_history_change_point,pooled,0.4,0.5,790,0.4514923125957111,0.4670886075949367,0.015596294999225602
hierarchical_payoff_history_change_point,pooled,0.5,0.6000000000000001,699,0.5452095618189153,0.49928469241773965,0.04592486940117568
hierarchical_payoff_history_change_point,pooled,0.6000000000000001,0.7000000000000001,357,0.6441485980470537,0.47619047619047616,0.16795812185657755
hierarchical_payoff_history_change_point,pooled,0.7000000000000001,0.8,158,0.7456721246051411,0.3924050632911392,0.3532670613140019
hierarchical_payoff_history_change_point,pooled,0.8,0.9,73,0.8408544705351448,0.4657534246575342,0.3751010458776106
hierarchical_payoff_history_change_point,pooled,0.9,1.0,13,0.9106903261002162,0.3076923076923077,0.6029980184079085
hierarchical_payoff_history_change_point,2025,0.0,0.1,14,0.0690697320406845,0.42857142857142855,0.35950169653074404
hierarchical_payoff_history_change_point,2025,0.1,0.2,64,0.1633295239338367,0.59375,0.4304204760661633
hierarchical_payoff_history_change_point,2025,0.2,0.30000000000000004,106,0.2537178393754666,0.46226415094339623,0.20854631156792963
hierarchical_payoff_history_change_point,2025,0.30000000000000004,0.4,144,0.3595018096527988,0.4444444444444444,0.0849426347916456
hierarchical_payoff_history_change_point,2025,0.4,0.5,367,0.45173665537697894,0.4904632152588556,0.038726559881876677
hierarchical_payoff_history_change_point,2025,0.5,0.6000000000000001,371,0.5455333579845694,0.5175202156334232,0.02801314235114616
hierarchical_payoff_history_change_point,2025,0.6000000000000001,0.7000000000000001,186,0.6460647369877776,0.510752688172043,0.13531204881573455
hierarchical_payoff_history_change_point,2025,0.7000000000000001,0.8,82,0.7459136465192344,0.4024390243902439,0.3434746221289905
hierarchical_payoff_history_change_point,2025,0.8,0.9,37,0.8433854534516871,0.5405405405405406,0.30284491291114657
hierarchical_payoff_history_change_point,2025,0.9,1.0,10,0.912306218937817,0.3,0.612306218937817
hierarchical_payoff_history_change_point,2023,0.0,0.1,5,0.06905834053605539,0.6,0.5309416594639446
hierarchical_payoff_history_change_point,2023,0.1,0.2,53,0.156746982172929,0.4339622641509434,0.27721528197801437
hierarchical_payoff_history_change_point,2023,0.2,0.30000000000000004,96,0.2549302236976332,0.4583333333333333,0.20340310963570013
hierarchical_payoff_history_change_point,2023,0.30000000000000004,0.4,229,0.361316788576746,0.4279475982532751,0.06663080967652912
hierarchical_payoff_history_change_point,2023,0.4,0.5,423,0.4512803177949419,0.44680851063829785,0.004471807156644025
hierarchical_payoff_history_change_point,2023,0.5,0.6000000000000001,328,0.5448433167656908,0.47865853658536583,0.06618478018032492
hierarchical_payoff_history_change_point,2023,0.6000000000000001,0.7000000000000001,171,0.6420643767431082,0.43859649122807015,0.20346788551503808
hierarchical_payoff_history_change_point,2023,0.7000000000000001,0.8,76,0.745411535171514,0.3815789473684211,0.36383258780309297
hierarchical_payoff_history_change_point,2023,0.8,0.9,36,0.8382531825375874,0.3888888888888889,0.4493642936486985
hierarchical_payoff_history_change_point,2023,0.9,1.0,3,0.9053040166415466,0.3333333333333333,0.5719706833082132
hierarchical_change_point,pooled,0.0,0.1,214,0.050830571316133014,0.4953271028037383,0.4444965314876053
hierarchical_change_point,pooled,0.1,0.2,270,0.15189449613349326,0.45555555555555555,0.3036610594220623
hierarchical_change_point,pooled,0.2,0.30000000000000004,280,0.2520180320077241,0.46785714285714286,0.21583911084941876
hierarchical_change_point,pooled,0.30000000000000004,0.4,305,0.350552331563123,0.4819672131147541,0.1314148815516311
hierarchical_change_point,pooled,0.4,0.5,350,0.45134088774604386,0.5057142857142857,0.05437339796824181
hierarchical_change_point,pooled,0.5,0.6000000000000001,308,0.5518847716722936,0.487012987012987,0.06487178465930654
hierarchical_change_point,pooled,0.6000000000000001,0.7000000000000001,332,0.651938612442078,0.4367469879518072,0.21519162449027074
hierarchical_change_point,pooled,0.7000000000000001,0.8,311,0.7480050623533738,0.4694533762057878,0.278551686147586
hierarchical_change_point,pooled,0.8,0.9,263,0.8474004961717099,0.4296577946768061,0.4177427014949038
hierarchical_change_point,pooled,0.9,1.0,168,0.9435507700092952,0.44642857142857145,0.49712219858072376
hierarchical_change_point,2025,0.0,0.1,106,0.044382616884986785,0.5,0.4556173831150132
hierarchical_change_point,2025,0.1,0.2,132,0.1512454438182222,0.5227272727272727,0.3714818289090505
hierarchical_change_point,2025,0.2,0.30000000000000004,125,0.25026147686931755,0.496,0.24573852313068245
hierarchical_change_point,2025,0.30000000000000004,0.4,148,0.3494377816998302,0.43243243243243246,0.08299465073260226
hierarchical_change_point,2025,0.4,0.5,175,0.4502198845970347,0.5371428571428571,0.08692297254582243
hierarchical_change_point,2025,0.5,0.6000000000000001,151,0.5506894818201247,0.48344370860927155,0.06724577321085312
hierarchical_change_point,2025,0.6000000000000001,0.7000000000000001,164,0.6502825907884119,0.47560975609756095,0.17467283469085093
hierarchical_change_point,2025,0.7000000000000001,0.8,158,0.748128681238494,0.5189873417721519,0.22914133946634208
hierarchical_change_point,2025,0.8,0.9,131,0.8483790201945078,0.4580152671755725,0.39036375301893533
hierarchical_change_point,2025,0.9,1.0,91,0.9407125425477348,0.4945054945054945,0.4462070480422403
hierarchical_change_point,2023,0.0,0.1,108,0.05715911918373949,0.49074074074074076,0.43358162155700125
hierarchical_change_point,2023,0.1,0.2,138,0.15251532878288296,0.391304347826087,0.23878901904320401
hierarchical_change_point,2023,0.2,0.30000000000000004,155,0.2534346087322456,0.44516129032258067,0.19172668159033507
hierarchical_change_point,2023,0.30000000000000004,0.4,157,0.3516029900329786,0.5286624203821656,0.17705943034918697
hierarchical_change_point,2023,0.4,0.5,175,0.45246189089505295,0.4742857142857143,0.021823823390661357
