model_name,dimension,value,opportunities,accepted_signals,accepted_trades,gross_pnl_bps,total_cost_bps,net_pnl_bps,mean_net_trade_bps,hit_rate
hierarchical_change_point,stock,ASTS,494,11,10,-1139.0224877928324,100.0,-1239.0224877928324,-123.90224877928324,0.4
hierarchical_change_point,stock,CIFR,667,17,17,1889.6145572651092,170.0,1719.6145572651092,101.1537974861829,0.47058823529411764
hierarchical_change_point,stock,HIMS,477,18,14,551.222747868273,140.0,411.2227478682729,29.37305341916235,0.42857142857142855
hierarchical_change_point,stock,IONQ,546,16,16,-3645.095548886294,160.0,-3805.095548886294,-237.8184718053934,0.3125
hierarchical_change_point,stock,IREN,641,15,14,1708.3561215076156,140.0,1568.3561215076159,112.02543725054399,0.7142857142857143
hierarchical_change_point,stock,MARA,526,15,15,-242.8639197682458,150.0,-392.8639197682459,-26.190927984549727,0.4
hierarchical_change_point,stock,MP,459,14,14,-3126.370453402128,140.0,-3266.370453402128,-233.31217524300914,0.21428571428571427
hierarchical_change_point,stock,MRNA,402,13,11,780.2771429660693,110.0,670.2771429660693,60.934285724188115,0.6363636363636364
hierarchical_change_point,stock,MSTR,400,13,13,432.6410410350644,130.0,302.6410410350645,23.280080079620348,0.46153846153846156
hierarchical_change_point,stock,NVTS,505,23,22,176.96724538795803,220.0,-43.03275461204208,-1.9560343005473675,0.4090909090909091
hierarchical_change_point,stock,QBTS,645,22,21,-1715.2627403081747,210.0,-1925.2627403081747,-91.67917810991308,0.3333333333333333
hierarchical_change_point,stock,RGTI,651,15,14,1654.8441633664856,140.0,1514.8441633664856,108.20315452617754,0.5714285714285714
hierarchical_change_point,stock,RIOT,539,17,17,-1348.8597571254513,170.0,-1518.8597571254513,-89.34469159561479,0.35294117647058826
hierarchical_change_point,stock,RIVN,436,9,9,623.8452377779025,90.0,533.8452377779025,59.31613753087806,0.5555555555555556
hierarchical_change_point,stock,SMCI,428,10,10,400.55970950610083,100.0,300.55970950610083,30.05597095061008,0.6
hierarchical_change_point,stock,SOFI,411,18,17,-2673.08699215131,170.0,-2843.08699215131,-167.24041130301822,0.35294117647058826
hierarchical_change_point,stock,WULF,713,12,12,-1589.7493494006767,120.0,-1709.7493494006767,-142.4791124500564,0.4166666666666667
hierarchical_change_point,state_change_phase,after_change_1_3,1474,49,48,-726.3181766119068,480.0,-1206.318176611907,-25.131628679414728,0.5208333333333334
hierarchical_change_point,state_change_phase,change_session,680,18,18,-1141.721075914548,180.0,-1321.721075914548,-73.42894866191934,0.3333333333333333
hierarchical_change_point,state_change_phase,other,8228,230,217,-1358.5479862663083,2170.0,-3528.5479862663083,-16.26058979846225,0.45161290322580644
no_payoff_state_filter,year,2023,5120,5120,4859,47942.31317924138,48590.0,-647.6868207586085,-0.1332963203866245,0.4735542292652809
no_payoff_state_filter,year,2025,5262,5262,5067,39000.603374240534,50670.0,-11669.396625759462,-2.3030188722635607,0.48865206236431813
no_payoff_state_filter,month,2023-03,51,51,49,6413.039387920516,490.0,5923.039387920516,120.87835485552073,0.5918367346938775
no_payoff_state_filter,month,2023-04,480,480,462,226.86962838531326,4620.0,-4393.130371614689,-9.508940198300191,0.4653679653679654
no_payoff_state_filter,month,2023-05,572,572,538,26282.303340459315,5380.0,20902.303340459315,38.85186494509166,0.5315985130111525
no_payoff_state_filter,month,2023-06,632,632,601,-7912.031287615412,6010.0,-13922.031287615411,-23.164777516830966,0.4276206322795341
no_payoff_state_filter,month,2023-07,581,581,550,-5016.454351092558,5500.0,-10516.454351092558,-19.12082609289556,0.46545454545454545
no_payoff_state_filter,month,2023-08,635,635,611,26219.963459463987,6110.0,20109.963459463987,32.91319715133222,0.5220949263502455
no_payoff_state_filter,month,2023-09,488,488,459,-14825.12365769885,4590.0,-19415.123657698852,-42.298744352285084,0.39433551198257083
no_payoff_state_filter,month,2023-10,563,563,528,12584.77504058761,5280.0,7304.775040587609,13.834801213234106,0.5075757575757576
no_payoff_state_filter,month,2023-11,567,567,547,-6358.582644203218,5470.0,-11828.582644203216,-21.62446552870789,0.44424131627056673
no_payoff_state_filter,month,2023-12,551,551,514,10327.554263034692,5140.0,5187.55426303469,10.092518021468269,0.4805447470817121
no_payoff_state_filter,month,2025-04,670,670,649,17544.075976330216,6490.0,11054.075976330216,17.032474539800024,0.5408320493066255
no_payoff_state_filter,month,2025-05,575,575,552,-16996.780884850206,5520.0,-22516.780884850203,-40.791269718931524,0.4329710144927536
no_payoff_state_filter,month,2025-06,563,563,537,-1422.4798151393861,5370.0,-6792.479815139386,-12.64893820323908,0.48417132216014896
no_payoff_state_filter,month,2025-07,565,565,545,5277.158078472865,5450.0,-172.84192152713422,-0.31714114041676006,0.47339449541284406
no_payoff_state_filter,month,2025-08,486,486,466,4938.801015660774,4660.0,278.80101566077246,0.5982854413321298,0.5
no_payoff_state_filter,month,2025-09,548,548,531,-8758.638925413792,5310.0,-14068.638925413794,-26.494611912267032,0.4425612052730697
no_payoff_state_filter,month,2025-10,672,672,641,5681.590232344895,6410.0,-728.4097676551046,-1.1363646921296484,0.5085803432137286
no_payoff_state_filter,month,2025-11,618,618,594,27890.480258907293,5940.0,21950.480258907293,36.953670469540896,0.5353535353535354
no_payoff_state_filter,month,2025-12,565,565,552,4846.397437927864,5520.0,-673.6025620721357,-1.2202944965074922,0.463768115942029
no_payoff_state_filter,loop,cycle_01,72,72,67,1119.937958388808,670.0,449.937958388808,6.7154919162508655,0.5671641791044776
no_payoff_state_filter,loop,cycle_02,37,37,32,-582.8204550202119,320.0,-902.8204550202119,-28.21313921938162,0.40625
no_payoff_state_filter,loop,cycle_04,248,248,242,9248.68926557688,2420.0,6828.689265576881,28.217724237920994,0.5247933884297521
no_payoff_state_filter,loop,cycle_05,255,255,243,7988.1681704548455,2430.0,5558.168170454845,22.873120043024052,0.5061728395061729
no_payoff_state_filter,loop,cycle_06,5302,5302,5121,40561.04413233408,51210.0,-10648.955867665916,-2.0794680468006086,0.48135129857449716
no_payoff_state_filter,loop,cycle_07,2177,2177,2062,16103.558950404287,20620.0,-4516.441049595713,-2.1903205866128577,0.472356935014549
no_payoff_state_filter,loop,cycle_08,68,68,68,-653.103509052536,680.0,-1333.1035090525359,-19.604463368419644,0.4411764705882353
no_payoff_state_filter,loop,cycle_09,246,246,238,5015.912631031895,2380.0,2635.9126310318943,11.075263155596195,0.5
no_payoff_state_filter,loop,cycle_10,31,31,26,262.9154927501842,260.0,2.915492750184285,0.11213433654554941,0.5
no_payoff_state_filter,loop,cycle_11,451,451,438,1094.9835597391161,4380.0,-3285.0164402608843,-7.5000375348422015,0.4977168949771689
no_payoff_state_filter,loop,cycle_13,1488,1488,1382,6556.965917340522,13820.0,-7263.034082659472,-5.255451579348388,0.4732272069464544
no_payoff_state_filter,loop,cycle_20,7,7,7,226.6644395340367,70.0,156.6644395340367,22.3806342191481,0.42857142857142855
no_payoff_state_filter,orientation,state_0,255,255,243,7988.1681704548455,2430.0,5558.168170454845,22.873120043024052,0.5061728395061729
no_payoff_state_filter,orientation,state_1,103,103,90,1174.448830726561,900.0,274.44883072656097,3.0494314525173443,0.5
no_payoff_state_filter,orientation,state_2,41,41,35,821.8104936676532,350.0,471.8104936676531,13.480299819075801,0.45714285714285713
no_payoff_state_filter,orientation,state_3,72,72,70,1166.4972700103583,700.0,466.4972700103581,6.664246714433687,0.5
no_payoff_state_filter,orientation,state_4,2229,2229,2146,42014.810600966564,21460.0,20554.810600966557,9.578196924961118,0.4869524697110904
no_payoff_state_filter,orientation,state_5,2304,2304,2173,32533.751868640156,21730.0,10803.75186864016,4.971814021463488,0.49194661757938335
no_payoff_state_filter,orientation,state_6,4264,4264,4102,-5216.156946951184,41020.0,-46236.15694695119,-11.271613102620963,0.47440273037542663
no_payoff_state_filter,orientation,state_7,1114,1114,1067,6459.586265966966,10670.0,-4210.413734033035,-3.946029741361795,0.46672914714151825
no_payoff_state_filter,sector,unavailable,10382,10382,9926,86942.91655348192,99260.0,-12317.083446518078,-1.2408909375899735,0.48126133387064274
no_payoff_state_filter,stock,AAL,292,292,282,611.0772603353374,2820.0,-2208.922739664662,-7.833059360512986,0.42907801418439717
no_payoff_state_filter,stock,AAOI,536,536,517,16914.054333282656,5170.0,11744.054333282653,22.715772404802035,0.5338491295938105
no_payoff_state_filter,stock,APLD,614,614,588,10373.544588106293,5880.0,4493.544588106293,7.642082632833832,0.4965986394557823
no_payoff_state_filter,stock,ASTS,494,494,479,10884.88931779422,4790.0,6094.88931779422,12.724194817942005,0.5135699373695198
no_payoff_state_filter,stock,CIFR,667,667,629,-3344.751195404323,6290.0,-9634.751195404322,-15.317569468051387,0.4483306836248013
no_payoff_state_filter,stock,HIMS,477,477,458,3240.7411634808577,4580.0,-1339.2588365191423,-2.9241459312645026,0.462882096069869
no_payoff_state_filter,stock,IONQ,546,546,529,8146.156448285163,5290.0,2856.1564482851645,5.399161527949271,0.48015122873345933
no_payoff_state_filter,stock,IREN,641,641,611,4734.232740936779,6110.0,-1375.7672590632217,-2.2516649084504445,0.4877250409165303
no_payoff_state_filter,stock,MARA,526,526,508,5416.458809239969,5080.0,336.458809239969,0.6623204906298603,0.47834645669291337
no_payoff_state_filter,stock,MP,459,459,439,8175.603805251943,4390.0,3785.6038052519425,8.623243292145656,0.5148063781321185
no_payoff_state_filter,stock,MRNA,402,402,389,7592.504768630331,3890.0,3702.5047686303315,9.518007117301623,0.4910025706940874
no_payoff_state_filter,stock,MSTR,400,400,390,-427.0513224977951,3900.0,-4327.051322497795,-11.095003391019986,0.4846153846153846
no_payoff_state_filter,stock,NVTS,505,505,482,6448.310043660472,4820.0,1628.3100436604714,3.3782366051047124,0.4854771784232365
no_payoff_state_filter,stock,QBTS,645,645,611,-1406.8296864937874,6110.0,-7516.829686493787,-12.30250357854957,0.46481178396072015
no_payoff_state_filter,stock,RGTI,651,651,607,-4289.5055993841015,6070.0,-10359.505599384102,-17.066730806234105,0.4827018121911038
no_payoff_state_filter,stock,RIOT,539,539,512,8203.768093941482,5120.0,3083.768093941482,6.0229845584794575,0.501953125
no_payoff_state_filter,stock,RIVN,436,436,418,4403.314346179545,4180.0,223.31434617954528,0.5342448473194863,0.46172248803827753
no_payoff_state_filter,stock,SMCI,428,428,412,1739.0097027909035,4120.0,-2380.990297209096,-5.7791026631288736,0.4830097087378641
no_payoff_state_filter,stock,SOFI,411,411,391,-2021.5079332158289,3910.0,-5931.5079332158275,-15.170097015897257,0.45268542199488493
no_payoff_state_filter,stock,WULF,713,713,674,1548.8968685617997,6740.0,-5191.103131438201,-7.701933429433533,0.4599406528189911
no_payoff_state_filter,state_change_phase,after_change_1_3,1474,1474,1420,18517.70518451287,14200.0,4317.7051845128735,3.0406374538823053,0.48732394366197185
no_payoff_state_filter,state_change_phase,change_session,680,680,659,-7043.86429739928,6590.0,-13633.86429739928,-20.688716688011045,0.48254931714719274
no_payoff_state_filter,state_change_phase,other,8228,8228,7847,75469.07566636833,78470.0,-3000.924333631686,-0.3824295060063318,0.4800560723843507
payoff_only_change_point,year,2023,5120,193,186,10565.996820534418,1860.0,8705.996820534416,46.80643451900224,0.4731182795698925
payoff_only_change_point,year,2025,5262,147,138,1054.7613098587547,1380.0,-325.2386901412451,-2.3568021024727908,0.4927536231884058
payoff_only_change_point,month,2023-03,51,0,0,0.0,0.0,0.0,,
payoff_only_change_point,month,2023-04,480,33,32,-419.62228424102955,320.0,-739.6222842410295,-23.113196382532173,0.5
payoff_only_change_point,month,2023-05,572,47,45,10637.860954699956,450.0,10187.860954699956,226.39691010444346,0.5333333333333333
payoff_only_change_point,month,2023-06,632,33,33,906.6289811155966,330.0,576.6289811155966,17.473605488351414,0.3939393939393939
payoff_only_change_point,month,2023-07,581,36,34,653.2901580594508,340.0,313.29015805945085,9.214416413513261,0.5294117647058824
payoff_only_change_point,month,2023-08,635,3,3,15.573074603923985,30.0,-14.42692539607603,-4.808975132025343,0.3333333333333333
payoff_only_change_point,month,2023-09,488,1,1,0.0,10.0,-10.0,-10.0,0.0
payoff_only_change_point,month,2023-10,563,0,0,0.0,0.0,0.0,,
payoff_only_change_point,month,2023-11,567,0,0,0.0,0.0,0.0,,
