period,model,tail,horizon_minutes,rows,sessions,stocks,months,positive_movement_exceeds_iv_outcomes,negative_movement_remains_below_iv_outcomes,maximum_stock_share,maximum_month_share,maximum_session_share,remains_below_iv_rate,movement_exceeds_iv_rate,mean_absolute_movement,median_absolute_movement,mean_iv_expectation,median_iv_expectation,mean_iv_residual,median_iv_residual,trimmed_mean_iv_residual_10_percent,mean_terminal_iv_ratio,median_terminal_iv_ratio,absolute_movement_p90,absolute_movement_p95,absolute_movement_p99,maximum_absolute_movement,mean_maximum_absolute_excursion,median_maximum_absolute_excursion,mean_excursion_sigma_ratio,terminal_above_1_0x_iv_expected_rate,excursion_above_1_0x_iv_sigma_rate,terminal_above_1_25x_iv_expected_rate,excursion_above_1_25x_iv_sigma_rate,terminal_above_1_5x_iv_expected_rate,excursion_above_1_5x_iv_sigma_rate,terminal_above_2_0x_iv_expected_rate,excursion_above_2_0x_iv_sigma_rate,surprise_1_5_sigma_rate,surprise_2_0_sigma_rate,npv_lift,relative_surprise_1_5_sigma_reduction,relative_surprise_2_0_sigma_reduction
assessment,M1C,bottom_5_percent,15,335,78,18,8,20,315,0.14328358208955225,0.2298507462686567,0.056716417910447764,0.9402985074626867,0.05970149253731345,0.0037141128530559977,0.002718624238993498,0.010692520384796043,0.010601407584541984,-0.006978407531740045,-0.006915542691301797,-0.007129717255447287,0.3729279617351034,0.2828335686128968,0.0076840697068099465,0.010623621499199156,0.01604202442214666,0.020592493499661874,0.00609858458063928,0.0051151012481996955,0.47901838562707655,0.05970149253731345,0.04776119402985077,0.03880597014925374,0.03582089552238807,0.020895522388059706,0.020895522388059706,0.002985074626865672,0.002985074626865672,0.020895522388059706,0.002985074626865672,0.20786732185604362,0.848956705965891,0.9433668959491176
assessment,M1C,bottom_10_percent,15,740,123,20,8,73,667,0.12567567567567567,0.21756756756756757,0.03648648648648649,0.9013513513513515,0.09864864864864867,0.00420432670541733,0.0031277181753145674,0.009797210756228747,0.00928251559494485,-0.005592884050811417,-0.005576454074799081,-0.005790609694356556,0.45597601606586935,0.3392380628742578,0.00882646244597404,0.011844036176253923,0.019681735209001922,0.033168144968806525,0.006681929867797806,0.005514632976531886,0.5720284739144427,0.09864864864864867,0.08783783783783786,0.060810810810810814,0.054054054054054064,0.031081081081081086,0.029729729729729735,0.010810810810810811,0.012162162162162163,0.029729729729729735,0.012162162162162163,0.16892016574470836,0.7850986337777253,0.7692583666034993
assessment,M1C,bottom_20_percent,15,1884,145,20,8,229,1655,0.09819532908704884,0.19002123142250532,0.026008492569002124,0.8784501061571125,0.12154989384288749,0.004495838087133487,0.003422077918086108,0.009214705558927703,0.008636869665807241,-0.004718867471794219,-0.004879879429514501,-0.004930239593963935,0.5088779711525823,0.39490257195046985,0.009401488666515759,0.012004126379537247,0.020243566867488533,0.08096907695031061,0.007107384310888395,0.005989753097524639,0.6381548046110886,0.12154989384288749,0.11995753715498941,0.06634819532908706,0.06316348195329088,0.03503184713375797,0.030785562632696394,0.013800424628450108,0.01220806794055202,0.030785562632696394,0.01220806794055202,0.1460189205504694,0.7774665451104992,0.7683874380509295
stress,M1C,bottom_5_percent,15,638,57,20,4,39,599,0.1614420062695925,0.4106583072100313,0.06739811912225706,0.9388714733542318,0.06112852664576803,0.0036577428866863253,0.002625038793863525,0.00933414610258312,0.008746777331607003,-0.005676403215896795,-0.005275387005425377,-0.005546675721342586,0.4058931940588383,0.30913393375482084,0.007876014400787211,0.010789219627189331,0.01628309530481752,0.034145251405821135,0.005918002330905805,0.004930857541841857,0.5204331767782614,0.06112852664576803,0.054858934169279006,0.0219435736677116,0.020376175548589344,0.0109717868338558,0.006269592476489029,0.004702194357366771,0.0031347962382445144,0.006269592476489029,0.0031347962382445144,0.20383988862476177,0.9528911841249187,0.9382752227100294
stress,M1C,bottom_10_percent,15,1426,63,20,4,121,1305,0.13253856942496495,0.3709677419354839,0.04978962131837307,0.9151472650771388,0.08485273492286115,0.004090338427251603,0.003034385457619503,0.009031908642183874,0.008233710604712152,-0.00494157021493227,-0.004707072484970976,-0.004890569047292175,0.4587075119521439,0.37158403193512834,0.008741488535869311,0.01110261922911097,0.01860483406003709,0.04082746771308721,0.00642902226275889,0.005431641454951098,0.5768975976753092,0.08485273492286115,0.07503506311360449,0.03997194950911641,0.028050490883590466,0.01683029453015428,0.011921458625525946,0.00420757363253857,0.002805049088359046,0.011921458625525946,0.002805049088359046,0.18011568034766878,0.9104238750033078,0.9447680113450193
stress,M1C,bottom_20_percent,15,3110,68,20,4,359,2751,0.10482315112540193,0.3427652733118971,0.037942122186495175,0.8845456006981924,0.11545439930180751,0.004436612245332406,0.003277585752817387,0.008909496882056835,0.00819477470516874,-0.004472884636724429,-0.004462988026972479,-0.0045018364910552845,0.5022846955070612,0.4029651452419038,0.009664001233204735,0.012295234611846522,0.018883329447039413,0.04082746771308721,0.007045522722187873,0.005974360443917421,0.6375361053546961,0.11545439930180751,0.11738361544291588,0.05886405916262833,0.047931834363014174,0.025722881881445073,0.022208952481569094,0.007716864564433523,0.003215360235180635,0.022208952481569094,0.003215360235180635,0.14951401596872238,0.8331251262093893,0.9366889011788868
