period,model,tail,horizon_minutes,rows,sessions,stocks,months,positive_movement_exceeds_iv_outcomes,negative_movement_remains_below_iv_outcomes,maximum_stock_share,maximum_month_share,maximum_session_share,remains_below_iv_rate,movement_exceeds_iv_rate,mean_absolute_movement,median_absolute_movement,mean_iv_expectation,median_iv_expectation,mean_iv_residual,median_iv_residual,trimmed_mean_iv_residual_10_percent,mean_terminal_iv_ratio,median_terminal_iv_ratio,absolute_movement_p90,absolute_movement_p95,absolute_movement_p99,maximum_absolute_movement,mean_maximum_absolute_excursion,median_maximum_absolute_excursion,mean_excursion_sigma_ratio,terminal_above_1_0x_iv_expected_rate,excursion_above_1_0x_iv_sigma_rate,terminal_above_1_25x_iv_expected_rate,excursion_above_1_25x_iv_sigma_rate,terminal_above_1_5x_iv_expected_rate,excursion_above_1_5x_iv_sigma_rate,terminal_above_2_0x_iv_expected_rate,excursion_above_2_0x_iv_sigma_rate,surprise_1_5_sigma_rate,surprise_2_0_sigma_rate,npv_lift,relative_surprise_1_5_sigma_reduction,relative_surprise_2_0_sigma_reduction
assessment,M1C,bottom_5_percent,15,140,78,18,8,13,127,0.15714285714285714,0.21428571428571427,0.05,0.907142857142857,0.09285714285714287,0.0038895345555169767,0.0026829829270471435,0.00955896752255291,0.008917553144161337,-0.005669432967035936,-0.005509850098357978,-0.005798099224552574,0.43716876303176583,0.32371805914274937,0.008045070400677779,0.014062274276970736,0.016549458852244153,0.020592493499661874,0.006372846132373655,0.004945437013562238,0.5526513580660651,0.09285714285714287,0.07857142857142858,0.07142857142857145,0.07142857142857145,0.042857142857142864,0.042857142857142864,0.0071428571428571435,0.0071428571428571435,0.042857142857142864,0.0071428571428571435,0.17471167153621392,0.6902071214198378,0.8644850724496742
assessment,M1C,bottom_10_percent,15,308,123,20,8,40,268,0.11038961038961038,0.20454545454545456,0.032467532467532464,0.8701298701298702,0.12987012987012989,0.004398135129478354,0.0032850751472142375,0.00892447237930953,0.00839117921109344,-0.004526337249831174,-0.004688808314669989,-0.00471769464427542,0.5031235260299722,0.4159050381721451,0.009371013958421747,0.012903672260043741,0.02100055327248952,0.033168144968806525,0.0069553762442524075,0.005494097932599672,0.6322906070957309,0.12987012987012989,0.12012987012987014,0.07142857142857144,0.06168831168831169,0.03246753246753247,0.03246753246753247,0.012987012987012988,0.012987012987012988,0.03246753246753247,0.012987012987012988,0.1376986845232271,0.7653084253180589,0.7536092226357713
assessment,M1C,bottom_20_percent,15,607,145,20,8,76,531,0.09060955518945635,0.16474464579901152,0.018121911037891267,0.8747940691927512,0.12520593080724876,0.004579621080787536,0.003554158057050117,0.008741909633699408,0.008445640184505419,-0.004162288552911873,-0.004419829407627477,-0.004421559938556919,0.5394539039283187,0.44529074606043967,0.008906533708145368,0.011345940823014275,0.020535429833880972,0.08096907695031061,0.007288684470804066,0.006248245973770301,0.6806049408240543,0.12520593080724876,0.128500823723229,0.06919275123558484,0.06260296540362438,0.03130148270181219,0.028006589785831957,0.011532125205930806,0.008237232289950576,0.028006589785831957,0.008237232289950576,0.14236288358610805,0.7975543517241115,0.8437224888217001
stress,M1C,bottom_5_percent,15,278,57,20,4,19,259,0.14388489208633093,0.37050359712230213,0.05755395683453238,0.9316546762589929,0.0683453237410072,0.0037310740762720052,0.002689787371324555,0.008921871869745884,0.007985802282302874,-0.005190797793473879,-0.004825900626847253,-0.0051607885361109294,0.43488843401159866,0.342120955608138,0.007728021522579358,0.01050803553570237,0.017328191354081108,0.034145251405821135,0.0060923641658067055,0.005157194873657184,0.5593970596890373,0.0683453237410072,0.06115107913669065,0.03237410071942446,0.03237410071942446,0.01798561151079137,0.010791366906474822,0.010791366906474822,0.007194244604316547,0.010791366906474822,0.007194244604316547,0.19662309152952284,0.9189152215963079,0.8583438564352474
stress,M1C,bottom_10_percent,15,541,63,20,4,55,486,0.10536044362292052,0.33086876155268025,0.033271719038817,0.8983364140480592,0.10166358595194087,0.004233423047312817,0.0032758376896035797,0.008803140050270329,0.00793454489556214,-0.004569717002957511,-0.004666198681931677,-0.004662951913290359,0.4815682116219282,0.4010755012968718,0.008907428785329758,0.010877650348884953,0.02047507314128456,0.04082746771308721,0.00677249487028604,0.005777523905981067,0.6163279668214732,0.10166358595194087,0.0924214417744917,0.049907578558225515,0.038817005545286505,0.02772643253234751,0.020332717190388174,0.005545286506469502,0.0036968576709796677,0.020332717190388174,0.0036968576709796677,0.16330482931858914,0.8472228882572455,0.9272081184639533
stress,M1C,bottom_20_percent,15,941,68,20,4,135,806,0.07970244420828905,0.29968119022316686,0.024442082890541977,0.8564705882352941,0.1435294117647059,0.004852708223998271,0.00365294832624536,0.008787643669177978,0.008060224064974413,-0.003934935445179707,-0.004225371885542556,-0.0040312284865172176,0.5489490357798527,0.4481438039288884,0.010385672246634113,0.013451567605639307,0.020765524306275797,0.04082746771308721,0.007638733517164252,0.006456751400558062,0.6947230353153796,0.1435294117647059,0.15415559772296017,0.07764705882352943,0.06170777988614802,0.03187855787476281,0.025578747628083494,0.008500948766603416,0.002125237191650854,0.025578747628083494,0.002125237191650854,0.12143900350582404,0.8078049702839138,0.9581536462425794
