period,candidate,role,policy,rows,actionable_event_rows,actionable_event_share,fallback_rows,fallback_share,median_detection_bars_after_entry
2023,cycle_04|state2,matched_control,exact_completion_next_open_else_fixed,8,0,0.0,8,1.0,
2023,cycle_04|state2,matched_control,first_post_entry_transition_next_open_else_fixed,8,8,1.0,0,0.0,1.0
2023,cycle_04|state2,matched_control,route_invalidation_next_open_else_fixed,8,8,1.0,0,0.0,2.5
2023,cycle_04|state2,matched_control,terminal_route_event_next_open_else_fixed,8,8,1.0,0,0.0,2.5
2025,cycle_04|state2,matched_control,exact_completion_next_open_else_fixed,6,1,0.16666666666666666,5,0.8333333333333334,1.0
2025,cycle_04|state2,matched_control,first_post_entry_transition_next_open_else_fixed,6,6,1.0,0,0.0,0.0
2025,cycle_04|state2,matched_control,route_invalidation_next_open_else_fixed,6,5,0.8333333333333334,1,0.16666666666666666,2.0
2025,cycle_04|state2,matched_control,terminal_route_event_next_open_else_fixed,6,6,1.0,0,0.0,1.5
2023,cycle_07|state6,matched_control,exact_completion_next_open_else_fixed,331,53,0.16012084592145015,278,0.8398791540785498,7.0
2023,cycle_07|state6,matched_control,first_post_entry_transition_next_open_else_fixed,331,331,1.0,0,0.0,3.0
2023,cycle_07|state6,matched_control,route_invalidation_next_open_else_fixed,331,246,0.743202416918429,85,0.256797583081571,5.0
2023,cycle_07|state6,matched_control,terminal_route_event_next_open_else_fixed,331,299,0.9033232628398792,32,0.09667673716012085,5.0
2025,cycle_07|state6,matched_control,exact_completion_next_open_else_fixed,296,72,0.24324324324324326,224,0.7567567567567568,8.5
2025,cycle_07|state6,matched_control,first_post_entry_transition_next_open_else_fixed,296,295,0.9966216216216216,1,0.0033783783783783786,2.0
2025,cycle_07|state6,matched_control,route_invalidation_next_open_else_fixed,296,193,0.652027027027027,103,0.34797297297297297,4.0
2025,cycle_07|state6,matched_control,terminal_route_event_next_open_else_fixed,296,265,0.8952702702702703,31,0.10472972972972973,5.0
2023,cycle_04|state4,primary_candidate,exact_completion_next_open_else_fixed,132,14,0.10606060606060606,118,0.8939393939393939,5.0
2023,cycle_04|state4,primary_candidate,first_post_entry_transition_next_open_else_fixed,132,132,1.0,0,0.0,2.0
2023,cycle_04|state4,primary_candidate,route_invalidation_next_open_else_fixed,132,104,0.7878787878787878,28,0.21212121212121213,2.0
2023,cycle_04|state4,primary_candidate,terminal_route_event_next_open_else_fixed,132,118,0.8939393939393939,14,0.10606060606060606,3.0
2025,cycle_04|state4,primary_candidate,exact_completion_next_open_else_fixed,96,20,0.20833333333333334,76,0.7916666666666666,7.5
2025,cycle_04|state4,primary_candidate,first_post_entry_transition_next_open_else_fixed,96,95,0.9895833333333334,1,0.010416666666666666,3.0
2025,cycle_04|state4,primary_candidate,route_invalidation_next_open_else_fixed,96,67,0.6979166666666666,29,0.3020833333333333,4.0
2025,cycle_04|state4,primary_candidate,terminal_route_event_next_open_else_fixed,96,87,0.90625,9,0.09375,5.0
2023,cycle_07|state5,primary_candidate,exact_completion_next_open_else_fixed,722,180,0.24930747922437674,542,0.7506925207756233,9.0
2023,cycle_07|state5,primary_candidate,first_post_entry_transition_next_open_else_fixed,722,688,0.9529085872576177,34,0.04709141274238227,4.0
2023,cycle_07|state5,primary_candidate,route_invalidation_next_open_else_fixed,722,456,0.631578947368421,266,0.3684210526315789,5.0
2023,cycle_07|state5,primary_candidate,terminal_route_event_next_open_else_fixed,722,636,0.8808864265927978,86,0.11911357340720222,7.0
2025,cycle_07|state5,primary_candidate,exact_completion_next_open_else_fixed,713,199,0.2791023842917251,514,0.7208976157082749,9.0
2025,cycle_07|state5,primary_candidate,first_post_entry_transition_next_open_else_fixed,713,675,0.9467040673211781,38,0.05329593267882188,4.0
2025,cycle_07|state5,primary_candidate,route_invalidation_next_open_else_fixed,713,386,0.541374474053296,327,0.4586255259467041,6.0
2025,cycle_07|state5,primary_candidate,terminal_route_event_next_open_else_fixed,713,585,0.820476858345021,128,0.17952314165497896,7.0
