period,horizon,selector,deleted_symbol,sessions,cumulative_return,annualized_return,annualized_volatility,descriptive_sharpe_zero_rate,maximum_drawdown,mean_daily_return
2025,24,unfiltered,AAL,190,-0.07964381466937531,-0.10423479661112711,0.2284431010475857,-0.36809448011133705,-0.2556366171302611,-0.00033368509728227253
2025,24,unfiltered,AAOI,190,-0.13298678931860608,-0.17243421449899787,0.21802421494686428,-0.7592520425617039,-0.2798493725771817,-0.0006568862322472962
2025,24,unfiltered,APLD,190,-0.11889717950957324,-0.1545500549353923,0.2178628230842941,-0.6619156348870013,-0.25973990211647946,-0.0005722492415083928
2025,24,unfiltered,ASTS,190,-0.07197495677719068,-0.09432180336185603,0.22309547356591267,-0.33283704008515536,-0.2573058937790643,-0.00029466046459553324
2025,24,unfiltered,CIFR,190,-0.03773851797090644,-0.049742343953463775,0.21535087414857118,-0.12984525939947972,-0.22588645740641566,-0.00011096146871319815
2025,24,unfiltered,HIMS,190,-0.08156927042263673,-0.10671947623715572,0.2234272531920775,-0.39382046051726144,-0.25524134816675115,-0.00034916755454051876
2025,24,unfiltered,IONQ,190,-0.06498352427644893,-0.08526114149216013,0.21703153249698162,-0.30261221767914526,-0.236634119186112,-0.00026062060855244084
2025,24,unfiltered,IREN,190,-0.06276387941281147,-0.0823799217045742,0.21500450056116008,-0.2928054744689016,-0.24726549560488875,-0.00024981942380857024
2025,24,unfiltered,MARA,190,-0.0859778335389596,-0.11240204673305976,0.2204763078499133,-0.4309861561798091,-0.24864556971648932,-0.0003770723668609143
2025,24,unfiltered,MP,190,-0.10410170438245359,-0.13566923061095748,0.2245578961977644,-0.5374098563270057,-0.2672427376399492,-0.0004788874076695841
2025,24,unfiltered,MRNA,190,-0.09736069163315342,-0.12703297894694654,0.2263553935530597,-0.4874227018193864,-0.2685355931838551,-0.00043782046625802726
2025,24,unfiltered,MSTR,190,-0.07210973294269851,-0.09449625054511379,0.22580659267451242,-0.32722296359948,-0.2567593674419236,-0.000293210724028788
2025,24,unfiltered,NVTS,190,-0.08671411723493427,-0.11335023503672492,0.22230112488227974,-0.4303892662219171,-0.2718093170972028,-0.00037966673816821874
2025,24,unfiltered,QBTS,190,-0.03250528568470423,-0.04288193587521605,0.21529993854996735,-0.09651682377294156,-0.2375749996205232,-8.246058026727121e-05
2025,24,unfiltered,RGTI,190,-0.08013516545557753,-0.10486901526608616,0.21689079163791364,-0.4028934572499512,-0.25137498336203234,-0.00034676143209792787
2025,24,unfiltered,RIOT,190,-0.08862622747373605,-0.11581149097315624,0.22244429366171567,-0.4424228440121673,-0.2626040191523493,-0.00039053348030196013
2025,24,unfiltered,RIVN,190,-0.10128885410942778,-0.13206811487240244,0.23072111204521364,-0.4988728451320985,-0.2688729249008611,-0.00045674800634141826
2025,24,unfiltered,SMCI,190,-0.0771154962586269,-0.10096958409731938,0.2241548212009887,-0.36320873485164673,-0.25297312884480894,-0.00032307535325122296
2025,24,unfiltered,SOFI,190,-0.056529490173663266,-0.07427544217307336,0.22324646657313676,-0.2345729655040254,-0.24906060780472095,-0.00020780787977125385
2025,24,unfiltered,WULF,190,-0.06866434162972912,-0.09003412343673645,0.21847120086095428,-0.3230004120559216,-0.23947494138932535,-0.00028002495198587395
2025,24,loop_only,AAL,190,-0.04605123455624072,-0.06061471926598039,0.11317761389509047,-0.495939909312966,-0.14725715198729883,-0.00022273529988646443
2025,24,loop_only,AAOI,190,-0.04804780233448325,-0.06322148077571521,0.10857509714681529,-0.5472680379832433,-0.13959765269054247,-0.00023579238249753028
2025,24,loop_only,APLD,190,-0.09009260264529517,-0.11769785850579595,0.10303125344581529,-1.1635747818892128,-0.16709599070101744,-0.0004757324137142331
2025,24,loop_only,ASTS,190,-0.03862814097932454,-0.05090737015713398,0.10479514772730013,-0.4463582599960905,-0.1268652073717189,-0.00018561976109361485
2025,24,loop_only,CIFR,190,-0.04878805212257942,-0.0641875136387533,0.10762830014149863,-0.5626087781832807,-0.14345360445797273,-0.00024028820016092043
2025,24,loop_only,HIMS,190,-0.0177226699257097,-0.02343761503898456,0.1063526442396962,-0.16995232555144424,-0.10796732644846418,-7.172571117889595e-05
2025,24,loop_only,IONQ,190,-0.03799730014596203,-0.05008127434734466,0.11082806337545294,-0.40830175664263807,-0.14078450043791502,-0.00017956862286309147
2025,24,loop_only,IREN,190,-0.033885730356873145,-0.04469278267427901,0.10661745498291864,-0.3756097589912948,-0.13723960892929898,-0.00015891490702539402
2025,24,loop_only,MARA,190,-0.04878662764356667,-0.0641856549158949,0.1088119792857853,-0.5552944839485323,-0.13971740564988366,-0.00023977258684491478
2025,24,loop_only,MP,190,-0.04153420878019709,-0.05471062551355632,0.11109616468760347,-0.4509299860973874,-0.14339188577226447,-0.00019879599999227812
2025,24,loop_only,MRNA,190,-0.04162230012709989,-0.05482585452516642,0.11126028179127873,-0.45116849877866344,-0.13837811041899106,-0.00019919497741850112
2025,24,loop_only,MSTR,190,-0.0348948263531198,-0.046015965789318436,0.1115915420356552,-0.3665006728018524,-0.14276008333299173,-0.00016229513982168184
2025,24,loop_only,NVTS,190,-0.057682829553884374,-0.0757760626309808,0.1040200121401754,-0.7054720637885391,-0.1648347537017293,-0.0002912032247612636
